"{""chat"": [{""sex"": ""2"", ""content"": ""怎么称呼""}, {""sex"": ""1"", ""content"": ""我姓相，单名一个公，你叫我老公就好了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你谁啊""}, {""sex"": ""1"", ""content"": ""我也在想这个问题，我不知道你是谁，但你是怎么出现在我好友栏里的？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好开心哦""}, {""sex"": ""1"", ""content"": ""是啊，只要跟你聊天我就觉得很开心""}, {""sex"": ""1"", ""content"": ""开开心心没有烦恼不是挺好的嘛""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""掐一掐""}, {""sex"": ""1"", ""content"": ""哎呀，你都把我给掐疼了。""}, {""sex"": ""1"", ""content"": ""早知道就多长点肉肉了，这样就可以让你掐起来舒服一点。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不漂亮吗？""}, {""sex"": ""1"", ""content"": ""美若天仙，肯定漂亮呀。""}, {""sex"": ""1"", ""content"": ""你这要是不漂亮，还能有漂亮的女生存在吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那我不漂亮""}, {""sex"": ""1"", ""content"": ""不用狡辩了，我已经知道你是个漂亮的小仙女了""}, {""sex"": ""1"", ""content"": ""不漂亮正好，我还怕你太漂亮会被拐走呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不睡觉嘛""}, {""sex"": ""1"", ""content"": ""我要是睡觉的话，梦里有你吗""}, {""sex"": ""1"", ""content"": ""你都还没睡，我怎么舍得入睡""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你要睡觉了吗？""}, {""sex"": ""1"", ""content"": ""你还没睡，我怎么敢睡呢。""}, {""sex"": ""1"", ""content"": ""难不成你要陪我一起吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""难受嘛""}, {""sex"": ""1"", ""content"": ""我要是说不难受，你信吗""}, {""sex"": ""1"", ""content"": ""难受只是暂时的，我还有你在呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""声音难听""}, {""sex"": ""1"", ""content"": ""你是想隐藏你的天籁之声吗？""}, {""sex"": ""1"", ""content"": ""你说给我听听，我帮你鉴别一下""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""啥都不可能""}, {""sex"": ""1"", ""content"": ""李宁说过：一切皆有可能！""}, {""sex"": ""1"", ""content"": ""我们的任务就是把这不可能变成可能。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我可不要你""}, {""sex"": ""1"", ""content"": ""你不要我还能要谁？""}, {""sex"": ""1"", ""content"": ""你居然不要你未来的幸福，难受""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你废话真多""}, {""sex"": ""1"", ""content"": ""那我就直接进入正题了""}, {""sex"": ""1"", ""content"": ""什么时候连夸你也变得是废话了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可我不想说""}, {""sex"": ""1"", ""content"": ""那我们用意念交流一下的啦。""}, {""sex"": ""1"", ""content"": ""那我就等到你说为止，难道你还不相信我吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没啊  在看电视呢""}, {""sex"": ""1"", ""content"": ""难道电视比我好看嘛？""}, {""sex"": ""1"", ""content"": ""是看电视里的小哥哥吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一个人最重要的是什么""}, {""sex"": ""1"", ""content"": ""最重要的是找到另外一个人。""}, {""sex"": ""1"", ""content"": ""其他人我不知道，但是我只想和你在一起。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我又睡不着了""}, {""sex"": ""1"", ""content"": ""总是睡不着很难受吧。""}, {""sex"": ""1"", ""content"": ""那我陪你吧，不然你会很无聊的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你能不自恋吗""}, {""sex"": ""1"", ""content"": ""我有自恋的资本你为什么不让我自恋？""}, {""sex"": ""1"", ""content"": ""好，那我恋你吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么要女孩微信""}, {""sex"": ""1"", ""content"": ""what is you微信？""}, {""sex"": ""1"", ""content"": ""有缘网上来相会，千里网缘一线牵，朋友，你微信多少呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""删我微信""}, {""sex"": ""1"", ""content"": ""你的微信是我的宝，怎么可能会删除。""}, {""sex"": ""1"", ""content"": ""好不容易得到喜欢的人微信，我为什么要删了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你真善良""}, {""sex"": ""1"", ""content"": ""那你有看上我的善良了吗?""}, {""sex"": ""1"", ""content"": ""我的善良只留给我最爱的人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""给你个眼神你自己体会""}, {""sex"": ""1"", ""content"": ""我从你的眼神里感受到了浓浓的爱意。""}, {""sex"": ""1"", ""content"": ""你想用眼神对我暗送秋波吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""长得有没有让你失望""}, {""sex"": ""1"", ""content"": ""要是失望了现在还能在这吗？""}, {""sex"": ""1"", ""content"": ""至少到现在我还失望。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""所以你加我干嘛""}, {""sex"": ""1"", ""content"": ""想跟可爱的小仙女做朋友嘛。""}, {""sex"": ""1"", ""content"": ""对喜欢的女孩就要大胆出击，所以我加你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就想看你""}, {""sex"": ""1"", ""content"": ""你可以试着幻想彭于晏""}, {""sex"": ""1"", ""content"": ""我长的太帅了,除非你比我帅,否则休想""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡你的觉去吧""}, {""sex"": ""1"", ""content"": ""我想睡你的觉。""}, {""sex"": ""1"", ""content"": ""你不跟我睡，我怎么睡得着？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你能不能好好聊天""}, {""sex"": ""1"", ""content"": ""我怕我正常聊天你会受不了。""}, {""sex"": ""1"", ""content"": ""好不容易同一个频道，你又让我换！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我想和你谈谈""}, {""sex"": ""1"", ""content"": ""谈什么，谈恋爱吗？""}, {""sex"": ""1"", ""content"": ""我们不是一直都在谈嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那不理你了""}, {""sex"": ""1"", ""content"": ""你不理我，我偏要理你。""}, {""sex"": ""1"", ""content"": ""你这个想法很危险啊亲爱的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刮风了""}, {""sex"": ""1"", ""content"": ""好好穿衣服。""}, {""sex"": ""1"", ""content"": ""起风了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""忙着学习""}, {""sex"": ""1"", ""content"": ""学习要紧，身体更要紧，要注意休息啊。""}, {""sex"": ""1"", ""content"": ""你看你忙着学习都没时间陪我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在吗？在吗？在吗？""}, {""sex"": ""1"", ""content"": ""在！在！在！我可是随叫随到的！""}, {""sex"": ""1"", ""content"": ""在呀！小仙女找我有啥好事吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怕打雷""}, {""sex"": ""1"", ""content"": ""你可以选择躲在我怀里。""}, {""sex"": ""1"", ""content"": ""这不是有我吗，不用怕。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真冷啊""}, {""sex"": ""1"", ""content"": ""冷吗，需要我给你暖被窝嘛。""}, {""sex"": ""1"", ""content"": ""冷的时候抱着我，绝对暖和。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""惊讶惊讶""}, {""sex"": ""1"", ""content"": ""别这么吃惊，我帅又不是一天两天了。""}, {""sex"": ""1"", ""content"": ""你下巴掉地上了，我帮你扶一下。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我在吃早餐了""}, {""sex"": ""1"", ""content"": ""吃早餐都不叫上我，你太让我寒心了。""}, {""sex"": ""1"", ""content"": ""吃啥好吃的，给我带一份呗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""打扫""}, {""sex"": ""1"", ""content"": ""我的房间也需要你帮我打扫一下""}, {""sex"": ""1"", ""content"": ""这么勤劳啊，你家里肯定特别整洁""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""扫把星""}, {""sex"": ""1"", ""content"": ""把灰尘都扫掉不是挺好的嘛。""}, {""sex"": ""1"", ""content"": ""你竟然这么说我，实在是太伤我的心了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有时间的吧""}, {""sex"": ""1"", ""content"": ""你都这么问了，我说没时间也不行啦。""}, {""sex"": ""1"", ""content"": ""仙女的呼唤，我怎么会没时间呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""以后给你""}, {""sex"": ""1"", ""content"": ""我都等不及了以后，现在给不行嘛。""}, {""sex"": ""1"", ""content"": ""突然觉得以后是一个很残酷的词，竟然要等那么久。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那祝你成功""}, {""sex"": ""1"", ""content"": ""有了你的祝福，我肯定会成功归来。""}, {""sex"": ""1"", ""content"": ""我要是成功了肯定第一个感谢你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好好说话呢""}, {""sex"": ""1"", ""content"": ""在美女面前太激动了，我都没办法好好说话了。""}, {""sex"": ""1"", ""content"": ""一直都在好好说话呀，我觉得跟小仙女聊天很愉快。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""群发？""}, {""sex"": ""1"", ""content"": ""我一字一句真情实感写出来的，你竟然怀疑我群发，太伤我心了。""}, {""sex"": ""1"", ""content"": ""冤枉啊，我就只有你一人，哪有群？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你就那么的肯定？""}, {""sex"": ""1"", ""content"": ""请不要质疑我对你的喜欢。""}, {""sex"": ""1"", ""content"": ""是的，所以请你放心吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""肯定累""}, {""sex"": ""1"", ""content"": ""那你要不要在我怀里好好休息会儿？""}, {""sex"": ""1"", ""content"": ""累的时候想想你这个人就好受多了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没出现""}, {""sex"": ""1"", ""content"": ""其实已经出现了，只是你还没发现而已""}, {""sex"": ""1"", ""content"": ""是我不好，出现得太晚了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我还以为你失踪了""}, {""sex"": ""1"", ""content"": ""你明明想我了，为什么不找我？""}, {""sex"": ""1"", ""content"": ""在前往你心里的路迷失了方向，现在找到正轨了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么知道你""}, {""sex"": ""1"", ""content"": ""我不就是在这里吗？怎么不知道我呢""}, {""sex"": ""1"", ""content"": ""你不妨知道一下我啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你下午有事没""}, {""sex"": ""1"", ""content"": ""如果你约我，我下午就有事了""}, {""sex"": ""1"", ""content"": ""你是希望我下午有事还是希望我下午没事？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你见过?""}, {""sex"": ""1"", ""content"": ""难道我没见过吗！""}, {""sex"": ""1"", ""content"": ""见过！我已经在梦里见过了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你说我能怎么办""}, {""sex"": ""1"", ""content"": ""你不能怎么办，只能被我宠着！""}, {""sex"": ""1"", ""content"": ""没事儿，我在呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我可厉害了""}, {""sex"": ""1"", ""content"": ""你不厉害的话，早就是我的人了。""}, {""sex"": ""1"", ""content"": ""那我岂不是比你还要厉害吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我怕会吓着你""}, {""sex"": ""1"", ""content"": ""怕的话可以躲在你怀里吗""}, {""sex"": ""1"", ""content"": ""你对我是不是有什么误解呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""追到了吗""}, {""sex"": ""1"", ""content"": ""这不是正在努力吗？！""}, {""sex"": ""1"", ""content"": ""哪里有这么好追啊，我又不是长跑运动员。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""答应你吧""}, {""sex"": ""1"", ""content"": ""把吧去掉好吗，肯定地告诉我。""}, {""sex"": ""1"", ""content"": ""既然答应了我就不会再给你反悔的机会了哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小孩子可爱""}, {""sex"": ""1"", ""content"": ""要不我们生一个这种小可爱。""}, {""sex"": ""1"", ""content"": ""再可爱难道有你可爱吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""整齐""}, {""sex"": ""1"", ""content"": ""我们是一家人就要整整齐齐的""}, {""sex"": ""1"", ""content"": ""小仙女是不是有强迫症？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""该睡觉还是要睡觉""}, {""sex"": ""1"", ""content"": ""熬夜小宝贝怎么可以那么早睡呢。""}, {""sex"": ""1"", ""content"": ""那我是不是可以做梦梦到你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为什么删除我""}, {""sex"": ""1"", ""content"": ""因为我发现自己喜欢上你了，我不能越陷越深。""}, {""sex"": ""1"", ""content"": ""我要是说手滑不小心删除了，你会信吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是哪的人？""}, {""sex"": ""1"", ""content"": ""我是地球人啊，你不是吗""}, {""sex"": ""1"", ""content"": ""我觉得你会对我的家乡感兴趣的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这是哪""}, {""sex"": ""1"", ""content"": ""一个好玩有趣的地方呀""}, {""sex"": ""1"", ""content"": ""是哪里不重要，你喜不喜欢比较重要""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你要把我笑死""}, {""sex"": ""1"", ""content"": ""我不啊 ，把你笑死了我可怎么办。""}, {""sex"": ""1"", ""content"": ""我可不想成为孤家寡人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""起来啦起来啦""}, {""sex"": ""1"", ""content"": ""希望有一天你能在我耳边说这句话。""}, {""sex"": ""1"", ""content"": ""就在等着小公主叫我起床呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有女朋友么？""}, {""sex"": ""1"", ""content"": ""有女朋友的人怎么敢随便跟别的女生聊天？""}, {""sex"": ""1"", ""content"": ""有啊，不正聊着吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""请问我们认识吗？""}, {""sex"": ""1"", ""content"": ""现在不认识，不代表以后不认识啊。""}, {""sex"": ""1"", ""content"": ""要不认识一下？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我找到对象了""}, {""sex"": ""1"", ""content"": ""对啊，你找到我了呀。""}, {""sex"": ""1"", ""content"": ""让你找了我这么久，我要向你道歉。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""高兴点""}, {""sex"": ""1"", ""content"": ""我觉得我已经蛮高兴的了。""}, {""sex"": ""1"", ""content"": ""那得看你做了什么让我高兴的呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我老实人""}, {""sex"": ""1"", ""content"": ""我就喜欢你这样的老实人。""}, {""sex"": ""1"", ""content"": ""你是我见过最老实的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""喜欢胖的人很多""}, {""sex"": ""1"", ""content"": ""喜欢你这么胖的不多见了。""}, {""sex"": ""1"", ""content"": ""微胖现在才火啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你要请客""}, {""sex"": ""1"", ""content"": ""你希望我请你吃饭吗？""}, {""sex"": ""1"", ""content"": ""请你吃饭！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""女人不坏，男人不爱""}, {""sex"": ""1"", ""content"": ""可是你不坏我都已经爱的很深了。""}, {""sex"": ""1"", ""content"": ""那我坏，你爱我吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你猜猜我是谁""}, {""sex"": ""1"", ""content"": ""我猜是我未来女朋友。""}, {""sex"": ""1"", ""content"": ""哪个小可爱又跑出来让我猜谜题了！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我可不是那么好骗的""}, {""sex"": ""1"", ""content"": ""我也没有打算骗你好不好。""}, {""sex"": ""1"", ""content"": ""我像是那种骗你的人吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你怎么不跟我聊天""}, {""sex"": ""1"", ""content"": ""我还在想怎么说喜欢你比较好呢。""}, {""sex"": ""1"", ""content"": ""遇到喜欢的人有点害羞不知道怎么和你聊天了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""深夜的酒，清晨的凉水。""}, {""sex"": ""1"", ""content"": ""都不及你的吻。""}, {""sex"": ""1"", ""content"": ""清晨的凉水好过深夜的酒。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早晨的问候语""}, {""sex"": ""1"", ""content"": ""好看的人一般都起得早，小仙女肯定已经起床了对不对？""}, {""sex"": ""1"", ""content"": ""早上好呀，我替太阳来问候你了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""下午再说""}, {""sex"": ""1"", ""content"": ""好，那我下午等你的消息。""}, {""sex"": ""1"", ""content"": ""那就下午说，但你别忘记了哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""下午再聊""}, {""sex"": ""1"", ""content"": ""那下午我等你给我发消息。""}, {""sex"": ""1"", ""content"": ""好，那你先忙，就不打扰你啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""希望是哦""}, {""sex"": ""1"", ""content"": ""肯定不会辜负小仙女的期望的。""}, {""sex"": ""1"", ""content"": ""放心，肯定是的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不要为了我""}, {""sex"": ""1"", ""content"": ""不是为了你，我是为了我自己""}, {""sex"": ""1"", ""content"": ""不为了你我还能为了谁呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为啥要我唱歌？""}, {""sex"": ""1"", ""content"": ""我想欣赏一下小仙女美妙的歌喉""}, {""sex"": ""1"", ""content"": ""你该不会是唱歌太难听不敢被我听到吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""来聊天呀""}, {""sex"": ""1"", ""content"": ""我怕聊着聊着就变成我撩你了。""}, {""sex"": ""1"", ""content"": ""除了聊天就没别的嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你到哪里了""}, {""sex"": ""1"", ""content"": ""我已经到你心里了。""}, {""sex"": ""1"", ""content"": ""路上了，马上就来！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪里看到我笑的那么甜了""}, {""sex"": ""1"", ""content"": ""就在刚刚，在我的梦里。""}, {""sex"": ""1"", ""content"": ""你嘴角上扬，还不够甜嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我太甜了""}, {""sex"": ""1"", ""content"": ""都怪你，害我蛀牙了。""}, {""sex"": ""1"", ""content"": ""让我尝尝到底有多甜？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""主动找我""}, {""sex"": ""1"", ""content"": ""我貌似已经足够主动了吧。""}, {""sex"": ""1"", ""content"": ""主动了就可以有故事吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""主动点好吗""}, {""sex"": ""1"", ""content"": ""主动就可以和你有故事吗？""}, {""sex"": ""1"", ""content"": ""我怕我主动了，你会跑。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吓的就是你""}, {""sex"": ""1"", ""content"": ""吓坏了，就把你赔给我。""}, {""sex"": ""1"", ""content"": ""我可不是被吓大的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不能喝""}, {""sex"": ""1"", ""content"": ""不能喝的话咱们就不喝了。""}, {""sex"": ""1"", ""content"": ""那给小仙女喝点别的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我最丑了""}, {""sex"": ""1"", ""content"": ""你要是丑的话，别人还怎么敢说漂亮呢。""}, {""sex"": ""1"", ""content"": ""你这不是丑，只是美的不够明显。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我有很多小哥哥""}, {""sex"": ""1"", ""content"": ""你这么说是想让我吃醋吗？""}, {""sex"": ""1"", ""content"": ""原来，你是我唯一的小姐姐，我却只是你的众多小哥哥之一吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""探索什么""}, {""sex"": ""1"", ""content"": ""探索爱情的美好奥义。""}, {""sex"": ""1"", ""content"": ""你跟着我一起就知道探索什么啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""探探第一句怎么说""}, {""sex"": ""1"", ""content"": ""发现你一个特点...（举一个她身上的特点进行调侃即可）""}, {""sex"": ""1"", ""content"": ""你这样的女孩不应该玩探探""}, {""sex"": ""1"", ""content"": ""根据我男人的第七感，我发现......""}, {""sex"": ""1"", ""content"": ""妖精姐姐你好！/天山童姥你好！""}, {""sex"": ""1"", ""content"": ""美女！我看你骨骼惊奇耳聪明目，定是个不凡之人！你我谈一下人生如何？（能筛选出对你兴趣较大的女生，测试女生对你的态度，而不能保证女""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""儿媳妇""}, {""sex"": ""1"", ""content"": ""我妈叫我带她儿媳妇回家呢，你什么时候有空跟我回去啊？""}, {""sex"": ""1"", ""content"": ""我妈知道她儿媳妇这么漂亮，肯定会乐坏的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""做奶茶""}, {""sex"": ""1"", ""content"": ""奶茶真的是让人欲罢不能啊""}, {""sex"": ""1"", ""content"": ""给我来杯奶茶，只要珍珠不要奶茶。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你保护世界，我保护你""}, {""sex"": ""1"", ""content"": ""一言为定，少年的你""}, {""sex"": ""1"", ""content"": ""我会好好走在前面，你记得跟紧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在家等我""}, {""sex"": ""1"", ""content"": ""我一直乖乖待在家里等你呢。""}, {""sex"": ""1"", ""content"": ""好，那你可不能让我等太久。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""都在家""}, {""sex"": ""1"", ""content"": ""在家就得好好躺着才行。""}, {""sex"": ""1"", ""content"": ""准备在家好好宅着了嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""呵呵呵……""}, {""sex"": ""1"", ""content"": ""笑一笑十年少嘛！人要活得开心点嘛！""}, {""sex"": ""1"", ""content"": ""说你性感和可爱，怎么还呵上气了呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有啥事？""}, {""sex"": ""1"", ""content"": ""关于我们爱情的事情，总得好好聊聊了。""}, {""sex"": ""1"", ""content"": ""没事就不能找你聊天吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你了解我了吗""}, {""sex"": ""1"", ""content"": ""我想我还需要一段时间才能更深入了解你。""}, {""sex"": ""1"", ""content"": ""我正在努力了解你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我天天都很开心""}, {""sex"": ""1"", ""content"": ""你天天开心我也天天开心。""}, {""sex"": ""1"", ""content"": ""要是跟你这个开心果在一起我也会天天开心吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""啊啊啊你干嘛啊""}, {""sex"": ""1"", ""content"": ""我想让人安慰我呀""}, {""sex"": ""1"", ""content"": ""啊啊啊啊你竟然不知道我在干嘛""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一直没睡""}, {""sex"": ""1"", ""content"": ""该不会是想我想得睡不着觉吧？""}, {""sex"": ""1"", ""content"": ""是不是因为我没陪你睡。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""半夜不睡""}, {""sex"": ""1"", ""content"": ""怎么不睡，你是嫌自己的头发太多了吗？""}, {""sex"": ""1"", ""content"": ""是不是太想我了所以睡不着。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好的，谢谢亲""}, {""sex"": ""1"", ""content"": ""谢什么呀，跟我说这话就见外了""}, {""sex"": ""1"", ""content"": ""说了谢谢是不是该亲我一口啦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有点忙呢""}, {""sex"": ""1"", ""content"": ""不忙就有点奇怪了呢。""}, {""sex"": ""1"", ""content"": ""这不是为了未来考虑吗，所以就忙着了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还没有睡啊""}, {""sex"": ""1"", ""content"": ""想你想的睡不着呢。""}, {""sex"": ""1"", ""content"": ""想等仙女的一句晚安过后再睡。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""又是我一个人""}, {""sex"": ""1"", ""content"": ""你是准备不把我当人咯？""}, {""sex"": ""1"", ""content"": ""你心里装着我怎么可能是一个人呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""七夕吖""}, {""sex"": ""1"", ""content"": ""前年七夕，我捧着手机，吃着狗粮，去年七夕，我依旧捧着手机，吃着狗粮，而今年七夕我还是捧着手机，吃着狗粮，继续憧憬着明年的七夕。""}, {""sex"": ""1"", ""content"": ""小仙女七夕快乐，有没有人跟你表白了呀？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好久不见你了""}, {""sex"": ""1"", ""content"": ""不会啊，我在梦里天天见你啊。""}, {""sex"": ""1"", ""content"": ""能见你管它时间过了多久呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我真的不好看啊""}, {""sex"": ""1"", ""content"": ""你是真的在骗我吗？""}, {""sex"": ""1"", ""content"": ""你觉得我现在会相信你吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""说几句好听的话""}, {""sex"": ""1"", ""content"": ""我怕太好听你会受不了""}, {""sex"": ""1"", ""content"": ""你就这么想让我说给你听吗。""}], ""lock"": 1}"
