"{""chat"": [{""sex"": ""1"", ""content"": ""你好，我的朋友说你很有气质，想和你认识一下，但他很害羞，所以我过来了。我叫XXX""}, {""sex"": ""2"", ""content"": ""（女生会给出一些回应。）""}, {""sex"": ""1"", ""content"": ""太好了，方便告诉电话么？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""表白开场白""}, {""sex"": ""1"", ""content"": ""最近好久没有聊天了，你是在忙着变美吗？""}, {""sex"": ""1"", ""content"": ""最近开了一家新的餐厅是比较适合颜值高的人去吃""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""微信开场白""}, {""sex"": ""1"", ""content"": ""你猜意大利的旗子是哪几种颜色？""}, {""sex"": ""2"", ""content"": ""绿白红，为什么问我这个？""}, {""sex"": ""1"", ""content"": ""想象了一下你思考的眼睛，我觉得要比说“hello”要好""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""情人节开场白""}, {""sex"": ""1"", ""content"": ""关关雎鸠，在河之洲，窈窕淑女，我能约你吗？""}, {""sex"": ""1"", ""content"": ""听说今晚酒店餐厅都有特殊活动，你要去看看吗？""}, {""sex"": ""1"", ""content"": ""缺个人组队秀恩爱，参加不？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你帅了""}, {""sex"": ""1"", ""content"": ""那我现在能撩你了吗？""}, {""sex"": ""1"", ""content"": ""毕竟要喜欢你肯定要变帅。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""帅哥吃饭了吗""}, {""sex"": ""1"", ""content"": ""帅哥在等一个美女一起吃饭呢。""}, {""sex"": ""1"", ""content"": ""一个人吃没意思，你要陪我一起吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""最近是不是挺忙的""}, {""sex"": ""1"", ""content"": ""年底了工作上是有些忙呢。""}, {""sex"": ""1"", ""content"": ""忙我也不会忘记你的呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有点帅气""}, {""sex"": ""1"", ""content"": ""还有点温柔有点高，有点可爱有点坏。""}, {""sex"": ""1"", ""content"": ""谢谢小仙女，你也很美。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好先生""}, {""sex"": ""1"", ""content"": ""本先生对你有点想法""}, {""sex"": ""1"", ""content"": ""我是不是也该跟小姐打声招呼？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你名字呢""}, {""sex"": ""1"", ""content"": ""名字只是一个代号，我更喜欢你给我取一个爱的昵称。""}, {""sex"": ""1"", ""content"": ""说出我的名字我怕吓着你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不错的名字""}, {""sex"": ""1"", ""content"": ""感谢我老爸老妈赏赐给我的好名字。""}, {""sex"": ""1"", ""content"": ""不仅名字不错，我人也很不错哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""166""}, {""sex"": ""1"", ""content"": ""你这身高可是很多女生都想要的啊。""}, {""sex"": ""1"", ""content"": ""你这身高站在我身边也只能是小鸟依人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我身高159""}, {""sex"": ""1"", ""content"": ""待在我身边就是小鸟依人状了。""}, {""sex"": ""1"", ""content"": ""我已经能想象你可爱的模样了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你个二傻子""}, {""sex"": ""1"", ""content"": ""你个大愣子！""}, {""sex"": ""1"", ""content"": ""你又要互相伤害了是不是。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""属鸡的""}, {""sex"": ""1"", ""content"": ""这么巧，我妈给我算命说我跟属鸡的女孩很般配啊。""}, {""sex"": ""1"", ""content"": ""都说属鸡的女孩温柔漂亮呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不纯洁""}, {""sex"": ""1"", ""content"": ""现在哪里还有纯洁的人啊。""}, {""sex"": ""1"", ""content"": ""你是天使还不纯洁嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""俺不认识你""}, {""sex"": ""1"", ""content"": ""等会儿不就认识了吗。""}, {""sex"": ""1"", ""content"": ""以后还有机会，我们慢慢认识。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你要睡了？""}, {""sex"": ""1"", ""content"": ""我们一起入睡吧，一起做一个美梦""}, {""sex"": ""1"", ""content"": ""你的信息一发过来，我就不想睡了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""回去洗脸""}, {""sex"": ""1"", ""content"": ""你小心把你的可爱给洗没了。""}, {""sex"": ""1"", ""content"": ""你是准备给我看你素颜的样子吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不理我了吗""}, {""sex"": ""1"", ""content"": ""谁?谁敢不理你？我帮你削他 ""}, {""sex"": ""1"", ""content"": ""你不知道跟美女聊天的压力有多大吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我生气了你怎么办""}, {""sex"": ""1"", ""content"": ""还能怎么办啊，当然是跪搓衣板咯""}, {""sex"": ""1"", ""content"": ""哄你，哄到你开心为止。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你的嘴  骗人的鬼""}, {""sex"": ""1"", ""content"": ""我又不骗你财，又不骗你色!""}, {""sex"": ""1"", ""content"": ""我只是想把你骗到我家户口本而已。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不在心里""}, {""sex"": ""1"", ""content"": ""可是你的眼里都是我。""}, {""sex"": ""1"", ""content"": ""那我允许你把我放在脑子里。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小哥哥是坏人吗 我不跟坏人走的噢""}, {""sex"": ""1"", ""content"": ""我要是坏人，怎么会放过你呢。""}, {""sex"": ""1"", ""content"": ""小哥哥是不好不坏的人，所以你可以跟小哥哥走。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不相信拉倒""}, {""sex"": ""1"", ""content"": ""我相信啊，我怎么就不相信呢""}, {""sex"": ""1"", ""content"": ""那你给我一个相信你的理由。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你还在忙""}, {""sex"": ""1"", ""content"": ""没事，我可以抽空回你消息。""}, {""sex"": ""1"", ""content"": ""等我忙完就可以好好跟你聊天了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早哈""}, {""sex"": ""1"", ""content"": ""早上好，老婆，想你，昨晚梦见你了""}, {""sex"": ""1"", ""content"": ""早安，早餐想吃什么，给你买""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早老婆""}, {""sex"": ""2"", ""content"": ""老公你也早呀""}, {""sex"": ""2"", ""content"": ""早早早，我亲一口先""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""实在""}, {""sex"": ""1"", ""content"": ""我一直都是个实在的人呀，你现在才知道吗？""}, {""sex"": ""1"", ""content"": ""我给你的爱也是实实在在的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""会熬过去的""}, {""sex"": ""1"", ""content"": ""熬过去就是春暖花开的日子了。""}, {""sex"": ""1"", ""content"": ""什么都会过去的，可是有些事情被藏起来了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很多肉""}, {""sex"": ""1"", ""content"": ""那你就让我来摸摸的你小肉肉。""}, {""sex"": ""1"", ""content"": ""我就是喜欢你这个肉肉。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不相信就算了""}, {""sex"": ""1"", ""content"": ""我相信啊，我怎么就不相信了呢。""}, {""sex"": ""1"", ""content"": ""不相信怎么对的起自己啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""夸声音好听""}, {""sex"": ""1"", ""content"": ""余音绕梁,三日不绝。""}, {""sex"": ""1"", ""content"": ""仙女都是这么好听的声音吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你的声音好好听""}, {""sex"": ""1"", ""content"": ""它说“我爱你”的时候更好听呢。""}, {""sex"": ""1"", ""content"": ""没办法，天生就是让你着迷的声音""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""声音好好听""}, {""sex"": ""1"", ""content"": ""叫你的名字会更好听哦。""}, {""sex"": ""1"", ""content"": ""做我女朋友，成为你的专属声控福利。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天特别想你""}, {""sex"": ""1"", ""content"": ""就像我每天都想你那么想吗？""}, {""sex"": ""1"", ""content"": ""听到你这么说我就特别想抱抱你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""请你走开""}, {""sex"": ""1"", ""content"": ""走去哪，我恨不得能一天24小时在你面前晃呢。""}, {""sex"": ""1"", ""content"": ""心落在你那了，走不开。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真暖和""}, {""sex"": ""1"", ""content"": ""更暖和的是我的怀抱哦。""}, {""sex"": ""1"", ""content"": ""这个冬天，让我来温暖你的心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你身上暖和不""}, {""sex"": ""1"", ""content"": ""你过来试试不就知道了。""}, {""sex"": ""1"", ""content"": ""心里有个你，怎么会不暖和呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上在聊""}, {""sex"": ""1"", ""content"": ""我怕夜深人静我可能会暴露自己的。""}, {""sex"": ""1"", ""content"": ""晚上可不就只是聊天这么简单了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你要我微信""}, {""sex"": ""1"", ""content"": ""不要，我要你这个人！""}, {""sex"": ""1"", ""content"": ""要你的微信，也是为了我们的以后做铺垫。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎样要女生微信""}, {""sex"": ""1"", ""content"": ""我在微信上专门为了弄了一个分组，现在就差你的微信了""}, {""sex"": ""1"", ""content"": ""既见君子，云胡不喜，请问微信多少？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这不是来撩了嘛""}, {""sex"": ""1"", ""content"": ""撩你就使劲的撩！""}, {""sex"": ""1"", ""content"": ""那我就在这，等着你来撩我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那可能是吧""}, {""sex"": ""1"", ""content"": ""这么不确定的吗？""}, {""sex"": ""1"", ""content"": ""那要是不是怎么办？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要吃药""}, {""sex"": ""1"", ""content"": ""难道我不是你的解药吗？""}, {""sex"": ""1"", ""content"": ""你会爱上了我这颗毒药的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那我不可爱""}, {""sex"": ""1"", ""content"": ""你只是漂亮加迷人而已。""}, {""sex"": ""1"", ""content"": ""可爱的人一般都是不知道自己可爱的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那么爱我？""}, {""sex"": ""1"", ""content"": ""很爱很爱你，并且会爱你一辈子。""}, {""sex"": ""1"", ""content"": ""我从来没有像现在这样爱过一个人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为啥这么觉得""}, {""sex"": ""1"", ""content"": ""不知道，心里就是这么觉得。""}, {""sex"": ""1"", ""content"": ""凭男生莫名其妙的第六感。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""过来聊天""}, {""sex"": ""1"", ""content"": ""除了聊天就没有其他的了吗？""}, {""sex"": ""1"", ""content"": ""你放心吧，我会好好陪你聊天的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是什么味""}, {""sex"": ""1"", ""content"": ""你应该是草莓味，香香甜甜""}, {""sex"": ""1"", ""content"": ""我也想知道，不如让我尝一口。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我这下大雨了""}, {""sex"": ""1"", ""content"": ""不要下雨了，我怕雨淋湿了你""}, {""sex"": ""1"", ""content"": ""需要给你送伞嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你陪不了我""}, {""sex"": ""1"", ""content"": ""我可以，我还会陪你一辈子的""}, {""sex"": ""1"", ""content"": ""你不相信我吗，我说了要陪你就一定会做到的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没有想那么多""}, {""sex"": ""1"", ""content"": ""没有想太多挺好的，这样也不会有太多的烦恼。""}, {""sex"": ""1"", ""content"": ""竟然没有想那么多，那就可以多想想我了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有很累""}, {""sex"": ""1"", ""content"": ""不累就好，我可不想你太辛苦了""}, {""sex"": ""1"", ""content"": ""真的不累嘛，需不需要我的按摩？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""做朋友不好吗？""}, {""sex"": ""1"", ""content"": ""我也想，但是我的心已经不允许了。""}, {""sex"": ""1"", ""content"": ""好啊，情侣都是从朋友做起的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我男朋友不好当""}, {""sex"": ""1"", ""content"": ""你放心吧，我会努力做好一个男朋友应该做的。""}, {""sex"": ""1"", ""content"": ""所以这才有挑战性啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""七夕节日快乐""}, {""sex"": ""1"", ""content"": ""单身狗要怎么才能快乐呢？""}, {""sex"": ""1"", ""content"": ""这时候不是应该有个亲亲吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刷盘子""}, {""sex"": ""1"", ""content"": ""看来以后刷盘子是跑不了了。""}, {""sex"": ""1"", ""content"": ""好好刷盘子，以后刷盘子就交给你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""心情好烦躁""}, {""sex"": ""1"", ""content"": ""原来仙女也有烦恼吗？""}, {""sex"": ""1"", ""content"": ""别烦别烦，我想想办法让你开心好不好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""挺介意的""}, {""sex"": ""1"", ""content"": ""你要是介意，我以后就不说了，不想让你不高兴。""}, {""sex"": ""1"", ""content"": ""我还以为你会说不介意呢，你这么说我突然不知道该怎么办。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""对不起，有用吗""}, {""sex"": ""1"", ""content"": ""如果有用的话，还需要饭馆吗？""}, {""sex"": ""1"", ""content"": ""有用啊，至少先认错然后再赔偿""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怕太阳""}, {""sex"": ""1"", ""content"": ""谁让你太好看，太阳都出来看你了。""}, {""sex"": ""1"", ""content"": ""你可以躲在我身后，这样就看不到太阳了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""搭讪开场白""}, {""sex"": ""1"", ""content"": ""探探说你喜欢我""}, {""sex"": ""2"", ""content"": ""我咋不知道""}, {""sex"": ""1"", ""content"": ""右滑的那一刻， 互相喜欢品味出众""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是什么星座啊""}, {""sex"": ""1"", ""content"": ""难不成要和我算算星座合不合？""}, {""sex"": ""1"", ""content"": ""你放心，我这星座向来都是百搭。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""也很累""}, {""sex"": ""1"", ""content"": ""累了就休息一下，毕竟都是为了生活""}, {""sex"": ""1"", ""content"": ""希望以后我能帮你承担一点。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""抢回来""}, {""sex"": ""1"", ""content"": ""我又不是野蛮人，不用抢的。""}, {""sex"": ""1"", ""content"": ""那你愿意帮我抢回来吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我觉得没有吧""}, {""sex"": ""1"", ""content"": ""没有就没有吧，反正也不重要。""}, {""sex"": ""1"", ""content"": ""我觉得你的感觉出错了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""习惯了呀""}, {""sex"": ""1"", ""content"": "" 那你以后得习惯有我的日子了。""}, {""sex"": ""1"", ""content"": ""你是准备什么时候习惯我喜欢你的样子。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""说习惯了""}, {""sex"": ""1"", ""content"": ""你的习惯会改变的，因为我来了""}, {""sex"": ""1"", ""content"": ""那你什么时候习惯有我在你身边呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是真心谈恋爱吗？""}, {""sex"": ""1"", ""content"": ""你来试试就好了。""}, {""sex"": ""1"", ""content"": ""谈恋爱只能是真心的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我都看不下去了""}, {""sex"": ""1"", ""content"": ""连小仙女都不忍心了吗？""}, {""sex"": ""1"", ""content"": ""那就别看了，是不是看得特别难受？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是不是很丑""}, {""sex"": ""1"", ""content"": ""不会啊，我觉得很可爱。""}, {""sex"": ""1"", ""content"": ""明明是仙女好吗，哪里会丑？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你自己学""}, {""sex"": ""1"", ""content"": ""可是我想要你教我嘛。""}, {""sex"": ""1"", ""content"": ""我自己学不会，得有个老师才行。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是阿姨了""}, {""sex"": ""1"", ""content"": ""我喜欢比我年纪大的不行啊。""}, {""sex"": ""1"", ""content"": ""那我成叔叔了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""瞎猜的""}, {""sex"": ""1"", ""content"": ""你这瞎猜的功力有点厉害。""}, {""sex"": ""1"", ""content"": ""猜得这么准，是不是我的心偷偷告诉你的？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""遇到你就很开心""}, {""sex"": ""1"", ""content"": ""你开心了，我就开心了。""}, {""sex"": ""1"", ""content"": ""遇见即是缘分。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哎呀我的妈呀""}, {""sex"": ""1"", ""content"": ""怎么啦？小仙女受到了什么惊吓？""}, {""sex"": ""1"", ""content"": ""别怕别怕，有我在。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你喜欢么""}, {""sex"": ""1"", ""content"": ""那得看尼喜不喜欢了。""}, {""sex"": ""1"", ""content"": ""我喜欢你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就不睡""}, {""sex"": ""1"", ""content"": ""捣蛋鬼，不睡觉你是想干嘛？""}, {""sex"": ""1"", ""content"": ""乖啦，不睡觉会有黑眼圈的，有黑眼圈就不漂亮了哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有午睡""}, {""sex"": ""1"", ""content"": ""没午睡下午会不会打瞌睡啊？""}, {""sex"": ""1"", ""content"": ""没听说过中午不睡下午崩溃嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那我睡啦""}, {""sex"": ""1"", ""content"": ""需不需要一个暖床的人啊。""}, {""sex"": ""1"", ""content"": ""说好啦，你可不能在梦里欺负我！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谁知道了""}, {""sex"": ""1"", ""content"": ""想知道的话，还怕不知道吗？""}, {""sex"": ""1"", ""content"": ""你不知道的话，那就没人知道我喜欢你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我就是突然想起来了""}, {""sex"": ""1"", ""content"": ""这么突如其来，我还有点收到惊吓了。""}, {""sex"": ""1"", ""content"": ""你是不是也经常突然想起我？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""男朋友可不是随便叫的""}, {""sex"": ""1"", ""content"": ""哪得看你想不想让我成为女朋友啊。""}, {""sex"": ""1"", ""content"": ""那我可以叫你女朋友吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""找个男朋友""}, {""sex"": ""1"", ""content"": ""你终于找到我了，女朋友。""}, {""sex"": ""1"", ""content"": ""不用找了，你的男朋友在这儿呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很荣幸认识你""}, {""sex"": ""1"", ""content"": ""看来我是花费这辈子的幸运才让我遇见你。""}, {""sex"": ""1"", ""content"": ""只是认识而已嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""又要上课了""}, {""sex"": ""1"", ""content"": ""课这么多，会不会觉得很累？""}, {""sex"": ""1"", ""content"": ""上课才是我最大的情敌吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有多高兴""}, {""sex"": ""1"", ""content"": ""不知道，反正就是很高兴。""}, {""sex"": ""1"", ""content"": ""你看我的样子就知道我高兴的啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想太多了兄弟""}, {""sex"": ""1"", ""content"": ""你这么好看，还不能让我想太多了？""}, {""sex"": ""1"", ""content"": ""年轻人梦想当然得勇敢去想啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""只想喝酒""}, {""sex"": ""1"", ""content"": ""你是想让我把你扛回去吧。""}, {""sex"": ""1"", ""content"": ""喝酒多难受啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""玩个鬼""}, {""sex"": ""1"", ""content"": ""我可不敢跟鬼玩，那肯定很吓人""}, {""sex"": ""1"", ""content"": ""我要跟你玩，哪有时间跟鬼玩呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你信不信我把你删了""}, {""sex"": ""1"", ""content"": ""不会的，你舍不得删掉我。""}, {""sex"": ""1"", ""content"": ""不行不行，删掉了我找不到你怎么办？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""假如有天我删了你，你会重新加我吗？""}, {""sex"": ""1"", ""content"": ""麻烦你先给我一个删我的理由。""}, {""sex"": ""1"", ""content"": ""只要你愿意，我都可以。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看电视嘞""}, {""sex"": ""1"", ""content"": ""我比电视好看，你看我吧。""}, {""sex"": ""1"", ""content"": ""我最近正好剧荒，你要不要给我推荐一下？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想吧""}, {""sex"": ""1"", ""content"": ""已经想了你一整天了，我实在是很苦恼。""}, {""sex"": ""1"", ""content"": ""我的脑子除了想你已经没办法想别的了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你哪儿的""}, {""sex"": ""1"", ""content"": ""是不是想半夜偷偷溜到我的床上？""}, {""sex"": ""1"", ""content"": ""你不用管我是哪的，只需要知道我喜欢你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我觉得你也丑""}, {""sex"": ""1"", ""content"": ""没事，正好可以和你一起丑。""}, {""sex"": ""1"", ""content"": ""这样我们生下来的孩子肯定好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真的不觉得我丑吗""}, {""sex"": ""1"", ""content"": ""你这不是丑，只是美的不够明显。""}, {""sex"": ""1"", ""content"": ""丑一点才会有安全感。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我已经放假了""}, {""sex"": ""1"", ""content"": ""放假的快乐，目前我是还没体会啦""}, {""sex"": ""1"", ""content"": ""那意思是明天可以约了嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我有女朋友""}, {""sex"": ""2"", ""content"": ""你还没结婚之前一切皆有可能。""}, {""sex"": ""2"", ""content"": ""你放心吧，我又不和你抢女朋友。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好困呐再睡一会""}, {""sex"": ""1"", ""content"": ""跟我聊天就困，你这是想睡我啊！""}, {""sex"": ""1"", ""content"": ""我允许你睡在我的胸膛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我哪好看了""}, {""sex"": ""1"", ""content"": ""最好看的是你满是星星的眼睛。""}, {""sex"": ""1"", ""content"": ""你的浑身上下每个细胞都好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我做主播的""}, {""sex"": ""1"", ""content"": ""那你什么时候直播，我去给你捧捧场。""}, {""sex"": ""1"", ""content"": ""那我要去做你的头号粉丝。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有空可以""}, {""sex"": ""1"", ""content"": ""肯定是要有空的时候呀，不能打扰到你的""}, {""sex"": ""1"", ""content"": ""那小仙女是什么时候有空呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""三个愿望""}, {""sex"": ""1"", ""content"": ""偷偷告诉我你许了什么愿望。""}, {""sex"": ""1"", ""content"": ""小仙女的愿望一定会成真的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没什么好聊的""}, {""sex"": ""1"", ""content"": ""我也觉得我们没什么好聊的，我们只能谈恋爱了。""}, {""sex"": ""1"", ""content"": ""你的人生那么精彩，应该要多与人分享。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""外面好像下雨了""}, {""sex"": ""1"", ""content"": ""听说下雨和雨伞和我很配呦。""}, {""sex"": ""1"", ""content"": ""就算下雨也无法阻止我想你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你吃饭没呢""}, {""sex"": ""1"", ""content"": ""这不是在等你说这句话一起吃饭吗？""}, {""sex"": ""1"", ""content"": ""看着你我都感觉饱了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""因为什么？""}, {""sex"": ""1"", ""content"": ""因为你就是你，世界上独一无二的仙女""}, {""sex"": ""1"", ""content"": ""没有原因，不是所有事情都有理由的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""多吃肉""}, {""sex"": ""1"", ""content"": ""难道你喜欢肉肉的我？""}, {""sex"": ""1"", ""content"": ""再吃下去就卡在你心里出不去了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没吃肉""}, {""sex"": ""1"", ""content"": ""不吃肉哪有快乐呀""}, {""sex"": ""1"", ""content"": ""看来我得带你去吃好多好多肉才行""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你对我这么好[愉快]""}, {""sex"": ""1"", ""content"": ""没办法，谁让我把心放在你身上了""}, {""sex"": ""1"", ""content"": ""不对你好，我还能对谁好呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""给我说感动的话""}, {""sex"": ""1"", ""content"": ""感动人心的往往不是因为说的话而是因为行动。""}, {""sex"": ""1"", ""content"": ""你知道的，我这个人不会说冠冕堂皇的话。""}], ""lock"": 1}"
