"{""chat"": [{""sex"": ""1"", ""content"": ""发现我们有个默契?""}, {""sex"": ""2"", ""content"": ""？？?""}, {""sex"": ""1"", ""content"": ""你不言，我也不语""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在呢""}, {""sex"": ""1"", ""content"": ""在你心里呢。""}, {""sex"": ""1"", ""content"": ""在去你身边的路上。 ""}, {""sex"": ""1"", ""content"": ""来啦，老妹！""}, {""sex"": ""1"", ""content"": ""只要你找我，我都在""}, {""sex"": ""1"", ""content"": ""在想你呢""}, {""sex"": ""1"", ""content"": ""在想你什么时候找我的时候刚好你来了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天要出去""}, {""sex"": ""1"", ""content"": ""今天太阳好大，你出门要记得防晒哦。""}, {""sex"": ""1"", ""content"": ""去哪里呀，我陪你一起吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""英语考试""}, {""sex"": ""1"", ""content"": ""说到英语我就头疼，真的都看不懂。""}, {""sex"": ""1"", ""content"": ""加油加油，我相信你肯定能考个好成绩。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要对自己好一点""}, {""sex"": ""1"", ""content"": ""我觉得我对你其实已经蛮好的了。""}, {""sex"": ""1"", ""content"": ""没事，我只是想对你好点。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我吃早餐去了""}, {""sex"": ""1"", ""content"": ""吃啥好吃的早餐，都不给我带一份吗？""}, {""sex"": ""1"", ""content"": ""吃早餐的时候建议你带上我一起。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""啊嘞嘞""}, {""sex"": ""1"", ""content"": ""阿巴阿巴阿巴！""}, {""sex"": ""1"", ""content"": ""你这种小可爱咋回事啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""老哥哥""}, {""sex"": ""1"", ""content"": ""哥哥还是老的好。""}, {""sex"": ""1"", ""content"": ""瞎说什么呢，我还是小鲜肉好不好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗯 这样子很累""}, {""sex"": ""1"", ""content"": ""你都在我心里跑了那么久，能不累吗！""}, {""sex"": ""1"", ""content"": ""一个人当然会累，男女搭配干活才不累嘛""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""呦吼""}, {""sex"": ""1"", ""content"": ""你是猴子派来的逗比吗？""}, {""sex"": ""1"", ""content"": ""你这么可爱，小心我喜欢你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""逗逗你""}, {""sex"": ""1"", ""content"": ""没事请不要挑逗帅哥哦。""}, {""sex"": ""1"", ""content"": ""你再逗我信不信我跳起来就是一个壁咚。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没那习惯""}, {""sex"": ""1"", ""content"": ""是嘛，我建议你养成这个习惯。""}, {""sex"": ""1"", ""content"": ""那就有点可惜了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我会习惯的""}, {""sex"": ""1"", ""content"": ""那你准备什么时候习惯有我在你身边。""}, {""sex"": ""1"", ""content"": ""习惯成自然，你好好习惯。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你就别来了""}, {""sex"": ""1"", ""content"": ""那不行，我已经准备好来了。""}, {""sex"": ""1"", ""content"": ""干嘛不来啊，这不是有你在吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""改天有时间""}, {""sex"": ""1"", ""content"": ""那小仙女是哪天有时间呢？""}, {""sex"": ""1"", ""content"": ""那我们就只好改天再约了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我讲不过你""}, {""sex"": ""1"", ""content"": ""讲不过我，那你就喜欢我吧。""}, {""sex"": ""1"", ""content"": ""那我让着你一点，下回肯定不会让你出现这种情况。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真能扯""}, {""sex"": ""1"", ""content"": ""多扯一点，咱们的关系才会扯不清呀。""}, {""sex"": ""1"", ""content"": ""扯七扯八，都不如咱们一起去扯证。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""去去去一边玩去""}, {""sex"": ""1"", ""content"": ""你都不陪我，我没心思玩。""}, {""sex"": ""1"", ""content"": ""不要，我只想去你心里玩。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你还喜欢我""}, {""sex"": ""1"", ""content"": ""喜欢就是喜欢，没有其他原因的。""}, {""sex"": ""1"", ""content"": ""就是这么喜欢你，不可以吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""[敲打][敲打][敲打][敲打]""}, {""sex"": ""1"", ""content"": ""你是在敲我的心门吗""}, {""sex"": ""1"", ""content"": ""别敲了，会把我媳妇敲啥的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""hello啊""}, {""sex"": ""1"", ""content"": ""好幸运呀，小仙女跟我打招呼了！""}, {""sex"": ""1"", ""content"": ""你好呀！小仙女终于想起我这个帅哥了吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""养你吗""}, {""sex"": ""1"", ""content"": ""你要是愿意养我的话，我不介意做个吃软饭的男人 。""}, {""sex"": ""1"", ""content"": ""嗯，我很好养活的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你的也好看""}, {""sex"": ""1"", ""content"": ""那肯定是没有你比较好看的吗！""}, {""sex"": ""1"", ""content"": ""但是像你这么好看的已经不多了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那我厉害了""}, {""sex"": ""1"", ""content"": ""你现在才知道自己厉害呀""}, {""sex"": ""1"", ""content"": ""你当然厉害啦，让我如此为你神魂颠倒""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗯，加油""}, {""sex"": ""1"", ""content"": ""有小仙女的鼓励，我肯定会发挥得很好的。""}, {""sex"": ""1"", ""content"": ""你知道吗？你的加油是有魔力的哦，我觉得我已经信心满满了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""加油""}, {""sex"": ""1"", ""content"": ""别加了，最近油价很贵的好不好。""}, {""sex"": ""1"", ""content"": ""加油！老婆我们一起奋斗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""去买了点东西""}, {""sex"": ""1"", ""content"": ""你买了什么好东西啊，分享一下？""}, {""sex"": ""1"", ""content"": ""是不是好吃的，我有点饿了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我上课咯""}, {""sex"": ""1"", ""content"": ""认真上课，放学后别走！""}, {""sex"": ""1"", ""content"": ""上课的时候是不是都在想我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""到时候再说了""}, {""sex"": ""1"", ""content"": ""到时候你可别放我鸽子""}, {""sex"": ""1"", ""content"": ""别拿敷衍其他男生的话来敷衍我""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我搞笑吗""}, {""sex"": ""1"", ""content"": ""不会啊，你只是爱笑而已。""}, {""sex"": ""1"", ""content"": ""爱笑的女生运气都不会差。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我就是个笨蛋""}, {""sex"": ""1"", ""content"": ""那我就好好照顾你这个笨蛋吧。""}, {""sex"": ""1"", ""content"": ""我没见过笨蛋有你这么好看的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""喜欢你没道理""}, {""sex"": ""1"", ""content"": ""只是喜欢我吗，不应该是爱上我？""}, {""sex"": ""1"", ""content"": ""我知道你是没有道理不喜欢我的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天是黑色情人节""}, {""sex"": ""1"", ""content"": ""希望今天是最后一次的黑色情人节。""}, {""sex"": ""1"", ""content"": ""你的黑色盛装已经准备好了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""约炮吗""}, {""sex"": ""1"", ""content"": ""我这种刚正不阿的三好青年是会做这种事的人吗？""}, {""sex"": ""1"", ""content"": ""我觉得女孩子还是要自尊自爱一点的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""学长我给你介绍对象要波""}, {""sex"": ""1"", ""content"": ""要不你给我介绍下你自己如何""}, {""sex"": ""1"", ""content"": ""可以啊，但是你介绍的我不要那就你顶上了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你懂的不少啊""}, {""sex"": ""1"", ""content"": ""还有很多不懂的，我们可以一起学习呀。""}, {""sex"": ""1"", ""content"": ""毕竟长这么大了，总得知道些东西嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""甜么""}, {""sex"": ""1"", ""content"": ""你让我再尝一口你，就知道了。""}, {""sex"": ""1"", ""content"": ""甜甜的，我喜欢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就我一个人在家""}, {""sex"": ""1"", ""content"": ""你这是在暗示我什么吗？""}, {""sex"": ""1"", ""content"": ""一个人肯定很无聊，我这就去找你玩。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就是有点头疼""}, {""sex"": ""1"", ""content"": ""是不是昨晚没休息好？怎么会头疼呢？""}, {""sex"": ""1"", ""content"": ""要是我在你身边就好了，我就可以帮你揉一揉缓解疼痛了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有你才开心?""}, {""sex"": ""1"", ""content"": ""有你更开心。""}, {""sex"": ""1"", ""content"": ""那我们一起开心咯。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这个心酸的感觉""}, {""sex"": ""1"", ""content"": ""像吃了酸菜鱼一样。""}, {""sex"": ""1"", ""content"": ""酸酸的很开胃。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""See you""}, {""sex"": ""1"", ""content"": ""晚一点我再来见你。""}, {""sex"": ""1"", ""content"": ""拜拜，明天不见不散。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我咋变了""}, {""sex"": ""1"", ""content"": ""你不爱我了。""}, {""sex"": ""1"", ""content"": ""你以前很宠我的，现在怎么对我这么冷淡呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""硬撩吗""}, {""sex"": ""1"", ""content"": ""那也得看你给不给我撩啊。""}, {""sex"": ""1"", ""content"": ""软的不行那肯定来硬的啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我喜欢看电视""}, {""sex"": ""1"", ""content"": ""我喜欢喜欢看电视的你。""}, {""sex"": ""1"", ""content"": ""电视很好看吗？我觉得不如你好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不喜欢小朋友""}, {""sex"": ""1"", ""content"": ""是不是觉得小朋友太闹腾了？""}, {""sex"": ""1"", ""content"": ""我也不喜欢，我只喜欢你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""下午开场""}, {""sex"": ""1"", ""content"": ""美好的下午从跟小仙女打招呼开始~""}, {""sex"": ""1"", ""content"": ""下午好啊，小仙女，今天的阳光晒得人懒洋洋的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这么直接嘛""}, {""sex"": ""1"", ""content"": ""我不喜欢拐弯抹角，喜欢就直接说。""}, {""sex"": ""1"", ""content"": ""那你能直接点给我回应吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""因为我""}, {""sex"": ""1"", ""content"": ""因为这么好看的你！""}, {""sex"": ""1"", ""content"": ""所以我对你心动了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不是可爱类型""}, {""sex"": ""1"", ""content"": ""但却是我爱的类型""}, {""sex"": ""1"", ""content"": ""那你肯定是仙女类型""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有点怕你""}, {""sex"": ""1"", ""content"": ""你放心，我嘴巴没有那么大没办法吃了你。""}, {""sex"": ""1"", ""content"": ""不是应该老公怕老婆的吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好主动""}, {""sex"": ""1"", ""content"": ""我知道你是个被动的女生，所以主动的事要我来做。""}, {""sex"": ""1"", ""content"": ""我主动我们就会有故事呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""过期""}, {""sex"": ""1"", ""content"": ""牛奶会过期糖果会过期方便面会过期，可是我对你的喜欢永远不会过期""}, {""sex"": ""1"", ""content"": ""过期的东西就丢掉吧，新鲜的那么多""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""已经不错了""}, {""sex"": ""1"", ""content"": ""只是不错而已啊，我还得继续努力。""}, {""sex"": ""1"", ""content"": ""难道你就仅仅满足于不错而已吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你下午想约我去哪里呀""}, {""sex"": ""1"", ""content"": ""那得看你想去哪里咯。""}, {""sex"": ""1"", ""content"": ""想去的地方太多了，你选个最喜欢的吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""饿着了""}, {""sex"": ""1"", ""content"": ""怎么能让我的小可爱饿着呢？赶紧去吃东西！""}, {""sex"": ""1"", ""content"": ""走，我现在就带你去吃好吃的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你就知道说""}, {""sex"": ""1"", ""content"": ""你信我，我肯定会说到做到的。""}, {""sex"": ""1"", ""content"": ""除了说我还会行动的，我是那种只做嘴皮功夫的人吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不喜欢找人聊天""}, {""sex"": ""1"", ""content"": ""没事，那我找你聊天。""}, {""sex"": ""1"", ""content"": ""不聊天谁陪你说话呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""笑的样子""}, {""sex"": ""1"", ""content"": ""笑的样子是不是特别好看？""}, {""sex"": ""1"", ""content"": ""以后不要乱笑，我怕被别人惦记。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我怕怀孕""}, {""sex"": ""1"", ""content"": ""别怕，怀孕了我负责。""}, {""sex"": ""1"", ""content"": ""怀孕了正好，那是我们爱的结晶啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""字""}, {""sex"": ""1"", ""content"": ""小仙女的字肯定特别好看""}, {""sex"": ""1"", ""content"": ""字如其人，我已经能想象出你的字有多清秀了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要去工作了""}, {""sex"": ""1"", ""content"": ""请带着我的祝福一起工作。""}, {""sex"": ""1"", ""content"": ""好好工作，努力赚钱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你还在家吗""}, {""sex"": ""1"", ""content"": ""好想出去玩啊！在家要待疯掉了。""}, {""sex"": ""1"", ""content"": ""这真是我在家里待得最久最无聊的一个假期了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你有什么事吗？""}, {""sex"": ""1"", ""content"": ""你这样问太伤我心了，难道没事就不能找你吗？""}, {""sex"": ""1"", ""content"": ""有点人生大事想跟你谈谈。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪敢啊""}, {""sex"": ""1"", ""content"": ""你要是不敢，又怎么会进入我心呢。""}, {""sex"": ""1"", ""content"": ""你欺负我的时候，你是哪有不敢的呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那么深奥""}, {""sex"": ""1"", ""content"": ""不说的深奥一点都没办法体现我的身份。""}, {""sex"": ""1"", ""content"": ""没有啊，我只是说的稍微多了点。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很深奥""}, {""sex"": ""1"", ""content"": ""其实还好的啦，也就是一般般""}, {""sex"": ""1"", ""content"": ""那你就听我慢慢细说就好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""天天亲""}, {""sex"": ""1"", ""content"": ""天天亲我都觉得不够呢。""}, {""sex"": ""1"", ""content"": ""要是能每分每秒亲就更好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""天亮""}, {""sex"": ""1"", ""content"": ""天亮了，又是美好的一天啦""}, {""sex"": ""1"", ""content"": ""等天亮了，你就做我女朋友，好不好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗯晚安""}, {""sex"": ""1"", ""content"": ""有你的晚安我晚上一定会有好梦的""}, {""sex"": ""1"", ""content"": ""不要太想我哦，不然会睡不着的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没那命""}, {""sex"": ""1"", ""content"": ""我命由我不由天，知道吧。""}, {""sex"": ""1"", ""content"": ""自己的命运掌握在自己手里，你要相信自己。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是个好男人""}, {""sex"": ""1"", ""content"": ""这么好的男人，你看了不心动吗？""}, {""sex"": ""1"", ""content"": ""为了你才变成好男人的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是个罪人""}, {""sex"": ""1"", ""content"": ""那我就是个拯救罪人的人。""}, {""sex"": ""1"", ""content"": ""你犯的罪是偷走我的心！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗨～""}, {""sex"": ""1"", ""content"": ""小仙女看到我这么开心吗""}, {""sex"": ""1"", ""content"": ""看来你对我很有兴趣呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""心里过意不去""}, {""sex"": ""1"", ""content"": ""傻瓜，我们之间还需要过意不去的吗？""}, {""sex"": ""1"", ""content"": ""不用过意不去，只是你想太多而已啦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""药是苦的""}, {""sex"": ""1"", ""content"": ""良药苦口利于病。""}, {""sex"": ""1"", ""content"": ""苦一点没事，等会儿我给你糖。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你又要装逼了啊""}, {""sex"": ""1"", ""content"": ""装逼乃人生一大乐趣好不好。""}, {""sex"": ""1"", ""content"": ""装逼又不犯法的好不。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃饭啦""}, {""sex"": ""1"", ""content"": ""我需要拿碗过来和你一起吃吗？""}, {""sex"": ""1"", ""content"": ""走吧，哥哥带你去吃好吃的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""来吃饭""}, {""sex"": ""1"", ""content"": ""你这是要请我吃饭吗？那我不客气了""}, {""sex"": ""1"", ""content"": ""你都这么说了，好的，马上到。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没文化。""}, {""sex"": ""1"", ""content"": ""我不在乎你有没有文化，我在乎的是你这个人。""}, {""sex"": ""1"", ""content"": ""你想学什么，我可以教你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你就想咯""}, {""sex"": ""1"", ""content"": ""没办法，只能想你咯。""}, {""sex"": ""1"", ""content"": ""我会好好想你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""手机忘充电了""}, {""sex"": ""1"", ""content"": ""手机这么重要的东西怎么能忘充电呢？""}, {""sex"": ""1"", ""content"": ""那你快来我这蹭蹭电。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡都睡不着""}, {""sex"": ""1"", ""content"": ""没有我哄你睡所以睡不着吧。""}, {""sex"": ""1"", ""content"": ""那我陪你聊聊天，好不好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可以多亲几下吗""}, {""sex"": ""1"", ""content"": ""要求很过分啊，不过可以满足""}, {""sex"": ""1"", ""content"": ""亲亲换亲亲，来吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""租金记得给""}, {""sex"": ""1"", ""content"": ""住你心里的租金我会给的。""}, {""sex"": ""1"", ""content"": ""我什么时候拖欠你工资了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我现在心里只有你""}, {""sex"": ""1"", ""content"": ""那我啥时候交下房租呢？""}, {""sex"": ""1"", ""content"": ""是不是永久免费的居住？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你闷骚""}, {""sex"": ""1"", ""content"": ""我不知道该怎么表达对你的爱，希望你能明白。""}, {""sex"": ""1"", ""content"": ""难道你喜欢明骚型的？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我变得超级爱你了""}, {""sex"": ""1"", ""content"": ""不是一直都超爱我的吗。""}, {""sex"": ""1"", ""content"": ""那什么时候变成超级超级爱我呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""对的吧""}, {""sex"": ""1"", ""content"": ""你放心吧，对的肯定错不了。""}, {""sex"": ""1"", ""content"": ""那你可以帮我证明我爱你是对的吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想买衣服了""}, {""sex"": ""1"", ""content"": ""买！想买就买，谁都拦不住你""}, {""sex"": ""1"", ""content"": ""买呗，我帮你挑嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""颜值不重要""}, {""sex"": ""1"", ""content"": ""确实，颜值在爱情里是最不值钱的""}, {""sex"": ""1"", ""content"": ""颜值不重要的话为什么有那么多人以貌取人呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我怕你等不到""}, {""sex"": ""1"", ""content"": ""别担心，肯定会等到的。""}, {""sex"": ""1"", ""content"": ""等不到我就一直等一直等一直等。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你吃完啦""}, {""sex"": ""1"", ""content"": ""对呀，我的速度是不是杠杠的。""}, {""sex"": ""1"", ""content"": ""我不快点吃完会被你吃掉的呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天我生日哦""}, {""sex"": ""1"", ""content"": ""你生日！怎么没有提早告诉我，都没有给你准备生日礼物。""}, {""sex"": ""1"", ""content"": ""生日快乐！祝小仙女新的一岁每天都开开心心~""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今晚是平安夜""}, {""sex"": ""1"", ""content"": ""今晚我希望我是与你度过的。""}, {""sex"": ""1"", ""content"": ""有你的平安夜才叫做平安夜。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你的眼睛好好看""}, {""sex"": ""1"", ""content"": ""知道为什么吗，那是因为你在我眼里呀。""}, {""sex"": ""1"", ""content"": ""谢谢小仙女的夸奖，你可不止眼睛好看哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你的眼睛很好看""}, {""sex"": ""1"", ""content"": ""因为我的眼睛里有你。""}, {""sex"": ""1"", ""content"": ""谢谢小仙女的夸奖，你是个好看的女孩子哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃饭了没有呀""}, {""sex"": ""1"", ""content"": "" 吃饱了，可是现在想吃你了""}, {""sex"": ""1"", ""content"": ""还没吃哎，你要请我吃饭吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""大龄儿童""}, {""sex"": ""1"", ""content"": ""那以后过儿童节还得给你买礼物。""}, {""sex"": ""1"", ""content"": ""不然怎么会被我叫宝宝呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还在找工作""}, {""sex"": ""1"", ""content"": ""找工作很累吧，要不要我帮你找？""}, {""sex"": ""1"", ""content"": ""你已经找到啦，我女朋友这个岗位。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我自己都养不起我自己""}, {""sex"": ""1"", ""content"": ""没办法了，那只能我养你了。""}, {""sex"": ""1"", ""content"": ""明明你现在就好好养着自己呀，以后我来养你吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""凌晨睡觉""}, {""sex"": ""1"", ""content"": ""女孩子要早点睡才行，不然皮肤会变差的哦。""}, {""sex"": ""1"", ""content"": ""看来我以后要监督你早点睡觉。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你的意思我没心""}, {""sex"": ""1"", ""content"": ""对啊，腻的心在我这里不是吗？！""}, {""sex"": ""1"", ""content"": ""你摸摸自己的心看看有还是没有呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有心""}, {""sex"": ""1"", ""content"": ""那是因为我把你的心偷走了。""}, {""sex"": ""1"", ""content"": ""我把我的心放到你心里，这样你的心里就不会空落落的了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我在跟你聊天呀""}, {""sex"": ""1"", ""content"": ""要是能跟你面对面聊天就好了。""}, {""sex"": ""1"", ""content"": ""好巧啊！我也在跟你聊天呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一直都挺乖""}, {""sex"": ""1"", ""content"": ""我很喜欢你这样乖乖的女孩子。""}, {""sex"": ""1"", ""content"": ""我觉得你这样挺好的，乖巧可爱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我25岁""}, {""sex"": ""1"", ""content"": ""是时候相亲了。""}, {""sex"": ""1"", ""content"": ""二十五岁是真的一个分水岭啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""凭直觉""}, {""sex"": ""1"", ""content"": ""女孩子的直觉是不是准得有些可怕？""}, {""sex"": ""1"", ""content"": ""直觉告诉我，你就是我命中注定的那个人""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要不然我生气了""}, {""sex"": ""1"", ""content"": ""生气！还敢生气吗！""}, {""sex"": ""1"", ""content"": ""没错，你生气的时候贼可爱了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我表示怀疑""}, {""sex"": ""1"", ""content"": ""话筒给你，说出你的疑问。""}, {""sex"": ""1"", ""content"": ""我都这么诚恳了你还怀疑我嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有一点想你""}, {""sex"": ""1"", ""content"": ""只是一点吗，不是很多吗！""}, {""sex"": ""1"", ""content"": ""念念不忘，必有回响。你终于想我了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我还以为你结婚了""}, {""sex"": ""1"", ""content"": ""我要是结婚了还能在这鬼混吗？""}, {""sex"": ""1"", ""content"": ""现在才遇到你，我跟谁结婚去呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还以为你睡着啦""}, {""sex"": ""1"", ""content"": ""你都还没睡觉，我怎么敢那么早睡啊。""}, {""sex"": ""1"", ""content"": ""怕梦里没有你，不敢太早睡。""}], ""lock"": 1}"
