"{""chat"": [{""sex"": ""2"", ""content"": ""哈喽。""}, {""sex"": ""1"", ""content"": ""嗨，看你照片挺可爱的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""先生 你是哪位？""}, {""sex"": ""1"", ""content"": ""你家族里有过失忆症的病史吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是？""}, {""sex"": ""1"", ""content"": ""我姓相，单名一个公，你叫我老公就好了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是好人吗？""}, {""sex"": ""1"", ""content"": ""你觉得我像是好人吗？""}, {""sex"": ""1"", ""content"": ""你觉得有坏人说自己是坏人的吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""如何问女生要微信""}, {""sex"": ""1"", ""content"": ""小仙女好！小仙女的微信号码跟我的好像很像呢""}, {""sex"": ""1"", ""content"": ""想要小仙女的微信，这样我就可以向别人炫耀了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我也在忙""}, {""sex"": ""1"", ""content"": ""你忙你的，我忙我的，等闲下来就可以一起聊聊天了""}, {""sex"": ""1"", ""content"": ""看来我们都在努力奋斗呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这是天真的笑""}, {""sex"": ""1"", ""content"": ""你这样太犯规了，我会心动的。""}, {""sex"": ""1"", ""content"": ""因为你是天真的小仙女啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真的假""}, {""sex"": ""1"", ""content"": ""我跟你说的话那还会有假吗？""}, {""sex"": ""1"", ""content"": ""千真万确，比珍珠还要真""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""舍不得你们""}, {""sex"": ""1"", ""content"": ""不，你只要舍不得我就好了""}, {""sex"": ""1"", ""content"": ""既然舍不得那就留下来吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""舍得打我""}, {""sex"": ""1"", ""content"": ""我可真的舍不得啊。""}, {""sex"": ""1"", ""content"": ""我的无价之宝肯定不舍得啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那就让我看看呗""}, {""sex"": ""1"", ""content"": ""看了一眼就很容易被迷住的。""}, {""sex"": ""1"", ""content"": ""你说看就给你看，多没面子啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不用你陪""}, {""sex"": ""1"", ""content"": ""我不陪你，你偷偷哭鼻子怎么办？""}, {""sex"": ""1"", ""content"": ""我想让你知道，你可以不用那么坚强的，有我在你身边啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好久没聊天了。""}, {""sex"": ""1"", ""content"": ""那就让我们一次聊个够吧。""}, {""sex"": ""1"", ""content"": ""好久没有撩你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你在跟我讲冷笑话""}, {""sex"": ""1"", ""content"": ""你怎么不笑笑呢。""}, {""sex"": ""1"", ""content"": ""这不是想逗你笑嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我在剪指甲""}, {""sex"": ""1"", ""content"": ""你需要一个能为你剪指甲的男朋友。""}, {""sex"": ""1"", ""content"": ""小仙女的指甲肯定很漂亮。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想去剪头发""}, {""sex"": ""1"", ""content"": ""你舍得把飘飘长发给剪掉吗？""}, {""sex"": ""1"", ""content"": ""怎么突然想换发型啦？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谁说我喜欢你了""}, {""sex"": ""1"", ""content"": ""不好意思，是我说的哟。""}, {""sex"": ""1"", ""content"": ""那有没有人告诉你，我喜欢你呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""久等""}, {""sex"": ""1"", ""content"": ""没事没事，等小仙女是应该的""}, {""sex"": ""1"", ""content"": ""让我等了这么久，是不是应该给你一点小惩罚呀？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""陪不了你""}, {""sex"": ""1"", ""content"": ""你要是不陪我，我会很孤单的。""}, {""sex"": ""1"", ""content"": ""好吧，那我只能默默地思念你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不陪我吗""}, {""sex"": ""1"", ""content"": ""当然要陪你了，不陪你我还能陪谁呀？""}, {""sex"": ""1"", ""content"": ""你想要我陪你吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有事？有事？""}, {""sex"": ""1"", ""content"": ""想小仙女了，算事吗？""}, {""sex"": ""1"", ""content"": ""我没事想你，有事也想你，咋办？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看美剧""}, {""sex"": ""1"", ""content"": ""看来我们之间有相同的兴趣爱好呀。""}, {""sex"": ""1"", ""content"": ""我们总是想看看最新的美剧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""当朋友不好吗""}, {""sex"": ""1"", ""content"": ""当朋友就能携手走一辈子吗。""}, {""sex"": ""1"", ""content"": ""我会从朋友开始做起的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""加好友打招呼""}, {""sex"": ""1"", ""content"": ""你好，我做微商，推销男朋友的""}, {""sex"": ""1"", ""content"": ""据说小仙女总是会通过我的好友验证的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""许久不见""}, {""sex"": ""1"", ""content"": ""虽然很久没见，但我没有停止过对你的想念。""}, {""sex"": ""1"", ""content"": ""太狠心了，竟然抛弃我这么久。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要我有啥用""}, {""sex"": ""1"", ""content"": ""你又不是废物，要你当然有用啦。""}, {""sex"": ""1"", ""content"": ""娶你回家当老婆这还没用吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我生你气了""}, {""sex"": ""1"", ""content"": ""我真笨，又惹小仙女生气了。""}, {""sex"": ""1"", ""content"": ""别生气了好不好？我想让你开开心心的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你生气了""}, {""sex"": ""1"", ""content"": ""这是我第一次看仙女生气。""}, {""sex"": ""1"", ""content"": ""原来你生气的时候也可以这么好看啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""微信开场白""}, {""sex"": ""1"", ""content"": ""一看你就是个很有趣的小仙女。""}, {""sex"": ""2"", ""content"": ""你怎么看出来的？""}, {""sex"": ""1"", ""content"": ""你的头像透着一股俏皮可爱的气息呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不是你很累吗？""}, {""sex"": ""1"", ""content"": ""本来很累的，一想到你就不累了。""}, {""sex"": ""1"", ""content"": ""男女搭配，干活不累！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你逗比""}, {""sex"": ""1"", ""content"": ""逗你开心是老天爷给我的使命。""}, {""sex"": ""1"", ""content"": ""这样你跟我在一起一辈子才不会无聊啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""和小哥哥聊天呀""}, {""sex"": ""1"", ""content"": ""是只跟我这个小哥哥聊天还是跟别的小哥哥聊天？""}, {""sex"": ""1"", ""content"": ""专心跟我聊天，这么乖的吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是想撩我吗""}, {""sex"": ""1"", ""content"": ""你看不出来我喜欢你吗？""}, {""sex"": ""1"", ""content"": ""既然你诚心诚意地发问了，那我就大方承认吧，我就是要撩你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我觉得还是做梦比较好""}, {""sex"": ""1"", ""content"": ""你是想天天梦到我啊？""}, {""sex"": ""1"", ""content"": ""我也这么觉得，每次做梦都能梦到你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不要脸？？""}, {""sex"": ""1"", ""content"": ""遇见你开始，我就开始不要脸了。""}, {""sex"": ""1"", ""content"": ""不要脸，已经不是一天两天了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你也太会说话了""}, {""sex"": ""1"", ""content"": ""要是你开心，我就天天哄你开心。""}, {""sex"": ""1"", ""content"": ""你就说过奖了，都是跟你学的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真爱""}, {""sex"": ""1"", ""content"": ""对你的爱一直都是真爱呀。""}, {""sex"": ""1"", ""content"": ""绝对的真爱，很真很真的那种。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""明天有时间吗？""}, {""sex"": ""1"", ""content"": ""你都叫了，我哪能没有时间啊。""}, {""sex"": ""1"", ""content"": ""时间都时靠自己挤出来的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""感觉不错""}, {""sex"": ""1"", ""content"": ""是吗？特别是对我的感觉？""}, {""sex"": ""1"", ""content"": ""那你什么时候爱上我呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你跟我一样""}, {""sex"": ""1"", ""content"": ""这说明是我们的缘分呀。""}, {""sex"": ""1"", ""content"": ""这一定是冥冥中注定的，老天爷的安排。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""咱能好好说话吗""}, {""sex"": ""1"", ""content"": ""面对一个仙女我要怎么好好说话呀。""}, {""sex"": ""1"", ""content"": ""我一直在好好说呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我还以为你不要我了""}, {""sex"": ""1"", ""content"": ""全世界的人不要你，我都不可能不要你啊。""}, {""sex"": ""1"", ""content"": ""只有你抛弃我的机会，不会有我抛弃你的那一刻的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还有这种操作的吗""}, {""sex"": ""1"", ""content"": ""嗯哼，是不是很厉害。""}, {""sex"": ""1"", ""content"": ""难道小仙女是第一次看到这种操作吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""才发现吗""}, {""sex"": ""1"", ""content"": ""谁让你隐藏得那么深。""}, {""sex"": ""1"", ""content"": ""我只是假装没发现而已。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我可无聊""}, {""sex"": ""1"", ""content"": ""所以我来解决你的无聊了。""}, {""sex"": ""1"", ""content"": ""无聊的时候有我，就不无聊了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这样很容易失去我""}, {""sex"": ""1"", ""content"": ""没有得到谈何失去呢。""}, {""sex"": ""1"", ""content"": ""我才舍不得失去你呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""hello""}, {""sex"": ""1"", ""content"": ""告诉你个小秘密""}, {""sex"": ""2"", ""content"": ""什么小秘密？""}, {""sex"": ""1"", ""content"": ""其实hello也是“等我”的意思""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你养得起我吗？""}, {""sex"": ""1"", ""content"": ""养猪怎么养不起呢！""}, {""sex"": ""1"", ""content"": ""我有一口肉吃，就有你一口汤喝！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那就期待吧""}, {""sex"": ""1"", ""content"": ""心里有所期待生活好像就有盼头了。""}, {""sex"": ""1"", ""content"": ""真希望那一天快一点到来。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不信我吗""}, {""sex"": ""1"", ""content"": ""不是不相信你，而是带有一丝丝的怀疑。""}, {""sex"": ""1"", ""content"": ""你给我一个信你的理由。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""中午多吃点""}, {""sex"": ""1"", ""content"": ""嗯嗯，我一定会吃得饱饱的。""}, {""sex"": ""1"", ""content"": ""多吃一点会得到额外的奖励吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""见过啊""}, {""sex"": ""1"", ""content"": ""我们啥时候见过呀，我都不记得了。""}, {""sex"": ""1"", ""content"": ""看来缘分就是这么的巧合啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""发张你照片看看""}, {""sex"": ""1"", ""content"": ""照片有什么好看的，你直接来找我吧。""}, {""sex"": ""1"", ""content"": ""你要是想要我的照片，咱们下次出去你可以亲手为我拍一张。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不知道有没有这个荣幸""}, {""sex"": ""1"", ""content"": ""当然，小仙女肯定有的呀。""}, {""sex"": ""1"", ""content"": ""哪里话，这分明是我的荣幸才对。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""信息都不回""}, {""sex"": ""1"", ""content"": ""故意不回你消息，想看看你是不是在乎我。""}, {""sex"": ""1"", ""content"": ""给你回消息要谨慎，所以我需要时间思考。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我快要累死了""}, {""sex"": ""1"", ""content"": ""你当自己是超人吗？不知道你这么累我会心疼吗？""}, {""sex"": ""1"", ""content"": ""快休息休息，我给小仙女捏捏肩膀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么了弟弟""}, {""sex"": ""1"", ""content"": ""我不是你弟弟，能不这样叫我嘛？""}, {""sex"": ""1"", ""content"": ""没什么，就是想姐姐了，不知道姐姐有没有想我呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们好像不合适""}, {""sex"": ""1"", ""content"": ""你也说了是好像，万一试过之后我们很合适呢？""}, {""sex"": ""1"", ""content"": ""可我觉得我们好像很合适。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好像个小女生""}, {""sex"": ""1"", ""content"": ""你好像个大男孩。""}, {""sex"": ""1"", ""content"": ""怎么你想保护我啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""饭可以乱吃，话不可以乱说""}, {""sex"": ""1"", ""content"": ""那可不行，我怕你乱吃会生病。""}, {""sex"": ""1"", ""content"": ""我没有乱说啊，我说的都是真情实感的话。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""整我""}, {""sex"": ""1"", ""content"": ""哪有整你，我只是想看看你的可爱模样""}, {""sex"": ""1"", ""content"": ""我怎么会整你呢，我这么疼爱你""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""该睡觉了""}, {""sex"": ""1"", ""content"": ""那你先睡吧。""}, {""sex"": ""2"", ""content"": ""你呢？""}, {""sex"": ""1"", ""content"": ""我想在想会儿你再睡。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那么好看""}, {""sex"": ""1"", ""content"": ""还行吧，不过还是你比较好看些。""}, {""sex"": ""1"", ""content"": ""难道不觉得你自己更加好看吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要笑死我了""}, {""sex"": ""1"", ""content"": ""没想到，仙女的笑点这么低。""}, {""sex"": ""1"", ""content"": ""你要是笑死了，我可就孤单一辈子了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想听？""}, {""sex"": ""1"", ""content"": ""你愿意说给我听吗？""}, {""sex"": ""1"", ""content"": ""我是一个很合格的听众。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很开心遇到新的朋友""}, {""sex"": ""1"", ""content"": ""我也很开心，遇到我未来的女朋友。""}, {""sex"": ""1"", ""content"": ""看到小仙女开心我也觉得很开心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谁等你了""}, {""sex"": ""1"", ""content"": ""难道你不等我一下的吗？""}, {""sex"": ""1"", ""content"": ""让你等着我真的不容易啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""只找老实人""}, {""sex"": ""1"", ""content"": ""我这么老实，你难道没看到？""}, {""sex"": ""1"", ""content"": ""人送外号“老实大王”，这个满意不。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""撩妹吗""}, {""sex"": ""1"", ""content"": ""那我可以撩你嘛？""}, {""sex"": ""1"", ""content"": ""撩！不撩都对不起自己了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""[/捂脸][/捂脸]""}, {""sex"": ""1"", ""content"": ""把这么好看的小脸捂起来一定是害羞了。""}, {""sex"": ""1"", ""content"": ""别把嘴巴捂起来就行，我还要亲你呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""又不是你家的""}, {""sex"": ""1"", ""content"": ""谁说不是，你就是我家的。""}, {""sex"": ""1"", ""content"": ""不是我家的是谁家的？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们在吃饭呢""}, {""sex"": ""1"", ""content"": ""那你先好好吃饭，别噎着了，吃完咱们再聊""}, {""sex"": ""1"", ""content"": ""肯定是吃好吃的，居然不带我吃，哼！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""撩妹可以啊""}, {""sex"": ""1"", ""content"": ""不行的，不然怎么会没撩动你呢。""}, {""sex"": ""1"", ""content"": ""哪里可以的了，还不是没撩动你的心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这么直接的？""}, {""sex"": ""1"", ""content"": ""我怕不够直接你会被人抢走。""}, {""sex"": ""1"", ""content"": ""直接点，这样就不需要有犹豫了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我也是哦""}, {""sex"": ""1"", ""content"": ""看来长得好看的人想法都差不多。""}, {""sex"": ""1"", ""content"": ""看来这不是巧合，是命中注定的安排。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""最近身体不舒服""}, {""sex"": ""1"", ""content"": ""你怎么了？是哪里不舒服啊？""}, {""sex"": ""1"", ""content"": ""你不舒服我却不能照顾你，我好难过。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""别这么叫我""}, {""sex"": ""1"", ""content"": ""那要怎么叫你？宝贝？亲爱的？小甜心？""}, {""sex"": ""1"", ""content"": ""那你这么叫我好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你要主动点""}, {""sex"": ""1"", ""content"": ""我这不是因为害羞嘛。""}, {""sex"": ""1"", ""content"": ""我主动点，你会给我更主动的回应吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这么主动啊""}, {""sex"": ""1"", ""content"": ""我不主动怎么会有故事呢。""}, {""sex"": ""1"", ""content"": ""还不是怕你被抢走了吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""内心孤独""}, {""sex"": ""1"", ""content"": ""请把你的内心打开，我陪你。""}, {""sex"": ""1"", ""content"": ""孤独的小朋友是需要我的陪伴吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是长得丑吗""}, {""sex"": ""1"", ""content"": ""你要丑，那全天下的人都是八戒了。""}, {""sex"": ""1"", ""content"": ""丑的女生里你是最漂亮的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""戳一下我""}, {""sex"": ""1"", ""content"": ""一下不够吧，我想戳你十下。""}, {""sex"": ""1"", ""content"": ""我舍不得戳你，怕把你戳疼了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你有啥事？""}, {""sex"": ""1"", ""content"": ""我这里有点喜欢你的事情想和你聊聊。""}, {""sex"": ""1"", ""content"": ""难道没事就不能来找你吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么现在还不吃饭呀？""}, {""sex"": ""1"", ""content"": ""你没能在我身边，哪有胃口吃饭啊。""}, {""sex"": ""1"", ""content"": ""你都不邀请我一起吃，当然没吃咯。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""别了解我""}, {""sex"": ""1"", ""content"": ""可是我已经在准备了解你了""}, {""sex"": ""1"", ""content"": ""你是怕我知道的太多了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""天天很开心""}, {""sex"": ""1"", ""content"": ""前提条件是跟你在一起。""}, {""sex"": ""1"", ""content"": ""可能是因为我天天都在想你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天和明天""}, {""sex"": ""1"", ""content"": ""两天的时间嘛？""}, {""sex"": ""1"", ""content"": ""辛苦啦，这两天你一定要好好照顾自己哦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我自己去吃""}, {""sex"": ""1"", ""content"": ""吃什么好吃的，都不带上我！""}, {""sex"": ""1"", ""content"": ""又去偷偷吃啥，也不和我说。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不相信我也没办法""}, {""sex"": ""1"", ""content"": ""既然你都没办法了那我就只好相信你了""}, {""sex"": ""1"", ""content"": ""那我可得想想办法才行了呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天还挺忙的""}, {""sex"": ""1"", ""content"": ""那你别让自己太累哦，不然我会心疼的。""}, {""sex"": ""1"", ""content"": ""那要注意休息才行啊，记得多喝水知道吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是一个很无聊的人""}, {""sex"": ""1"", ""content"": ""所以你才需要一个有趣的人。""}, {""sex"": ""1"", ""content"": ""我是上帝派来解决你无聊的人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""出去买东西了""}, {""sex"": ""1"", ""content"": ""这么热的天出门，你要注意防晒啊。""}, {""sex"": ""1"", ""content"": ""买什么东西，我去给你买吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""出去买点东西""}, {""sex"": ""1"", ""content"": ""这个时候你需要一个能帮你跑腿的男朋友。""}, {""sex"": ""1"", ""content"": ""那你出门要记得戴口罩哦，买完东西马上回家。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我还不饿""}, {""sex"": ""1"", ""content"": ""我怕等你饿了，就是钱包哭的时候。""}, {""sex"": ""1"", ""content"": ""废话，你刚吃完没半小时当然不饿""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""北方人""}, {""sex"": ""1"", ""content"": ""北方有佳人，绝世而独立""}, {""sex"": ""1"", ""content"": ""北方女孩的性格好像都很豪爽呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想怎么叫我""}, {""sex"": ""1"", ""content"": ""你不是我的小仙女吗！""}, {""sex"": ""1"", ""content"": ""想咋叫就咋叫。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""娃哈哈不香嘛""}, {""sex"": ""1"", ""content"": ""喝起来的确是有点香啊。""}, {""sex"": ""1"", ""content"": ""真香警告！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没想到""}, {""sex"": ""1"", ""content"": ""我从前也没想到会这么喜欢一个人。""}, {""sex"": ""1"", ""content"": ""我们不是神，会有很多事情想不到的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不想跟你聊了""}, {""sex"": ""1"", ""content"": ""那我们直接谈恋爱吧。""}, {""sex"": ""1"", ""content"": ""难道你想跟我在一起了？不行不行有点太快了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我就懒了""}, {""sex"": ""1"", ""content"": ""像你这样的懒虫真的没救了。""}, {""sex"": ""1"", ""content"": ""你这么懒，你家里人知道吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""主要是懒得动""}, {""sex"": ""1"", ""content"": ""不愧是懒虫啊。""}, {""sex"": ""1"", ""content"": ""你这么懒，你爸妈知道吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""能问你个问题吗？""}, {""sex"": ""1"", ""content"": ""虽然不能做到有求必应，不过你想说啥就说啥。""}, {""sex"": ""1"", ""content"": ""看来我得好好装备了一下。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你没错，是我错了""}, {""sex"": ""1"", ""content"": ""你可是小仙女，你怎么会错？""}, {""sex"": ""1"", ""content"": ""你别这么说，你这么说我觉得心里不好受。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""化淡妆""}, {""sex"": ""1"", ""content"": ""没事，反正怎么都是好看的。""}, {""sex"": ""1"", ""content"": ""化淡一点，给别人留点尊严。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我比你矮""}, {""sex"": ""1"", ""content"": ""矮又不犯法，你怕啥。""}, {""sex"": ""1"", ""content"": ""矮一厘米也是矮啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""衣服挺多""}, {""sex"": ""1"", ""content"": ""女生永远不会觉得自己的衣服够吧。""}, {""sex"": ""1"", ""content"": ""人靠衣装，总得在衣服上多花点心思。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""去国外""}, {""sex"": ""1"", ""content"": ""现在国外疫情这么严重，你还敢出国？""}, {""sex"": ""1"", ""content"": ""我建议你好好待在国内，尤其是好好待在我身边。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我一般闭着眼睛说瞎话""}, {""sex"": ""1"", ""content"": ""那睁开眼就说大实话咯？""}, {""sex"": ""1"", ""content"": ""那你现在睁开眼说喜欢我呗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不需要照顾""}, {""sex"": ""1"", ""content"": ""再坚强的女孩都有脆弱的一面，你又何必要逞强？""}, {""sex"": ""1"", ""content"": ""你可以拒绝别人的照顾，唯独我的你必须接受。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""和你聊天没劲""}, {""sex"": ""1"", ""content"": ""看来我得换一个聊天模式了。""}, {""sex"": ""1"", ""content"": ""这么聊天当然是没劲的啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我天天都想你""}, {""sex"": ""1"", ""content"": ""我每天就想你一次，就是我呼吸的时候。""}, {""sex"": ""1"", ""content"": ""每晚睡觉一想到你，就是一整晚不用睡了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是挺帅的""}, {""sex"": ""1"", ""content"": ""难道你就没一丝丝的心动吗？""}, {""sex"": ""1"", ""content"": ""看来是真的有点小帅了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你去玩吧""}, {""sex"": ""1"", ""content"": ""去玩也应该是和你一起""}, {""sex"": ""1"", ""content"": ""不了，玩你比去玩有意思多了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""教育机构""}, {""sex"": ""1"", ""content"": ""原来小姐姐是老师呀。""}, {""sex"": ""1"", ""content"": ""是哪个教育机构这么幸运有你这个小仙女在。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""大晚上不睡觉啊""}, {""sex"": ""1"", ""content"": ""这不是想你想的睡不着嘛。""}, {""sex"": ""1"", ""content"": ""还在等你说一句晚安呢。""}], ""lock"": 1}"
