"{""chat"": [{""sex"": ""2"", ""content"": ""早安""}, {""sex"": ""1"", ""content"": ""早安宝贝 睡得怎么样？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好好玩吧""}, {""sex"": ""1"", ""content"": ""不行，没有你就不好玩了。""}, {""sex"": ""1"", ""content"": ""难道有陪你更好玩的吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是二货""}, {""sex"": ""1"", ""content"": ""这我知道，别说我都懂。""}, {""sex"": ""1"", ""content"": ""你这个二货脑子里都在想啥？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不睡的嘛""}, {""sex"": ""1"", ""content"": ""月亮不睡我不睡！""}, {""sex"": ""1"", ""content"": ""熬夜上瘾症发作了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我长的很丑""}, {""sex"": ""1"", ""content"": ""我最讨厌睁眼说瞎话的女生了。""}, {""sex"": ""1"", ""content"": ""没事，正好当我眼瞎。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你被吓到了""}, {""sex"": ""1"", ""content"": ""没有没有，我可不是那么胆小的人""}, {""sex"": ""1"", ""content"": ""你都知道我被吓到了，是不是应该安慰我一下？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""找打了吧你""}, {""sex"": ""1"", ""content"": ""很希望你能从手机那段穿越到我这端揍我 来，我脱了衣服，你打吧""}, {""sex"": ""1"", ""content"": ""没办法，谁叫我这么帅帅到都想来打我""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""已爱上了""}, {""sex"": ""1"", ""content"": ""那就让这爱变得轰轰烈烈吧。""}, {""sex"": ""1"", ""content"": ""深爱的感觉，不错吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这衣服好看不""}, {""sex"": ""1"", ""content"": ""摆在这里不好看，你穿着好看。""}, {""sex"": ""1"", ""content"": ""你觉得好看，就是好看！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天醒得早""}, {""sex"": ""1"", ""content"": ""早睡早起是一个好习惯哟。""}, {""sex"": ""1"", ""content"": ""难怪我梦里的你那么早就消失了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是你的小宝贝吗""}, {""sex"": ""1"", ""content"": ""你是我的心头小宝贝！""}, {""sex"": ""1"", ""content"": ""做我的宝贝不好嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不相信哦""}, {""sex"": ""1"", ""content"": ""我会用我的余生来让你相信。""}, {""sex"": ""1"", ""content"": ""那我就让你相信一下！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早上起得早""}, {""sex"": ""1"", ""content"": ""这么早起床会不会觉得很疲惫呀。""}, {""sex"": ""1"", ""content"": ""看来我得向你学习，早睡早起。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你干嘛一直要这么执着呢？""}, {""sex"": ""1"", ""content"": ""因为我想知道自己执着下去会是什么结果。""}, {""sex"": ""1"", ""content"": ""我只是想执着一些而已。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪里都难受""}, {""sex"": ""1"", ""content"": ""没我在身边最难受吧。""}, {""sex"": ""1"", ""content"": ""看你这么难受我满是心疼。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""声音好听吗""}, {""sex"": ""1"", ""content"": ""好听啊，感觉可以作为铃声了。""}, {""sex"": ""1"", ""content"": ""这么好听的声音宛如天籁啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不要不要不要不要""}, {""sex"": ""1"", ""content"": ""重要的事情要连着说四遍才行吗？""}, {""sex"": ""1"", ""content"": ""不要就不要呗，我要总行吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你废话好多""}, {""sex"": ""1"", ""content"": ""我可不是对谁都有这么多废话的。""}, {""sex"": ""1"", ""content"": ""我这不是因为想要跟你多说说话嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这歌好听吗""}, {""sex"": ""1"", ""content"": ""这有什么是不好听的呢。""}, {""sex"": ""1"", ""content"": ""为什么不好听呢，我这不是一直都在听吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃最重要""}, {""sex"": ""1"", ""content"": ""所以你是满脑子只有吃的小吃货啊。""}, {""sex"": ""1"", ""content"": ""那我们以后去吃遍全世界的美食吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我在忙呀""}, {""sex"": ""1"", ""content"": ""忙着想我吗？""}, {""sex"": ""1"", ""content"": ""辛苦小仙女了，在为我们的未来打拼。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚刚在忙。""}, {""sex"": ""1"", ""content"": ""那你事情忙完了嘛？""}, {""sex"": ""1"", ""content"": ""辛苦忙碌的小蜜蜂了，我来帮你擦擦汗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好奇怪哦""}, {""sex"": ""1"", ""content"": ""如果你喜欢怪人，那其实我很美""}, {""sex"": ""1"", ""content"": ""我也觉得很奇怪怎么会那么喜欢你呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你头像挺好看的""}, {""sex"": ""1"", ""content"": ""我本人更好看。""}, {""sex"": ""1"", ""content"": ""果然是有眼光的小仙女呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我挺爱笑的""}, {""sex"": ""1"", ""content"": ""我挺喜欢爱笑的女孩的。""}, {""sex"": ""1"", ""content"": ""你的笑容一定很好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小哥哥真帅""}, {""sex"": ""1"", ""content"": ""那我们还蛮搭的，毕竟小姐姐这么好看。""}, {""sex"": ""1"", ""content"": ""你要是努力一下下，我就是属于你的帅气小哥哥了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有点点困""}, {""sex"": ""1"", ""content"": ""困得时候就去睡觉，想啥呢！""}, {""sex"": ""1"", ""content"": ""昨天又去干嘛什么了！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""说啥呢你""}, {""sex"": ""1"", ""content"": ""说一些关于你的事情""}, {""sex"": ""1"", ""content"": ""说说我喜欢你的小秘密""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好神""}, {""sex"": ""1"", ""content"": ""我只是个普通人啦，不要把我神化了""}, {""sex"": ""1"", ""content"": ""嘿嘿嘿，知道我的厉害了吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我才舍不得呢""}, {""sex"": ""1"", ""content"": ""我又何尝不是呢。""}, {""sex"": ""1"", ""content"": ""舍不得我你就直说呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""别乱撩""}, {""sex"": ""1"", ""content"": ""没有啊，我只撩你一个人。""}, {""sex"": ""1"", ""content"": ""撩你，我可从不乱撩的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早上下雨了""}, {""sex"": ""1"", ""content"": ""带好雨伞，不要乱跑呦。""}, {""sex"": ""1"", ""content"": ""下雨天更要好好照顾自己。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""接我回家。""}, {""sex"": ""1"", ""content"": ""走吧，带你回我家！""}, {""sex"": ""1"", ""content"": ""你家？我家？还是如家？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不能这样的""}, {""sex"": ""1"", ""content"": ""这样怎么啦？为什么不能这样呢？""}, {""sex"": ""1"", ""content"": ""那小仙女说能怎么样呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你能不能像我这样成熟点""}, {""sex"": ""1"", ""content"": ""我怕太成熟了，你可能会受不了。""}, {""sex"": ""1"", ""content"": ""好不容易和你接轨，又要变成熟很麻烦的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看什么电影""}, {""sex"": ""1"", ""content"": ""当然是看一些关于爱情的电影啊。""}, {""sex"": ""1"", ""content"": ""你想看啥电影我就陪你看啥。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没事儿没事儿""}, {""sex"": ""1"", ""content"": ""你这样说我反而更心疼了。""}, {""sex"": ""1"", ""content"": ""有事就告诉我好吗，我不希望你自己一个人扛下所有。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我想的不美""}, {""sex"": ""1"", ""content"": ""但是你长得美啊。""}, {""sex"": ""1"", ""content"": ""哪里不美了，这不是挺好看的嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你去啊""}, {""sex"": ""1"", ""content"": ""你不在我没有去的动力。""}, {""sex"": ""1"", ""content"": ""那你要不要陪我一起去？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还是不够""}, {""sex"": ""1"", ""content"": ""难道加上我的爱还不够吗？""}, {""sex"": ""1"", ""content"": ""智商不够，情商来凑好不好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在干嘛在干嘛在干嘛""}, {""sex"": ""1"", ""content"": ""在等你呀，你怎么现在才出现呢""}, {""sex"": ""1"", ""content"": ""想你呢想你呢想你呢，你想我了吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""忒冷""}, {""sex"": ""1"", ""content"": ""冷是冷了点，不过有我在呢。""}, {""sex"": ""1"", ""content"": ""我那颗火热的心，从不惧怕任何寒冷。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不要跟你玩了""}, {""sex"": ""1"", ""content"": ""我明明是很用心跟你相处，才不是跟你玩呢。""}, {""sex"": ""1"", ""content"": ""你不跟我玩，我就要去找其他小姐姐了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""对自己好一点""}, {""sex"": ""1"", ""content"": ""我更想对你好一点。""}, {""sex"": ""1"", ""content"": ""你对我好一点就行啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""喜欢我哪样""}, {""sex"": ""1"", ""content"": ""喜欢你就喜欢你，没有分哪样！""}, {""sex"": ""1"", ""content"": ""不知道，看到你我就喜欢上了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有吃早餐的习惯""}, {""sex"": ""1"", ""content"": ""不吃早餐是会变胖的哦。""}, {""sex"": ""1"", ""content"": ""不吃早餐容易得胃病，以后还不是要我来照顾你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我也觉得可爱""}, {""sex"": ""1"", ""content"": ""那是因为你自己也很可爱。""}, {""sex"": ""1"", ""content"": ""除了可爱你还有好看和漂亮。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不是你的宝贝了""}, {""sex"": ""1"", ""content"": ""那是什么，我的心肝宝贝？""}, {""sex"": ""1"", ""content"": ""你是你是，你永远都是我的宝贝。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""以后再说以后""}, {""sex"": ""1"", ""content"": ""那我们就过好眼前我们想过的生活吧。""}, {""sex"": ""1"", ""content"": ""以后的以后，谁知道是多久以后呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""奸笑""}, {""sex"": ""1"", ""content"": ""请你不要再这么笑了。""}, {""sex"": ""2"", ""content"": ""怎么了？""}, {""sex"": ""1"", ""content"": ""我的仙女怎么可以这么笑呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""以后啥样""}, {""sex"": ""1"", ""content"": ""你可以尽情的想象有我的日子。""}, {""sex"": ""1"", ""content"": ""那得看你想要以后是啥样的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃完饭了吗？""}, {""sex"": ""1"", ""content"": ""还没吃，饿死了，你给我买东西来嘛""}, {""sex"": ""1"", ""content"": ""怎么想预约我吃饭后的时间？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好现实""}, {""sex"": ""1"", ""content"": ""很多爱情都败给了现实。""}, {""sex"": ""1"", ""content"": ""人生不是童话故事，总要面对现实的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是小阿姨""}, {""sex"": ""1"", ""content"": ""小阿姨有你这么好看的吗？""}, {""sex"": ""1"", ""content"": ""你确定你不是小仙女？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""瞎逛的，没事""}, {""sex"": ""1"", ""content"": ""既然你都瞎逛了，那你什么时候逛进我的心里？""}, {""sex"": ""1"", ""content"": ""那我们就来场偶遇吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是哪种人""}, {""sex"": ""1"", ""content"": ""你是我喜欢的那个人。""}, {""sex"": ""1"", ""content"": ""我是要住在你心里的人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""朋友介绍""}, {""sex"": ""1"", ""content"": ""这个朋友是谁，这么有眼光""}, {""sex"": ""1"", ""content"": ""你的朋友以后就是我们的媒人了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""[/打脸][/打脸]""}, {""sex"": ""1"", ""content"": ""别打脸啊，我可是靠脸吃饭的。""}, {""sex"": ""1"", ""content"": ""脸皮厚随意打，打坏了记得赔就是了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你要养我吗""}, {""sex"": ""1"", ""content"": ""没问题，我家是养猪专业户""}, {""sex"": ""1"", ""content"": ""其实我想说的是你养我吗？我不介意吃软饭的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有点多""}, {""sex"": ""1"", ""content"": ""没事，这些东西我们都可以慢慢来。""}, {""sex"": ""1"", ""content"": ""那需要我帮你拿一点吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""太想我你怎么办""}, {""sex"": ""1"", ""content"": ""还能怎么办啊，看着你的照片呗。""}, {""sex"": ""1"", ""content"": ""我只能独自承受这份思念了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我哪里厉害了""}, {""sex"": ""1"", ""content"": ""就是厉害在我不知道你哪里厉害""}, {""sex"": ""1"", ""content"": ""你不厉害的话，早就是我的人了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""知道了吗？""}, {""sex"": ""1"", ""content"": ""风太大，我没听清！""}, {""sex"": ""1"", ""content"": ""聪明的人这时候应该说知道了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很高兴认识你呀""}, {""sex"": ""1"", ""content"": ""我也是哦， 认识你也是我的荣幸""}, {""sex"": ""1"", ""content"": ""不认识我的时候你是有多么不高兴。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""到时候再说嘛""}, {""sex"": ""1"", ""content"": ""我怕到时候你会爱上我呢。""}, {""sex"": ""1"", ""content"": ""我怕到时候就晚了吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""累得要死""}, {""sex"": ""1"", ""content"": ""小姑娘要不要试试我独家的按摩服务""}, {""sex"": ""1"", ""content"": ""一个人比较累，男女搭配干活不累呦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""能正经点不""}, {""sex"": ""1"", ""content"": ""太正经还怎么谈恋爱了？""}, {""sex"": ""1"", ""content"": ""遇见你想正经都难。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我就生气了""}, {""sex"": ""1"", ""content"": ""小仙女可跟我等凡人不一样，不会轻易生气的对不对？""}, {""sex"": ""1"", ""content"": ""不要生气啦，你这么美丽的脸不适合生气。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我给你介绍个""}, {""sex"": ""1"", ""content"": ""你就不要操那么多心了，我已经心有所属""}, {""sex"": ""1"", ""content"": ""别个不用介绍了，你把自己介绍给我就行""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在追剧呢""}, {""sex"": ""1"", ""content"": ""追剧有比我追你有意思吗。""}, {""sex"": ""1"", ""content"": ""什么好剧，都不分享一起看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""该睡觉觉了""}, {""sex"": ""1"", ""content"": ""你还欠我一句晚安呢，说完再睡。""}, {""sex"": ""1"", ""content"": ""梦里再相见。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗯有点想睡觉""}, {""sex"": ""1"", ""content"": ""看来猪猪到了应该睡觉的时候了。""}, {""sex"": ""1"", ""content"": ""睡吧，我该去梦里找你聊天了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没有那么好看""}, {""sex"": ""1"", ""content"": ""但是在我心里就是这么好看。""}, {""sex"": ""1"", ""content"": ""仙女怎么会难看呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小可爱不在""}, {""sex"": ""1"", ""content"": ""那小仙女在不在呀？""}, {""sex"": ""1"", ""content"": ""那我知道了，大可爱肯定在。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你姐姐""}, {""sex"": ""1"", ""content"": ""姐姐怎么了？你只要把心放在我身上就好了""}, {""sex"": ""1"", ""content"": ""你想跟我姐姐说话吗，那我叫她过来陪你""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""等我去找你""}, {""sex"": ""1"", ""content"": ""那你要快点来找我哦，不可以让我等太久。""}, {""sex"": ""1"", ""content"": ""我现在就开始期待你的到来了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡不着等你呀""}, {""sex"": ""1"", ""content"": ""你这说的我都有点想歪了。""}, {""sex"": ""1"", ""content"": ""等我干嘛，难道是？！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我的美你欣赏不来""}, {""sex"": ""1"", ""content"": ""毕竟不是每个人都像我这么瞎的。""}, {""sex"": ""1"", ""content"": ""萝卜青菜各有所爱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""全身痛""}, {""sex"": ""1"", ""content"": ""都说了我去帮你非不听。""}, {""sex"": ""1"", ""content"": ""宝宝不哭，痛痛飞走了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想想就好啦""}, {""sex"": ""1"", ""content"": ""想想固然重要，但更重要的是让梦想成真呀。""}, {""sex"": ""1"", ""content"": ""想想不够，我还要想办法实现呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你来找话题""}, {""sex"": ""1"", ""content"": ""从诗词歌赋到人生哲学，你想聊什么？""}, {""sex"": ""1"", ""content"": ""其实我就是想多了解了解你，爱好、工作、家庭，都想聊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有理想""}, {""sex"": ""1"", ""content"": ""要是没理想就没办法去照顾自己的未来了。""}, {""sex"": ""1"", ""content"": ""人嘛，终究还是要有点理想的啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你唱首歌来听听""}, {""sex"": ""1"", ""content"": ""我怕唱了你更加的迷恋上我怎么办。""}, {""sex"": ""1"", ""content"": ""那首歌只有一句歌词“我喜欢你”""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""无聊着呢""}, {""sex"": ""1"", ""content"": ""我们去找点有聊的事做""}, {""sex"": ""1"", ""content"": ""我们来聊一个五毛线的天如何。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""告诉你一个秘密，你长的是我喜欢的类型呢！""}, {""sex"": ""1"", ""content"": ""既然是你喜欢的类型你怎么还不对我下手呢？""}, {""sex"": ""1"", ""content"": ""你把这么重要的秘密都告诉我了呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""疯了啊""}, {""sex"": ""1"", ""content"": ""没有，遇到你之后才疯的！""}, {""sex"": ""1"", ""content"": ""我这病也只有你能医，求求你救救我吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我就是你的人了""}, {""sex"": ""1"", ""content"": ""那我现在想亲一亲我的人，可以吗？""}, {""sex"": ""1"", ""content"": ""既然你是我的人，那就一辈子都不许离开我哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""特别饿""}, {""sex"": ""1"", ""content"": ""赶紧去吃饭饭，可别把我的小仙女给饿坏了。""}, {""sex"": ""1"", ""content"": ""走走走，哥哥现在就带你去吃好吃的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我觉得很可爱""}, {""sex"": ""1"", ""content"": ""再可爱有你可爱吗。""}, {""sex"": ""1"", ""content"": ""我还是觉得你比较可爱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你加油哟""}, {""sex"": ""1"", ""content"": ""有你为我加油打气，我觉得信心十足""}, {""sex"": ""1"", ""content"": ""我一定会好好努力给你带来好消息的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我对你不放心""}, {""sex"": ""1"", ""content"": ""我把心给你，这下你总放心了吧""}, {""sex"": ""1"", ""content"": ""对我有啥不放心的，我不就在这里嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""放心了""}, {""sex"": ""1"", ""content"": ""我不会再让你担心了。""}, {""sex"": ""1"", ""content"": ""有我在，你放一百个心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""先工作了""}, {""sex"": ""1"", ""content"": ""好，我在这里默默为你加油。""}, {""sex"": ""1"", ""content"": ""嗯嗯，那你先认真工作哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哇奥""}, {""sex"": ""1"", ""content"": ""你可千万别把我一口吃掉了。""}, {""sex"": ""1"", ""content"": ""看你这反应应该挺开心的吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谢谢你咯""}, {""sex"": ""1"", ""content"": ""口头谢谢太没诚意了，你是不是要来一点实际行动？""}, {""sex"": ""1"", ""content"": ""不用谢，帮助小仙女是应该的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谁知道你啊""}, {""sex"": ""1"", ""content"": ""我都把你放在心里了，你会不知道？""}, {""sex"": ""1"", ""content"": ""那你想不想知道呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你怎么还没有睡""}, {""sex"": ""1"", ""content"": ""这不是在等你和我说一句晚安吗。""}, {""sex"": ""1"", ""content"": ""你都还没睡，我哪舍得你一个人啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我都困死了""}, {""sex"": ""1"", ""content"": ""请购买复活币，您账户余额为零""}, {""sex"": ""1"", ""content"": ""我也困，困成爱你的形状""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我香吗""}, {""sex"": ""1"", ""content"": ""小仙女自然是香喷喷的。""}, {""sex"": ""1"", ""content"": ""你凑过来，我近距离闻一下。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你老跟我过不去""}, {""sex"": ""1"", ""content"": ""你难道看不出来我为什么会跟你过不去吗？""}, {""sex"": ""1"", ""content"": ""是啊，我就是故意的，这样你才会注意到我啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""夏天过去了""}, {""sex"": ""1"", ""content"": ""是啊，你要不要跟上秋天的步伐一起到我身边来""}, {""sex"": ""1"", ""content"": ""但是夏天的余温还没散去呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就想叫你""}, {""sex"": ""1"", ""content"": ""你这是在跟我撒娇嘛。""}, {""sex"": ""1"", ""content"": ""好~那你想叫就多叫几次。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那我不回去了""}, {""sex"": ""1"", ""content"": ""别回去了，就一直留在我身边吧""}, {""sex"": ""1"", ""content"": ""那你打算什么时候回呀？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""办不到""}, {""sex"": ""1"", ""content"": ""你要是办不到我就把你给办了。""}, {""sex"": ""1"", ""content"": ""那我想想办法。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真的假的。""}, {""sex"": ""1"", ""content"": ""当然是真的，难道我还有假的吗""}, {""sex"": ""1"", ""content"": ""我长得像是说假的人吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你就是大傻子""}, {""sex"": ""1"", ""content"": ""我这个傻子至少还知道喜欢你。""}, {""sex"": ""1"", ""content"": ""你这个小笨蛋！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""打球""}, {""sex"": ""1"", ""content"": ""像你这样爱运动的女孩子已经不多了。""}, {""sex"": ""1"", ""content"": ""我的球技不错哦，有空可以约球了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这是恋爱的感觉""}, {""sex"": ""1"", ""content"": ""原来恋爱的感觉是这么甜蜜啊""}, {""sex"": ""1"", ""content"": ""你能帮我把这种感觉继续延续下去吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在干啥呢？""}, {""sex"": ""1"", ""content"": ""等你这个漂亮大妹子翻我牌子""}, {""sex"": ""1"", ""content"": ""忙着变帅变好变有钱！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""感觉和你聊天有一种莫名其妙的亲切感呢""}, {""sex"": ""1"", ""content"": ""真的嘛，那你可要多跟我聊聊天哦。""}, {""sex"": ""1"", ""content"": ""能让你有这种感觉我觉得很开心，我也很喜欢跟你聊天的感觉。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那就要看你咯""}, {""sex"": ""1"", ""content"": ""难道我还会让你不放心吗？""}, {""sex"": ""1"", ""content"": ""看我可以啊，你想看我多久都可以。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""去看电视了""}, {""sex"": ""1"", ""content"": ""难道电视还能比我好看嘛？""}, {""sex"": ""1"", ""content"": ""那我啥时候可以和你一起看电视？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你多高多重啊""}, {""sex"": ""1"", ""content"": ""这么快就开始调查我了？""}, {""sex"": ""1"", ""content"": ""遇见了我，你就知道了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没网了""}, {""sex"": ""1"", ""content"": ""那你快来我家蹭网。""}, {""sex"": ""1"", ""content"": ""你要是在我身边就好了，没网也没关系。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""和我聊天""}, {""sex"": ""1"", ""content"": ""等会儿聊多了，就不知道在聊什么了。""}, {""sex"": ""1"", ""content"": ""你是希望我和你说点什么嘛？""}], ""lock"": 1}"
