"{""chat"": [{""sex"": ""1"", ""content"": ""小姐姐，我可以和你问一下路吗？""}, {""sex"": ""2"", ""content"": ""去哪？""}, {""sex"": ""1"", ""content"": ""去你心里的路""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""生活简单""}, {""sex"": ""1"", ""content"": ""生容易，活容易，生活不容易""}, {""sex"": ""1"", ""content"": ""简单的生活。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早安，宝贝""}, {""sex"": ""1"", ""content"": ""一声宝贝儿开启美好的早晨~""}, {""sex"": ""1"", ""content"": ""早呀，我亲爱的小仙女，吃早餐了吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没事你忙""}, {""sex"": ""1"", ""content"": ""我可以忙里偷闲跟你聊会天""}, {""sex"": ""1"", ""content"": ""那等我忙完了我就立马找你""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""活的精彩""}, {""sex"": ""1"", ""content"": ""如果你的生活里有我，一定会更精彩。""}, {""sex"": ""1"", ""content"": ""活得精彩的人生才不枉此行呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早""}, {""sex"": ""1"", ""content"": ""哇，小仙女竟然跟我说早了！""}, {""sex"": ""1"", ""content"": ""早！今天一定会是幸福的一天！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""其实我很温柔""}, {""sex"": ""1"", ""content"": ""那你是不是应该对我温柔一点？""}, {""sex"": ""1"", ""content"": ""从跟你聊天中我就能感受到你的温柔了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""其实我很开心""}, {""sex"": ""1"", ""content"": ""希望你能一直保持这么开心呀""}, {""sex"": ""1"", ""content"": ""真的啊，这开心应该有我的功劳吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""臭不要脸类""}, {""sex"": ""1"", ""content"": ""臭不臭你不闻闻看？""}, {""sex"": ""1"", ""content"": ""你要脸老子也没见你香起来啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要洗漱了""}, {""sex"": ""1"", ""content"": ""洗完记得要吃早餐哦。""}, {""sex"": ""1"", ""content"": ""真想跟你一起挤在清晨的卫生间洗漱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""漂亮算不上""}, {""sex"": ""1"", ""content"": ""反正在我眼里就是最漂亮的""}, {""sex"": ""1"", ""content"": ""小仙女也太谦虚了吧，这还不漂亮呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这么看好我？""}, {""sex"": ""1"", ""content"": ""被我看上的女生，能不看好吗。""}, {""sex"": ""1"", ""content"": ""因为你好看，所以看好你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这头像用了快一年了""}, {""sex"": ""1"", ""content"": ""是时候换个头像啦，我们一起换""}, {""sex"": ""1"", ""content"": ""从头像就能看得出来你是个专一的女孩子""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""名字好好听""}, {""sex"": ""1"", ""content"": ""你不光长得好看，说的话也好听。""}, {""sex"": ""1"", ""content"": ""听你念的话肯定更好听。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上聊什么""}, {""sex"": ""1"", ""content"": ""聊一些我们人生大事如何？""}, {""sex"": ""1"", ""content"": ""不用聊了。我直接开撩""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我又哭了""}, {""sex"": ""1"", ""content"": ""谁又欺负我宝贝了""}, {""sex"": ""1"", ""content"": ""女汉子又掉眼泪了，我拿碗过来！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我又醒了""}, {""sex"": ""1"", ""content"": ""肯定是因为太想我了。""}, {""sex"": ""1"", ""content"": ""都怪我，让你不能好好睡觉。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我这是被撩了吗""}, {""sex"": ""1"", ""content"": ""你要是这么想我觉得也是可以的。""}, {""sex"": ""1"", ""content"": ""难道我不是在撩你吗？！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还没休息？""}, {""sex"": ""1"", ""content"": ""满脑子都是你，哪能休息啊。""}, {""sex"": ""1"", ""content"": ""想多花点时间来想你呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有什么不舍得""}, {""sex"": ""1"", ""content"": ""当然只有你才能让我舍不得啦。""}, {""sex"": ""1"", ""content"": ""舍不得这么好看的你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我刚下班。""}, {""sex"": ""1"", ""content"": ""那我可以预约你下班的时间吗？""}, {""sex"": ""1"", ""content"": ""下班了，要不一起去吃个饭？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""下班啦？""}, {""sex"": ""1"", ""content"": ""想我了吗你这是？""}, {""sex"": ""1"", ""content"": ""下班了呦，有什么安排吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早上怎么问好""}, {""sex"": ""1"", ""content"": ""昨天晚上睡得好嘛？""}, {""sex"": ""1"", ""content"": ""昨天我梦到你偷偷亲我了！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你忘记了""}, {""sex"": ""1"", ""content"": ""瞧我这记性，我上辈子肯定是鱼。""}, {""sex"": ""1"", ""content"": ""记得，怎么会忘记呢？我就是逗你一下嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不能陪我""}, {""sex"": ""1"", ""content"": ""我一直陪着你呢，我这不是一直都在你身边吗？""}, {""sex"": ""1"", ""content"": ""能的，我一直在你心里陪着你，不离不弃。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有对象么""}, {""sex"": ""1"", ""content"": ""刚才没有，现在有了。""}, {""sex"": ""1"", ""content"": ""我不养大象的，也养不起。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""啥事儿？""}, {""sex"": ""1"", ""content"": ""我这里邮件喜欢你的事情需要找你聊聊""}, {""sex"": ""1"", ""content"": ""难道我找你就一定非要有事嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""中秋节快乐哈""}, {""sex"": ""1"", ""content"": ""月亮是我抛的硬币，两面都是祝福你，祝你看到最美的景和吃到最甜的饼，中秋快乐~""}, {""sex"": ""1"", ""content"": ""祝你中秋节快乐，祝你国庆节快乐，要不顺便祝你新年快乐吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我喜欢直男不要懂太多才好""}, {""sex"": ""1"", ""content"": ""那巧了，我就是钢铁直男。""}, {""sex"": ""1"", ""content"": ""还好，我还是个直男。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我也想出去玩""}, {""sex"": ""1"", ""content"": ""等着我，我来带你去玩。""}, {""sex"": ""1"", ""content"": ""想出去的心已经要控制不住啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚刚吃完早餐""}, {""sex"": ""1"", ""content"": ""按时吃早餐的小可爱最棒了。""}, {""sex"": ""1"", ""content"": ""早餐吃了什么好吃的呀？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃早餐哦""}, {""sex"": ""1"", ""content"": ""我猜你吃的肯定不是豆浆油条，对不对？""}, {""sex"": ""1"", ""content"": ""早餐要跟我一起吃才会更美味哦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""玩嘞""}, {""sex"": ""1"", ""content"": ""玩什么呀，带我一起。""}, {""sex"": ""1"", ""content"": ""你可真是个贪玩的小女孩。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是你撩不动的爸爸""}, {""sex"": ""1"", ""content"": ""我把你当喜欢的人看，你却想着当我的爸爸。""}, {""sex"": ""1"", ""content"": ""你要是男的我还真撩不动呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""做神仙""}, {""sex"": ""1"", ""content"": ""你就是想做个小仙女吧！""}, {""sex"": ""1"", ""content"": ""做个神仙然后再下凡谈个恋爱啥的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""给你啥""}, {""sex"": ""1"", ""content"": ""把你的后半辈子交给我吧""}, {""sex"": ""1"", ""content"": ""只要是你给的，什么我都接受""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""无言以对了""}, {""sex"": ""1"", ""content"": ""我们已经开始上升到精神层面了吗？""}, {""sex"": ""1"", ""content"": ""看起来你是对我的表现十分满意得咯""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""下班？""}, {""sex"": ""1"", ""content"": ""下班不积极思想有问题！""}, {""sex"": ""1"", ""content"": ""不下班的话你想让我做什么？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你都不夸我""}, {""sex"": ""1"", ""content"": ""我怕把你夸飘了。""}, {""sex"": ""1"", ""content"": ""其实我在心里偷偷夸你了，没让你知道而已。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不夸我""}, {""sex"": ""1"", ""content"": ""这不是怕你骄傲吗？""}, {""sex"": ""1"", ""content"": ""我从来都不夸人，我只是在说一个事实。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没什么地方好玩""}, {""sex"": ""1"", ""content"": ""我知道有很多好玩的地方，要不要跟我去？""}, {""sex"": ""1"", ""content"": ""好玩的地方很多啊，只不过需要慢慢去探索""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你相信我吗？""}, {""sex"": ""1"", ""content"": ""我拿什么理由去不相信你呢。""}, {""sex"": ""1"", ""content"": ""这么不自信的么""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你知道的""}, {""sex"": ""1"", ""content"": ""好吧，我现在已经知道了。""}, {""sex"": ""1"", ""content"": ""我这不是知道你了嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""隔着屏幕想打人！""}, {""sex"": ""1"", ""content"": ""有本事你顺着网线过来打我啊！""}, {""sex"": ""1"", ""content"": ""冲动是魔鬼啊，你别冲动！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不想打你啊""}, {""sex"": ""1"", ""content"": ""因为你对我满满都是爱，舍不得打我吧。""}, {""sex"": ""1"", ""content"": ""就知道你是最温柔的小仙女了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""发张照片看一下""}, {""sex"": ""1"", ""content"": ""你觉得照片可以看出是我吗？""}, {""sex"": ""1"", ""content"": ""都是照骗有啥好看的啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那是我的荣幸""}, {""sex"": ""1"", ""content"": ""遇见你才是我的荣幸呢。""}, {""sex"": ""1"", ""content"": ""我妈真有福气，有你这么一个儿媳妇。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我喜欢秋天""}, {""sex"": ""1"", ""content"": ""你喜欢秋天，我喜欢你。""}, {""sex"": ""1"", ""content"": ""秋天来了，你就可以穿我的外套了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""秋天的感觉""}, {""sex"": ""1"", ""content"": ""秋天到了，你和晚风，我都要揽入怀抱""}, {""sex"": ""1"", ""content"": ""希望这个秋天可以带来很多很多好消息""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""兄弟，我在吃饭呀。""}, {""sex"": ""1"", ""content"": ""吃饭不带我的吗？""}, {""sex"": ""1"", ""content"": ""作为兄弟，吃饭必须有我一起的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我就不信了追不到你""}, {""sex"": ""1"", ""content"": ""那我跑慢点，你来追我呀。""}, {""sex"": ""1"", ""content"": ""等你追到了就让你嘿嘿嘿""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我生气得很""}, {""sex"": ""1"", ""content"": ""你随便生气，我已经做好哄你的准备。""}, {""sex"": ""1"", ""content"": ""谁惹你生气啦？我帮你打他！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""宝贝我对你好不好啊""}, {""sex"": ""1"", ""content"": ""宝贝当然对我好好啦。""}, {""sex"": ""1"", ""content"": ""都被你就叫宝贝了，还能不好吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你要给我介绍""}, {""sex"": ""1"", ""content"": ""我要把我自己介绍给你。""}, {""sex"": ""1"", ""content"": ""我先听听看你有什么要求。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要做一桌子菜""}, {""sex"": ""1"", ""content"": ""这么大的工程，我有点小期待了。""}, {""sex"": ""1"", ""content"": ""你这样养我，很容易把我养肥的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想吧想吧""}, {""sex"": ""1"", ""content"": ""想啊，想到心花怒放的。""}, {""sex"": ""1"", ""content"": ""想你想的我都快睡不着了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有那么严重""}, {""sex"": ""1"", ""content"": ""关于你的事情我都看得很重要。""}, {""sex"": ""1"", ""content"": ""我的心都受伤了，你觉得不严重吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""挺懂事""}, {""sex"": ""1"", ""content"": ""懂事的男人懂得怎么疼爱老婆。""}, {""sex"": ""1"", ""content"": ""我要是不懂事一定会被你嫌弃的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在干嘛呢？？？""}, {""sex"": ""1"", ""content"": ""你说，我除了想你还会干别的事吗""}, {""sex"": ""1"", ""content"": ""没干嘛，只是见不到你有点伤感""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我假装看不见""}, {""sex"": ""1"", ""content"": ""可是你是真的看到了""}, {""sex"": ""1"", ""content"": ""咋滴，还想假装啊！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""双向的奔赴才有意义""}, {""sex"": ""1"", ""content"": ""是啊，只有你想见我我想见你的时候，我们的见面才有意义""}, {""sex"": ""1"", ""content"": ""我们之间就是双向奔赴，你奔向我，我也奔向你""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""中午的开场白""}, {""sex"": ""1"", ""content"": ""又到吃饭时间了，又要纠结吃什么了，小仙女有推荐的吗？""}, {""sex"": ""1"", ""content"": ""中午好啊，小仙女今天吃什么好吃的呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""打残你""}, {""sex"": ""1"", ""content"": ""那我下辈子就要你来照顾了。""}, {""sex"": ""1"", ""content"": ""打残我对你有什么好处呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不要心疼""}, {""sex"": ""1"", ""content"": ""怎么可以不心疼你呢！""}, {""sex"": ""1"", ""content"": ""那你有本事就好好照顾自己。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""深夜聊天""}, {""sex"": ""1"", ""content"": ""那你会想我想得睡不着觉的。""}, {""sex"": ""1"", ""content"": ""多希望我是能深夜陪在你身旁聊天的人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""因为我什么""}, {""sex"": ""1"", ""content"": ""因为你的一举一动，都是我喜欢的。""}, {""sex"": ""1"", ""content"": ""因为你像我女朋友，你觉得呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""喜欢什么类型""}, {""sex"": ""1"", ""content"": ""你是想知道我喜不喜欢你吧。""}, {""sex"": ""1"", ""content"": ""我并没有喜欢哪一种类型的人， 如果我喜欢你，我喜欢的就只是你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嘴甜啊""}, {""sex"": ""1"", ""content"": ""这样就能甜到你心里""}, {""sex"": ""1"", ""content"": ""都怪我出来吃太多蜂蜜了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不是那种主动的人""}, {""sex"": ""1"", ""content"": ""那你就等着我的主动好了。""}, {""sex"": ""1"", ""content"": ""那我主动可以有故事吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""跟别的小哥哥聊天""}, {""sex"": ""1"", ""content"": ""竟然跟别的小哥哥聊天，我吃醋了，哼！""}, {""sex"": ""1"", ""content"": ""我的心里只有你一个小姐姐，你竟然还跟别的小哥哥聊天，太伤我心了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好烦啊你""}, {""sex"": ""1"", ""content"": ""烦你还不是想让你记住我。""}, {""sex"": ""1"", ""content"": ""要不是因为喜欢你，我才不烦你呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""名字好听""}, {""sex"": ""1"", ""content"": ""你知道什么情况下最好听吗？""}, {""sex"": ""2"", ""content"": ""什么情况？""}, {""sex"": ""1"", ""content"": ""你叫我名字的时候。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""待业""}, {""sex"": ""1"", ""content"": ""天气太热了不适合工作，还是先在家里玩吧""}, {""sex"": ""1"", ""content"": ""我这里有一份工作很适合你哦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好丑的脚！""}, {""sex"": ""1"", ""content"": ""脚是用来穿鞋子的，要那么好看干嘛。""}, {""sex"": ""1"", ""content"": ""在好看的脚，最后还是被你踩在了地板上。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没办法喽""}, {""sex"": ""1"", ""content"": ""办法就在你面前，就看你用不用我了""}, {""sex"": ""1"", ""content"": ""那你只能以身相许补偿我了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡了几个小时""}, {""sex"": ""1"", ""content"": ""才睡几小时啊？会不会睡不够？""}, {""sex"": ""1"", ""content"": ""有几个小时也够了，可以下午的时候睡个午觉。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你知道我谁吗""}, {""sex"": ""1"", ""content"": ""知道啊，为什么不知道你是谁。""}, {""sex"": ""1"", ""content"": ""不知道，不过我还有一辈子可以慢慢认识你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谦虚一点""}, {""sex"": ""1"", ""content"": ""有时候我觉得不谦虚应该会好点""}, {""sex"": ""1"", ""content"": ""嫌弃干嘛啊，我就喜欢高傲。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""姨妈来看我了""}, {""sex"": ""1"", ""content"": ""你姨妈每个月都来看你。""}, {""sex"": ""1"", ""content"": ""那我能咋办吗，哄你咯！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""疼得不行""}, {""sex"": ""1"", ""content"": ""怎么会这么疼呢，你这样我好心疼啊。""}, {""sex"": ""1"", ""content"": ""好想抱抱你啊，也许抱抱你就不会那么疼了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不咋疼了""}, {""sex"": ""1"", ""content"": ""不疼就好，我舍不得看你疼。""}, {""sex"": ""1"", ""content"": ""真的不疼吗，不要为了安慰我骗我啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""香香""}, {""sex"": ""1"", ""content"": ""隔着网线我都能闻到香味。""}, {""sex"": ""1"", ""content"": ""你要是这么香我会忍不住想咬一口的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""马上回去""}, {""sex"": ""1"", ""content"": ""好好好，我这就听老婆的""}, {""sex"": ""1"", ""content"": ""我还不想回去，再晚一点好不好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你不找我""}, {""sex"": ""1"", ""content"": ""我怕你不理我，我就成了狗不理了""}, {""sex"": ""1"", ""content"": ""想你想的太认真，忘了找你了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我也不是第一个被夸好看的""}, {""sex"": ""1"", ""content"": ""但是你是最后一个！""}, {""sex"": ""1"", ""content"": ""但是你肯定是最好看的那个。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你肯定睡得可香了""}, {""sex"": ""1"", ""content"": ""梦里有你，当然睡得香啦。""}, {""sex"": ""1"", ""content"": ""你都来我梦里了，我没有道理不睡香点。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我怎么没觉得呢""}, {""sex"": ""1"", ""content"": ""因为你是反应迟钝的小笨蛋呀""}, {""sex"": ""1"", ""content"": ""你没觉得的事情不是还有好多好多吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想起我""}, {""sex"": ""1"", ""content"": ""我每天二十四小时的想起你。""}, {""sex"": ""1"", ""content"": ""想起你这个仙女不是很容易的一件事吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你也该想我了""}, {""sex"": ""1"", ""content"": ""我 一直都在想你呀。""}, {""sex"": ""1"", ""content"": ""那我想你的话，你会想我吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不怎么化妆""}, {""sex"": ""1"", ""content"": ""天生丽质不需要化妆。""}, {""sex"": ""1"", ""content"": ""谁让你长得好看呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我矮吗""}, {""sex"": ""1"", ""content"": ""只要合适就不会矮。""}, {""sex"": ""1"", ""content"": ""你要是矮，我怕其他人更矮。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""游戏重要还是女朋友重要""}, {""sex"": ""1"", ""content"": ""游戏能打，女朋友能打吗？""}, {""sex"": ""1"", ""content"": ""钱重要还是人重要？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是谁很重要""}, {""sex"": ""1"", ""content"": ""行不跟名坐不改姓！""}, {""sex"": ""1"", ""content"": ""我要成为谁也很重要。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""韩国""}, {""sex"": ""1"", ""content"": ""韩国好玩吗，是不是街上都是欧巴？""}, {""sex"": ""1"", ""content"": ""我也想去韩国玩一玩，有什么好地方推荐吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不嫌烦啊""}, {""sex"": ""1"", ""content"": ""不嫌烦就好，我就怕你会嫌弃我。""}, {""sex"": ""1"", ""content"": ""那我以后就天天缠着你，你也别嫌我烦好吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天没出去玩吗""}, {""sex"": ""1"", ""content"": ""这种天气出去玩，直接被晒成黑炭吧？""}, {""sex"": ""1"", ""content"": ""没有你，出去玩一点意思都没有""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""咱俩又不认识""}, {""sex"": ""1"", ""content"": ""聊一会儿不就认识了。""}, {""sex"": ""1"", ""content"": ""情侣都是从不认识开始的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们认识吗？""}, {""sex"": ""1"", ""content"": ""我们之间并不认识。""}, {""sex"": ""2"", ""content"": ""嗯？""}, {""sex"": ""1"", ""content"": ""不过我们还有很多时间慢慢认识。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""去哪玩？""}, {""sex"": ""1"", ""content"": ""想去你心里玩。""}, {""sex"": ""1"", ""content"": ""是不是想跟我一起去？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我可没有教你""}, {""sex"": ""1"", ""content"": ""虽然你没直接教我，但你间接教我了呀。""}, {""sex"": ""1"", ""content"": ""明明就是你教我的，现在又不承认了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好贴心哦""}, {""sex"": ""1"", ""content"": ""对啊，我这么贴心难道不好嘛？""}, {""sex"": ""1"", ""content"": ""以后我也这么贴心好不好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃饭了么？""}, {""sex"": ""1"", ""content"": ""怎么？想约我吃饭吗""}, {""sex"": ""1"", ""content"": ""这不是你还没来，我没敢吃。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""????????????????????????马上睡觉""}, {""sex"": ""1"", ""content"": ""马上梦到你！""}, {""sex"": ""1"", ""content"": ""不行啊，想你想得都睡不着了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今晚有点冷""}, {""sex"": ""1"", ""content"": ""看来你是需要一个温暖的怀抱了。""}, {""sex"": ""1"", ""content"": ""我给你暖被窝吧，这样就不冷了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这太难了""}, {""sex"": ""1"", ""content"": ""有难度才有挑战性。""}, {""sex"": ""1"", ""content"": ""生活就是攻克一个难题再攻克另一个难题。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真是太难了""}, {""sex"": ""1"", ""content"": ""难啊，真的难于上青天啊。""}, {""sex"": ""1"", ""content"": ""人生没点难度怎么叫做人生呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不值钱的""}, {""sex"": ""1"", ""content"": ""论斤卖，你还是挺值钱的。""}, {""sex"": ""1"", ""content"": ""在我这你是无价之宝。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还没有吃完""}, {""sex"": ""1"", ""content"": ""没关系，慢慢吃，咱不着急。""}, {""sex"": ""1"", ""content"": ""是不是太好吃了，舍不得吃完？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就等你这句话""}, {""sex"": ""1"", ""content"": ""对不起，让你久等了。""}, {""sex"": ""1"", ""content"": ""没让你白等吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃完啦？""}, {""sex"": ""1"", ""content"": ""还没有啊，要不一起来吃点？""}, {""sex"": ""1"", ""content"": ""还有吗？我还想吃了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""服装设计""}, {""sex"": ""1"", ""content"": ""那你能为我量身定做一个女朋友吗？""}, {""sex"": ""1"", ""content"": ""我的衣服不太合身，你能帮我改改吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""单眼皮小眼睛""}, {""sex"": ""1"", ""content"": ""小眼睛的女孩有一种独特的可爱""}, {""sex"": ""1"", ""content"": ""这说明你美得很特别呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还收费""}, {""sex"": ""1"", ""content"": ""我也就是对喜欢的人才这么收费的。""}, {""sex"": ""1"", ""content"": ""咋滴，我还不能收费了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""总有儿子想当爹""}, {""sex"": ""1"", ""content"": ""我想当你儿子的爹。""}, {""sex"": ""1"", ""content"": ""当爹之前要先当你老公啊。""}], ""lock"": 1}"
