"{""chat"": [{""sex"": ""2"", ""content"": ""哥哥好""}, {""sex"": ""1"", ""content"": ""开心，突然间多了个妹妹""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""1"", ""content"": ""能加个微信吗""}, {""sex"": ""2"", ""content"": ""你常常在大街上搭讪吗""}, {""sex"": ""1"", ""content"": ""不多不多，一天一二百个而已""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗨你好呀""}, {""sex"": ""1"", ""content"": ""你好我好大家好的啦。""}, {""sex"": ""1"", ""content"": ""有你的到来，当然非常好""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""hi，你好呀！""}, {""sex"": ""1"", ""content"": ""有你的到来，当然非常好。""}, {""sex"": ""1"", ""content"": ""这是我第一次被美女搭讪呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今晚好好做梦""}, {""sex"": ""1"", ""content"": ""会的，我会做个有你的美梦。""}, {""sex"": ""1"", ""content"": ""有你在梦里，肯定会好好做梦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""最爱你啦""}, {""sex"": ""1"", ""content"": ""宝贝，我也最最最爱你啦。""}, {""sex"": ""1"", ""content"": ""MUA~给最爱的你一个香吻。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""累了就早点休息""}, {""sex"": ""1"", ""content"": ""虽然很累，但一想到有你在就好多了。""}, {""sex"": ""1"", ""content"": ""想在你身边休息。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""太甜了叭""}, {""sex"": ""1"", ""content"": ""因为你是小仙女，所以要让你感觉甜甜的呀。""}, {""sex"": ""1"", ""content"": ""这样才能让你感受到满满的甜蜜呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好辛苦哦""}, {""sex"": ""1"", ""content"": ""辛苦纸质一时的，后面的甜是长久的。""}, {""sex"": ""1"", ""content"": ""辛苦的工作都是为了以后的生活啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不好吃的""}, {""sex"": ""1"", ""content"": ""放点葱姜蒜八角五香孜然就好吃了。""}, {""sex"": ""1"", ""content"": ""没有试过怎么知道好不好吃呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没有妹妹""}, {""sex"": ""1"", ""content"": ""没关系，你可以做我的妹妹。""}, {""sex"": ""1"", ""content"": ""看来你是家里唯一的小公主啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那挺好的啊""}, {""sex"": ""1"", ""content"": ""听起来怎么那么像大领导视察？""}, {""sex"": ""1"", ""content"": ""你也不看看谁的眼光""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗨，你好啊""}, {""sex"": ""1"", ""content"": ""这是我第一次被美女搭讪。""}, {""sex"": ""1"", ""content"": ""有你的到来，当然非常好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗨，你好~""}, {""sex"": ""1"", ""content"": ""有你的到来，当然非常好""}, {""sex"": ""1"", ""content"": ""很荣幸被你这位美女搭讪。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你快说""}, {""sex"": ""1"", ""content"": ""说爱你吗？那你可要好好听着。""}, {""sex"": ""1"", ""content"": ""我喜欢你，很喜欢很喜欢，听清楚了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""七夕快乐喔""}, {""sex"": ""1"", ""content"": ""说实话，此时此刻就是我这个七夕最快乐的时刻了""}, {""sex"": ""1"", ""content"": ""谢谢小仙女的祝福，你也要快乐哦，不是说要你七夕快乐，而是要你以后每一天都快乐""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不知道要说啥""}, {""sex"": ""1"", ""content"": ""直接说你的心里话就好。""}, {""sex"": ""1"", ""content"": ""有啥说啥，放心大胆的说！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不知道说啥好""}, {""sex"": ""1"", ""content"": ""说你喜欢我啊，还能说啥。""}, {""sex"": ""1"", ""content"": ""随便聊聊，朋友不就应该敞开心扉一些""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就是有的时候不知道说啥""}, {""sex"": ""1"", ""content"": ""按照你的心思去说就好。""}, {""sex"": ""1"", ""content"": ""你想说啥就说啥，我听着。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好好说话吧""}, {""sex"": ""1"", ""content"": ""我一直都在好好说话，你没感觉到吗？""}, {""sex"": ""1"", ""content"": ""没办法，对着仙女我没办法好好说话。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""说错话了""}, {""sex"": ""1"", ""content"": ""没事没事，仙女说错话是可以原谅的""}, {""sex"": ""1"", ""content"": ""知道说错话了问题就不算大啦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""少说话""}, {""sex"": ""1"", ""content"": ""不让我说，我就要用实际行动表达我的爱咯。""}, {""sex"": ""1"", ""content"": ""可是我对你有好多好多话想说。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你说啊，什么事""}, {""sex"": ""1"", ""content"": ""其实是关于你和我的人生大事""}, {""sex"": ""1"", ""content"": ""我紧张，你让我缓口气再说呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""少来啦""}, {""sex"": ""1"", ""content"": ""对你少来我可做不到。""}, {""sex"": ""1"", ""content"": ""怎么，你是不相信我说的话吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想说啥就说呗""}, {""sex"": ""1"", ""content"": ""我想说喜欢你也可以说吗？""}, {""sex"": ""1"", ""content"": ""我怕一不小心说到你心里去了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看小说啊""}, {""sex"": ""1"", ""content"": ""看小说都不看我的吗。""}, {""sex"": ""1"", ""content"": ""难道我没有比小说好看吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""加了不说话""}, {""sex"": ""1"", ""content"": ""别以为你不说话就能引起我的注意""}, {""sex"": ""1"", ""content"": ""你不说话的时候总是让我想打人""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""能不能说话""}, {""sex"": ""1"", ""content"": ""能能能，你想听我说什么？""}, {""sex"": ""1"", ""content"": ""不能说话了，我一开口就会说爱你的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你都不说话""}, {""sex"": ""1"", ""content"": ""还在回味你说的上句话是什么意思呢。""}, {""sex"": ""1"", ""content"": ""突然想静静的听你说话。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有这个可能""}, {""sex"": ""1"", ""content"": ""不试试怎么知道没有这个可能。""}, {""sex"": ""1"", ""content"": ""可能这个词只要你想还是会有的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""切，我信你个鬼""}, {""sex"": ""1"", ""content"": ""鬼说：不要随便cue我啦。""}, {""sex"": ""1"", ""content"": ""我可没骗你，我这么老实巴交的人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""给你省钱""}, {""sex"": ""1"", ""content"": ""还没过门就这么替我着想，我太感动了。""}, {""sex"": ""1"", ""content"": ""省下的钱以后不还是给你买口红包包嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是哪个""}, {""sex"": ""1"", ""content"": ""我关注你那么久，你竟然不知道我是谁！""}, {""sex"": ""2"", ""content"": ""不好意思我确实不知道""}, {""sex"": ""1"", ""content"": ""我是你上辈子一起许下诺言的那个人""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""交个朋友吗""}, {""sex"": ""1"", ""content"": ""来吧，朋友，以后我们就是好朋友了""}, {""sex"": ""1"", ""content"": ""开心！多了一个小仙女做朋友！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""先去洗澡了""}, {""sex"": ""1"", ""content"": ""去吧，我是不会偷看你洗澡的。""}, {""sex"": ""1"", ""content"": ""好好洗澡，记得要洗香香哟。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""先洗个澡""}, {""sex"": ""1"", ""content"": ""放心，我一定会好好洗澡的啦。""}, {""sex"": ""1"", ""content"": ""我爱洗澡皮肤好好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你找我什么事""}, {""sex"": ""1"", ""content"": ""有个恋爱想找你谈谈。""}, {""sex"": ""1"", ""content"": ""没事就不能找你吗？我想排解一下对你的相思之愁。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""爆照来""}, {""sex"": ""1"", ""content"": ""都是照骗有啥好爆的。""}, {""sex"": ""1"", ""content"": ""照片都是骗人的，你要它干嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""爆照嘛""}, {""sex"": ""1"", ""content"": ""我怕你看到我的照片会爱上我。""}, {""sex"": ""1"", ""content"": ""我的绝世容颜岂是你说看就能看到的？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那什么好玩""}, {""sex"": ""1"", ""content"": ""当然是爱情最好玩啦。""}, {""sex"": ""1"", ""content"": ""和你在一起已经很好玩了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想你个屁""}, {""sex"": ""1"", ""content"": ""没想到你居然连我的屁都想了。""}, {""sex"": ""1"", ""content"": ""你这么想我，我都怪不好意思的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""人家本来就是女孩子""}, {""sex"": ""1"", ""content"": ""能认识这么可爱的女孩子我觉得很开心。""}, {""sex"": ""1"", ""content"": ""你不仅是女孩子，你还是小仙女呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""做个圣人""}, {""sex"": ""1"", ""content"": ""人非圣贤孰能无过！""}, {""sex"": ""1"", ""content"": ""做什么圣人啊，做个普通人就好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""打个备注""}, {""sex"": ""1"", ""content"": ""备注啥的不重要，重要的是你觉得我是你的谁？""}, {""sex"": ""1"", ""content"": ""就备注天下第二好看的人吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""觉得很累""}, {""sex"": ""1"", ""content"": ""累就休息休息吧，不要总是把自己弄得这么疲惫。""}, {""sex"": ""1"", ""content"": ""到我怀里来休息吧，看到你这么累我很心疼。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""人家是七夕情人节，我过啥""}, {""sex"": ""1"", ""content"": ""你要是不介意我陪你一起过七夕情人节。""}, {""sex"": ""1"", ""content"": ""你也过七夕情人节啊，这不是还有我的吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我明天休息""}, {""sex"": ""1"", ""content"": ""那正好明天有大餐需要我们两个。""}, {""sex"": ""1"", ""content"": ""你不会是想明天睡一天吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""明天""}, {""sex"": ""1"", ""content"": ""那就休息会儿吧！你不说，我心里也懂，就让时间来证明好了。""}, {""sex"": ""1"", ""content"": ""你不会是想明天睡一天吧""}, {""sex"": ""1"", ""content"": ""累了就歇歇我等你""}, {""sex"": ""1"", ""content"": ""今天的我很喜欢你，明天也是""}, {""sex"": ""1"", ""content"": ""难道你要吊我胃口一整晚吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃东西没有""}, {""sex"": ""1"", ""content"": ""吃啦，我吃了好多好吃的""}, {""sex"": ""1"", ""content"": ""没有东西吃，你要给我送吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这个人哦""}, {""sex"": ""1"", ""content"": ""是不是很让你喜欢呢""}, {""sex"": ""1"", ""content"": ""我这可是为你量身定制的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""讲个笑话呗""}, {""sex"": ""1"", ""content"": ""你说讲我就讲，我多没面子啊，除非亲我一下。""}, {""sex"": ""1"", ""content"": ""难道看见我你还不够开心吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这几天""}, {""sex"": ""1"", ""content"": ""是不是这几天每一天都特别想我""}, {""sex"": ""1"", ""content"": ""一日不见如隔三秋，这几天就像过了几个年头了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""呸，撩不动我的""}, {""sex"": ""1"", ""content"": ""我不信！给我一个支点我肯定能撩动你""}, {""sex"": ""1"", ""content"": ""你凭什么这么觉得呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""昨晚做了个梦""}, {""sex"": ""1"", ""content"": ""我猜这个梦跟我有关。""}, {""sex"": ""1"", ""content"": ""是不是我偷跑到你梦里被你发现了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""找点聊天话题""}, {""sex"": ""1"", ""content"": ""你喜欢吃什么，我们下次一起去吃吧""}, {""sex"": ""1"", ""content"": ""都怪我不会说话，才找不到话题""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你习惯没有""}, {""sex"": ""1"", ""content"": ""已经习惯有你的存在了。""}, {""sex"": ""1"", ""content"": ""你让我牵牵，我就能习惯了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我给你的爱。""}, {""sex"": ""1"", ""content"": ""我会收好，放在我心里了。""}, {""sex"": ""1"", ""content"": ""反正你给的爱，我一定会收好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有些难过""}, {""sex"": ""1"", ""content"": ""难过吗，以后总是不会难过的。""}, {""sex"": ""1"", ""content"": ""你难过的时候，我都想好好抱抱你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""给我一个合适的理由""}, {""sex"": ""1"", ""content"": ""我爱你，这个理由合适吗？""}, {""sex"": ""1"", ""content"": ""有些事情想做就做，是不需要理由的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有啥惊喜""}, {""sex"": ""1"", ""content"": ""既然是惊喜，那当然不能告诉你了。""}, {""sex"": ""1"", ""content"": ""会让你开心的惊喜，敬请期待。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这话说的""}, {""sex"": ""1"", ""content"": ""是不是说到你心坎里了""}, {""sex"": ""1"", ""content"": ""水平怎么样？""}, {""sex"": ""1"", ""content"": ""不好意思，我把你当成老友了，说话就有点随便了，希望你不要介意。""}, {""sex"": ""1"", ""content"": ""太有水平了，我都难以相信是我说的啊""}, {""sex"": ""1"", ""content"": ""不然我换句话说也成？""}, {""sex"": ""1"", ""content"": ""难道你不喜欢听这个话吗""}, {""sex"": ""1"", ""content"": ""我这话是不是说到你心坎上了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这话说的。""}, {""sex"": ""1"", ""content"": ""那你想听我说什么话？""}, {""sex"": ""1"", ""content"": ""十分在理，是不是？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""把你电话给我""}, {""sex"": ""1"", ""content"": ""现在要电话都这么直接了吗？！""}, {""sex"": ""1"", ""content"": ""要什么电话啊，要个我就好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没有电话""}, {""sex"": ""1"", ""content"": ""难道你是传说中的山顶洞人？""}, {""sex"": ""1"", ""content"": ""这个年代谁还用电话啊，有手机就行了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不会的不会的""}, {""sex"": ""1"", ""content"": ""当然啦，我才不会扔下你不管的。""}, {""sex"": ""1"", ""content"": ""不会是不可能的，一辈子都不可能。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不会诶""}, {""sex"": ""1"", ""content"": ""原来小仙女也有不会的时候呀。""}, {""sex"": ""1"", ""content"": ""不会也没关系，我来教你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""社会真的很现实""}, {""sex"": ""1"", ""content"": ""现实里面总会有点梦想。""}, {""sex"": ""1"", ""content"": ""再现实也不能阻止我想你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有机会的话可以啊""}, {""sex"": ""1"", ""content"": ""以后总是会有机会的。""}, {""sex"": ""1"", ""content"": ""现在不就是一个很好的机会吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不会做饭""}, {""sex"": ""1"", ""content"": ""虽然我现在不会做饭，但我会努力学的""}, {""sex"": ""1"", ""content"": ""可能我刚好缺少了做饭的天分吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你又不会做饭""}, {""sex"": ""1"", ""content"": ""你咋知道我不会做饭，太小看我了吧""}, {""sex"": ""1"", ""content"": ""做饭这么简单的事情，难道我不会？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你给我做饭啊""}, {""sex"": ""1"", ""content"": ""不然谁还给你做饭啊。""}, {""sex"": ""1"", ""content"": ""看来最后只能是我给你做饭了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""会做饭的女孩子""}, {""sex"": ""1"", ""content"": ""那我这上辈子肯定做了很多好事才遇到这样的你。""}, {""sex"": ""1"", ""content"": ""不用你会做饭，因为我本身就会。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""该做饭了""}, {""sex"": ""1"", ""content"": ""小仙女做的饭肯定是最美味的""}, {""sex"": ""1"", ""content"": ""长得这么好看还会做饭，你太优秀了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我去约会""}, {""sex"": ""1"", ""content"": ""我男主角都还没到场呢！""}, {""sex"": ""1"", ""content"": ""约会没有我怎么行呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你中毒太深了""}, {""sex"": ""1"", ""content"": ""中了你的相思毒，当然深。""}, {""sex"": ""1"", ""content"": ""那你是我的解药吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要不要这么会说话""}, {""sex"": ""1"", ""content"": ""遇到喜欢的人就变得这么会说话了。""}, {""sex"": ""1"", ""content"": ""那我有说动你的心吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你太会撩妹了""}, {""sex"": ""1"", ""content"": ""套路都是假的，要撩你的心才是真的""}, {""sex"": ""1"", ""content"": ""那我有撩动你的心弦吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""太能撩了""}, {""sex"": ""1"", ""content"": ""为了撩拨你的心，专门学习的。""}, {""sex"": ""1"", ""content"": ""会撩的早就脱单了好嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""现在那么会说话""}, {""sex"": ""1"", ""content"": ""以后也那么会说话。""}, {""sex"": ""1"", ""content"": ""遇人说人话，见鬼说鬼话。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不喜欢你 你咋办""}, {""sex"": ""1"", ""content"": ""那还能咋办啊，让你喜欢上我呗。""}, {""sex"": ""1"", ""content"": ""那就让你学着喜欢上我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哈哈我不会""}, {""sex"": ""1"", ""content"": ""那我会呢，要不试着让我照顾你？""}, {""sex"": ""1"", ""content"": ""我什么都会，我带着你呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哈哈真会说话""}, {""sex"": ""1"", ""content"": ""遇到你必须是这么会说话！""}, {""sex"": ""1"", ""content"": ""你难道不喜欢吗?""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""荣幸荣幸""}, {""sex"": ""1"", ""content"": ""那你什么时候可以荣幸的成为我户口本上的一员。""}, {""sex"": ""1"", ""content"": ""能遇见你就是我的荣幸。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""做好饭""}, {""sex"": ""1"", ""content"": ""做好饭就可以大快朵颐啦。""}, {""sex"": ""1"", ""content"": ""想不想吃我做的饭？我的厨艺可是很多人称赞的哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你真能聊""}, {""sex"": ""1"", ""content"": ""还好吧，我也就是稍微会聊天而已。""}, {""sex"": ""1"", ""content"": ""这么会聊天的人，真的是太不容易了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你真的好会撩啊""}, {""sex"": ""1"", ""content"": ""要是撩到你了，恕我直言，我是故意的。""}, {""sex"": ""1"", ""content"": ""我也不是对谁都这么会撩的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我也不会喝酒""}, {""sex"": ""1"", ""content"": ""不喝酒挺好的，酒喝多了还伤身呢。""}, {""sex"": ""1"", ""content"": ""我知道你最喜欢喝奶茶了对不对？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""心里痛""}, {""sex"": ""1"", ""content"": ""我最看不得你心痛的样子了，我觉得好难受。""}, {""sex"": ""1"", ""content"": ""是哪个混蛋让小仙女心痛的！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""对你很失望""}, {""sex"": ""1"", ""content"": ""别对我失望好吗，不然我会难过的""}, {""sex"": ""1"", ""content"": ""是我哪里做得不好，你告诉我，我肯定会改的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我害怕失去""}, {""sex"": ""1"", ""content"": ""我确定一定以及肯定，你不会失去我。""}, {""sex"": ""1"", ""content"": ""越是害怕失去越会失去，要有好心态知道吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你挺会说话""}, {""sex"": ""1"", ""content"": ""再会说话，也只是你一个人听的啊。""}, {""sex"": ""1"", ""content"": ""这可是专门为了你搭讪过得。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你咋这么会撩呀""}, {""sex"": ""1"", ""content"": ""那我怎么还没把你撩到手呢。""}, {""sex"": ""1"", ""content"": ""我不轻易撩别人的，除非很喜欢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""躺着""}, {""sex"": ""1"", ""content"": ""躺着也是一件很开心的事情啊。""}, {""sex"": ""1"", ""content"": ""那就让我们静静的躺会儿。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是你太会说话了""}, {""sex"": ""1"", ""content"": ""小仙女这是在夸我嘛？""}, {""sex"": ""1"", ""content"": ""跟小仙女说话可不能出错呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""变得会说话了""}, {""sex"": ""1"", ""content"": ""这可是专门为了你学习过的！""}, {""sex"": ""1"", ""content"": ""那必须的呀，不会说话怎么对得起你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你会害羞""}, {""sex"": ""1"", ""content"": ""跟喜欢的人聊天当然会害羞了。""}, {""sex"": ""1"", ""content"": ""没有没有，你都没看见我脸红。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""人家会害羞""}, {""sex"": ""1"", ""content"": ""你害羞的样子也很好看啊。""}, {""sex"": ""1"", ""content"": ""害羞的时候更让我觉得你好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不想理你啦""}, {""sex"": ""1"", ""content"": ""你要是不理我，那我岂不成了狗不理了！""}, {""sex"": ""1"", ""content"": ""我了解你，你歇一会就会好了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我云南的""}, {""sex"": ""1"", ""content"": ""都说云南的妹子是能歌善舞的小仙女。""}, {""sex"": ""1"", ""content"": ""听说云南的过桥米线特别地道，有机会去云南要请我吃哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小女生""}, {""sex"": ""1"", ""content"": ""我会让你做幸福的小女生""}, {""sex"": ""1"", ""content"": ""像你这么可爱的小女生，肯定会有很多追求者吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""什么都不可能""}, {""sex"": ""1"", ""content"": ""一切皆有可能。""}, {""sex"": ""1"", ""content"": ""只要努力就什么都会有可能。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""失去了快乐""}, {""sex"": ""1"", ""content"": ""我的快乐都与你有关，不会失去的。""}, {""sex"": ""1"", ""content"": ""没有失去你就好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你会爱我多久？""}, {""sex"": ""1"", ""content"": ""只要我还有呼吸，我就会一直爱你。""}, {""sex"": ""1"", ""content"": ""承诺的东西那么虚无缥缈，我怕你不相信，但我会一直爱你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就问你怕不怕""}, {""sex"": ""1"", ""content"": ""爱你我从来都不会怕。""}, {""sex"": ""1"", ""content"": ""我只会怕老婆。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""喔～""}, {""sex"": ""1"", ""content"": ""看到你这么可可爱爱，心情都好了。""}, {""sex"": ""1"", ""content"": ""看来你很赞同我的说法啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""使我快乐""}, {""sex"": ""1"", ""content"": ""那我得好好想想怎么才能让你快乐了。""}, {""sex"": ""1"", ""content"": ""希望以后都可以让你这么快乐。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""快乐啊""}, {""sex"": ""1"", ""content"": ""有时候快乐也需要有人陪着。""}, {""sex"": ""1"", ""content"": ""就只是快乐而已吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那就努力吧""}, {""sex"": ""1"", ""content"": ""那就努力让明天变得更好吧。""}, {""sex"": ""1"", ""content"": ""我这不是正在努力吗！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这也太快了""}, {""sex"": ""1"", ""content"": ""毕竟是迟早的事，与其慢一点不如快一点。""}, {""sex"": ""1"", ""content"": ""因为太喜欢你了，所以我迫不及待。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡得好爽""}, {""sex"": ""1"", ""content"": ""看来你睡得相当惬意呀。""}, {""sex"": ""1"", ""content"": ""我也想舒舒服服睡个觉，可是我总是失眠。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你在减肥吗""}, {""sex"": ""1"", ""content"": ""我再不减肥，感觉的你要嫌弃我了。""}, {""sex"": ""1"", ""content"": ""减肥一时爽！我不减肥怎么行呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""单身万岁""}, {""sex"": ""1"", ""content"": ""我想体验一下恋爱的感觉，你能满足我吗？""}, {""sex"": ""1"", ""content"": ""单身一时爽，一直单身一直爽。""}], ""lock"": 1}"
