"{""chat"": [{""sex"": ""1"", ""content"": ""我想和你认识下""}, {""sex"": ""2"", ""content"": ""可以啊！""}, {""sex"": ""1"", ""content"": ""你答应得这么爽快，我接下来的台词都白准备了呢。 你是我遇见的最友善的女孩子，我决定请你喝点东西，想喝点什么？""}, {""sex"": ""2"", ""content"": ""跟你一样""}, {""sex"": ""1"", ""content"": ""谢谢，你令我心情一下子非常好，我要请你吃饭""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""1"", ""content"": ""探探说你喜欢我""}, {""sex"": ""2"", ""content"": ""我咋不知道?""}, {""sex"": ""1"", ""content"": ""右滑的那一刻， 互相喜欢品味出众""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡觉刚醒""}, {""sex"": ""1"", ""content"": ""我能想象到你睡眼稀松的样子。""}, {""sex"": ""1"", ""content"": ""睡神终于睡醒了啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没兴趣""}, {""sex"": ""1"", ""content"": ""从萌芽开始培养""}, {""sex"": ""1"", ""content"": ""没兴趣的话，牵着我的手我教你怎么“培养”""}, {""sex"": ""1"", ""content"": ""真遗憾，你这些话让我对你也失去兴趣了""}, {""sex"": ""1"", ""content"": ""那是因为你还没有遇到对的人""}, {""sex"": ""1"", ""content"": ""没事，兴趣是可以培养的""}, {""sex"": ""1"", ""content"": ""那只能委屈我多跟你待着了啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""找死啊""}, {""sex"": ""1"", ""content"": ""我不太懂什么叫做找死，你演示一下呗。""}, {""sex"": ""1"", ""content"": ""没有啊，我找的是你啊不是找死啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""自己玩啊""}, {""sex"": ""1"", ""content"": ""自己家多没劲，我陪你吧。""}, {""sex"": ""1"", ""content"": ""正好我有空，我们一起玩吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你给我说个笑话""}, {""sex"": ""1"", ""content"": ""你是想把自己给笑死吗。""}, {""sex"": ""1"", ""content"": ""你说要就要，我多没面子啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我长里可好看""}, {""sex"": ""1"", ""content"": ""我就是喜欢你长得好看！""}, {""sex"": ""1"", ""content"": ""好看又不能吃，对不对。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我今天好累呀""}, {""sex"": ""1"", ""content"": ""要不要借我的肩膀靠靠""}, {""sex"": ""1"", ""content"": ""我给你一个吻，帮你把劳累赶跑""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""～开场白""}, {""sex"": ""1"", ""content"": ""你好像我知道的一个明星啊""}, {""sex"": ""1"", ""content"": ""哪里来的小仙女，害我都心动了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""开场白""}, {""sex"": ""1"", ""content"": ""发现你一个特点""}, {""sex"": ""2"", ""content"": ""什么特点？""}, {""sex"": ""1"", ""content"": ""就是特别萌，可爱，有魅力！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""6开场白""}, {""sex"": ""1"", ""content"": ""你好！我好像在哪里见过你，哦对了！我在百度知道上见过你的…""}, {""sex"": ""1"", ""content"": ""HI，你真漂亮，我要是能有一个像你这样的朋友就好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你觉得你帅吗""}, {""sex"": ""1"", ""content"": ""要是连我对自己都不自信的话，能让你喜欢上我吗？""}, {""sex"": ""1"", ""content"": ""全网最帅，找不到第二人了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你有点污""}, {""sex"": ""1"", ""content"": ""那你有去污洗衣液吗！""}, {""sex"": ""1"", ""content"": ""男人污点才可爱呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很没意思""}, {""sex"": ""1"", ""content"": ""那我得好好努力让你有点意思了。""}, {""sex"": ""1"", ""content"": ""那什么才算是比较有意思的了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看多没意思""}, {""sex"": ""1"", ""content"": ""看少了，更少了意思。""}, {""sex"": ""1"", ""content"": ""静静的看着你，挺有意思的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""问你名字""}, {""sex"": ""1"", ""content"": ""我的名字跟你的名字适合放在一起""}, {""sex"": ""1"", ""content"": ""你怎么突然对我的名字感兴趣了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有名字""}, {""sex"": ""1"", ""content"": ""你是不是等着我来取名字呢？""}, {""sex"": ""1"", ""content"": ""那只好由我来为ta取一个动听的名字了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""总觉得我很高冷么""}, {""sex"": ""1"", ""content"": ""所以得需要我这么暖的人啊。""}, {""sex"": ""1"", ""content"": ""高冷，不过我相信我能融化你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你还单纯""}, {""sex"": ""1"", ""content"": ""我就是单纯的喜欢你。""}, {""sex"": ""1"", ""content"": ""单纯的像张白纸一样。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""余生愿你过的好并让我一无所知""}, {""sex"": ""1"", ""content"": ""余生请你不要指教了！""}, {""sex"": ""1"", ""content"": ""时光冉冉 愿你安好""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""洗好脸了""}, {""sex"": ""1"", ""content"": ""让我看看你那盛世美颜。""}, {""sex"": ""1"", ""content"": ""你看看你的美丽有没有被你洗掉。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""上班了没""}, {""sex"": ""1"", ""content"": ""不上班你养我啊。""}, {""sex"": ""1"", ""content"": ""上班才能养得起你啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真的不理我了吗""}, {""sex"": ""1"", ""content"": ""我要是不理你，我还能理谁啊。""}, {""sex"": ""1"", ""content"": ""像你这种小可爱，我能不理你嘛？！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""开心不起""}, {""sex"": ""1"", ""content"": ""那我要怎么样才能让你开心啊。""}, {""sex"": ""1"", ""content"": ""小小的人穷开心呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""干嘛不好""}, {""sex"": ""1"", ""content"": ""没有你在，我觉得一点都不好""}, {""sex"": ""1"", ""content"": ""不是所有事情都有缘由的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""万一有人啊""}, {""sex"": ""1"", ""content"": ""我只有你这么一个人。""}, {""sex"": ""1"", ""content"": ""没有万一好不好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""万一不喜欢呢""}, {""sex"": ""1"", ""content"": ""不喜欢也是要试了才知道呀，先试试再说。""}, {""sex"": ""1"", ""content"": ""我会让这个万一不存在的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""觉得可爱""}, {""sex"": ""1"", ""content"": ""被可爱的你觉得可爱那肯定是超级可爱。""}, {""sex"": ""1"", ""content"": ""我不信能比你更可爱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不想麻烦""}, {""sex"": ""1"", ""content"": ""没事的，我一点都不觉得是麻烦呀""}, {""sex"": ""1"", ""content"": ""可是这个世界上有很多麻烦的事呀，这么怕麻烦怎么行？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早早早鸭""}, {""sex"": ""1"", ""content"": ""起床了！今天又是美好的一天！""}, {""sex"": ""1"", ""content"": ""早上能看到你，真的是太幸福了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""其实我很懒""}, {""sex"": ""1"", ""content"": ""做我一个人的懒虫也是可以的。""}, {""sex"": ""1"", ""content"": ""我又不嫌弃你的懒。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我想吃肉肉""}, {""sex"": ""1"", ""content"": ""我的肉肉给你吃好不好。""}, {""sex"": ""1"", ""content"": ""亲一下才给吃肉肉哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你漂亮吗""}, {""sex"": ""1"", ""content"": ""笨蛋，漂亮是形容你的。""}, {""sex"": ""1"", ""content"": ""漂亮啊，我是漂亮的男朋友，你是漂亮。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真的痛""}, {""sex"": ""1"", ""content"": ""真希望你的所有痛我都能替你承受。""}, {""sex"": ""1"", ""content"": ""抱抱小仙女，我的心也好痛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我的声音怎么样""}, {""sex"": ""1"", ""content"": ""你的嗓子一定是天使亲吻过的嗓子。""}, {""sex"": ""1"", ""content"": ""好听，你的声音是我听过最好听的声音了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不认""}, {""sex"": ""1"", ""content"": ""不认就不认，你长得美你说了算""}, {""sex"": ""1"", ""content"": ""你不认就不认，反正我认了，在我这里我说了算""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这首歌好好听""}, {""sex"": ""1"", ""content"": ""那以后我唱给你听好不好？""}, {""sex"": ""1"", ""content"": ""看来又多一个能听歌的了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你对我最好了""}, {""sex"": ""1"", ""content"": ""不对喜欢的人好，我还能对谁好呢？""}, {""sex"": ""1"", ""content"": ""不用太感动，以身相许就行了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""暖暖""}, {""sex"": ""1"", ""content"": ""你就是我的暖暖小甜心""}, {""sex"": ""1"", ""content"": ""爱一个人希望她过更好，打从心里暖暖的，你比自己更重要""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""第一次有人说我可爱""}, {""sex"": ""1"", ""content"": ""放心，以后我会经常说的""}, {""sex"": ""1"", ""content"": ""你不是一直都很可爱吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""又睡不着了""}, {""sex"": ""1"", ""content"": ""要不我陪你好好聊会儿天吧。""}, {""sex"": ""1"", ""content"": ""那咋办，需要我哄你睡觉吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为啥不好""}, {""sex"": ""1"", ""content"": ""我也说不清，只是不开心。""}, {""sex"": ""1"", ""content"": ""因为你不在身边啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么找到我的""}, {""sex"": ""1"", ""content"": ""男人找女朋友的第六感可是很准的。""}, {""sex"": ""1"", ""content"": ""在你身上有我的GPS，就能找到。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好大帅哥""}, {""sex"": ""1"", ""content"": ""大帅哥一直在等小仙女""}, {""sex"": ""1"", ""content"": ""嗯，看不出来你还挺有眼光的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""喜欢在梦里""}, {""sex"": ""1"", ""content"": ""梦里难道有我在吗?""}, {""sex"": ""1"", ""content"": ""梦里的我们都很好吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想看吗""}, {""sex"": ""1"", ""content"": ""你看我的样子像是那种不想的人吗。""}, {""sex"": ""1"", ""content"": ""这么好看的你，我怎么不想呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你之前谈过恋爱没有""}, {""sex"": ""1"", ""content"": ""当然谈过了，不然怎么能驾驭你呢。""}, {""sex"": ""1"", ""content"": ""我要是说你是我的初恋你信吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""准备剪发""}, {""sex"": ""1"", ""content"": ""让托尼老师给你剪个好看的。""}, {""sex"": ""1"", ""content"": ""还好不是做头发。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""删好友吧""}, {""sex"": ""1"", ""content"": ""是想好友列表里只剩我一个人吗""}, {""sex"": ""1"", ""content"": ""啥呀就删好友，有啥事不能吃顿饭解决吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""问谁呀""}, {""sex"": ""1"", ""content"": ""笨蛋，当然是问你了。""}, {""sex"": ""1"", ""content"": ""除了你我还能问谁呀？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""美美美""}, {""sex"": ""1"", ""content"": ""你这么美，我懂的！""}, {""sex"": ""1"", ""content"": ""像你这么美的仙女已经不多见了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我才不要去""}, {""sex"": ""1"", ""content"": ""你不去的话我也不去了，我留下来陪你。""}, {""sex"": ""1"", ""content"": ""你都不去了，我去就没啥意思了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""加个好友吧""}, {""sex"": ""1"", ""content"": ""加了好友你就要对我负责哟""}, {""sex"": ""1"", ""content"": ""看来我们的缘分要开始了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么这么自恋啊""}, {""sex"": ""1"", ""content"": ""又没人恋，所以只能自恋了。""}, {""sex"": ""1"", ""content"": ""人不自恋枉少年。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在不在不""}, {""sex"": ""1"", ""content"": ""叮咚~你忘记按门铃啦。""}, {""sex"": ""1"", ""content"": ""小姐姐想找我当然在啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你在干嘛现在""}, {""sex"": ""1"", ""content"": ""正在跟喜欢的人聊天呢。""}, {""sex"": ""1"", ""content"": ""在想你怎么还不找我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不太喜欢吃""}, {""sex"": ""1"", ""content"": ""那就不吃了，吃你喜欢的。""}, {""sex"": ""1"", ""content"": ""那你悄悄告诉我，你喜欢吃什么。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我都不知道吃什么""}, {""sex"": ""1"", ""content"": ""肯定吃一些你喜欢吃的东西啦。""}, {""sex"": ""1"", ""content"": ""走吧，我带你去吃好吃的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""如果你跟别人走了怎么办""}, {""sex"": ""1"", ""content"": ""对不起，没有这么如果。""}, {""sex"": ""1"", ""content"": ""你觉得这可能发生吗？!""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想出去浪""}, {""sex"": ""1"", ""content"": ""想出去浪啊，你信不信我给你绑在家里！""}, {""sex"": ""1"", ""content"": ""小小年纪就想浪，那你也得浪得动呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不吃早餐""}, {""sex"": ""1"", ""content"": ""不是我送的早餐都不吃了是不是。""}, {""sex"": ""1"", ""content"": ""那我这一手好厨艺咋办啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你会很累的""}, {""sex"": ""1"", ""content"": ""累一点挺好的，这样才能睡得很香啊。""}, {""sex"": ""1"", ""content"": ""活着本来就很累，我能咋办嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""寻找真爱""}, {""sex"": ""1"", ""content"": ""恭喜你，终于找到我这个真爱了。""}, {""sex"": ""1"", ""content"": ""不用再找了，你的真爱就是我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""祝你工作顺利""}, {""sex"": ""1"", ""content"": ""有你的祝福，我的工作肯定会一帆风顺的。""}, {""sex"": ""1"", ""content"": ""谢谢小仙女的祝福，祝你天天开心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我无言以对了""}, {""sex"": ""1"", ""content"": ""无需多言，说爱我就好了。""}, {""sex"": ""1"", ""content"": ""那我们用爱的电波交流吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不是富婆""}, {""sex"": ""1"", ""content"": ""太谦虚了，你肯定是隐形富婆。""}, {""sex"": ""1"", ""content"": ""说的话都透着一股壕气，你还想骗我？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有点不现实""}, {""sex"": ""1"", ""content"": ""只要心中有信念，没有什么是不能实现的。""}, {""sex"": ""1"", ""content"": ""你要相信，梦想终究是会有实现的一天的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不要你夸""}, {""sex"": ""1"", ""content"": ""我没有在夸你，我在说一个事实而已。""}, {""sex"": ""1"", ""content"": ""我从不夸你，我只是说一个关于的事实。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""亲嘴巴""}, {""sex"": ""1"", ""content"": ""我好像尝到了恋爱的甜味了耶。""}, {""sex"": ""1"", ""content"": ""你这小嘴我怎么亲都亲不够。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""[/无聊][/无聊][/无聊]""}, {""sex"": ""1"", ""content"": ""无聊为什么不想我呢？""}, {""sex"": ""1"", ""content"": ""我们去找点有聊的事做""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""无聊ing""}, {""sex"": ""1"", ""content"": ""知道你无聊，所以上帝才让我来解救你的！""}, {""sex"": ""1"", ""content"": ""就知道你看见帅哥，会紧张到无话可聊！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""多可爱！""}, {""sex"": ""1"", ""content"": ""再可爱有你可爱吗？""}, {""sex"": ""1"", ""content"": ""你这是在说自己可爱吗，说了等于白说。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""hello hello""}, {""sex"": ""1"", ""content"": ""hey,girl！""}, {""sex"": ""1"", ""content"": ""嗨，你好啊小仙女。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""优点是什么""}, {""sex"": ""1"", ""content"": ""我的优点很多，要等你慢慢发现。""}, {""sex"": ""1"", ""content"": ""十分喜欢你算不算是优点？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我会信你吗""}, {""sex"": ""1"", ""content"": ""你为什么不能信我呢。""}, {""sex"": ""1"", ""content"": ""我这么老实的人，你居然不信！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我知道啥""}, {""sex"": ""1"", ""content"": ""你知道的很多了。""}, {""sex"": ""1"", ""content"": ""那得看你想知道什么了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不是我想要的""}, {""sex"": ""1"", ""content"": ""但是你可以想要不是吗？""}, {""sex"": ""1"", ""content"": ""那我是不是你想要的呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这段时间以来，我什么事都选择跟你说，我害怕，有一天，你突然消失了。。我会很不习惯。。呜呜~~""}, {""sex"": ""1"", ""content"": ""傻瓜，我不会突然消失的，不要担心呀，我会一直陪着你的""}, {""sex"": ""1"", ""content"": ""你知不知道你这么依赖我是会爱上我的呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我的幸运""}, {""sex"": ""1"", ""content"": ""我倒是觉得能遇到你是我的幸运。""}, {""sex"": ""1"", ""content"": ""这不止是你的幸运，也是我的荣幸呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你还可爱""}, {""sex"": ""1"", ""content"": ""我难道就不可以可爱了吗？""}, {""sex"": ""1"", ""content"": ""让我做个可爱的人，这有啥不好的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""见个鬼""}, {""sex"": ""1"", ""content"": ""见鬼可是需要很大的胆量的，我怕你吓坏了。""}, {""sex"": ""1"", ""content"": ""见鬼要到地狱去，咱们别去冒这个险。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪来的小可爱""}, {""sex"": ""1"", ""content"": ""我是月老派来的小可爱。""}, {""sex"": ""1"", ""content"": ""是属于你的小可爱呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你让我想想吧""}, {""sex"": ""1"", ""content"": ""好，你好好想，但也别太为难""}, {""sex"": ""1"", ""content"": ""你的回答让我觉得有点不知所措""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你慢慢想吧""}, {""sex"": ""1"", ""content"": ""你这样会让我一直想一直想的""}, {""sex"": ""1"", ""content"": ""我担心我会想着想着就走神想你了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还是想想吧""}, {""sex"": ""1"", ""content"": ""好，这种事情还是要慎重考虑。""}, {""sex"": ""1"", ""content"": ""那你想清楚了告诉我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想都不要想""}, {""sex"": ""1"", ""content"": ""我觉得吧，我肯定是要想的""}, {""sex"": ""1"", ""content"": ""想你怎么就不可以想了呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你在干嘛呢？""}, {""sex"": ""1"", ""content"": ""还能干嘛，上班赚钱准备娶你呗。""}, {""sex"": ""1"", ""content"": ""在和一个小仙女聊天。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你今天没有上班啊""}, {""sex"": ""1"", ""content"": ""是啊，今天就想好好休息。""}, {""sex"": ""1"", ""content"": ""我不上班还能干嘛啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不然我把你删了哈""}, {""sex"": ""1"", ""content"": ""有本事你给我一百个理由，不然你不能把我删了！""}, {""sex"": ""1"", ""content"": ""你要是把我删了你会后悔的，像我这么优秀的人已经不多了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""叫姐姐干嘛""}, {""sex"": ""1"", ""content"": ""叫下仙女姐姐不好吗！""}, {""sex"": ""1"", ""content"": ""没有，我就是想叫叫你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你觉得我对你怎么样""}, {""sex"": ""1"", ""content"": ""很好啊，要是你能像对待男朋友一样对我就更好了。""}, {""sex"": ""1"", ""content"": ""你这么问，我怎么觉得有不妙的事要发生？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""老实一点""}, {""sex"": ""1"", ""content"": ""我已经很老实了，你没发现吗。""}, {""sex"": ""1"", ""content"": ""像我这么老实的人，你还不清楚？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡觉了[再见]""}, {""sex"": ""1"", ""content"": ""睡吧，希望我们梦里再见。""}, {""sex"": ""1"", ""content"": ""愿你今天有一个关于我的好梦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没那么老""}, {""sex"": ""1"", ""content"": ""我也没觉得你老了呀。""}, {""sex"": ""1"", ""content"": ""你要是老了，那我岂不是更老。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没那么好啦""}, {""sex"": ""1"", ""content"": ""你在质疑我的眼光吗""}, {""sex"": ""1"", ""content"": ""我说你好你就好！不接受反驳""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我啥也不好""}, {""sex"": ""1"", ""content"": ""就算你什么也不好，我也喜欢你。""}, {""sex"": ""1"", ""content"": ""你只不过是没有发现你自己的好而已。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪有你这样的""}, {""sex"": ""1"", ""content"": ""那现在让你开开眼界，见见我这样的。""}, {""sex"": ""1"", ""content"": ""我怎么了嘛？我好无辜。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""下午再说吧""}, {""sex"": ""1"", ""content"": ""那你下午给我发消息，别忘记了哦。""}, {""sex"": ""1"", ""content"": ""好，那你先去忙，我就不打扰你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想吃你做的饭""}, {""sex"": ""1"", ""content"": ""嗯嗯，只要你想吃我就做给你吃。""}, {""sex"": ""1"", ""content"": ""那你就乖乖的等着我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""躺着舒服""}, {""sex"": ""1"", ""content"": ""不分我点吗？""}, {""sex"": ""1"", ""content"": ""既然都这么舒服了，那就不介意多个我咯。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有酒有故事""}, {""sex"": ""1"", ""content"": ""唯独少了一个我。""}, {""sex"": ""1"", ""content"": ""那我能和你的酒听你的故事吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""喜欢的类型""}, {""sex"": ""1"", ""content"": ""不用说了，我知道我肯定是你喜欢的类型""}, {""sex"": ""1"", ""content"": ""你就是我喜欢的类型，善良可爱跟你相处我觉得很舒服""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你就是我喜欢的类型啊""}, {""sex"": ""1"", ""content"": ""你说说我哪里你喜欢，我改还不行吗！""}, {""sex"": ""1"", ""content"": ""我这种类型的人很多啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为什么不主动找我""}, {""sex"": ""1"", ""content"": ""我不知道我的主动会不会被你用冷漠回应。""}, {""sex"": ""1"", ""content"": ""你希望我主动找你，对吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吐舌的表情""}, {""sex"": ""1"", ""content"": ""等等，难道你在诱惑我吗?""}, {""sex"": ""1"", ""content"": ""你给我小心点，不然我会强吻你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""打招呼""}, {""sex"": ""1"", ""content"": ""哈喽小可爱，遇到了就是缘分，不打个招呼都觉得对不起老天爷。""}, {""sex"": ""1"", ""content"": ""叮咚，来自一个仰慕者的拜访。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""探探打招呼""}, {""sex"": ""1"", ""content"": ""看到你的头像，刚好和我是情头呢""}, {""sex"": ""1"", ""content"": ""我的直觉告诉我不和你打招呼我会后悔""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小哥哥晚上好啊""}, {""sex"": ""1"", ""content"": ""小姐姐这么晚了还不睡，看来是头发很浓密啊。""}, {""sex"": ""1"", ""content"": ""晚上好呀，缘分终于让我们相遇了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想要奶茶""}, {""sex"": ""1"", ""content"": ""你想要胖点儿？""}, {""sex"": ""1"", ""content"": ""奶茶什么的我挺喜欢的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""家里啊""}, {""sex"": ""1"", ""content"": ""我怎么没在家里看到你呢？""}, {""sex"": ""1"", ""content"": ""那你的意思就是说让我去你家咯。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那就是没事""}, {""sex"": ""1"", ""content"": ""也不是没事，就是这事我不好开口""}, {""sex"": ""1"", ""content"": ""没事就不能跟你说说话了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有事？？？""}, {""sex"": ""1"", ""content"": ""我有一件关于爱情的事情想找你聊聊""}, {""sex"": ""1"", ""content"": ""难道我没事就不能来找你？""}], ""lock"": 1}"
