"{""chat"": [{""sex"": ""2"", ""content"": ""我们不熟""}, {""sex"": ""1"", ""content"": ""没事，就像你和我从青涩的熟悉开始""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不认识你""}, {""sex"": ""1"", ""content"": ""朋友和情人不都是从陌生到熟悉的吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你经常来这里玩吗？""}, {""sex"": ""1"", ""content"": ""经常，你经常来这里玩吗？""}, {""sex"": ""2"", ""content"": ""不经常""}, {""sex"": ""1"", ""content"": ""难怪你不认识我，不管经常来的人还是不经常来的人，能认识你都是一件令人愉快的事情。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好你好吼~""}, {""sex"": ""1"", ""content"": ""你好啊~请问你是来人认识我的小可爱吗？""}, {""sex"": ""1"", ""content"": ""你好~~好久没有遇到这么可爱的小姐姐咯。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""去哪里约""}, {""sex"": ""1"", ""content"": ""咖啡厅火锅店，哪里都可以约。""}, {""sex"": ""1"", ""content"": ""只要是你喜欢的地方都可以约。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今年19""}, {""sex"": ""1"", ""content"": ""看来已经是成年了呀。""}, {""sex"": ""1"", ""content"": ""那你怎么看起来像是十八的样子呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""[/偷笑][/偷笑][/偷笑][/偷笑]""}, {""sex"": ""1"", ""content"": ""想笑就大声笑嘛，放心大胆地笑。""}, {""sex"": ""1"", ""content"": ""你是怕笑得太好看迷倒我吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""老公我想抱着你""}, {""sex"": ""1"", ""content"": ""以后天天给你抱！""}, {""sex"": ""1"", ""content"": ""想抱着就抱着，随时都可以。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""偷笑。""}, {""sex"": ""1"", ""content"": ""你再笑，信不信我过来亲你。""}, {""sex"": ""1"", ""content"": ""有没有和你说你笑的很好看，我喜欢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你对我有感觉？""}, {""sex"": ""1"", ""content"": ""嗯，并且只对你有感觉。""}, {""sex"": ""1"", ""content"": ""难道你感觉不出来吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很高兴遇见你。""}, {""sex"": ""1"", ""content"": ""我也是呢，所以我要好好抓住自己这个幸运的机会!""}, {""sex"": ""1"", ""content"": ""遇见你是我平凡无聊生活的转折点""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""准备出去逛街""}, {""sex"": ""1"", ""content"": ""我觉得你需要一个帮你提包包的同路人。""}, {""sex"": ""1"", ""content"": ""我也想去逛逛，要不一起？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天累吗？""}, {""sex"": ""1"", ""content"": ""想了你一整天，可累了。""}, {""sex"": ""1"", ""content"": ""有点累，要是你能帮我揉揉肩就好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上怎么开场白""}, {""sex"": ""1"", ""content"": ""月亮上枝头，仙女开始营业了吗？""}, {""sex"": ""1"", ""content"": ""美好的夜晚从跟小仙女打招呼开始。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你想太多了""}, {""sex"": ""1"", ""content"": ""没有，我只是想你想的比较多一些。""}, {""sex"": ""1"", ""content"": ""想的再多都没有想你来的美。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要小哥哥""}, {""sex"": ""1"", ""content"": ""小哥哥在这里呀。""}, {""sex"": ""1"", ""content"": ""多的没有，只有我这一个。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""年龄好小""}, {""sex"": ""1"", ""content"": ""虽然我年纪小，但我懂的可不少。""}, {""sex"": ""1"", ""content"": ""大家都是成年人，你可不要因为年纪比我大就看不起我哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我的名字是""}, {""sex"": ""1"", ""content"": ""你放心我会好好记住你的名字的。""}, {""sex"": ""1"", ""content"": ""这不是我未来老婆的名字嘛！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那么冷漠""}, {""sex"": ""1"", ""content"": ""没有啊，我只是稍微有点冷漠而已""}, {""sex"": ""1"", ""content"": ""冷漠吗？我觉得其实没有啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真冷""}, {""sex"": ""1"", ""content"": ""来我的怀里你就不会觉得冷了。""}, {""sex"": ""1"", ""content"": ""空调开太凉了是不是，可别再大夏天感冒了呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你真二""}, {""sex"": ""1"", ""content"": ""遇到你我就总是犯二。""}, {""sex"": ""1"", ""content"": ""那你愿意陪我一起二吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""难道不是？""}, {""sex"": ""1"", ""content"": ""这都让你发现我喜欢你了。""}, {""sex"": ""1"", ""content"": ""好吧 ，我承认我准备买礼物给你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这不认识了吗""}, {""sex"": ""1"", ""content"": ""认识是认识了，但我并不了解你啊""}, {""sex"": ""1"", ""content"": ""原来这就是你认识人的方式啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我先去洗个脸""}, {""sex"": ""1"", ""content"": ""好，用热水洗知道吗？""}, {""sex"": ""1"", ""content"": ""去吧，我在这等你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你等我""}, {""sex"": ""1"", ""content"": ""别让我等太久，好吗？""}, {""sex"": ""1"", ""content"": ""我希望我的等待不会是白费。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好啊 小哥哥""}, {""sex"": ""1"", ""content"": ""你再叫我一声小哥哥会更好""}, {""sex"": ""1"", ""content"": ""如果能见到你就更好了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不理我了是吗""}, {""sex"": ""1"", ""content"": ""没有啊，谁敢不理小仙女啊。""}, {""sex"": ""1"", ""content"": ""对不起，看你看的太用心忘记了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""长得丑啊""}, {""sex"": ""1"", ""content"": ""你要是真的长得丑，我为什么会心动呢。""}, {""sex"": ""1"", ""content"": ""仙女都开始说谎话了吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我也是个直女""}, {""sex"": ""1"", ""content"": ""直来直去的至少不用猜。""}, {""sex"": ""1"", ""content"": ""我就喜欢直女咋滴了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你觉得呢！""}, {""sex"": ""1"", ""content"": ""我觉得你很优秀，适合做我女朋友。""}, {""sex"": ""1"", ""content"": ""看来你很在意我的想法呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不骗人""}, {""sex"": ""1"", ""content"": ""那我还得问问你是什么骗走我的心！""}, {""sex"": ""1"", ""content"": ""反正你说啥我都会信，谁叫我喜欢你呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""余生不将就""}, {""sex"": ""1"", ""content"": ""那你的余生我陪定了！""}, {""sex"": ""1"", ""content"": ""我和你从来都不是将就""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""对我的肯定""}, {""sex"": ""1"", ""content"": ""当然要对你肯定了，你是最棒的。""}, {""sex"": ""1"", ""content"": ""你也要对自己有信心，知道吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""肉体""}, {""sex"": ""1"", ""content"": ""原来你竟然只是看上了我的肉体！""}, {""sex"": ""1"", ""content"": ""不管是肉体还是灵魂，我都觉得你是最契合的那个人""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你怎么看待婚姻""}, {""sex"": ""1"", ""content"": ""执子之手，与子偕老。""}, {""sex"": ""1"", ""content"": ""只要能和自己喜欢的人结婚就是幸福。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我差点信你了""}, {""sex"": ""1"", ""content"": ""难道我不值得被你相信吗？""}, {""sex"": ""1"", ""content"": ""能让你相信我真的不容易啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我想听听你的声音""}, {""sex"": ""1"", ""content"": ""那你要小心哦，你可能会醉倒在我的声音里。""}, {""sex"": ""1"", ""content"": ""听了我的声音后你会睡不着的哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你又丢了""}, {""sex"": ""1"", ""content"": ""没丢没丢，我一直都在你心里呢。""}, {""sex"": ""1"", ""content"": ""当当当当，我在呢，你可别把我弄丢了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好可爱""}, {""sex"": ""1"", ""content"": ""其实我本来是不可爱的。""}, {""sex"": ""2"", ""content"": ""嗯？""}, {""sex"": ""1"", ""content"": ""都是因为你的可爱才让我变可爱的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""11点起床""}, {""sex"": ""1"", ""content"": ""这么晚起床，你是猪哦""}, {""sex"": ""1"", ""content"": ""你这一觉就把半天睡过去啦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还在忙啊""}, {""sex"": ""1"", ""content"": ""忙里偷闲记得想我""}, {""sex"": ""1"", ""content"": ""我一出现你就不用这么忙了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是在撩我？""}, {""sex"": ""1"", ""content"": ""我怎么会喜欢你这么迟钝的笨蛋呢？""}, {""sex"": ""1"", ""content"": ""喜欢的人当然要撩了，不然被别人撩走了怎么办？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小心我放狗咬你""}, {""sex"": ""1"", ""content"": ""来，我就很喜欢小狗狗的。""}, {""sex"": ""1"", ""content"": ""咋滴，想咬我？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小哥哥很会撩啊""}, {""sex"": ""1"", ""content"": ""我还是新手上路，你看这就撞车了""}, {""sex"": ""1"", ""content"": ""要是真的很会撩，你就不会发现了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么突然找我""}, {""sex"": ""1"", ""content"": ""难道我找你这儿小可爱还需要理由？""}, {""sex"": ""1"", ""content"": ""没有，就是想找你而已。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""笑起来挺好看的""}, {""sex"": ""1"", ""content"": ""你喜欢看的话我以后多笑笑给你看。""}, {""sex"": ""1"", ""content"": ""难道只有笑起来的时候好看而已吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没耐心""}, {""sex"": ""1"", ""content"": ""知道你没耐心，所以我来陪你一起锻炼了。""}, {""sex"": ""1"", ""content"": ""保持良好的心态，坚持就是胜利，知道吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那我不爱你了""}, {""sex"": ""1"", ""content"": ""你是不是爱上我们的孩子了？""}, {""sex"": ""1"", ""content"": ""这恐怕是我们最有默契的一次了吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你就不要说了""}, {""sex"": ""1"", ""content"": ""那不行，不说了我会憋坏的。""}, {""sex"": ""1"", ""content"": ""就算我不说我心里也是一直想着你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一无所有""}, {""sex"": ""1"", ""content"": ""你不是一无所有，你还有我。""}, {""sex"": ""1"", ""content"": ""你一无所有最好，我就可以成为你的全部了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上好""}, {""sex"": ""1"", ""content"": ""不好，没有你在我怎么可能好呢。""}, {""sex"": ""1"", ""content"": ""你好，我好，大家好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃泡面呢""}, {""sex"": ""1"", ""content"": ""吃啥泡面，吃我就好。""}, {""sex"": ""1"", ""content"": ""酸菜，还是牛肉味的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你可别这样""}, {""sex"": ""1"", ""content"": ""这样怎么了，这样不挺好的吗？""}, {""sex"": ""1"", ""content"": ""好，听你的，我不这样了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""先排队""}, {""sex"": ""1"", ""content"": ""那我要排在队伍的第一个位置。""}, {""sex"": ""1"", ""content"": ""那肯定排队啊，咱们可是文明人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怕哪天把你忘记了""}, {""sex"": ""1"", ""content"": ""那你就把我记在心里。""}, {""sex"": ""1"", ""content"": ""我就在你身边，不可能把我忘了的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你到底谁呀""}, {""sex"": ""1"", ""content"": ""我就是你命中注定的那个男人。""}, {""sex"": ""1"", ""content"": ""我是谁不重要，重要的是我能成为你的男人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看来是看到了美女啊""}, {""sex"": ""1"", ""content"": ""你不就是我看到的那个美女嘛。""}, {""sex"": ""1"", ""content"": ""美女，你赶紧让我看看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想的挺美的""}, {""sex"": ""1"", ""content"": ""这都怪你长得过分美！""}, {""sex"": ""1"", ""content"": ""人丑当然得想美一点啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""朋友就好了""}, {""sex"": ""1"", ""content"": ""但是我不想只做朋友而已的啦。""}, {""sex"": ""1"", ""content"": ""朋友只是情侣的第一步。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有热水""}, {""sex"": ""1"", ""content"": ""那就好，有热水要用热水哦。""}, {""sex"": ""1"", ""content"": ""我还想说你那要是没有热水可以到我这儿来。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""愚人节快乐[玫瑰]""}, {""sex"": ""1"", ""content"": ""今天是愚人节，你和我说快乐那就是不快乐！""}, {""sex"": ""1"", ""content"": ""今天是胆小鬼们的表白日，我不介意你是胆小鬼。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""介意哦""}, {""sex"": ""1"", ""content"": ""不介意，我要是介意就不会这样了。""}, {""sex"": ""1"", ""content"": ""我现在介意有啥用呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""喜欢有用吗""}, {""sex"": ""1"", ""content"": ""如果没用，喜欢还拿来干嘛啊。""}, {""sex"": ""1"", ""content"": ""我喜欢你不就是很有用嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我很累啊""}, {""sex"": ""1"", ""content"": ""我帮你捶捶背揉揉肩吧。""}, {""sex"": ""1"", ""content"": ""真不想看到你这么累，我会心疼的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小哥哥，在干嘛呀？""}, {""sex"": ""1"", ""content"": ""小哥哥在等小姐姐呀""}, {""sex"": ""1"", ""content"": ""哇，抓到活的小仙女啦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是撩妹的吗？""}, {""sex"": ""1"", ""content"": ""如果我说是，我能撩你吗？""}, {""sex"": ""1"", ""content"": ""我说我不是撩妹的，你信吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有时间嘛""}, {""sex"": ""1"", ""content"": ""小仙女想要我的时间那必须有呀。""}, {""sex"": ""1"", ""content"": ""就算没时间也要把其他事情推掉陪你呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有时间陪你""}, {""sex"": ""1"", ""content"": ""我的时间分你！""}, {""sex"": ""1"", ""content"": ""一言为定，说到做到！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""差点冻死""}, {""sex"": ""1"", ""content"": ""怎么没有多穿点衣服啊，现在这个天气还不能穿太少知道吗？""}, {""sex"": ""1"", ""content"": ""快到我的怀里来，别冻坏了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""被抛弃的我""}, {""sex"": ""1"", ""content"": ""在哪抛弃的，我赶紧去捡！""}, {""sex"": ""1"", ""content"": ""你这种小天使怎么可能被抛弃呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""什么叫抛弃""}, {""sex"": ""1"", ""content"": ""希望你永远不懂，也希望你永远不会抛弃我""}, {""sex"": ""1"", ""content"": ""没事，你不需要知道抛弃是什么""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你会嫌弃吗""}, {""sex"": ""1"", ""content"": ""我只会嫌你不够爱我。""}, {""sex"": ""1"", ""content"": ""你可是我捧在手里的小宝贝，怎么可能嫌弃你？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我随时有空""}, {""sex"": ""1"", ""content"": ""好呀，那我随时都可以找你了。""}, {""sex"": ""1"", ""content"": ""那你有空的时候就找我嘛，我也有空。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""搞得我跟个坏阿姨似的""}, {""sex"": ""1"", ""content"": ""你都把我的心都偷走了，还不算坏啊""}, {""sex"": ""1"", ""content"": ""你要是坏阿姨，我就是坏叔叔。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""挺无聊""}, {""sex"": ""1"", ""content"": ""无聊的你正好需要我来陪你""}, {""sex"": ""1"", ""content"": ""我们聊一聊就不无聊了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""下午看""}, {""sex"": ""1"", ""content"": ""嗯嗯，那你下午看。""}, {""sex"": ""1"", ""content"": ""下午没有其他事要忙嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""大哥，你想的有点多""}, {""sex"": ""1"", ""content"": ""我想都想了，还不能多想点啊。""}, {""sex"": ""1"", ""content"": ""没办法，想你有点多啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哦，那厉害了""}, {""sex"": ""1"", ""content"": ""再厉害最后还是一头栽进你的心里话""}, {""sex"": ""1"", ""content"": ""我这么厉害的人就喜欢你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你的情人节礼物""}, {""sex"": ""1"", ""content"": ""你不就是我的情人节礼物吗？""}, {""sex"": ""1"", ""content"": ""我有了你这女朋友，我还要什么情人节礼物啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""信息不回""}, {""sex"": ""1"", ""content"": ""我在想怎么回复你会比较好。""}, {""sex"": ""1"", ""content"": ""不回消息的时候是我在出神想你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不回我微信""}, {""sex"": ""1"", ""content"": ""仙女发的微信我肯定要回呀，怎么会不回呢""}, {""sex"": ""1"", ""content"": ""难道我现在不是在回你消息嘛""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚在上课""}, {""sex"": ""1"", ""content"": ""给你揉揉肩，上课辛苦啦""}, {""sex"": ""1"", ""content"": ""怎么还在上课，怎么还没放假呀？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你还挺可爱的""}, {""sex"": ""1"", ""content"": ""我还有其他特点呢，等你慢慢发现。""}, {""sex"": ""1"", ""content"": ""我倒是觉得小仙女更可爱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想和你谈恋爱""}, {""sex"": ""1"", ""content"": ""那你这是想，都不给我行动的吗？""}, {""sex"": ""1"", ""content"": ""好呀，我正好可以来和你谈恋爱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你会害怕""}, {""sex"": ""1"", ""content"": ""开玩笑，哥哥是会害怕的人吗？""}, {""sex"": ""1"", ""content"": ""有你在，我什么都不怕。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还行吧应该""}, {""sex"": ""1"", ""content"": ""看你这回答我感觉不太行啊""}, {""sex"": ""1"", ""content"": ""只是还行啊，那还是要继续努力""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""情人节。""}, {""sex"": ""1"", ""content"": ""谢谢你的出现让我知道什么是爱情，有你在的每一天都很快乐。""}, {""sex"": ""1"", ""content"": ""宝贝情人节快乐，虽然我不在你身边，但我一直住在你心里。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有道理有道理""}, {""sex"": ""1"", ""content"": ""像你这样讲道理的女孩已经不多了。""}, {""sex"": ""1"", ""content"": ""你确实是个特别的女孩，不像其他无理取闹的女孩子。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你别自恋了""}, {""sex"": ""1"", ""content"": ""那你是准备让我恋你咯。""}, {""sex"": ""1"", ""content"": ""人不自恋天诛地灭啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你就想吧""}, {""sex"": ""1"", ""content"": ""你咋知道我想你的，眼光不错啊你。""}, {""sex"": ""1"", ""content"": ""当然得想啊，而且我还要去实现它。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想我想的吧""}, {""sex"": ""1"", ""content"": ""这也被你发现了？""}, {""sex"": ""1"", ""content"": ""对啊，要是不想你也不会有这么多烦恼了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那么会说话啊""}, {""sex"": ""1"", ""content"": ""遇到你就变口齿伶俐了，我也不知道为什么。""}, {""sex"": ""1"", ""content"": ""那得看是对谁说话。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你懂我吗？""}, {""sex"": ""1"", ""content"": ""你愿意给我 一个懂你的机会吗。""}, {""sex"": ""1"", ""content"": ""喜欢一个人总得懂那个人吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我长得丑，可我想得美啊""}, {""sex"": ""1"", ""content"": ""你可以想我想得多一点。""}, {""sex"": ""1"", ""content"": ""咳咳，我长得帅，允许你丑一点。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""高兴坏了""}, {""sex"": ""1"", ""content"": ""那我来修理一下你的高兴。""}, {""sex"": ""1"", ""content"": ""什么事这么高兴，快跟我分享一下。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃中午饭了""}, {""sex"": ""1"", ""content"": ""让我看看你在吃什么好东西。""}, {""sex"": ""1"", ""content"": ""小仙女慢点吃，别噎着。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""脚酸""}, {""sex"": ""1"", ""content"": ""直接说想让我背你就好啦。""}, {""sex"": ""1"", ""content"": ""我抱着你回去好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我与众不同""}, {""sex"": ""1"", ""content"": ""我喜欢的人哪能与常人相同啊。""}, {""sex"": ""1"", ""content"": ""那就让我来看看你的与众不同呗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你多睡会""}, {""sex"": ""1"", ""content"": ""不睡啦，再睡下去就要变成猪了""}, {""sex"": ""1"", ""content"": ""不睡不睡，我要陪你聊天啦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""都吃胖了""}, {""sex"": ""1"", ""content"": ""吃胖了多好呀，我又能多喜欢你一圈了。""}, {""sex"": ""1"", ""content"": ""你说的我不信，我要抱抱看才知道有没有胖。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你要请我吃早餐吗""}, {""sex"": ""1"", ""content"": ""你要和我一起吃早餐吗？""}, {""sex"": ""1"", ""content"": ""稀饭配咸鸭蛋，来不来。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你打我是不是就舍得了""}, {""sex"": ""1"", ""content"": ""打在你身，痛在我心啊。""}, {""sex"": ""1"", ""content"": ""我要真舍得那就不是我了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哦，那好吧""}, {""sex"": ""1"", ""content"": ""怎么感觉你很不情愿的样子？""}, {""sex"": ""1"", ""content"": ""真希望你把那给我去了！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""恩呢，我没怎么交过网友，怎么称呼你呢？""}, {""sex"": ""1"", ""content"": ""你要叫老公或者男朋友我都没意见哦""}, {""sex"": ""1"", ""content"": ""网友之间不用那么拘束的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我人不舒服""}, {""sex"": ""1"", ""content"": ""都是我不好，不能好好照顾你。""}, {""sex"": ""1"", ""content"": ""哪儿不舒服呀？你这样我好担心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我就不要了""}, {""sex"": ""1"", ""content"": ""可是除了你，我谁都不想给。""}, {""sex"": ""1"", ""content"": ""你不要我了吗？你我怎么办？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""开场聊天""}, {""sex"": ""1"", ""content"": ""头像是你吗，我好像见过你""}, {""sex"": ""1"", ""content"": ""活捉一只夜猫子 ""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为什么还不睡""}, {""sex"": ""1"", ""content"": ""脑子里都是你，睡不着啊。""}, {""sex"": ""1"", ""content"": ""在等你一句晚安，我才敢入睡。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就是想和你聊天""}, {""sex"": ""1"", ""content"": ""那想用什么身份和我聊天呢？""}, {""sex"": ""1"", ""content"": ""除了聊天就没有其他了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你喜欢什么类型的姑娘啊""}, {""sex"": ""1"", ""content"": ""像你这种类型的，最好就是你""}, {""sex"": ""1"", ""content"": ""算了说了也白说，决定是你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""只是有点想你了""}, {""sex"": ""1"", ""content"": ""只是有点吗？""}, {""sex"": ""1"", ""content"": ""居然不是特别想我，看来得加深你的想念了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""打招呼  [/汗]""}, {""sex"": ""1"", ""content"": ""你是不是不好意思跟我打招呼？""}, {""sex"": ""1"", ""content"": ""不要害羞呀，我来做那个主动打招呼的人好了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你很懂我""}, {""sex"": ""1"", ""content"": ""如果不懂你又怎么喜欢你呢。""}, {""sex"": ""1"", ""content"": ""我是上帝从天上派来拯救你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""能喝""}, {""sex"": ""1"", ""content"": ""能喝也不能喝太多呀，你的小肚子会装不下的""}, {""sex"": ""1"", ""content"": ""那我可要找时间跟你一绝高下了""}], ""lock"": 1}"
