"{""chat"": [{""sex"": ""2"", ""content"": ""你酒量好吗""}, {""sex"": ""1"", ""content"": ""怎么？想灌醉我呀。""}, {""sex"": ""1"", ""content"": ""酒量不好能出来撑场面吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""别对我那么好""}, {""sex"": ""1"", ""content"": "" 难道你怕爱上我吗""}, {""sex"": ""1"", ""content"": ""我就是要对你好，不然怎么让你以身相许啊！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你厉害你厉害""}, {""sex"": ""1"", ""content"": ""我都已经这么低调了，没想到还是被你发现了""}, {""sex"": ""1"", ""content"": ""不厉害怎么配的上你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不欠""}, {""sex"": ""1"", ""content"": ""那你借我一毛钱好了，我们不可以一点关系都没有""}, {""sex"": ""1"", ""content"": ""怎么不欠，你欠我一个未来""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""臭叔叔""}, {""sex"": ""1"", ""content"": ""香妹妹！""}, {""sex"": ""1"", ""content"": ""我刚洗的澡，哪里臭了！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""掐你肉""}, {""sex"": ""1"", ""content"": ""又让你发现一个治我的绝招了。""}, {""sex"": ""1"", ""content"": ""看来我以后的幸福生活要饱受折磨了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我声音好听吗""}, {""sex"": ""1"", ""content"": ""我感觉我现在耳边全都是你声音的回响""}, {""sex"": ""2"", ""content"": ""真的假的？""}, {""sex"": ""1"", ""content"": ""是你能录一首歌给我当手机铃声吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你怎么换头像啦！""}, {""sex"": ""1"", ""content"": ""这不是想和你组一个情侣头像嘛。""}, {""sex"": ""1"", ""content"": ""换一个头像来继续喜欢你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我在书上都看到这些了""}, {""sex"": ""1"", ""content"": ""书中自有黄金屋，书中自有颜如玉""}, {""sex"": ""1"", ""content"": ""那你在书上有看到怎么让我喜欢上你吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你可以走开了""}, {""sex"": ""1"", ""content"": ""那不可能，我已经赖上你了！""}, {""sex"": ""1"", ""content"": ""这就像把我甩开，没有可能！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可可爱爱""}, {""sex"": ""1"", ""content"": ""全世界最可爱的是你呀。""}, {""sex"": ""1"", ""content"": ""果然女孩子对可爱没有抵抗力。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""正在忙""}, {""sex"": ""1"", ""content"": ""别让自己太累了，我会心疼的，记得照顾好自己""}, {""sex"": ""1"", ""content"": ""你好，我在忙着想你""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没关系没关系""}, {""sex"": ""1"", ""content"": ""可是我想跟你有牵扯不断的关系。""}, {""sex"": ""1"", ""content"": ""说一遍就好啦，看把你紧张的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真的有男朋友了""}, {""sex"": ""1"", ""content"": ""我又不喜欢你男朋友。""}, {""sex"": ""1"", ""content"": ""你放心吧，我对你男朋友不感兴趣。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有没有做梦""}, {""sex"": ""1"", ""content"": ""不光做了梦，我还梦到你了呢。""}, {""sex"": ""1"", ""content"": ""你不知道吗，你昨天不是跑到我梦里来了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""所以你多大""}, {""sex"": ""1"", ""content"": ""不管我多大都是可以喜欢你的。""}, {""sex"": ""1"", ""content"": ""怎么？怕老牛吃嫩草？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就不让你看""}, {""sex"": ""1"", ""content"": ""给不给看？不给看我可要亲你了。""}, {""sex"": ""1"", ""content"": ""你不让我看我可就要想办法偷偷看了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""山上""}, {""sex"": ""1"", ""content"": ""你这是要约我去爬山的意思吗？""}, {""sex"": ""1"", ""content"": ""那你可要小心啊，山上很危险的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我做美甲""}, {""sex"": ""1"", ""content"": ""那你的指甲肯定漂漂亮亮的""}, {""sex"": ""1"", ""content"": ""做完要第一时间给我欣赏欣赏""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""能不能别这样""}, {""sex"": ""1"", ""content"": ""那你能不能给我一点回应？""}, {""sex"": ""1"", ""content"": ""那你能对喜欢的人停止喜欢吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""完了完了""}, {""sex"": ""1"", ""content"": ""我其实早就已经完了。""}, {""sex"": ""2"", ""content"": ""怎么了？""}, {""sex"": ""1"", ""content"": ""第一眼看上你，我就知道我这辈子要完在你的手里。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没事儿的""}, {""sex"": ""1"", ""content"": ""可我觉得很担心啊。""}, {""sex"": ""1"", ""content"": ""你总是这样一个人撑着，让人心疼。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不要去""}, {""sex"": ""1"", ""content"": ""不去不去，不想去就不要勉强自己""}, {""sex"": ""1"", ""content"": ""那你想去哪里我陪你去，好不好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""前女友好看""}, {""sex"": ""1"", ""content"": ""前女友再好看那也是以前的事了""}, {""sex"": ""1"", ""content"": ""我觉得你更好看一点""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很久没有联系""}, {""sex"": ""1"", ""content"": ""虽然很久没联系，但对你的思念从没停止过""}, {""sex"": ""1"", ""content"": ""是啊，其实一直都很想联系你的，只是很怕会打扰到你""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""中秋节日快乐""}, {""sex"": ""1"", ""content"": ""边吃月饼边赏月，快乐得不行，要是你在身边就更快乐了""}, {""sex"": ""1"", ""content"": ""月圆圆月团圆夜，团圆夜里望月圆，月圆夜圆月圆圆，夜圆月圆夜团圆，中秋来临送祝愿，愿你福气满家园，事圆人团圆，梦圆圆梦梦儿圆！中秋""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""太冷，不想动""}, {""sex"": ""1"", ""content"": ""你就说自己懒呗。""}, {""sex"": ""1"", ""content"": ""要不我抱着你，这样就不会冷了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看我照片""}, {""sex"": ""1"", ""content"": ""这么好看的人，我感觉我要爱了。""}, {""sex"": ""1"", ""content"": ""照片上的仙女确定是你？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃早餐了没有？""}, {""sex"": ""1"", ""content"": ""没有啊，要找我一起吃吗？""}, {""sex"": ""1"", ""content"": ""早餐这么重要的东西，当然要吃啦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""上班累得很""}, {""sex"": ""1"", ""content"": ""要是上班不累，那还能是上班吗？""}, {""sex"": ""1"", ""content"": ""当得到工资的时候，累点也无妨啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我你是撩不动的""}, {""sex"": ""1"", ""content"": ""我就喜欢有高难度的。""}, {""sex"": ""1"", ""content"": ""不试试怎么知道我撩不动呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""计划没有变化快""}, {""sex"": ""1"", ""content"": ""所以在计划的时候就把变化计算在里面。""}, {""sex"": ""1"", ""content"": ""那你的计划是什么呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""跟做梦一样""}, {""sex"": ""1"", ""content"": ""是不是觉得很不真实。""}, {""sex"": ""1"", ""content"": ""你掐自己一下就知道是不是做梦了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很现实""}, {""sex"": ""1"", ""content"": ""很多感情都是被现实打败的""}, {""sex"": ""1"", ""content"": ""但现实也不都这么残酷，还是有一些美好的现实存在""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你有没有见过我""}, {""sex"": ""1"", ""content"": ""见过，我在梦里见过好几次了。""}, {""sex"": ""1"", ""content"": ""难道现在搭讪都这么直接的嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要是背叛你了该怎么办""}, {""sex"": ""1"", ""content"": ""你觉得我会让你有背叛我的机会吗。""}, {""sex"": ""1"", ""content"": ""那我能怎么办嘛，我自找的呗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我和别人约好了""}, {""sex"": ""1"", ""content"": ""竟然约别人不约我，我会哭泣的""}, {""sex"": ""1"", ""content"": ""约了谁？我要吃醋了哦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不管用""}, {""sex"": ""1"", ""content"": ""老婆不管用，那是能有什么是管用的。""}, {""sex"": ""1"", ""content"": ""怎么不管用了，不信你吼一嗓子试试""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我好高""}, {""sex"": ""1"", ""content"": ""你再高都不可能比我还高呀。""}, {""sex"": ""1"", ""content"": ""有多高，该不会我要仰视你吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怕你累着""}, {""sex"": ""1"", ""content"": ""男女搭配干活不累。""}, {""sex"": ""1"", ""content"": ""现在不累着，我怕老了就没机会累了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""爬山累死了""}, {""sex"": ""1"", ""content"": ""你要是跟我一起爬山，我就可以背着你了""}, {""sex"": ""1"", ""content"": ""虽然爬山很累，但看到山顶美丽的风景还是觉得很开心的吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这个还真没有""}, {""sex"": ""1"", ""content"": ""看来你是个趁这个空档俘获你的心了。""}, {""sex"": ""1"", ""content"": ""没有男朋友没关系，我这不是来了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们吵架了""}, {""sex"": ""1"", ""content"": ""下一个更好，下一个更乖，下一个更可爱。""}, {""sex"": ""1"", ""content"": ""不吵架的还叫情侣吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""情人节的问候""}, {""sex"": ""1"", ""content"": ""祝大仙女情人节快乐！""}, {""sex"": ""1"", ""content"": ""生命中有你，增添了美好回忆，情人节快乐！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谢谢宝贝""}, {""sex"": ""1"", ""content"": ""都是共产主义接班人，别这么见外""}, {""sex"": ""1"", ""content"": ""都叫宝贝了，这关系还需要谢谢吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""装睡的人叫不醒""}, {""sex"": ""1"", ""content"": ""叫不醒的人就没有必要去叫醒他了。""}, {""sex"": ""1"", ""content"": ""那就让他一直睡下去吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""够幽默""}, {""sex"": ""1"", ""content"": ""幽默了才能够吸引你不是吗？""}, {""sex"": ""1"", ""content"": ""幽默只是我的一个优点而已。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是哪里人""}, {""sex"": ""1"", ""content"": ""我妈妈说，很欢迎你跟我一起回去""}, {""sex"": ""2"", ""content"": ""我只是想问问你是哪里人而已""}, {""sex"": ""1"", ""content"": ""不好意思，我误会了……""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还是你最懂""}, {""sex"": ""1"", ""content"": ""毕竟我是想了解你的人啊。""}, {""sex"": ""1"", ""content"": ""想知道的人，当然是在最懂的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你放假了吗""}, {""sex"": ""1"", ""content"": ""就等着你带我出去嗨翻天了啊。""}, {""sex"": ""1"", ""content"": ""身体还没放假，心已经在放假了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""和女朋友""}, {""sex"": ""1"", ""content"": ""那你怎么不带上我呀。""}, {""sex"": ""1"", ""content"": ""除了和女朋友，还有和谁啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""到此一游""}, {""sex"": ""1"", ""content"": ""又跑到哪里去逍遥快活啦？""}, {""sex"": ""1"", ""content"": ""不可以到此一游啦，这是不好的行为""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""带我回家""}, {""sex"": ""1"", ""content"": ""心里的花~我想要带你回家~""}, {""sex"": ""1"", ""content"": ""收拾收拾，我马上就去接你回家。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""喝多了头疼""}, {""sex"": ""1"", ""content"": ""所以我要监督你不能喝太多。""}, {""sex"": ""1"", ""content"": ""我要是头疼你会不会照顾我？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""酸奶""}, {""sex"": ""1"", ""content"": ""所以你是酸酸甜甜的酸奶味仙女吗？""}, {""sex"": ""1"", ""content"": ""喝酸奶有助于消化哦，还能减肥。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""文字挺酸""}, {""sex"": ""1"", ""content"": ""文字可能吃了柠檬吧。""}, {""sex"": ""1"", ""content"": ""这味道是挺酸的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我腿好酸""}, {""sex"": ""1"", ""content"": ""是不是太久没运动突然运动了？""}, {""sex"": ""1"", ""content"": ""需要我帮你揉一揉嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你请吗""}, {""sex"": ""1"", ""content"": ""当然，能请小仙女吃饭是我的荣幸。""}, {""sex"": ""1"", ""content"": ""我请你吃饭，你请我看电影，你觉得呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚回家了""}, {""sex"": ""1"", ""content"": ""真想送你回咱家，刚好见见咱爸妈""}, {""sex"": ""1"", ""content"": ""那我就放心了，记得晚上做梦要想我哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么跟女生聊天""}, {""sex"": ""1"", ""content"": ""我只跟你一个女生聊天，就是这样聊。""}, {""sex"": ""1"", ""content"": ""那你知道怎么跟男生聊天吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪样？""}, {""sex"": ""1"", ""content"": ""说哪样你不知道吗？""}, {""sex"": ""1"", ""content"": ""感觉自己受到了欺骗和伤害""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我有故事你有酒吗""}, {""sex"": ""1"", ""content"": ""啤酒洋酒还是葡萄酒？""}, {""sex"": ""1"", ""content"": ""那我们是不是应该约一下呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这么晚了还不睡""}, {""sex"": ""1"", ""content"": ""这不是怕你还没睡无聊吗。""}, {""sex"": ""1"", ""content"": ""你的晚安还没有送到，我怎么可能睡得着呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那还不睡""}, {""sex"": ""1"", ""content"": ""还没接收到你的晚安。""}, {""sex"": ""1"", ""content"": ""想你想的睡不着呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我还是很期待能成为我想成为的样子""}, {""sex"": ""1"", ""content"": ""我期待你能成为我女朋友的样子。""}, {""sex"": ""1"", ""content"": ""你的期待会实现，我们的期待都会实现。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""爱的就是你""}, {""sex"": ""1"", ""content"": ""我爱的也是你啊。""}, {""sex"": ""1"", ""content"": ""我爱的也是你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""给你打个招呼""}, {""sex"": ""1"", ""content"": ""我还以为你有大事要找我呢""}, {""sex"": ""1"", ""content"": ""招呼打好了可以接着做别的事情了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就是知道了""}, {""sex"": ""1"", ""content"": ""那你知道我喜欢你吗？""}, {""sex"": ""1"", ""content"": ""知之为知之，不知为不知。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小哥哥在嘛，在干嘛呢？""}, {""sex"": ""1"", ""content"": ""小哥哥一直在等小姐姐哦""}, {""sex"": ""1"", ""content"": ""在呢，在等小姐姐撩呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""放心好了""}, {""sex"": ""1"", ""content"": ""你这么好看，我怎么可能放心？""}, {""sex"": ""1"", ""content"": ""我已经把心放在你那里了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你家在哪里？""}, {""sex"": ""1"", ""content"": ""我打算搬家了，搬到你心里住。""}, {""sex"": ""1"", ""content"": ""你是不是想来找我玩？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""现在在吃了""}, {""sex"": ""1"", ""content"": ""那你可要多吃点，你这么瘦。""}, {""sex"": ""1"", ""content"": ""真想跟你一起吃。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不喜欢抽烟的男人""}, {""sex"": ""1"", ""content"": ""为了我愿意戒烟！""}, {""sex"": ""1"", ""content"": ""那我就做你喜欢的不抽烟男人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""卑微了奥""}, {""sex"": ""1"", ""content"": ""自信点，你要相信自己就是最好的""}, {""sex"": ""1"", ""content"": ""卑微的我喜欢遥远的你""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你有什么意见""}, {""sex"": ""1"", ""content"": ""我哪里敢有意见啊。""}, {""sex"": ""1"", ""content"": ""意见什么的都不重要了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""天天都无聊""}, {""sex"": ""1"", ""content"": ""所以你天天都需要我。""}, {""sex"": ""1"", ""content"": ""有我在的时候，你不就不会无聊了吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""自己吃的""}, {""sex"": ""1"", ""content"": ""自己吃很孤单吧，以后我陪你吃。""}, {""sex"": ""1"", ""content"": ""幸好你是自己吃，你要是跟其他小哥哥一起吃我可是要吃醋的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为什么要等我""}, {""sex"": ""1"", ""content"": ""等喜欢的人还需要理由吗？""}, {""sex"": ""1"", ""content"": ""因为是你，所以我想等。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哈谁知道""}, {""sex"": ""1"", ""content"": ""你想知道什么，亲一口我就告诉你。""}, {""sex"": ""1"", ""content"": ""天知地知，你知我知。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这么晚没睡""}, {""sex"": ""1"", ""content"": ""想你想的有点睡不着了。""}, {""sex"": ""1"", ""content"": ""睡前不能想你，这下好了失眠了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你回去没""}, {""sex"": ""1"", ""content"": ""我的心落在你那里，回不去了。""}, {""sex"": ""1"", ""content"": ""我想要你送我回家。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""自己注意点吧""}, {""sex"": ""1"", ""content"": ""放心吧，我会好好的照顾自己。""}, {""sex"": ""1"", ""content"": ""注意点让你喜欢我吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不要惹我""}, {""sex"": ""1"", ""content"": ""你可是小仙女，我怎么敢惹你呢。""}, {""sex"": ""1"", ""content"": ""那我就偏偏要招惹你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不是小懒虫""}, {""sex"": ""1"", ""content"": ""但是你看起来是真的有点懒啊。""}, {""sex"": ""1"", ""content"": ""你这么懒真的合适吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""都没化妆""}, {""sex"": ""1"", ""content"": ""不化妆都这么好看了，化了妆不是更美了吗。""}, {""sex"": ""1"", ""content"": ""你确定？为什么还这么好看""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""穿新衣服""}, {""sex"": ""1"", ""content"": ""穿新衣服心情是不是美美的？""}, {""sex"": ""1"", ""content"": ""主要不是新衣服好看，而是穿在你身上好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你真的好烦啊""}, {""sex"": ""1"", ""content"": ""现在就觉得烦，我以后还要烦你一辈子呢。""}, {""sex"": ""1"", ""content"": ""你难道不知道我为什么烦着你吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那要看对谁""}, {""sex"": ""1"", ""content"": ""你不用想对谁，你只要想对我就好了。""}, {""sex"": ""1"", ""content"": ""我只想知道你对我是怎么样的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没钱能去哪""}, {""sex"": ""1"", ""content"": ""可以在我的心里遨游。""}, {""sex"": ""1"", ""content"": ""你带着我，我带着钱，想去哪里就去哪里。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""拒绝和你聊天""}, {""sex"": ""1"", ""content"": ""那你可能要被无聊死咯。""}, {""sex"": ""1"", ""content"": ""我接受和你聊天就好啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我宁愿花更多的时间""}, {""sex"": ""1"", ""content"": ""时间再多也是花在你身上。""}, {""sex"": ""1"", ""content"": ""我的时间宁愿花在你身上。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""咱俩不认识""}, {""sex"": ""1"", ""content"": ""世界上没有陌生的两个人，只是还没有认识的朋友。""}, {""sex"": ""1"", ""content"": ""总要有人带头打破陌生的隔膜。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""闹钟没响""}, {""sex"": ""1"", ""content"": ""早知道闹钟不靠谱我就应该叫你起床。""}, {""sex"": ""1"", ""content"": ""睡懒觉还怪在闹钟头上啦？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""生物钟乱了""}, {""sex"": ""1"", ""content"": ""看来我要帮你调整回来才行啊。""}, {""sex"": ""1"", ""content"": ""生物钟混乱会很疲惫的，晚上要早点睡哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好撩哦""}, {""sex"": ""1"", ""content"": ""那小姐姐要不要跟我回家呀？""}, {""sex"": ""1"", ""content"": ""遇到你之后我好像才知道心动的感觉。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那也很厉害""}, {""sex"": ""1"", ""content"": ""再厉害也是拜倒在你的石榴裙下。""}, {""sex"": ""1"", ""content"": ""再厉害的人 也没有你厉害啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""太难受了""}, {""sex"": ""1"", ""content"": ""要是我拥有魔法就好了。""}, {""sex"": ""2"", ""content"": ""为什么？""}, {""sex"": ""1"", ""content"": ""这样就可以把你的难受转移到我身上，替你承担了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你哪只眼睛看到了""}, {""sex"": ""1"", ""content"": ""这两只都看到了。""}, {""sex"": ""1"", ""content"": ""好吧，我可能是看错了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""大叔？""}, {""sex"": ""1"", ""content"": ""萝莉？""}, {""sex"": ""1"", ""content"": ""虽然我承认我年纪大，但是不至于成大叔吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你吃了没""}, {""sex"": ""1"", ""content"": ""如果你要请我吃饭，我就没吃""}, {""sex"": ""1"", ""content"": ""没你在我身边，我哪有胃口吃啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是学了人话的猪""}, {""sex"": ""1"", ""content"": ""你见过会说人话还这么帅的猪吗！""}, {""sex"": ""1"", ""content"": ""那你就是猪猪婆！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哈哈，单身狗""}, {""sex"": ""1"", ""content"": ""这叫做黄金单身贵族！""}, {""sex"": ""1"", ""content"": ""那你要不要领养一只单身狗呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一只单身狗""}, {""sex"": ""1"", ""content"": ""我来拯救你了。""}, {""sex"": ""1"", ""content"": ""我也是一只单身狗，咱们正好凑一对。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不能浪费粮食""}, {""sex"": ""1"", ""content"": ""没错，浪费可耻。""}, {""sex"": ""1"", ""content"": ""不止不能浪费粮食，还不能浪费我的爱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我缺儿子""}, {""sex"": ""1"", ""content"": ""你想当妈想疯了啊？""}, {""sex"": ""1"", ""content"": ""女孩子的母爱之心，真可怕。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""找工作太难了""}, {""sex"": ""1"", ""content"": ""慢慢来，好工作总是需要经历一段过程才能找到的。""}, {""sex"": ""1"", ""content"": ""可能是想让你多休息休息吧，肯定会找到的，别担心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""恋爱铃""}, {""sex"": ""1"", ""content"": ""铃铃铃，你的专属恋爱等待签收~""}, {""sex"": ""1"", ""content"": ""恋爱铃响起是不是觉得是甜蜜的声音？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你问那么多干嘛？""}, {""sex"": ""1"", ""content"": ""这不是想了解一下你嘛！""}, {""sex"": ""1"", ""content"": ""难道我就不可以多问点了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你还没睡觉？""}, {""sex"": ""1"", ""content"": ""我在等一个催我去睡觉的女孩。""}, {""sex"": ""1"", ""content"": ""我要是睡着了你现在就只能在梦里找我了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗯 早""}, {""sex"": ""1"", ""content"": ""希望你比冬天早一点来到我身边""}, {""sex"": ""1"", ""content"": ""忙碌和早睡真是治愈心疾的良方""}, {""sex"": ""1"", ""content"": ""早安比晚安更珍贵 因为没人会一醒来就想到你""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不希望啊""}, {""sex"": ""1"", ""content"": ""你这么说我都不敢讲下去了。""}, {""sex"": ""1"", ""content"": ""那什么是你希望的呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在做饭""}, {""sex"": ""1"", ""content"": ""我知道你做饭很好吃。""}, {""sex"": ""1"", ""content"": ""还好啦。""}, {""sex"": ""1"", ""content"": ""因为我老婆的手艺很不错啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""直男啊""}, {""sex"": ""1"", ""content"": ""我只是比较直接，说话直来直去而已""}, {""sex"": ""1"", ""content"": ""所以我喜欢你从来不拐弯抹角。""}], ""lock"": 1}"
