"{""chat"": [{""sex"": ""1"", ""content"": ""能不能和我拍个照?""}, {""sex"": ""2"", ""content"": ""为什么？?""}, {""sex"": ""1"", ""content"": ""我要向我同事证明，天使是存在的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没感觉就是没感觉""}, {""sex"": ""1"", ""content"": ""原来一厢情愿是这种感觉。""}, {""sex"": ""1"", ""content"": ""可是我对你的喜欢已经收不回来了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你竟让我无言以对""}, {""sex"": ""1"", ""content"": ""那我也是挺厉害的，能够把伶牙俐齿的你KO了。""}, {""sex"": ""1"", ""content"": ""真不知道这是好事还是坏事。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有一点点疼""}, {""sex"": ""1"", ""content"": ""小可爱很坚强的对不对，这一点点疼是不会打倒你的！""}, {""sex"": ""1"", ""content"": ""要是我在你身边就能帮你呼呼了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没同意呢""}, {""sex"": ""1"", ""content"": ""那我就用真心让你变成同意。""}, {""sex"": ""1"", ""content"": ""那你准备什么时候说同意呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没有同意""}, {""sex"": ""1"", ""content"": ""那你现在同意也不算晚。""}, {""sex"": ""1"", ""content"": ""没关系，那我再想想办法。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你能不能好好的""}, {""sex"": ""1"", ""content"": ""难道我不是一直都好好的吗？""}, {""sex"": ""1"", ""content"": ""能，我一定会好好的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不厉害""}, {""sex"": ""1"", ""content"": ""我就知道厉害的人都很低调。""}, {""sex"": ""1"", ""content"": ""还说不厉害，明明悄无声息骗走了我的心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早知道了""}, {""sex"": ""1"", ""content"": ""知道了也不告诉我，害我还费那么多心思。""}, {""sex"": ""1"", ""content"": ""难道我是最后一个知道的？哼，就我被蒙在鼓里了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""下次加油""}, {""sex"": ""1"", ""content"": ""有你为我加油我就有动力。""}, {""sex"": ""1"", ""content"": ""嗯嗯，我会努力的，你要一直相信我哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不想就是不想""}, {""sex"": ""1"", ""content"": ""听说女孩子都是口是心非的。""}, {""sex"": ""1"", ""content"": ""说想我有不花钱，干嘛要狡辩。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是不是想看我素颜""}, {""sex"": ""1"", ""content"": ""你咋知道的，你是不是会心灵感应！""}, {""sex"": ""1"", ""content"": ""素颜的美我想领教一下。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我能否问下你多高呀""}, {""sex"": ""1"", ""content"": ""你猜，你要是猜对了有奖励！""}, {""sex"": ""1"", ""content"": ""不高，正好可以配的身高。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""上班累死""}, {""sex"": ""1"", ""content"": ""那我要不要给你揉揉好了？""}, {""sex"": ""1"", ""content"": ""上班什么时候不累呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""喜欢喝酒""}, {""sex"": ""1"", ""content"": ""没想到你还是个小酒鬼啊""}, {""sex"": ""1"", ""content"": ""酒不可以喝太多哦，对身体不好""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我哪里知道""}, {""sex"": ""1"", ""content"": ""听说喜欢的人都会有心电感应的，感应一下就知道了。""}, {""sex"": ""1"", ""content"": ""你怎么会不知道我喜欢你呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我认识你么""}, {""sex"": ""1"", ""content"": ""梦里见过你说认识吗。""}, {""sex"": ""1"", ""content"": ""不认识，就不允许我向我喜欢的女生打招呼吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不想去上班了""}, {""sex"": ""1"", ""content"": ""我不想，我不想上班！""}, {""sex"": ""1"", ""content"": ""不上班你哪来的工资养你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""找个对象吧""}, {""sex"": ""1"", ""content"": ""找啥对象啊，找你就好""}, {""sex"": ""1"", ""content"": ""我看你这样的就蛮合适的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你嘴巴吃了蜜糖？""}, {""sex"": ""1"", ""content"": ""那你要不要尝一尝看看？""}, {""sex"": ""1"", ""content"": ""那有没有甜到你呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""家是哪的""}, {""sex"": ""1"", ""content"": ""你不知道我住在你心里吗？""}, {""sex"": ""1"", ""content"": ""你要是知道我家在哪会不会连夜赶过来找我啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你还挺懂""}, {""sex"": ""1"", ""content"": ""我懂得难道还少吗！""}, {""sex"": ""1"", ""content"": ""那是，也不看看我可是要照顾你的人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我就是这样的""}, {""sex"": ""1"", ""content"": ""我竟然没发现你是这样的！""}, {""sex"": ""1"", ""content"": ""是嘛，那我要近距离观察一下你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""缺女朋友吗？""}, {""sex"": ""1"", ""content"": ""你咋知道我缺女朋友的。""}, {""sex"": ""1"", ""content"": ""你这么想当我女朋友？？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一直输游戏""}, {""sex"": ""1"", ""content"": ""笨蛋，游戏都玩不赢人家，我来教你。""}, {""sex"": ""1"", ""content"": ""那我带你啊，我游戏贼6。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一人一句经典生日快乐""}, {""sex"": ""1"", ""content"": ""祝你：福如东海老王八，寿比南山大石头""}, {""sex"": ""1"", ""content"": ""有树的地方，就有我的思念;有你的地方，就有我深深的祝福，祝你生日快乐!""}, {""sex"": ""1"", ""content"": ""一支蜡烛，一颗心愿，一份真情，祝你生日快乐！""}, {""sex"": ""1"", ""content"": ""宝贝，你的生日就在今天，祝你可爱依旧，快乐多多！""}, {""sex"": ""1"", ""content"": ""总是在一些特殊的日子里想起你，祝你生日快乐！""}, {""sex"": ""1"", ""content"": ""愿你生日焕发光彩，伴随着喜悦和欢笑，从天明到日落。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""打游戏吧""}, {""sex"": ""1"", ""content"": ""好呀，你想打哪个游戏，我都陪你""}, {""sex"": ""1"", ""content"": ""我很厉害的哦，跟我一起打游戏稳赢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我以为你走了""}, {""sex"": ""1"", ""content"": ""没有没有，我怎么可能会走呢？""}, {""sex"": ""1"", ""content"": ""我不会走的，就算走了也会回来的呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""别这样夸我""}, {""sex"": ""1"", ""content"": ""夸你还能怎么滴。""}, {""sex"": ""1"", ""content"": ""我这是在说实话，不是夸你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我想去爬山""}, {""sex"": ""1"", ""content"": ""这种天气去爬山怕会晕倒在山上哦。""}, {""sex"": ""1"", ""content"": ""好啊，什么时候想去，我陪你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""瘦了好看""}, {""sex"": ""1"", ""content"": ""你本来就很好看了，再好看你让别人怎么活。""}, {""sex"": ""1"", ""content"": ""没事，在我眼里你最美的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你打算请我吃饭不吗""}, {""sex"": ""1"", ""content"": ""你看我的样子像不请你吃饭的人吗？""}, {""sex"": ""1"", ""content"": ""烛光晚餐，你懂得。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""婆媳关系""}, {""sex"": ""1"", ""content"": ""你放心，我妈很善解人意的，以后咱们家里肯定不会有难搞的婆媳关系。""}, {""sex"": ""1"", ""content"": ""我相信你跟我妈妈肯定能够相处得很好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""坏的狠""}, {""sex"": ""1"", ""content"": ""男人不坏女人不爱啊。""}, {""sex"": ""1"", ""content"": ""坏人就是坏到把你心偷走，这种坏你喜欢吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有你坏""}, {""sex"": ""1"", ""content"": ""我坏也只是对你一人坏。""}, {""sex"": ""1"", ""content"": ""男人不坏，女人不爱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没有那么好哄哦""}, {""sex"": ""1"", ""content"": ""但是我的任务就是要把你哄好。""}, {""sex"": ""1"", ""content"": ""那这时候就是体现我的技术了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好像没那么需要我""}, {""sex"": ""1"", ""content"": ""那是因为你没看到我需要你的那面""}, {""sex"": ""1"", ""content"": ""我需要你，就是人类需要空气。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""相亲对象怎么聊天""}, {""sex"": ""1"", ""content"": ""滴滴滴，可爱的小仙女在吗？""}, {""sex"": ""1"", ""content"": ""一个人好无聊，不如我们两个人来聊聊？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""日久生不了情""}, {""sex"": ""1"", ""content"": ""日久不一定生情但一定见人心""}, {""sex"": ""1"", ""content"": ""但是不试试又怎么知道没有情呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""开场""}, {""sex"": ""1"", ""content"": ""你好！……有没有看我有点眼熟？""}, {""sex"": ""1"", ""content"": ""HI，你好，我们是不是在什么地方见过?   ""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谁让你睡那么晚""}, {""sex"": ""1"", ""content"": ""谁让你长得这么好看，让我想你想的这么晚""}, {""sex"": ""1"", ""content"": ""你的晚安太晚到了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""聊天你呢""}, {""sex"": ""1"", ""content"": ""我正在和你聊天不是吗？！""}, {""sex"": ""1"", ""content"": ""我正在和一个仙女聊天。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""打招呼""}, {""sex"": ""1"", ""content"": ""你的眼睛水汪汪的，好像会说话""}, {""sex"": ""1"", ""content"": ""你的小可爱已上线，欢迎来撩""}, {""sex"": ""1"", ""content"": ""漂亮的先说话""}, {""sex"": ""1"", ""content"": ""我是今天第几个给你打招呼的帅比，哈哈哈""}, {""sex"": ""1"", ""content"": ""我长得这么好看我觉得我一定要给你打个招呼""}, {""sex"": ""1"", ""content"": ""我今天好像遇到你了，但是不太确定?""}, {""sex"": ""1"", ""content"": ""听说现在的小仙女最喜欢主动了？""}, {""sex"": ""1"", ""content"": ""我看到你朋友圈的那张照片，你长得好像我认识的一个人""}, {""sex"": ""1"", ""content"": ""你的头像真个性""}, {""sex"": ""1"", ""content"": ""我觉得我要是再不跟你打招呼我会后悔的""}, {""sex"": ""1"", ""content"": ""有个帅哥想跟你认识一下""}, {""sex"": ""1"", ""content"": ""有个帅哥想跟你认识一下""}, {""sex"": ""1"", ""content"": ""我觉得我要是再不跟你打招呼我会后悔的""}, {""sex"": ""1"", ""content"": ""hi,发现你朋友圈的照片都美美哒，肯定是个会拍照会生活的女生。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么和女孩打招呼""}, {""sex"": ""1"", ""content"": ""我长得这么好看我觉得我一定要给你打个招呼。""}, {""sex"": ""1"", ""content"": ""你好，我最近老是梦到个女孩和你长得很像。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我现在好饿啊""}, {""sex"": ""1"", ""content"": ""是不是中午吃太少啦，所以现在肚子咕咕叫了。""}, {""sex"": ""1"", ""content"": ""正好到下午茶时间了，是时候吃点东西补充能量了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就是不知道""}, {""sex"": ""1"", ""content"": ""不知道就不知道吧，不要纠结了""}, {""sex"": ""1"", ""content"": ""这个世界上不知道的事多了去了，你就别烦恼了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我怕把你吃穷""}, {""sex"": ""1"", ""content"": ""巧了，我也在怕呢。""}, {""sex"": ""1"", ""content"": ""别害怕，我家大米缸深着呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""放心放心""}, {""sex"": ""1"", ""content"": ""那你先把心放我这。""}, {""sex"": ""1"", ""content"": ""你觉得我会放心你吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚洗了个头""}, {""sex"": ""1"", ""content"": ""那我能闻闻你的洗发露的味道嘛。""}, {""sex"": ""1"", ""content"": ""那你快去吧，洗完跟你说个事""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""多看看""}, {""sex"": ""1"", ""content"": ""看你这个仙女就够了。""}, {""sex"": ""1"", ""content"": ""我只看你，看其他的都没兴趣。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我乐意啊""}, {""sex"": ""1"", ""content"": ""有钱难买你乐意啊。""}, {""sex"": ""1"", ""content"": ""行，姑奶奶您开心就好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没办法的事""}, {""sex"": ""1"", ""content"": ""也不是完全没办法，我可以 给你支招。""}, {""sex"": ""1"", ""content"": ""没办法的事态度了，我们总是这么无能为力。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""熬夜语录""}, {""sex"": ""1"", ""content"": ""月亮不睡我不睡，我是秃头小宝贝！""}, {""sex"": ""1"", ""content"": ""熬夜，是没有勇气结束这一天;赖床，是没有勇气开始这一天""}, {""sex"": ""1"", ""content"": ""习惯对人说熬夜不好的人总是忽略了其实自己经常熬夜。""}, {""sex"": ""1"", ""content"": ""有没有叫别人不要熬夜，自己却又睡得很晚。""}, {""sex"": ""1"", ""content"": ""老师，既然你用作业让我们熬夜，那么，我们也只好用你的课来补觉了""}, {""sex"": ""1"", ""content"": ""每天晚上，都有多少个跟我一样，熬夜，不睡觉，在等某人的回复""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看电影呢""}, {""sex"": ""1"", ""content"": ""电影哪有你好看？""}, {""sex"": ""1"", ""content"": ""看什么电影，只要看你就好了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不美啊""}, {""sex"": ""1"", ""content"": ""但你怎么在我眼里是最好看的呢。""}, {""sex"": ""1"", ""content"": ""对啊，你只是美的不够明显。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我会泡面""}, {""sex"": ""1"", ""content"": ""看来没少吃泡面啊。""}, {""sex"": ""1"", ""content"": ""老坛酸菜牛肉面我的最爱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我心里过意不去""}, {""sex"": ""1"", ""content"": ""不要过意不去，这都是我自己愿意的。""}, {""sex"": ""1"", ""content"": ""你要是真过意不去，你请我吃一顿饭就好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我会打死你的""}, {""sex"": ""1"", ""content"": ""你当我这肉肉是拿来干嘛的！""}, {""sex"": ""1"", ""content"": ""你舍得打死我吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""又不找我""}, {""sex"": ""1"", ""content"": ""我这不是怕找你我会有点害羞吗。""}, {""sex"": ""1"", ""content"": ""我已经过来找你了呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚好我也在想你""}, {""sex"": ""1"", ""content"": ""看来想念都是会相互传递的。""}, {""sex"": ""1"", ""content"": ""毕竟想你是一件很开心的事情。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你也不想我""}, {""sex"": ""1"", ""content"": ""你又不是我，怎么会知道我不想你呢？""}, {""sex"": ""1"", ""content"": ""我不像你的话还能想谁呀？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没错""}, {""sex"": ""1"", ""content"": ""我也觉得没错！""}, {""sex"": ""2"", ""content"": ""嗯？""}, {""sex"": ""1"", ""content"": ""你说没错就是没错。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你知道错了没有""}, {""sex"": ""1"", ""content"": ""知道了，以后不再犯了。""}, {""sex"": ""1"", ""content"": ""错错，都是我的错。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我衣服脏了""}, {""sex"": ""1"", ""content"": ""你这是在暗示我要帮你洗衣服吗？""}, {""sex"": ""1"", ""content"": ""那就换一件新的吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不了解更累""}, {""sex"": ""1"", ""content"": ""我们花点时间互相了解，相处起来就会更愉快了吧。""}, {""sex"": ""1"", ""content"": ""不要觉得累，我会尽快让你了解我的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""对我好就行了""}, {""sex"": ""1"", ""content"": ""那我就好好对你。""}, {""sex"": ""1"", ""content"": ""除了好就没有别的了吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谢谢你能理解我""}, {""sex"": ""1"", ""content"": ""傻瓜，理解你是应该的，何必说谢谢。""}, {""sex"": ""1"", ""content"": ""我会一直理解你，也会一直陪在你身边的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谢谢你""}, {""sex"": ""1"", ""content"": ""傻瓜，这点小事也要谢吗？""}, {""sex"": ""1"", ""content"": ""我们之间还需要谢吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""上班没时间""}, {""sex"": ""1"", ""content"": ""下班不就有时间啦，嘻嘻""}, {""sex"": ""1"", ""content"": ""时间就像海绵挤一挤就有了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我都嫌弃自己""}, {""sex"": ""1"", ""content"": ""没事，我不嫌弃你就好了。""}, {""sex"": ""1"", ""content"": ""你都这么好了，干嘛要嫌弃自己。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在吃饭啊""}, {""sex"": ""1"", ""content"": ""那宝宝多吃点，肉肉的才可爱""}, {""sex"": ""1"", ""content"": ""看不到我你吃得下饭吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""脾气不小""}, {""sex"": ""1"", ""content"": ""为了你我愿意改改脾气。""}, {""sex"": ""1"", ""content"": ""可是我碰到个脾气更大的你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你觉得我是什么颜色的""}, {""sex"": ""1"", ""content"": ""我觉得你是蓝色，像天空的蓝色。""}, {""sex"": ""1"", ""content"": ""你是五颜六色的，最好看的颜色。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还没吃午饭呢""}, {""sex"": ""1"", ""content"": ""那你快去吃呀，可别把肚子饿坏了。""}, {""sex"": ""1"", ""content"": ""怎么还不吃呢，是不是想约我一起？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃饭了吗，小哥哥""}, {""sex"": ""1"", ""content"": ""吃了，刚吃完，小仙女要请我吃吗""}, {""sex"": ""1"", ""content"": ""没有小仙女一起吃，吃啥都不好吃呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""捂住眼睛""}, {""sex"": ""1"", ""content"": ""你是怕看不清我吗？""}, {""sex"": ""1"", ""content"": ""眼睛这么好看为什么要捂住呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你活腻了""}, {""sex"": ""1"", ""content"": ""快给我解解腻""}, {""sex"": ""1"", ""content"": ""难不成你是来拯救我的？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没胃口，""}, {""sex"": ""1"", ""content"": ""多吃点有营养的，平平的地方才发育的好""}, {""sex"": ""1"", ""content"": ""亲爱的你怎么了告诉我好不好，我担心喔！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你怕我长不胖嘛""}, {""sex"": ""1"", ""content"": ""是啊，我想我有个胖一点的女朋友。""}, {""sex"": ""1"", ""content"": ""能吃是福，你想啥呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""随你高兴""}, {""sex"": ""1"", ""content"": ""让你高兴就是我最高兴的事情了。""}, {""sex"": ""1"", ""content"": ""原来你这么在意我高不高兴的嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不无聊啊""}, {""sex"": ""1"", ""content"": ""想我怎么会无聊啊""}, {""sex"": ""1"", ""content"": ""可以分享一下你不无聊的方法吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我尝尝""}, {""sex"": ""1"", ""content"": ""我怕你会对这个味道上瘾。""}, {""sex"": ""1"", ""content"": ""亲我一下就给你尝尝。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要不要尝尝""}, {""sex"": ""1"", ""content"": ""要要要，要你亲手喂我吃。""}, {""sex"": ""1"", ""content"": ""我尝完会不会上瘾呀？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有机会尝尝你的手艺""}, {""sex"": ""1"", ""content"": ""我只给我老婆尝我的手艺。""}, {""sex"": ""1"", ""content"": ""想蹭饭就直说啦，不要说得这么好听。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""找别的小哥哥""}, {""sex"": ""1"", ""content"": ""你敢，信不信我直接来个飞踢！""}, {""sex"": ""1"", ""content"": ""请标注你是有小哥哥的人！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有希望了""}, {""sex"": ""1"", ""content"": ""有希望有希望，生活要充满希望才会有盼头啊。""}, {""sex"": ""1"", ""content"": ""没有希望我也会创造希望的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""希望不会""}, {""sex"": ""1"", ""content"": ""我也希望不会，一定会好好的。""}, {""sex"": ""1"", ""content"": ""老天爷肯定不会让你这个小仙女的希望落空的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""灭了你啊""}, {""sex"": ""1"", ""content"": ""你要是把我灭了，你就准备当寡妇吧！""}, {""sex"": ""1"", ""content"": ""小样，谁灭了谁还不一定呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你有问题吧""}, {""sex"": ""1"", ""content"": ""我的所有问题都是关于你的。""}, {""sex"": ""1"", ""content"": ""有啊，想让你来帮我解决解决。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""无聊一整天""}, {""sex"": ""1"", ""content"": ""我这不是出现了吗。""}, {""sex"": ""1"", ""content"": ""那我陪你聊个五块钱的，满意了再续费""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可怜啊""}, {""sex"": ""1"", ""content"": ""摸摸头，才不可怜呢，我会好好疼爱你的。""}, {""sex"": ""1"", ""content"": ""我都这样了你是不是应该安慰安慰我？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""喜欢帅""}, {""sex"": ""1"", ""content"": ""那你就喜欢这样的我吧。""}, {""sex"": ""1"", ""content"": ""这么帅的，你有木有心动。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你的魅力""}, {""sex"": ""1"", ""content"": ""是不是被我的魅力给吸引了。""}, {""sex"": ""1"", ""content"": ""我收一收我的魅力，免得它到处去害人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""梦里打你""}, {""sex"": ""1"", ""content"": ""你就是想在梦里欺负我是不是！""}, {""sex"": ""1"", ""content"": ""那我能咋办呢，只能挨打了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要当真了""}, {""sex"": ""1"", ""content"": ""那你就当真吧，本来我说的也是真心话。""}, {""sex"": ""1"", ""content"": ""你要是不当真我还要跟你急呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""总说梦到我，梦到过么""}, {""sex"": ""1"", ""content"": ""昨天你在梦里还偷偷亲我了呢。""}, {""sex"": ""1"", ""content"": ""天天梦你，你说呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这么无情""}, {""sex"": ""1"", ""content"": ""现在有多无情，那么被伤害之前就有多有情。""}, {""sex"": ""1"", ""content"": ""难道无情有什么不好的地方吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想认识你""}, {""sex"": ""1"", ""content"": ""你是不是看上我的脸了？""}, {""sex"": ""1"", ""content"": ""没想到我们还没正式认识，就这么有默契了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要求高吗""}, {""sex"": ""1"", ""content"": ""别担心，我的要求你都能达到""}, {""sex"": ""1"", ""content"": ""你是小仙女，你要自信自己能够达到我的要求呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""进步""}, {""sex"": ""1"", ""content"": ""有进步是不是说明其实我没有那么糟""}, {""sex"": ""1"", ""content"": ""我想离你更近一点更近一点，直到能够跟优秀的你并肩""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你经常玩这个嘛""}, {""sex"": ""1"", ""content"": ""我也是偶尔玩一下，玩这个也就跟你聊聊天。""}, {""sex"": ""1"", ""content"": ""为了你我可以经常玩。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""爱心便当""}, {""sex"": ""1"", ""content"": ""以后每天都给你做爱心便当，让你感受到满满的爱。""}, {""sex"": ""1"", ""content"": ""什么时候能吃到你亲手做的爱心便当呀？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""激励""}, {""sex"": ""1"", ""content"": ""有小仙女的激励就是我最大的动力了。""}, {""sex"": ""1"", ""content"": ""被小仙女激励我觉得心里暖暖的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你理解我吗""}, {""sex"": ""1"", ""content"": ""当然，你是我喜欢的人，我当然理解你。""}, {""sex"": ""1"", ""content"": ""就算全世界都没有人理解你，我也会理解你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不能理解""}, {""sex"": ""1"", ""content"": ""这都不能理解，一定是你太笨了。""}, {""sex"": ""1"", ""content"": ""哪里不理解，我给你解释解释。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不会想打我吧""}, {""sex"": ""1"", ""content"": ""我打你这个小可爱干嘛。""}, {""sex"": ""1"", ""content"": ""我才舍不得带你呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你还是和以前一样""}, {""sex"": ""1"", ""content"": ""我还是从前那个少年没有一丝丝改变！""}, {""sex"": ""1"", ""content"": ""想要去做改变但是害怕你认不出我。""}], ""lock"": 1}"
