"{""chat"": [{""sex"": ""2"", ""content"": ""想搭讪的话，建议你换一个方法""}, {""sex"": ""1"", ""content"": ""我对你的建议很感兴趣，讲来听听，讲得好可以考虑留电话给你哦。""}, {""sex"": ""2"", ""content"": ""那得看你值不值得我建议。""}, {""sex"": ""1"", ""content"": ""我给你 5 块钱，怎么样,还不用找钱哦""}, {""sex"": ""2"", ""content"": ""那不是很值得我建议。""}, {""sex"": ""1"", ""content"": ""看你年纪不大，怎么记性这么不好，如果不值得你建议那你刚才怎么会建议我换一个方法呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""1"", ""content"": ""你很有气质，能交个朋友吗""}, {""sex"": ""2"", ""content"": ""我们又不认识?""}, {""sex"": ""1"", ""content"": ""世界上其实没有陌生的两个人，只有还没相识的两个朋友，让我们彼此多一个朋友好吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那交个朋友吧""}, {""sex"": ""1"", ""content"": ""现在不就已经是朋友了吗？""}, {""sex"": ""1"", ""content"": ""你好，很高兴做你的朋友。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""眼神开始迷离了""}, {""sex"": ""1"", ""content"": ""眼里就一个你，怎么会迷离呢。""}, {""sex"": ""1"", ""content"": ""迷离的小眼神，真的好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""短故事""}, {""sex"": ""1"", ""content"": ""我们的故事很长，一辈子都讲不完。""}, {""sex"": ""1"", ""content"": ""所有的故事都不如有你的故事精彩。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小哥哥 好""}, {""sex"": ""1"", ""content"": ""小哥哥缺一个人过节，你要不要考虑一下？""}, {""sex"": ""1"", ""content"": ""小哥哥不好，因为没有见到你美丽的容颜""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""爆个照""}, {""sex"": ""1"", ""content"": ""照片有啥好爆的啊，要不我给你爆个人""}, {""sex"": ""1"", ""content"": ""这么好看的照片怎么敢乱来呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪个好看嘛""}, {""sex"": ""1"", ""content"": ""我觉得吧，还是你好看。""}, {""sex"": ""1"", ""content"": ""你穿哪个都是好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""酸甜苦辣喜欢哪个""}, {""sex"": ""1"", ""content"": ""小孩子才做选择，大人全都要！""}, {""sex"": ""1"", ""content"": ""你喜欢哪个我就喜欢哪个。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你找话题""}, {""sex"": ""1"", ""content"": ""你负责撩，话题我来！""}, {""sex"": ""1"", ""content"": ""都怪我不会说话，才找不到话题，真的对不起""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""聊天话题""}, {""sex"": ""1"", ""content"": ""只要是跟喜欢的人在一起，不管聊什么话题我都觉得好开心""}, {""sex"": ""1"", ""content"": ""小仙女想聊什么话题，我都可以陪你聊哦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""；东西""}, {""sex"": ""1"", ""content"": ""我是你的东还是你的西""}, {""sex"": ""1"", ""content"": ""我做你一个人的东西好不好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""笑屁啊""}, {""sex"": ""1"", ""content"": ""要你管，你又不是我老婆。""}, {""sex"": ""1"", ""content"": ""这么霸道，笑都不行吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我就是你的宝藏女孩""}, {""sex"": ""1"", ""content"": ""我的宝藏女孩你可让我好找啊！""}, {""sex"": ""1"", ""content"": ""终于找到了我的宝藏女孩，我可得好好珍惜啊！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为什么这么热""}, {""sex"": ""1"", ""content"": ""这个问题就得问问老天爷了""}, {""sex"": ""1"", ""content"": ""我也想知道为什么这么热，是想要把我们烤焦吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""能帮个忙吗""}, {""sex"": ""1"", ""content"": ""可以呀，需要我帮什么忙？""}, {""sex"": ""1"", ""content"": ""当然可以，想让我帮什么忙尽管开口。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这个天气""}, {""sex"": ""1"", ""content"": ""感觉非常适合我们出门约个会。""}, {""sex"": ""1"", ""content"": ""听说这个天气与你很配哟。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""心动女生""}, {""sex"": ""1"", ""content"": ""第一眼就心动的人怎么甘心只做朋友？""}, {""sex"": ""1"", ""content"": ""你就是我要pick的心动女生。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这个人呐""}, {""sex"": ""1"", ""content"": ""我这个人呀，特别喜欢你。""}, {""sex"": ""1"", ""content"": ""怎么感觉小仙女这么无奈呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谈啥恋爱""}, {""sex"": ""1"", ""content"": ""谈一场不分手的恋爱！""}, {""sex"": ""1"", ""content"": ""我不谈恋爱，只会结婚。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想法危险""}, {""sex"": ""1"", ""content"": ""在危险的边缘疯狂试探。""}, {""sex"": ""1"", ""content"": ""虽然很危险，但是我控制不住自己的想法。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没话题""}, {""sex"": ""1"", ""content"": ""即使没话题我也舍不得结束跟你的聊天。""}, {""sex"": ""1"", ""content"": ""其实我心里有一箩筐的话想跟你说，只是不知道从何说起。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""寻找话题""}, {""sex"": ""1"", ""content"": ""你想聊高大上的还是接地气的？""}, {""sex"": ""1"", ""content"": ""我们可以从童年趣事聊到人生理想，你想聊什么都可以。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""发红包了""}, {""sex"": ""1"", ""content"": ""我已经准备接收到你的红包了。""}, {""sex"": ""1"", ""content"": ""看来今天这个红包是我的了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不要发红包""}, {""sex"": ""1"", ""content"": ""别人求着我发红包，你倒好，还叫我不要发。""}, {""sex"": ""1"", ""content"": ""你不想要红包，那你想要什么呀？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这话说的""}, {""sex"": ""1"", ""content"": ""是不是觉得我说的相当有理。""}, {""sex"": ""2"", ""content"": ""并没有。""}, {""sex"": ""1"", ""content"": ""我知道你想夸我，可是又不好意思，对吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这么会说话的吗""}, {""sex"": ""1"", ""content"": ""为了和你说话专门特训过""}, {""sex"": ""1"", ""content"": ""我还剩下好多的甜言蜜语还没和你说呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""坏人会说自己是坏人吗""}, {""sex"": ""1"", ""content"": ""可是好人会一直说自己是好人。""}, {""sex"": ""1"", ""content"": ""我这种坏人就会说自己是坏人的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我好无助""}, {""sex"": ""1"", ""content"": ""有我呢，抱一下！""}, {""sex"": ""1"", ""content"": ""好了，这不是还有我的吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""生命""}, {""sex"": ""1"", ""content"": ""生命是如此脆弱，明天和意外永远不知道哪个先来。""}, {""sex"": ""1"", ""content"": ""生命只有一次，我们都要好好活着。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""都是命""}, {""sex"": ""1"", ""content"": ""冥冥中自有天意啊！""}, {""sex"": ""1"", ""content"": ""命里有时终须有，命里无时莫强求""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那不会的""}, {""sex"": ""1"", ""content"": ""希望你也不会讨厌我。""}, {""sex"": ""1"", ""content"": ""还好不会，不然我会很伤心的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你误会我了""}, {""sex"": ""1"", ""content"": ""那你想想办法消除我的误会。""}, {""sex"": ""1"", ""content"": ""我误会你什么了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""会死""}, {""sex"": ""1"", ""content"": ""瞎说，肯定会活得好好的""}, {""sex"": ""1"", ""content"": ""不会不会，死可不是这么简单的事""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""会打游戏吗""}, {""sex"": ""1"", ""content"": ""必须的，我可是游戏高手。""}, {""sex"": ""1"", ""content"": ""现在难道还有几个男生是不会打游戏的吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""会算命吗""}, {""sex"": ""1"", ""content"": ""会啊，我掐指一算，你命里缺我。""}, {""sex"": ""1"", ""content"": ""虽然我不会算命，但我知道你的命运跟我的命运肯定会缠绕不清。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你还会做饭呢""}, {""sex"": ""1"", ""content"": ""做个家庭煮男不行啊！""}, {""sex"": ""1"", ""content"": ""你不会做饭，那只好我来咯。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不会做饭哦""}, {""sex"": ""1"", ""content"": ""放心吧，我不会让你做饭的。""}, {""sex"": ""1"", ""content"": ""怎么，有我在还担心做饭吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""都会好的""}, {""sex"": ""1"", ""content"": ""有你在我身边，一切都会好起来的。""}, {""sex"": ""1"", ""content"": ""难不成你给我偷偷算过命？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真会说话。""}, {""sex"": ""1"", ""content"": ""不止会说话，还很会亲嘴呢，免费给你体验下吧。""}, {""sex"": ""1"", ""content"": ""这嘴可能遇见你就变得很会说话了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""会不会说话""}, {""sex"": ""1"", ""content"": ""我要是说不会呢？""}, {""sex"": ""2"", ""content"": ""那就揍你。""}, {""sex"": ""1"", ""content"": ""我怎么喜欢上了一个暴力的女孩子呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你会唱歌嘛""}, {""sex"": ""1"", ""content"": ""你会听歌吗。""}, {""sex"": ""1"", ""content"": ""你怕你晚上睡不着。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可能会吧""}, {""sex"": ""1"", ""content"": ""你能给我一个肯定的回答吗？""}, {""sex"": ""1"", ""content"": ""不是可能，是一定会。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""抱着你睡觉觉""}, {""sex"": ""1"", ""content"": ""在我的怀抱里睡觉你一定会睡得更香的。""}, {""sex"": ""1"", ""content"": ""我要一辈子都抱着你睡。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好会说话哟""}, {""sex"": ""1"", ""content"": ""还好吧，也就是一般般的会说话。""}, {""sex"": ""1"", ""content"": ""我这么会说话，你觉得好吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想你咋办""}, {""sex"": ""1"", ""content"": ""突然就很想飞到你身边去见你。""}, {""sex"": ""1"", ""content"": ""亲一口，我也好想好想你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我自己养自己""}, {""sex"": ""1"", ""content"": ""那不行，仙女怎么可以自己养自己呢。""}, {""sex"": ""1"", ""content"": ""那要不，顺带把我也给养了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""丢了就丢了""}, {""sex"": ""1"", ""content"": ""爱你的心怎么可以丢呢。""}, {""sex"": ""1"", ""content"": ""喜欢一个人怎么可以说丢就丢呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""差点丢了""}, {""sex"": ""1"", ""content"": ""还好只是差点，而不是真的丢了""}, {""sex"": ""1"", ""content"": ""没关系，丢了我也会想办法帮你找回来""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""太会撩人了""}, {""sex"": ""1"", ""content"": ""不会撩别人，只会撩你。""}, {""sex"": ""1"", ""content"": ""还不是你太可爱了，让我忍不住想撩的心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""撩我啊？""}, {""sex"": ""1"", ""content"": ""你说撩就撩啊，这多没面子啊！""}, {""sex"": ""1"", ""content"": ""我已经在撩你了，难道你没发现吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我好幸运""}, {""sex"": ""1"", ""content"": ""我也觉得你很幸运，不然我也不会遇见你。""}, {""sex"": ""1"", ""content"": ""这么幸运的已经不多见了吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""挺会聊天的""}, {""sex"": ""1"", ""content"": ""那必须的，不然怎么和你聊得来呢。""}, {""sex"": ""1"", ""content"": ""聊天只是我的一项功能，我还会撩呢，要试试吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好会撩妹哦""}, {""sex"": ""1"", ""content"": ""错！我只是很会撩你。""}, {""sex"": ""1"", ""content"": ""一身技能总不能无处施展吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好会撩噢""}, {""sex"": ""1"", ""content"": ""遇到喜欢的人，很容易控制不住自己的。""}, {""sex"": ""1"", ""content"": ""长得这么好看，不撩下都对不起自己了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你还会有心痛的时候啊""}, {""sex"": ""1"", ""content"": ""你在我心里蹦跶的时候，我能不心痛吗。""}, {""sex"": ""1"", ""content"": ""你的本事不就是让我心痛吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""脚痛啊""}, {""sex"": ""1"", ""content"": ""怎么把脚搞痛了？是不是不小心撞到哪里了？""}, {""sex"": ""1"", ""content"": ""我也好痛啊，我是心痛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真的假不了假的真不了""}, {""sex"": ""1"", ""content"": ""对啊，所以我对你的真心是假不了的。""}, {""sex"": ""1"", ""content"": ""可是这个世界的真真假假太难分辨了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""夸我自己""}, {""sex"": ""1"", ""content"": ""哇，你这也太自恋了吧""}, {""sex"": ""1"", ""content"": ""要夸也是夸我呀，怎么能夸你自己呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""希望越大失望越大""}, {""sex"": ""1"", ""content"": ""我要做的是从来不会让你失望的那个人。""}, {""sex"": ""1"", ""content"": ""我希望你做我女朋友，你会让我失望吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""家里躺""}, {""sex"": ""1"", ""content"": ""躺着很舒服吧，羡慕！""}, {""sex"": ""1"", ""content"": ""我家随时欢迎你来躺哦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""害羞。""}, {""sex"": ""1"", ""content"": ""会害羞的女孩子最可爱了。""}, {""sex"": ""1"", ""content"": ""真想亲眼看看你害羞的样子，肯定很可爱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""歇一会儿""}, {""sex"": ""1"", ""content"": ""嗯嗯，那你好好休息休息""}, {""sex"": ""1"", ""content"": ""到我怀里来歇息，能恢复得更好哦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""挺不开心的""}, {""sex"": ""1"", ""content"": ""怎么啦，遇到什么烦心事了吗？""}, {""sex"": ""1"", ""content"": ""不开心的时候找我就对了，我会让你开心起来的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天挺开心的""}, {""sex"": ""1"", ""content"": ""我的开心都是与你相关啊。""}, {""sex"": ""1"", ""content"": ""开心有你会更开心啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你敢欺负我""}, {""sex"": ""1"", ""content"": ""为什么不敢，欺负你是我的使命！""}, {""sex"": ""1"", ""content"": ""不但欺负你，还要一直欺负你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""忙了会""}, {""sex"": ""1"", ""content"": ""别忙得都喘不过气来了，还是要适当休息休息。""}, {""sex"": ""1"", ""content"": ""辛苦小仙女了，那你现在忙完了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是我要努力""}, {""sex"": ""1"", ""content"": ""我也要努力的去喜欢你。""}, {""sex"": ""1"", ""content"": ""一起努力！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早安[愉快]""}, {""sex"": ""1"", ""content"": ""早呀，我的小太阳。""}, {""sex"": ""1"", ""content"": ""又要开启愉快的一天了，早安小仙女。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""开学快乐""}, {""sex"": ""1"", ""content"": ""开学了，我的快乐不见了。""}, {""sex"": ""1"", ""content"": ""终于开学了，我太想念学校了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看我眼睛""}, {""sex"": ""1"", ""content"": ""里面怎么住了一个我啊。""}, {""sex"": ""1"", ""content"": ""眼睛是心灵的窗户，你是想让我看你的心吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""眼睛都肿了""}, {""sex"": ""1"", ""content"": ""心疼我的小宝贝，真想亲亲你的眼睛""}, {""sex"": ""1"", ""content"": ""家里有鸡蛋吗，把鸡蛋煮熟了给眼睛消消肿""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""秋高气爽 适合爬山""}, {""sex"": ""1"", ""content"": ""非常适合带上我一起去爬山。""}, {""sex"": ""1"", ""content"": ""你需要一个扛包的人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没读过书""}, {""sex"": ""1"", ""content"": ""没关系，余生读我这一本书就够了。""}, {""sex"": ""1"", ""content"": ""你想学什么？我来教你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你才臭""}, {""sex"": ""1"", ""content"": ""我最新才买的肥皂，怎么可能臭呢。""}, {""sex"": ""1"", ""content"": ""我刚洗的澡，一点都不会臭！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""傻人""}, {""sex"": ""1"", ""content"": ""这个傻人，很喜欢你""}, {""sex"": ""1"", ""content"": ""傻人有傻福，才会让我遇见你了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真诚的""}, {""sex"": ""1"", ""content"": ""交朋友就是要拿出最真诚的态度才行""}, {""sex"": ""1"", ""content"": ""你有看到我的一片真心吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很真诚""}, {""sex"": ""1"", ""content"": ""就是这么真诚！""}, {""sex"": ""1"", ""content"": ""不真诚都对不起自己了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不嫁人了""}, {""sex"": ""1"", ""content"": ""那我娶你好不好？""}, {""sex"": ""1"", ""content"": ""我在的时候怎么容许你不嫁人呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不信。""}, {""sex"": ""1"", ""content"": ""你居然不相信我，太让人伤心了。""}, {""sex"": ""1"", ""content"": ""你对我多一点信任好不好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你怎么知道我好不好看""}, {""sex"": ""1"", ""content"": ""这不是明摆着你肯定是好看的啦！""}, {""sex"": ""1"", ""content"": ""小仙女难道还有不好看的？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天？""}, {""sex"": ""1"", ""content"": ""嗯呢，有没有很期待？""}, {""sex"": ""1"", ""content"": ""你要是今天不方便，明天也行，后天也行。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我上班去啦""}, {""sex"": ""1"", ""content"": ""去吧，皮卡丘！""}, {""sex"": ""1"", ""content"": ""好好工作，努力上班。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""头像开场白""}, {""sex"": ""1"", ""content"": ""小仙女的头像真好看，一定是你的本人吧。""}, {""sex"": ""1"", ""content"": ""从你的头像我就可以看出来你是个可爱的人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不起""}, {""sex"": ""1"", ""content"": ""再赖床就要打小屁屁了。""}, {""sex"": ""1"", ""content"": ""亲我一下就允许你不起。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我挺喜欢的""}, {""sex"": ""1"", ""content"": ""我也挺喜欢你的。""}, {""sex"": ""1"", ""content"": ""让你说出喜欢这两个字可真不容易。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不喜欢这样""}, {""sex"": ""1"", ""content"": ""那按你喜欢的方式来好不好？""}, {""sex"": ""1"", ""content"": ""小仙女不喜欢那咱们就不这样了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你知道我喜欢你吗""}, {""sex"": ""1"", ""content"": ""你喜欢我？怎么不早点告诉我，害我暗恋你这么久。""}, {""sex"": ""1"", ""content"": ""知道，我一直在等你能憋多久。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是吃不胖的""}, {""sex"": ""1"", ""content"": ""要是我来喂，肯定胖！""}, {""sex"": ""1"", ""content"": ""你信不信我把你当猪来养，我看你胖不胖。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""也不开心""}, {""sex"": ""1"", ""content"": ""那我得好好想想怎么才能让你开心了。""}, {""sex"": ""1"", ""content"": ""当不开心与不开心相遇就变成开心了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好开心""}, {""sex"": ""1"", ""content"": ""遇到你就开始变得开心了。""}, {""sex"": ""1"", ""content"": ""能看到仙女，这难道不值得开心吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我现在不想理你""}, {""sex"": ""1"", ""content"": ""你不理我，我偏要理你""}, {""sex"": ""1"", ""content"": ""你都不理我，我都成“狗不理”了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我什么时候满脑子都是吃的？""}, {""sex"": ""1"", ""content"": ""吃货不是满脑子都是吃的嘛！""}, {""sex"": ""1"", ""content"": ""当你饿的时候！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真的假的呀？""}, {""sex"": ""1"", ""content"": ""我是真的喜欢你好不好。""}, {""sex"": ""1"", ""content"": ""和钻石一样真好不好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我猜你现在""}, {""sex"": ""1"", ""content"": ""不用猜了，百分之二百的在想你。""}, {""sex"": ""1"", ""content"": ""猜对了，给你一份大奖励呦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""猜我在干嘛呢""}, {""sex"": ""1"", ""content"": ""这还用猜吗，肯定是在想我""}, {""sex"": ""1"", ""content"": ""猜对有奖吗，没有奖我可不猜哦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""飘飘然""}, {""sex"": ""1"", ""content"": ""看样子小仙女的心情很好嘛""}, {""sex"": ""1"", ""content"": ""真担心你飘走了就不回来了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""咋照顾""}, {""sex"": ""1"", ""content"": ""守在你身边，无论黑夜白天。""}, {""sex"": ""1"", ""content"": ""当然是我亲自来照顾啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""得病了""}, {""sex"": ""1"", ""content"": ""有没有去看医生？有没有吃药？""}, {""sex"": ""1"", ""content"": ""你看你，又没有好好照顾自己，让我担心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早点睡吧，11点啦。""}, {""sex"": ""1"", ""content"": ""我是夜猫子，十一点对我来说太早了。""}, {""sex"": ""1"", ""content"": ""嗯嗯，小仙女晚安，睡个好觉。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""昨晚睡得有点早""}, {""sex"": ""1"", ""content"": ""果然女孩子都是要睡美容觉的呀。""}, {""sex"": ""1"", ""content"": ""很好啊，早睡早起对身体好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""太舍得了""}, {""sex"": ""1"", ""content"": ""有舍才会有得啊！""}, {""sex"": ""1"", ""content"": ""你这样我的心会痛的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你之前谈过恋爱吗""}, {""sex"": ""1"", ""content"": ""你希望我之前谈过恋爱嘛？""}, {""sex"": ""1"", ""content"": ""有啊，不过我现在只想谈最后一场恋爱了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你可以试试""}, {""sex"": ""1"", ""content"": ""那我想试试跟你谈恋爱，你觉得可以吗？""}, {""sex"": ""1"", ""content"": ""也对，反正试试又不要钱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""当灯泡""}, {""sex"": ""1"", ""content"": ""咱们谈恋爱不香吗，为什么要去当灯泡？""}, {""sex"": ""1"", ""content"": ""有我在，你以后都不用当灯泡了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""黑""}, {""sex"": ""1"", ""content"": ""其实黑暗是很温柔的。""}, {""sex"": ""2"", ""content"": ""是吗？""}, {""sex"": ""1"", ""content"": ""因为你总能在黑暗中找到最光亮的地方。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你黑不黑""}, {""sex"": ""1"", ""content"": ""我们白着呢~""}, {""sex"": ""1"", ""content"": ""跟你比肯定是要比你黑的呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哭了一会儿""}, {""sex"": ""1"", ""content"": ""是谁又惹你哭鼻子了，我要告他！""}, {""sex"": ""1"", ""content"": ""小姐姐为什么哭泣呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我在你眼里是什么样的""}, {""sex"": ""1"", ""content"": ""我觉得挺不错的，不如做我女朋友？""}, {""sex"": ""1"", ""content"": ""我想现在对你的评价肯定还不够全面，不如等我们了解得更深入之后再说呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早个头""}, {""sex"": ""1"", ""content"": ""我的头也想 给你说早上好""}, {""sex"": ""1"", ""content"": ""宝贝一大早就很有活力呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""祝我好运""}, {""sex"": ""1"", ""content"": ""爱笑的女生向来运气都不会差的。""}, {""sex"": ""1"", ""content"": ""好运不就是你自己吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你真幸运""}, {""sex"": ""1"", ""content"": ""我的幸运都是因为遇见了你。""}, {""sex"": ""1"", ""content"": ""我要是真的幸运我就去买彩票了。""}], ""lock"": 1}"
