"{""chat"": [{""sex"": ""1"", ""content"": ""你说到哪儿汇合？COCOPARK，我这是在哪儿？（转向目标）哎，请问我们这个地方是在哪儿？""}, {""sex"": ""2"", ""content"": ""这里是……""}, {""sex"": ""1"", ""content"": ""谢谢！（对电话说）我在XXX，一会儿见。（转向目标）真是太谢谢你了，你一个人在这里逛街吗？""}, {""sex"": ""2"", ""content"": ""对啊，我和朋友……""}, {""sex"": ""1"", ""content"": ""噢，我也和朋友约在这里。我们在做一件很神奇的事情，你如果没什么事的话，不如一起来？我叫xxx……""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""1"", ""content"": ""难怪现在街上有气质的女孩子越来越少，原来全跑去做护士了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我美吗""}, {""sex"": ""1"", ""content"": ""别以为漂亮就可以让我动心，至少你还要够笨""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""1"", ""content"": ""那就让我们打破这份陌生 ，敢问 姑娘芳名？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哦那好吧""}, {""sex"": ""1"", ""content"": ""我感觉到你有一丝丝的失望。""}, {""sex"": ""1"", ""content"": ""要是不好你也可以告诉我哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你嘴很甜""}, {""sex"": ""1"", ""content"": ""可能是因为你才变得这么甜吧""}, {""sex"": ""1"", ""content"": ""再甜有你的笑甜吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我刚刚在上课""}, {""sex"": ""1"", ""content"": ""那现在是课间休息时间吗？""}, {""sex"": ""1"", ""content"": ""上课这么认真，我要向你们老师汇报。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在上语文课""}, {""sex"": ""1"", ""content"": ""上完语文课，是不是就知道如何对我说“我爱你”了？""}, {""sex"": ""1"", ""content"": ""那语文课你可得好好听课，这可是集中华文化博大精深的一门课。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""现在上课""}, {""sex"": ""1"", ""content"": ""上课肯定很无聊，是不是？""}, {""sex"": ""1"", ""content"": ""那你偷偷给我发消息，是不是想我了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""先上课了""}, {""sex"": ""1"", ""content"": ""好，那你先专心上课。""}, {""sex"": ""1"", ""content"": ""上完课要马上给我发消息哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这是你？""}, {""sex"": ""1"", ""content"": ""这么英俊潇洒除了我还能是谁""}, {""sex"": ""1"", ""content"": ""难道长得不像你未来老公吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""八月份""}, {""sex"": ""1"", ""content"": ""希望八月的晚风可以吹散很多的不愉快。""}, {""sex"": ""1"", ""content"": ""希望八月，天气凉快一点，西瓜甜一点，生活顺心一点。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""渣男语录吗""}, {""sex"": ""1"", ""content"": ""语录还有分渣不渣男的吗？!""}, {""sex"": ""1"", ""content"": ""渣不渣男你还不了解我吗！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""也就没事的时候想我""}, {""sex"": ""1"", ""content"": ""忙着上班赚钱娶你，只有没事的时候才能想你啊。""}, {""sex"": ""1"", ""content"": ""我怕我一直想脑子里会受不了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还在睡觉吗""}, {""sex"": ""1"", ""content"": ""除了睡觉也没事可以干了""}, {""sex"": ""1"", ""content"": ""你不让我睡觉就要对我负责""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""干嘛去了""}, {""sex"": ""1"", ""content"": ""我还想问你去干嘛呢""}, {""sex"": ""2"", ""content"": ""怎么了吗""}, {""sex"": ""1"", ""content"": ""我这么辛苦地喜欢你你也不过来抱抱我""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这种人都有""}, {""sex"": ""1"", ""content"": ""世界之大，无奇不有。""}, {""sex"": ""1"", ""content"": ""是啊，我也是第一次见到这样的人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有开始""}, {""sex"": ""1"", ""content"": ""那就从现在开始吧。""}, {""sex"": ""1"", ""content"": ""那你说要怎么做才能开始？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""无法表达""}, {""sex"": ""1"", ""content"": ""如果无法用言语表达，你就用行动表达吧。""}, {""sex"": ""1"", ""content"": ""是什么让小仙女如此为难？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你一定要幸福""}, {""sex"": ""1"", ""content"": ""我的幸福不就是你吗。""}, {""sex"": ""1"", ""content"": ""你给我幸福就好啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我好真幸福啊""}, {""sex"": ""1"", ""content"": ""希望你这幸福是有我的功劳。""}, {""sex"": ""1"", ""content"": ""我能参与你的幸福吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你追我吧""}, {""sex"": ""1"", ""content"": ""那你要跑得慢一点哦，这样我才能追到你。""}, {""sex"": ""1"", ""content"": ""追到了我可以有奖励吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你怎么感觉到的""}, {""sex"": ""1"", ""content"": ""因为我很用心，足够用心就能感觉到啦""}, {""sex"": ""1"", ""content"": ""我这么厉害当然一下子就感觉到啦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谁惹你了？""}, {""sex"": ""1"", ""content"": ""还有谁啊，除了你还有谁来惹我！""}, {""sex"": ""1"", ""content"": ""混世大魔王！你专门惹我的是不""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡午觉刚醒""}, {""sex"": ""1"", ""content"": ""睡醒以后又是元气满满的小仙女啦""}, {""sex"": ""1"", ""content"": ""原来仙女也是需要睡午觉的呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""疼的难受""}, {""sex"": ""1"", ""content"": ""看到你这么难受我觉得好心疼。""}, {""sex"": ""1"", ""content"": ""摸摸头，好想把你抱在怀里，这样就能减轻疼痛了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我刚刚摔了一跤""}, {""sex"": ""1"", ""content"": ""那你确定自己没有被摔坏？""}, {""sex"": ""1"", ""content"": ""以后你就不能好好的看着路吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是不是外面有狗了""}, {""sex"": ""1"", ""content"": ""我养了只猫，你要要看看""}, {""sex"": ""1"", ""content"": ""我又不想给被人吃狗粮。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我头昏""}, {""sex"": ""1"", ""content"": ""怎么啦？是不是生病了？""}, {""sex"": ""1"", ""content"": ""等等，要昏在我怀里才行！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪儿好""}, {""sex"": ""1"", ""content"": ""哪哪都觉得非常好！""}, {""sex"": ""1"", ""content"": ""只要是我认为好的人就没有不好的地方。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不再年轻""}, {""sex"": ""1"", ""content"": ""仙女永远十八，永远年轻。""}, {""sex"": ""1"", ""content"": ""虽然不再年轻，但都曾年轻过，这就足够了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我就笑笑，不说话""}, {""sex"": ""1"", ""content"": ""你就是传说中安静的微笑女神吗？""}, {""sex"": ""1"", ""content"": ""那我就静静地看着你的笑。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我说不出话？""}, {""sex"": ""1"", ""content"": ""你想说什么就说什么。""}, {""sex"": ""1"", ""content"": ""你心里想就好啦，我能听到。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""自己感觉""}, {""sex"": ""1"", ""content"": ""感觉是一种很玄妙的东西。""}, {""sex"": ""1"", ""content"": ""感觉还是你最好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""两个人在一起什么最重要""}, {""sex"": ""1"", ""content"": ""我觉得真诚最重要吧，两个人一定是要用真心交往的。""}, {""sex"": ""1"", ""content"": ""跟你在一起的话肯定是你最重要了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""周末开场白""}, {""sex"": ""1"", ""content"": ""可不可以约美女一起来谈谈?约在这个周末,或者您喜欢的哪一天""}, {""sex"": ""1"", ""content"": ""我猜周末的你一定很无聊，不如让我们一起做点有趣的事情？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""幽默开场白""}, {""sex"": ""1"", ""content"": ""你好，你订的男朋友到了""}, {""sex"": ""1"", ""content"": ""我叫xxx,马克思主义接班人""}, {""sex"": ""1"", ""content"": ""长得帅的先说话了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""男生开场白""}, {""sex"": ""1"", ""content"": ""Hi，刚才我一直在考虑，要怎样和你打个招呼，认识一下，或许你会觉得这很老套，但我真心觉得你蛮漂亮的。""}, {""sex"": ""1"", ""content"": ""Hi，你觉得我要问你什么样的问题才可以认识你呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你帅""}, {""sex"": ""1"", ""content"": ""我的帅可是公认的。""}, {""sex"": ""1"", ""content"": ""终于肯承认我的帅了吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""年龄太大了""}, {""sex"": ""1"", ""content"": ""我听说女生都喜欢大叔，不是吗？""}, {""sex"": ""1"", ""content"": ""年龄大一些可以给你更多的安全感。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你什么名字""}, {""sex"": ""1"", ""content"": ""姓老，名公，全名老公。""}, {""sex"": ""1"", ""content"": ""名字只是一个代号，我的代号是亲爱的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""问女生名字""}, {""sex"": ""1"", ""content"": ""你看过《你的名字》这部电影吗""}, {""sex"": ""1"", ""content"": ""不知道有没有这个荣幸知道小仙女的名字""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""难过吗""}, {""sex"": ""1"", ""content"": ""难过只是暂时的，还有快乐在等我呢。""}, {""sex"": ""1"", ""content"": ""难过的时候我想抱抱你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""最近吃胖了抗揍了是吧""}, {""sex"": ""1"", ""content"": ""那必须的，要是不抗揍这些肥肉有何用。""}, {""sex"": ""1"", ""content"": ""等会儿打轻点，不要打脸哈。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我很胆小""}, {""sex"": ""1"", ""content"": ""在我身边你就不会胆小了。""}, {""sex"": ""1"", ""content"": ""你放心吧，我会好好保护你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""下雨挺好的""}, {""sex"": ""1"", ""content"": ""原来小仙女喜欢下雨天吗？""}, {""sex"": ""1"", ""content"": ""下雨天路滑，你出门可要小心点哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早安  宝贝""}, {""sex"": ""1"", ""content"": ""我最喜欢听宝宝跟我说早安了""}, {""sex"": ""1"", ""content"": ""早安，我的仙女宝贝""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你今天怎么起那么早""}, {""sex"": ""1"", ""content"": ""不知道为什么梦里的你突然不见了，我就醒了""}, {""sex"": ""1"", ""content"": ""想多花点时间和你相处。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""生活好无趣""}, {""sex"": ""1"", ""content"": ""所以上帝派我来给你的生活来点乐趣了。""}, {""sex"": ""1"", ""content"": ""那就让我来做一些有趣的事情吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不精致""}, {""sex"": ""1"", ""content"": ""仙女不需要精致，因为你本来就够好看了。""}, {""sex"": ""1"", ""content"": ""交给我吧，我会让你变得精致起来的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我也很胖的""}, {""sex"": ""1"", ""content"": ""那我们正好可以好好减肥。""}, {""sex"": ""1"", ""content"": ""做个胖纸也真的是辛苦啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那肯定的呀""}, {""sex"": ""1"", ""content"": ""我也肯定是喜欢你的呀。""}, {""sex"": ""1"", ""content"": ""是嘛，我竟然都不知道呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""回我们一起去吃肉肉。""}, {""sex"": ""1"", ""content"": ""我要那种能吃很饱的肉肉！""}, {""sex"": ""1"", ""content"": ""吃肉肉可真的是一件很愉快的事情啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还要洗澡""}, {""sex"": ""1"", ""content"": ""那你记得洗香点，晚上抱着你不放手。""}, {""sex"": ""1"", ""content"": ""一起？我刚买的沐浴露可以给你用一下""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""偏执""}, {""sex"": ""1"", ""content"": ""那也是对你偏执的爱。""}, {""sex"": ""1"", ""content"": ""我下定决心的事就没有什么能动摇我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""漂亮什么""}, {""sex"": ""1"", ""content"": ""什么都漂亮，整个人都很漂亮""}, {""sex"": ""1"", ""content"": ""漂亮的小仙女呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""头好痛啊""}, {""sex"": ""1"", ""content"": ""我先带你去医院看看吧。""}, {""sex"": ""1"", ""content"": ""你这样，我心更痛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""喉咙好痛""}, {""sex"": ""1"", ""content"": ""这是感冒的预兆，赶紧多喝点白开水。""}, {""sex"": ""1"", ""content"": ""家里有没有吃喉咙痛的药？没有的话我这就给你买。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""声音不好听""}, {""sex"": ""1"", ""content"": ""你以为我不知道你是在跟我谦虚吗？""}, {""sex"": ""1"", ""content"": ""好不好听要我听过了才知道呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不可能啦""}, {""sex"": ""1"", ""content"": ""一切皆有可能。""}, {""sex"": ""1"", ""content"": ""那我就让这不可能变成可能。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""因为不可能""}, {""sex"": ""1"", ""content"": ""一切皆有可能，不试试怎么知道呢。""}, {""sex"": ""1"", ""content"": ""那我现在就让这不可能变成可能。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在客厅看电视""}, {""sex"": ""1"", ""content"": ""难道现在电视都比我好看了吗？""}, {""sex"": ""1"", ""content"": ""啥电视啊，要不一起看？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""撩我吗""}, {""sex"": ""1"", ""content"": ""撩一下这么可爱的你！""}, {""sex"": ""1"", ""content"": ""难道还不能让我来撩你嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好奇怪哦""}, {""sex"": ""1"", ""content"": ""怎么啦？小仙女觉得什么很奇怪？""}, {""sex"": ""1"", ""content"": ""喜欢一个人确实是很微妙的感觉。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么想起来找我了""}, {""sex"": ""1"", ""content"": ""一直都想找你的，一直怕会打扰你""}, {""sex"": ""1"", ""content"": ""你是不是一直在期待我找你呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你善良""}, {""sex"": ""1"", ""content"": ""善良的人都没有好结果。""}, {""sex"": ""1"", ""content"": ""再怎么善良还是得需要你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""良药""}, {""sex"": ""1"", ""content"": ""良药苦口利于病。""}, {""sex"": ""1"", ""content"": ""那我可不可以后面再吃颗糖啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我该叫你什么""}, {""sex"": ""1"", ""content"": ""亲爱的，宝贝猪，老公，相公……都可以啦。""}, {""sex"": ""1"", ""content"": ""既然早晚都要在一起，那你提前适应一下，要不就叫亲爱的吧？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没有做梦""}, {""sex"": ""1"", ""content"": ""那为什么你在说梦话呢。""}, {""sex"": ""1"", ""content"": ""可是梦里什么都有啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""╰(*°▽°*)╯你好~来聊聊天吧!""}, {""sex"": ""1"", ""content"": ""哇，我等小仙女等了好久啦""}, {""sex"": ""1"", ""content"": ""来呀，小仙女想聊什么呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是什么味道""}, {""sex"": ""1"", ""content"": ""要不你来尝一口我就告诉你。""}, {""sex"": ""1"", ""content"": ""我什么味道的，你还不清楚。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我在吃泡面""}, {""sex"": ""1"", ""content"": ""那么喜欢泡面还不如来泡我""}, {""sex"": ""1"", ""content"": ""你在长胖的路上一去不回头了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不能回家""}, {""sex"": ""1"", ""content"": ""不能回家的话就来我家吧。""}, {""sex"": ""1"", ""content"": ""怎么了，你忘带钥匙了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""说喜欢""}, {""sex"": ""1"", ""content"": ""喜欢说不出口，一张嘴已全部是爱""}, {""sex"": ""1"", ""content"": ""很多喜欢用说是说不清楚的，要用行动表达""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""会不会好好说话""}, {""sex"": ""1"", ""content"": ""我怕好好说话，你会听不懂。""}, {""sex"": ""1"", ""content"": ""好不容易和你保持在同一频道的呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这就是爱情""}, {""sex"": ""1"", ""content"": ""那正好我们可以来场爱情。""}, {""sex"": ""1"", ""content"": ""不妨我们试试看这爱情？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""给我讲个笑话吧。""}, {""sex"": ""1"", ""content"": ""小明最喜欢吃棒棒糖，小花最喜欢吃灌汤包，小白最喜欢吃冰淇淋，小兰最喜欢吃比萨饼，小朋友你最喜欢吃什么？叔叔买给你！祝你六一儿童节""}, {""sex"": ""1"", ""content"": ""送你一条性感开裆裤，可以穿着到处散步；送你一张时尚尿不湿，没事可以擦擦鼻涕；送你一条快乐小短信，可以伴你六一好心情。儿童节快乐！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""避风港""}, {""sex"": ""1"", ""content"": ""让我做你一辈子的避风港吧。""}, {""sex"": ""1"", ""content"": ""多希望在我失落难过的时候你会是我的避风港。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有那么好""}, {""sex"": ""1"", ""content"": ""可是在我心里你就是这么的好啊。""}, {""sex"": ""1"", ""content"": ""可能你觉得没有那么好，但是我觉得你是最好的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们永远在一起""}, {""sex"": ""1"", ""content"": ""必须永远在爱一起！""}, {""sex"": ""1"", ""content"": ""手拉手，不再分开了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想去化妆美美的妆""}, {""sex"": ""1"", ""content"": ""不，你已经够美美的了。""}, {""sex"": ""1"", ""content"": ""像你这么好看的人还需要美美的妆？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""加个好友嘛""}, {""sex"": ""1"", ""content"": ""加了威信要带我回家吗""}, {""sex"": ""1"", ""content"": ""可我不想只做好友哦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哭了好久""}, {""sex"": ""1"", ""content"": ""哭的梨花带雨的，我心疼死了。""}, {""sex"": ""1"", ""content"": ""第一次看到哭了这么久还能这么好看的人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""六一节日快乐""}, {""sex"": ""1"", ""content"": ""使生活如此美丽的，是我们藏起来的真诚和童心，小仙女六一儿童节快乐！""}, {""sex"": ""1"", ""content"": ""其实我每天都很快乐呀，因为我每天都是小朋友。""}, {""sex"": ""1"", ""content"": ""小可爱儿童节快乐，要做个开开心心没有烦恼的小甜心哦。""}, {""sex"": ""1"", ""content"": ""宝贝，愿你童心未泯，童颜永存，一切皆甜。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在吗""}, {""sex"": ""1"", ""content"": ""一句在吗我怎么知道自己该说啥""}, {""sex"": ""2"", ""content"": ""你只要说你在不在就好了""}, {""sex"": ""1"", ""content"": ""如果是你找我那我必须在呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在吧""}, {""sex"": ""1"", ""content"": ""只要你找我都在""}, {""sex"": ""1"", ""content"": ""不在就不会回你了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在不在""}, {""sex"": ""1"", ""content"": ""只要你想找我，我都会在。""}, {""sex"": ""2"", ""content"": ""你真好。""}, {""sex"": ""1"", ""content"": ""因为我知道你找不到我会很没安全感，我舍不得你难过。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不想和你去""}, {""sex"": ""1"", ""content"": ""干嘛不想和我去，难道你外面有狗了？""}, {""sex"": ""1"", ""content"": ""你不和我去我可就带别人去了哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""当然不介意""}, {""sex"": ""1"", ""content"": ""既然小仙女都说不介意了那我就不客气啦。""}, {""sex"": ""1"", ""content"": ""我就知道小仙女是不会那么小气的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""附近开场白""}, {""sex"": ""1"", ""content"": ""原来在我附近有一个小仙女的存在呀。""}, {""sex"": ""1"", ""content"": ""我们离得好近啊，这么有缘可以交个朋友吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""如果他们很厉害怎么办""}, {""sex"": ""1"", ""content"": ""那能怎么办，只能硬着头皮上。""}, {""sex"": ""1"", ""content"": ""那只能听上天的安排了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""如果父母不接受对方，怎么办""}, {""sex"": ""1"", ""content"": ""那能怎么办，私奔了解一下！""}, {""sex"": ""1"", ""content"": ""真爱总会冲破所有的阻拦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你喜欢她哪里""}, {""sex"": ""1"", ""content"": ""说不清哪里好，但就是喜欢""}, {""sex"": ""1"", ""content"": ""情不知所起，一往而深""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃早餐了吗""}, {""sex"": ""1"", ""content"": ""你难道是想和我一起吃早餐吗？""}, {""sex"": ""1"", ""content"": ""我要说没吃是不是可以让你给我带早餐。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想你回来""}, {""sex"": ""1"", ""content"": ""我已经在回来的路上了。""}, {""sex"": ""1"", ""content"": ""那你努力点想，这我就有可能马上回来了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我去忙了""}, {""sex"": ""1"", ""content"": ""忙的时候顺便做一件事。""}, {""sex"": ""2"", ""content"": ""什么事？""}, {""sex"": ""1"", ""content"": ""一边忙一边想我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有时间呀""}, {""sex"": ""1"", ""content"": ""以后慢慢的就有时间了""}, {""sex"": ""1"", ""content"": ""时间就像海绵里的水挤一挤还是会有的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我比你大好不好""}, {""sex"": ""1"", ""content"": ""我喜欢比我大成熟的不好吗。""}, {""sex"": ""1"", ""content"": ""老牛吃嫩草，你赚到了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""都吃完饭了""}, {""sex"": ""1"", ""content"": ""让我检查一下有没有吃饱。""}, {""sex"": ""1"", ""content"": ""我今天吃的这个味道很不错，下次带你来试试。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""自己过七夕""}, {""sex"": ""1"", ""content"": ""自己过太孤单了，我们一起过吧""}, {""sex"": ""1"", ""content"": ""要不我陪你过吧，反正我也是一个人""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你都抛弃我了""}, {""sex"": ""1"", ""content"": ""我貌似没有理由去抛弃一个我喜欢的人。""}, {""sex"": ""1"", ""content"": ""抛弃你干嘛啊，我没有理由的啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哎，无聊""}, {""sex"": ""1"", ""content"": ""无聊的话，我们来谈谈恋爱。""}, {""sex"": ""1"", ""content"": ""要是我在你身边就不会无聊了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""无聊阿""}, {""sex"": ""1"", ""content"": ""有我在的时候不就不会无聊了吗！""}, {""sex"": ""1"", ""content"": ""无聊的时候不妨想会儿我好了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""挺会说话的""}, {""sex"": ""1"", ""content"": ""为了和你搭话我专门练习过""}, {""sex"": ""1"", ""content"": ""毕竟是九年义务教育出来的，战斗力当然可以""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你的话能信吗""}, {""sex"": ""1"", ""content"": ""难道我就这么不值得被你相信吗？""}, {""sex"": ""1"", ""content"": ""为什么不信呢，我觉得你可以来相信。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""聊点什么好呢""}, {""sex"": ""1"", ""content"": ""别聊了，我撩你好不好。""}, {""sex"": ""1"", ""content"": ""聊聊我是怎么喜欢上你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""人啊""}, {""sex"": ""1"", ""content"": ""你不是人，你是仙女""}, {""sex"": ""1"", ""content"": ""人啊，总是欲求不满，得到了就会想要拥有更多""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你爱发不发""}, {""sex"": ""1"", ""content"": ""我这不是怕发了，你会受不了吗。""}, {""sex"": ""1"", ""content"": ""咋滴，还用上激将法啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好荣幸啊""}, {""sex"": ""1"", ""content"": ""能够遇到小仙女也是我的荣幸呀。""}, {""sex"": ""1"", ""content"": ""能够出现在你生命里，我也觉得很荣幸。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""回你消息呀""}, {""sex"": ""1"", ""content"": ""你给的消息秒回，等你的消息轮回。""}, {""sex"": ""1"", ""content"": ""那你什么时候可以回复下我喜欢你呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为你高兴""}, {""sex"": ""1"", ""content"": ""希望这份高兴是与你相关的。""}, {""sex"": ""1"", ""content"": ""你高兴了我才会高兴呀。""}], ""lock"": 1}"
