"{""chat"": [{""sex"": ""2"", ""content"": ""你是?""}, {""sex"": ""1"", ""content"": ""我是一个很想认识你的人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""以前怎么没见过你""}, {""sex"": ""1"", ""content"": ""傻瓜，不早就在你心里了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不理你。""}, {""sex"": ""1"", ""content"": ""你这样做会失去我这个帅哥的""}, {""sex"": ""1"", ""content"": ""你要是不理我，你怕是要无聊死啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""被窝好暖和""}, {""sex"": ""1"", ""content"": ""不分享一下给我嘛？""}, {""sex"": ""1"", ""content"": ""暖和的还有我的胸膛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是这样的人吗？""}, {""sex"": ""1"", ""content"": ""那你是怎么样的人呢？""}, {""sex"": ""1"", ""content"": ""不知道，这个得深入了解才清楚。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可能吧""}, {""sex"": ""1"", ""content"": ""那你这个可能不是确定答案，不行。""}, {""sex"": ""1"", ""content"": ""有句老话说得好，一切皆有可能""}, {""sex"": ""1"", ""content"": ""那是不是我变得有可能了？""}, {""sex"": ""1"", ""content"": ""是啊，我也觉得不可思议， 要不我们试试。""}, {""sex"": ""1"", ""content"": ""你别吓我哟，吓到我你可是要负责任的""}, {""sex"": ""1"", ""content"": ""你皮这一下，也很开心""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你还是算了吧""}, {""sex"": ""1"", ""content"": ""我不可能这么轻易就放弃的。""}, {""sex"": ""1"", ""content"": ""我可不是会半途而废的人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""她有男朋友了""}, {""sex"": ""1"", ""content"": ""男朋友可以换呀。""}, {""sex"": ""1"", ""content"": ""我没别的意思，就是想多交个朋友。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没有男朋友啊""}, {""sex"": ""1"", ""content"": ""那好，现在开始你有男朋友了。""}, {""sex"": ""1"", ""content"": ""正好我也没有女朋友，砸俩凑一对吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还算有点良心""}, {""sex"": ""1"", ""content"": ""你这话说得我很没良心一样。""}, {""sex"": ""1"", ""content"": ""难道在你心里我一直是狼心狗肺的吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么可能。""}, {""sex"": ""1"", ""content"": ""只要你敢想，什么都有可能。""}, {""sex"": ""1"", ""content"": ""一切皆有可能。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为什么舍不得""}, {""sex"": ""1"", ""content"": ""我当然舍不得离开你了。""}, {""sex"": ""1"", ""content"": ""因为我是个重感情的人啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我看""}, {""sex"": ""1"", ""content"": ""你看你看，想怎么看就怎么看""}, {""sex"": ""1"", ""content"": ""被仙女看过是不是就会涨身价？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你喜欢我什么呀""}, {""sex"": ""1"", ""content"": ""这个问题的答案很长，我需要用一辈子告诉你。""}, {""sex"": ""1"", ""content"": ""喜欢一个人为什么非得找理由呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你真的想好了""}, {""sex"": ""1"", ""content"": ""早就想好了，这辈子就你了。""}, {""sex"": ""1"", ""content"": ""我想好了，你还担心什么？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""挺烦的""}, {""sex"": ""1"", ""content"": ""小仙女别烦，烦恼多了老得快哦。""}, {""sex"": ""1"", ""content"": ""有我在呢，我来替你消除烦恼。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不喜欢说反话""}, {""sex"": ""1"", ""content"": ""那为什么你总是说反话？""}, {""sex"": ""1"", ""content"": ""你虽然不喜欢说反话，但其实你在自己没察觉的时候也说了许多反话。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""说不完的话""}, {""sex"": ""1"", ""content"": ""毕竟想说的太多了。""}, {""sex"": ""1"", ""content"": ""积攒这么多年的话，就想一次性说完。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不陪我了""}, {""sex"": ""1"", ""content"": ""哪敢啊，我现在立刻回来陪你。""}, {""sex"": ""1"", ""content"": ""因为我要用余生好好陪你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我都不知道你心在哪里""}, {""sex"": ""1"", ""content"": ""在你心里，你会不知道？！""}, {""sex"": ""1"", ""content"": ""你这个偷心贼！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好的，朋友""}, {""sex"": ""1"", ""content"": ""什么朋友，是男朋友！""}, {""sex"": ""1"", ""content"": ""你说这话显得我们好生疏啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我睡了很久""}, {""sex"": ""1"", ""content"": ""你是和周公下了很久的棋。""}, {""sex"": ""1"", ""content"": ""爱睡觉的小可爱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想和你跨年""}, {""sex"": ""1"", ""content"": ""我早就为你腾出时间来了。""}, {""sex"": ""1"", ""content"": ""我想往后的每一年都跟你一起跨年。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是真的饿了""}, {""sex"": ""1"", ""content"": ""吃货，每次都是饿着肚子的。""}, {""sex"": ""1"", ""content"": ""你这么能吃，我都有点怕了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""[/冷][/冷]""}, {""sex"": ""1"", ""content"": ""贴着我，我有火热的怀抱，可以让你冬暖夏凉。""}, {""sex"": ""1"", ""content"": ""我会用我的怀抱驱赶你的冷淡。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""少生气""}, {""sex"": ""1"", ""content"": ""生气容易让我变得暴躁，不好不好。""}, {""sex"": ""1"", ""content"": ""生气有啥用啊，又不能帮我解决问题。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早上开场白""}, {""sex"": ""1"", ""content"": ""有些习惯是不该养成的""}, {""sex"": ""2"", ""content"": ""比如什么习惯？""}, {""sex"": ""1"", ""content"": ""比如熬夜晚睡，比如等你说早安。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那么惊讶""}, {""sex"": ""1"", ""content"": ""这不是第一次看到心动女生嘛。""}, {""sex"": ""1"", ""content"": ""不好意思，乡下孩子没见过""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我喜欢星星""}, {""sex"": ""1"", ""content"": ""那你看看我，我也是星星。""}, {""sex"": ""1"", ""content"": ""那你什么时候有空，我们一起去赏星星。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃早餐吗""}, {""sex"": ""1"", ""content"": ""吃啊，要一起嘛？""}, {""sex"": ""1"", ""content"": ""那得看你想让我吃啥早餐了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在吃早餐了""}, {""sex"": ""1"", ""content"": ""我最喜欢吃的早餐还是豆浆油条了。""}, {""sex"": ""1"", ""content"": ""吃饱一点，这样一整天都会有力气了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天挺忙的""}, {""sex"": ""1"", ""content"": ""确实啊，我都忙着想你呢""}, {""sex"": ""1"", ""content"": ""那我是不是应该好好犒劳你呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我真不可爱""}, {""sex"": ""1"", ""content"": ""没事，你还有漂亮不是吗！""}, {""sex"": ""1"", ""content"": ""但是你已经是我见过最可爱的了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""大家好""}, {""sex"": ""1"", ""content"": ""才是真的好""}, {""sex"": ""1"", ""content"": ""欢迎欢迎热烈欢迎""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""开玩笑的了""}, {""sex"": ""1"", ""content"": ""这种事怎么能随便开玩笑？我会当真的。""}, {""sex"": ""1"", ""content"": ""现在说开玩笑的已经晚了，我走心了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我已经是大人了""}, {""sex"": ""1"", ""content"": ""可在我眼里你永远都是小公主。""}, {""sex"": ""1"", ""content"": ""大人的世界并没有想象中美好，对不对？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""她失恋了""}, {""sex"": ""1"", ""content"": ""失恋乃生活常态，又不是失去了全世界。""}, {""sex"": ""1"", ""content"": ""不要因为失恋难过了，你要知道还有很多人在爱你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""敲开心""}, {""sex"": ""1"", ""content"": ""开心的时候应该分享，比如亲我一下""}, {""sex"": ""1"", ""content"": ""是因为见到我了吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你有多优秀""}, {""sex"": ""1"", ""content"": ""你有多爱我，我就有多优秀。""}, {""sex"": ""1"", ""content"": ""优秀不是随口说说的，我希望你能慢慢发现。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我上车啦""}, {""sex"": ""1"", ""content"": ""好，那你路上小心哦。""}, {""sex"": ""1"", ""content"": ""在车上就不要玩手机啦，到了给我发消息。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""去吧，孩子""}, {""sex"": ""1"", ""content"": ""为什么你有一种老阿姨的既视感""}, {""sex"": ""1"", ""content"": ""什么孩子，我可是一个高大威猛的成年男人好吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我突然""}, {""sex"": ""1"", ""content"": ""有些突然都是必然知道吗。""}, {""sex"": ""1"", ""content"": ""没事，我已经有心理准备了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""回我信息""}, {""sex"": ""1"", ""content"": ""哒哒哒，我正在马不停蹄回你消息呀""}, {""sex"": ""1"", ""content"": ""别急别急，我只是打字有点慢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在等你回信息""}, {""sex"": ""1"", ""content"": ""对不起，一忙起来就忘记回复了。""}, {""sex"": ""1"", ""content"": ""我不回消息的时候，你就打电话！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你还自恋""}, {""sex"": ""1"", ""content"": ""人不自恋天诛地灭。""}, {""sex"": ""1"", ""content"": ""我先学着喜欢自己，然后再喜欢你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你可真自恋""}, {""sex"": ""1"", ""content"": ""麻麻从小就教我，男人要自信""}, {""sex"": ""1"", ""content"": ""如果说自恋也是一种错，那么我情愿一错再错。 ""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""高兴呀""}, {""sex"": ""1"", ""content"": ""你这么高兴要不分享一下？""}, {""sex"": ""1"", ""content"": ""你高兴了，我也就高兴了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好呀很高兴认识你""}, {""sex"": ""1"", ""content"": ""认识你，我真的好高兴，可以多吃一碗饭！""}, {""sex"": ""1"", ""content"": ""很高兴认识你！最最最可爱的小仙女！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""立秋""}, {""sex"": ""1"", ""content"": ""立秋赶紧到吧，热化了，躲太阳跟跑毒似的。 ?""}, {""sex"": ""1"", ""content"": ""岁华过半休惆怅，且对西风贺立秋。""}, {""sex"": ""1"", ""content"": ""立秋后还会热吗""}, {""sex"": ""1"", ""content"": ""快立秋了 才感觉到夏 ?""}, {""sex"": ""1"", ""content"": ""立秋临近，祝福和顺。 ""}, {""sex"": ""1"", ""content"": ""已经快到立秋了 还是想留在彩色的夏天""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""猜猜这是谁""}, {""sex"": ""1"", ""content"": ""别猜了，反正我是猜不出来的""}, {""sex"": ""1"", ""content"": ""你的心这么深，我要怎么猜啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""追到了再说""}, {""sex"": ""1"", ""content"": ""追到你那是迟早的事。""}, {""sex"": ""1"", ""content"": ""你这是不相信我会追到你吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""相信我吧""}, {""sex"": ""1"", ""content"": ""那你可以给我一个相信你的理由嘛？""}, {""sex"": ""1"", ""content"": ""相信啊，我没有理由不相信啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想干什么呢""}, {""sex"": ""1"", ""content"": ""我想把你娶回家！你看怎么样""}, {""sex"": ""1"", ""content"": ""我当然是想做一些爱做的事情啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""和闺蜜吵架了""}, {""sex"": ""1"", ""content"": ""好朋友之前难免会吵架的，可不要太较真了。""}, {""sex"": ""1"", ""content"": ""摸摸头，有我在，不要太生气啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我和我爸妈吵架了""}, {""sex"": ""1"", ""content"": ""发生什么事了？有不开心可以告诉我哦。""}, {""sex"": ""1"", ""content"": ""生活里偶尔会出现摩擦是难免的，我知道你肯定心里不好受。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""女人生气""}, {""sex"": ""1"", ""content"": ""看你生气的时候，怎么可以这么可爱呢。""}, {""sex"": ""1"", ""content"": ""不要生气啦，生气会不好看的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我认识你嘛？""}, {""sex"": ""1"", ""content"": ""刚才不认识，现在认识了。""}, {""sex"": ""1"", ""content"": ""你好，我是你未来男朋友。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我可不叫宝宝""}, {""sex"": ""1"", ""content"": ""你叫宝贝，而且还是我的宝贝。""}, {""sex"": ""1"", ""content"": ""贝贝？算了，你想叫啥叫啥。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想得美吧""}, {""sex"": ""1"", ""content"": ""你人长得美，就不能让我好好想想嘛。""}, {""sex"": ""1"", ""content"": ""我要不想的美，难道我还想的丑啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天好困啊""}, {""sex"": ""1"", ""content"": ""肯定是因为今天你没有想我的缘故。""}, {""sex"": ""1"", ""content"": ""你有没有看到你的床在向你招手啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那我还能说什么""}, {""sex"": ""1"", ""content"": ""终于知道无畏的挣扎是没用的了吧""}, {""sex"": ""1"", ""content"": ""那就说说你是怎么喜欢上我的吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你还要我怎样，要怎样""}, {""sex"": ""1"", ""content"": ""你突然来的短信就够我悲伤""}, {""sex"": ""1"", ""content"": ""我还能怎样 能怎样""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你要笑死我？""}, {""sex"": ""1"", ""content"": ""那不行，我就一个你怎么舍得。""}, {""sex"": ""1"", ""content"": ""把你笑死了，我以后还爱谁啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你起来啦""}, {""sex"": ""1"", ""content"": ""是呀，一直不想起床的""}, {""sex"": ""1"", ""content"": ""起来了，可以跟我聊天是不是很开心？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你别这样说""}, {""sex"": ""1"", ""content"": ""我只是希望能够给你一个幸福的未来，为什么这么难实现呢？""}, {""sex"": ""1"", ""content"": ""可是我无法控制我自己。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""又在套路我""}, {""sex"": ""1"", ""content"": ""不把你套住我怎么甘心呢。""}, {""sex"": ""1"", ""content"": ""我就是想套住你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡觉的时候""}, {""sex"": ""1"", ""content"": ""睡觉的时候没有我的陪伴害怕了是吗？""}, {""sex"": ""1"", ""content"": ""以后让你睡在我怀里，给你足够的安全感。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""辛苦你咯""}, {""sex"": ""1"", ""content"": ""不辛苦，这不是还有你吗。""}, {""sex"": ""1"", ""content"": ""男女搭配干活不累！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""特别坏""}, {""sex"": ""1"", ""content"": ""我就喜欢这个坏的你。""}, {""sex"": ""1"", ""content"": ""男人不坏，女人不爱""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么和女孩聊天""}, {""sex"": ""1"", ""content"": ""你应该学的是怎么和我聊天。""}, {""sex"": ""1"", ""content"": ""我不知道，我只知道怎么跟你聊天。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我先上课了""}, {""sex"": ""1"", ""content"": ""认真上课，放学后别走。""}, {""sex"": ""1"", ""content"": ""好好上课，下课我再找你，我会想你的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""七夕问候""}, {""sex"": ""1"", ""content"": ""织女与牛郎都在帮忙了，你还没看到我的心吗？""}, {""sex"": ""1"", ""content"": ""我就是想过来问问，你今天需要男朋友吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早安，轻轻的问候，深深的祝福""}, {""sex"": ""1"", ""content"": ""早安，你真可爱哈哈哈哈哈哈""}, {""sex"": ""1"", ""content"": ""睁开眼，缓一缓；快起床，伸懒腰；笑一笑，美好的一天又开始了！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有你这样的""}, {""sex"": ""1"", ""content"": ""现在有了，我就是第一个""}, {""sex"": ""1"", ""content"": ""对啊，除了我没有我这样爱你的了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我都没吃饭呢""}, {""sex"": ""1"", ""content"": ""那你先想吃点什么嘛？""}, {""sex"": ""1"", ""content"": ""那还等什么呀，吃饭走起。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""干嘛还不睡""}, {""sex"": ""1"", ""content"": ""我在等喜欢的人跟我说晚安。""}, {""sex"": ""1"", ""content"": ""你还没睡，我不能睡。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我会傻笑吗""}, {""sex"": ""1"", ""content"": ""不会啊，我会看着你傻笑。""}, {""sex"": ""1"", ""content"": ""你的傻笑都能被你笑出一笑倾城""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""多吃点肉""}, {""sex"": ""1"", ""content"": ""最近猪肉那么贵，还吃啊""}, {""sex"": ""1"", ""content"": ""我家没矿，吃不起啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我想吃牛肉""}, {""sex"": ""1"", ""content"": ""吃！吃大份的牛肉。""}, {""sex"": ""1"", ""content"": ""我现在只想吃你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早晨打招呼""}, {""sex"": ""1"", ""content"": ""手机今天好像中邪了，拦都拦不住要给你打个招呼。""}, {""sex"": ""1"", ""content"": ""从天堂到地狱，偶然路过人间，顺便跟你聊一下天。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""午安^ω^""}, {""sex"": ""1"", ""content"": ""早上你都没给我打招呼！生气！""}, {""sex"": ""1"", ""content"": ""午安呀，小仙女中午很精神呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上梦见你媳妇呢""}, {""sex"": ""1"", ""content"": ""媳妇儿，我天天梦到你。""}, {""sex"": ""1"", ""content"": ""还需要今晚吗，昨晚我就梦到了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你太烦人""}, {""sex"": ""1"", ""content"": ""最近比较烦比较烦比较烦（唱出来效果更好）""}, {""sex"": ""1"", ""content"": ""实际上我是你的冤家重金聘请来专门烦你的，能得到你认可，我深表荣幸""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怕你烦我""}, {""sex"": ""1"", ""content"": ""说什么傻话，我怎么可能会嫌你烦？""}, {""sex"": ""1"", ""content"": ""我巴不得你一直烦我呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""实力不够""}, {""sex"": ""1"", ""content"": ""实力不够那就只能靠努力了。""}, {""sex"": ""1"", ""content"": ""那也没办法，只能好好努力了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好怀念""}, {""sex"": ""1"", ""content"": ""希望几十年后我们也会怀念现在。""}, {""sex"": ""1"", ""content"": ""念旧的女孩子都很可爱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么养呢""}, {""sex"": ""1"", ""content"": ""把我放在你的心上养。""}, {""sex"": ""1"", ""content"": ""那得看你喜欢我怎么养了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""天天看到你""}, {""sex"": ""1"", ""content"": ""这样才能日久生情啊。""}, {""sex"": ""1"", ""content"": ""多看会儿，这样梦里天天有我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你自己吃""}, {""sex"": ""1"", ""content"": ""没你在我身边，我哪有胃口吃啊。""}, {""sex"": ""1"", ""content"": ""好吃的东西当然得分享给你啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我也没有办法""}, {""sex"": ""1"", ""content"": ""办法是想出来的，不动脑当然没办法了。""}, {""sex"": ""1"", ""content"": ""办法就是请你喜欢我，一切事情都不是问题。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你快休息吧""}, {""sex"": ""1"", ""content"": ""我再想你会儿，马上就睡了。""}, {""sex"": ""1"", ""content"": ""没你在我身边，没办法休息。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我只想知道你是谁""}, {""sex"": ""1"", ""content"": ""我就是我，不一样的烟火而已。""}, {""sex"": ""1"", ""content"": ""我是谁，我是你未来的老公。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""单身他不香嘛""}, {""sex"": ""1"", ""content"": ""他要是香的话，我怕是香出天际了。""}, {""sex"": ""1"", ""content"": ""难道情侣就不香吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""七夕脱单""}, {""sex"": ""1"", ""content"": ""七夕节想脱单你得先跟我表白呀""}, {""sex"": ""1"", ""content"": ""给你一个脱单锦囊：现在跟我表白""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃苦""}, {""sex"": ""1"", ""content"": ""要不我给你来份蜂蜜水？""}, {""sex"": ""1"", ""content"": ""吃得苦中苦方为人上人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""炒菜吃饭""}, {""sex"": ""1"", ""content"": ""真想尝一尝你的手艺。""}, {""sex"": ""1"", ""content"": ""你炒的菜肯定特别好吃。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我这么矮""}, {""sex"": ""1"", ""content"": ""哪里矮了，明明都是精华好不好。""}, {""sex"": ""1"", ""content"": ""最萌身高差不好吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是良民""}, {""sex"": ""1"", ""content"": ""那我是良民她老公。""}, {""sex"": ""1"", ""content"": ""良民，请你跟我谈个恋爱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""打游戏很菜""}, {""sex"": ""1"", ""content"": ""放心游戏而已，我不会在意那么多。""}, {""sex"": ""1"", ""content"": ""所以这不是有我陪着你吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""沉迷游戏""}, {""sex"": ""1"", ""content"": ""游戏早就戒掉了，现在沉迷的是你。""}, {""sex"": ""1"", ""content"": ""我怕不打游戏的时候，满脑子都是你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我就是不想来""}, {""sex"": ""1"", ""content"": ""你不来会错过很多有趣的东西哦。""}, {""sex"": ""1"", ""content"": ""好~那我们下次来，好不好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看电影去""}, {""sex"": ""1"", ""content"": ""终于等到电影院开门了，我们又可以在电影院里享受快乐了""}, {""sex"": ""1"", ""content"": ""有一部电影我还挺感兴趣的，你要不要陪我去？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真的啊？""}, {""sex"": ""1"", ""content"": ""真的，比珍珠还要真。""}, {""sex"": ""1"", ""content"": ""是不是要我刨开我的心给你看，你才相信？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""合租的""}, {""sex"": ""1"", ""content"": ""合租会不会有点不方便，毕竟生活习惯上会有些不一样。""}, {""sex"": ""1"", ""content"": ""那你还不如来跟我合租呢，我这正好有一个空房间。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我嫌弃自己胖""}, {""sex"": ""1"", ""content"": ""那就减肥，这样就不嫌弃了。""}, {""sex"": ""1"", ""content"": ""我妈不嫌弃你就完事了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你会飞不""}, {""sex"": ""1"", ""content"": ""我又不是超人，怎么会飞吗！""}, {""sex"": ""1"", ""content"": ""上帝派我来之前就把我的翅膀给拆了，所以现在不会飞了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""让我静静吧""}, {""sex"": ""1"", ""content"": ""好，但别静太久了，我会担心的。""}, {""sex"": ""1"", ""content"": ""我想陪着你，我不想让你想太多。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你哄我睡觉觉""}, {""sex"": ""1"", ""content"": ""我只哄我未来老婆睡觉。""}, {""sex"": ""1"", ""content"": ""小样儿，要求还挺多啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""和你绝交两分钟""}, {""sex"": ""1"", ""content"": ""在和好一辈子！""}, {""sex"": ""1"", ""content"": ""那我就等你两分钟。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你唱的很好听""}, {""sex"": ""1"", ""content"": ""是嘛，你要是喜欢我以后经常给你唱。""}, {""sex"": ""1"", ""content"": ""可惜不能在你身边唱，亲耳听到你可能会觉得更好听。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这是一首歌""}, {""sex"": ""1"", ""content"": ""我想听你唱这首歌。""}, {""sex"": ""1"", ""content"": ""这首歌对你来说有特殊的意义吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天格外的冷""}, {""sex"": ""1"", ""content"": ""快到我怀里来感受温暖。""}, {""sex"": ""1"", ""content"": ""那你今天有没有多穿点衣服，可别着凉了。""}], ""lock"": 1}"
