"{""chat"": [{""sex"": ""1"", ""content"": ""感谢姑娘右滑，费流量了""}, {""sex"": ""2"", ""content"": ""哈哈看到帅哥也挺好?""}, {""sex"": ""1"", ""content"": ""夸我帅，我也夸你一下吧 ，你真有眼光""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你的世界我不懂""}, {""sex"": ""1"", ""content"": ""你走进我的世界你就会明白了""}, {""sex"": ""1"", ""content"": ""你这么说实在是太伤我的心了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""Hi.能撩你吗！""}, {""sex"": ""1"", ""content"": ""躺平任撩""}, {""sex"": ""1"", ""content"": ""你想怎么撩呢？我做好准备啦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""表情图""}, {""sex"": ""1"", ""content"": ""听说喜欢发表情包的女生都是萌妹子。""}, {""sex"": ""1"", ""content"": ""就算表情包再丰富，肯定也没有你脸上的表情好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我妈不让我跟傻子玩儿""}, {""sex"": ""1"", ""content"": ""你这么诋毁你妈真的好吗？""}, {""sex"": ""1"", ""content"": ""你妈没说不能和男朋友玩啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""老婆是你叫的吗""}, {""sex"": ""1"", ""content"": ""我叫下老婆不可以吗！""}, {""sex"": ""1"", ""content"": ""那不叫老婆，我叫娘子总行吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""疼吗""}, {""sex"": ""1"", ""content"": ""好疼，要是你能安慰我一下或许会好一点""}, {""sex"": ""1"", ""content"": ""不疼不疼，男子汉是不会被这一点小伤打败的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""带吃的""}, {""sex"": ""1"", ""content"": ""吃货，哪里跑！""}, {""sex"": ""1"", ""content"": ""遇到个吃货我也真是不容易啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""对你感兴趣""}, {""sex"": ""1"", ""content"": ""巧了，我也刚好对你很感兴趣。""}, {""sex"": ""1"", ""content"": ""那什么时候可以互相了解一下呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡得迷迷糊糊""}, {""sex"": ""1"", ""content"": ""是不是脑袋昏昏沉沉有点难受？""}, {""sex"": ""1"", ""content"": ""是不是没睡饱呢，我来亲你一下就清醒了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我说认真的""}, {""sex"": ""1"", ""content"": ""我也是很认真的在喜欢你。""}, {""sex"": ""1"", ""content"": ""你认真的样子可真好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没有照片好看""}, {""sex"": ""1"", ""content"": ""瞎说，照片这么好看你也是这么好看。""}, {""sex"": ""1"", ""content"": ""仙女怎么可能会不好看呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""遇见你很开心""}, {""sex"": ""1"", ""content"": ""遇见你，我三生有幸。""}, {""sex"": ""1"", ""content"": ""除了开心就没有点幸福在里面吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你每天不累呀！""}, {""sex"": ""1"", ""content"": ""想你想的一点都不会累好不好！""}, {""sex"": ""1"", ""content"": ""男女搭配，干活不累。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上干啥""}, {""sex"": ""1"", ""content"": ""晚上想约你，不知道可不可以？""}, {""sex"": ""1"", ""content"": ""你想干啥呀，我都听你的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真感冒了""}, {""sex"": ""1"", ""content"": ""大夏天还能感冒，除了你还有谁这么笨？""}, {""sex"": ""1"", ""content"": ""感冒那就难受了，你有没有去看医生拿药？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""撩妹开场白""}, {""sex"": ""1"", ""content"": ""手机好像中邪了，拦都拦不住要给你招呼！""}, {""sex"": ""1"", ""content"": ""上帝说，白马王子发完了，剩下的放牛王子要不？""}, {""sex"": ""1"", ""content"": ""我从天堂到地狱，偶然路过人间，顺便跟你聊一下天。""}, {""sex"": ""1"", ""content"": ""咦，你空间照片里的那个地方我也去过，看来你也是个浪漫的人！""}, {""sex"": ""1"", ""content"": ""完美的人不真实，真实的人不完美，你是哪种人？""}, {""sex"": ""1"", ""content"": ""我今天好像遇到你了，但是不太确定！（这样的方式，引起女生的好奇心）""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我站着""}, {""sex"": ""1"", ""content"": ""站着多累啊，到我怀里来坐着吧。""}, {""sex"": ""1"", ""content"": ""没有地方坐吗，一直站着会累着你的腿的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚醒啊""}, {""sex"": ""1"", ""content"": ""是啊，听到你对我的呼唤了。""}, {""sex"": ""1"", ""content"": ""要是睡在你身边我会醒得更早些。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""夸女生名字""}, {""sex"": ""1"", ""content"": ""人如其名，小仙女名字这么好听，人肯定也好看。""}, {""sex"": ""1"", ""content"": ""小仙女名字好好听，只听名字我就觉得你很有气质。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""写名字""}, {""sex"": ""1"", ""content"": ""以后我们的名字会出现在同一个户口本上的。""}, {""sex"": ""1"", ""content"": ""你的名字这么美，写出来肯定也很美。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不冷嘛""}, {""sex"": ""1"", ""content"": ""有你在我心里，我就不觉得冷了。""}, {""sex"": ""1"", ""content"": ""有点冷，你快抱抱我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""第二天开场""}, {""sex"": ""1"", ""content"": ""早上好，老婆，想你，昨晚梦见你了""}, {""sex"": ""1"", ""content"": ""你好啊，我未来的小宝贝""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""缘分天注定""}, {""sex"": ""1"", ""content"": ""所以属于我们的缘分到了，要抓牢。""}, {""sex"": ""1"", ""content"": ""是啊，注定让我遇见你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我缺点很多的""}, {""sex"": ""1"", ""content"": ""我一点都不在乎你的缺点。""}, {""sex"": ""1"", ""content"": ""我喜欢你就是连你的缺点一起喜欢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有抵抗力""}, {""sex"": ""1"", ""content"": ""我就知道你对我无法抗拒""}, {""sex"": ""1"", ""content"": ""一定是被我的魅力给折服了对不对""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""最近身体不好""}, {""sex"": ""1"", ""content"": ""怎么了？怎么会身体不好呢，没休息好吗？""}, {""sex"": ""1"", ""content"": ""身体不好？是头疼还是肚子疼啊，你这样我会很担心的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想跟你聊天""}, {""sex"": ""1"", ""content"": ""我们的聊天不是已经开始了吗？""}, {""sex"": ""1"", ""content"": ""那得好好想应该和你聊点什么了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你就在我心里""}, {""sex"": ""1"", ""content"": ""那需不需要我来交房租啊。""}, {""sex"": ""1"", ""content"": ""巧了，你也在我心里没有出去过。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""现在有点事""}, {""sex"": ""1"", ""content"": ""那你先去忙，我等你""}, {""sex"": ""1"", ""content"": ""还有什么事是比我更重要的嘛""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不会骗我""}, {""sex"": ""1"", ""content"": ""你有什么让我骗的呢？""}, {""sex"": ""1"", ""content"": ""我从不骗人的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这么肯定嘛""}, {""sex"": ""1"", ""content"": ""那必须的，必须这么肯定。""}, {""sex"": ""1"", ""content"": ""不肯定都感觉对不起自己了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""独善其身""}, {""sex"": ""1"", ""content"": ""在这个浮躁的世界，又有谁能够独善其身？""}, {""sex"": ""1"", ""content"": ""愿我们都能独善其身，做最真实的自己。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""肉太少""}, {""sex"": ""1"", ""content"": ""你身上肉肉那么多，那你就啃自己一口吧。""}, {""sex"": ""1"", ""content"": ""你这么瘦要多吃点肉呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""必须漂亮""}, {""sex"": ""1"", ""content"": ""这么漂亮我都挪不开眼了""}, {""sex"": ""1"", ""content"": ""真不希望这么漂亮的小仙女被其他人看见呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这个好看""}, {""sex"": ""1"", ""content"": ""哪里好看了，跟你比差太多了。""}, {""sex"": ""1"", ""content"": ""还行，勉强能达到你的标准。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那要不要我珍惜你""}, {""sex"": ""1"", ""content"": ""你不珍惜我，还能珍惜谁！""}, {""sex"": ""1"", ""content"": ""不要，你要好好爱我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你就不要我了""}, {""sex"": ""1"", ""content"": ""瞎说，我为什么不要你呢。""}, {""sex"": ""1"", ""content"": ""我不可能不要我最爱的人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""欺负我干嘛""}, {""sex"": ""1"", ""content"": ""我欺负下我未来老婆不可以吗！""}, {""sex"": ""1"", ""content"": ""没有干嘛，就是想欺负你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""活着最重要""}, {""sex"": ""1"", ""content"": ""是啊，这世上除了生死，其他都是小事。""}, {""sex"": ""1"", ""content"": ""所以你一定要好好活着，并且要每一天都开开心心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""问女生要微信""}, {""sex"": ""1"", ""content"": ""我们来做个交易吧，从互换微信号码开始？""}, {""sex"": ""1"", ""content"": ""可以把你的微信二维码存在我的手机相册里吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我觉得我们还是算了吧""}, {""sex"": ""1"", ""content"": ""都没有试过就算了会很遗憾的。""}, {""sex"": ""1"", ""content"": ""我可不是那种轻言放弃的人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没联系""}, {""sex"": ""1"", ""content"": ""没联系感情就变淡了，很多人就是这么走散的""}, {""sex"": ""1"", ""content"": ""我们要多联系才行，不能让我们的感情消散""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我今天休息啊""}, {""sex"": ""1"", ""content"": ""休息不准备点活动吗？""}, {""sex"": ""1"", ""content"": ""那我可以在你休息的时间约你吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我喜欢你的性格""}, {""sex"": ""1"", ""content"": ""难道只喜欢性格而已吗，我其他优点你不喜欢吗？""}, {""sex"": ""1"", ""content"": ""你这么说我要当你喜欢我了哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不舍得""}, {""sex"": ""1"", ""content"": ""你，我为什么要舍得呢。""}, {""sex"": ""1"", ""content"": ""什么东西是我舍得。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""舍不得走""}, {""sex"": ""1"", ""content"": ""那就不要走了，留下来吧""}, {""sex"": ""1"", ""content"": ""我就知道你舍不得离开我呀，那就别走了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""莫名的不开心""}, {""sex"": ""1"", ""content"": ""那我只好让你莫名的开心下。""}, {""sex"": ""1"", ""content"": ""这个不开心交给我，我帮你解决！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么跟女生说早上好""}, {""sex"": ""1"", ""content"": ""我就不明白了，“早上好”到底好在哪里。""}, {""sex"": ""1"", ""content"": ""??想和你说早上好可天现在还没亮 ???""}, {""sex"": ""1"", ""content"": ""想每天听你说，早上好""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这样聊天可不好""}, {""sex"": ""1"", ""content"": ""那我给你换个聊天模式。""}, {""sex"": ""1"", ""content"": ""那你想怎么聊天，我马上改。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你有什么味道""}, {""sex"": ""1"", ""content"": ""你尝过不就知道我有什么味道了。""}, {""sex"": ""1"", ""content"": ""一种成熟，美味的味道。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我都快穷死了""}, {""sex"": ""1"", ""content"": ""大家都是穷苦老百姓啊。""}, {""sex"": ""1"", ""content"": ""人穷志不穷！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""忘了什么""}, {""sex"": ""1"", ""content"": ""忘不了，我都记在心里了。""}, {""sex"": ""1"", ""content"": ""你不还在这吗，怎么会忘。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你又不陪我玩""}, {""sex"": ""1"", ""content"": ""你要是想玩就跟我说呀，我肯定陪你玩。""}, {""sex"": ""1"", ""content"": ""等我忙完手上的事情就陪你玩，好不好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""只是醒了""}, {""sex"": ""1"", ""content"": ""好希望每天醒来第一眼看见的人是你啊。""}, {""sex"": ""1"", ""content"": ""小懒猫，好想抱着你睡一会儿啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你还想的美""}, {""sex"": ""1"", ""content"": ""难道想你还不够想的美嘛？""}, {""sex"": ""1"", ""content"": ""我怕不想美一点，和咸鱼有啥区别呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""加个好友吗""}, {""sex"": ""1"", ""content"": ""一直想加你好友呢，就是不好意思开口。""}, {""sex"": ""1"", ""content"": ""好啊，能加小仙女为好友是我的荣幸。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不会快乐了""}, {""sex"": ""1"", ""content"": ""那以后我需要怎么样才能给你快乐啊。""}, {""sex"": ""1"", ""content"": ""看来以后好吃的只能我自己吃了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""元旦跨年""}, {""sex"": ""1"", ""content"": ""我和你跨过分秒，愿也可以跨过余生岁月。""}, {""sex"": ""1"", ""content"": ""我想今年跟你一起跨年明年跟你一起跨年往后的每一年都跟你一起跨年。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好烦阿""}, {""sex"": ""1"", ""content"": ""在烦什么，可以把烦心事倒到我这个心事垃圾桶里哦""}, {""sex"": ""1"", ""content"": ""不烦不烦，不要让不重要的事情影响了小仙女的好心情""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我也好烦""}, {""sex"": ""1"", ""content"": ""那我帮小仙女消消烦恼吧。""}, {""sex"": ""1"", ""content"": ""心烦的时候想起你我就会觉得生活没那么难过。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你喜欢吃什么""}, {""sex"": ""1"", ""content"": ""喜欢吃你做的东西。""}, {""sex"": ""1"", ""content"": ""以前喜欢吃火锅，现在喜欢跟你一起吃火锅。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""朋友圈开场白""}, {""sex"": ""1"", ""content"": ""众生非甜皆苦，独你百味难辨。""}, {""sex"": ""1"", ""content"": ""山明和水秀都不比你有看头""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是不是有点不习惯""}, {""sex"": ""1"", ""content"": ""心里突然多了一个你的确有点不习惯。""}, {""sex"": ""1"", ""content"": ""习惯靠养成，慢慢就习惯了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""忙的要死""}, {""sex"": ""1"", ""content"": ""那也要记得按时去吃饭，照顾好自己。""}, {""sex"": ""1"", ""content"": ""我也挺忙的呢，但忙里偷闲想一想你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""[t006/害羞][t006/害羞]你好呀""}, {""sex"": ""1"", ""content"": ""小仙女羞羞哒，看起来可可爱爱""}, {""sex"": ""1"", ""content"": ""你好呀，你害我也好害羞呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你来你来""}, {""sex"": ""1"", ""content"": ""糟老头子坏得很，我不来。""}, {""sex"": ""1"", ""content"": ""我来看看你，不能让白菜被拱了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哈喽，你好啊""}, {""sex"": ""1"", ""content"": ""你好小姐姐，我感觉你是个很好相处的人呢。""}, {""sex"": ""1"", ""content"": ""你好我好大家好，初次见面，请多关照。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就爱开玩笑""}, {""sex"": ""1"", ""content"": ""开玩笑可以让聊天的氛围轻松一点嘛""}, {""sex"": ""1"", ""content"": ""开玩笑的话就可以让你开心啦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""祝你九月好""}, {""sex"": ""1"", ""content"": ""有你的祝福我会很好很好的""}, {""sex"": ""1"", ""content"": ""我希望你九月比我更好，一直做个开心快乐的小公主""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为什么不回家""}, {""sex"": ""1"", ""content"": ""可能还想流浪一会儿吧。""}, {""sex"": ""1"", ""content"": ""回去不知道干做什么，那回去干嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我现实么，""}, {""sex"": ""1"", ""content"": ""现实，长得实在是太现实了。""}, {""sex"": ""1"", ""content"": ""在这个世界上谁不现实呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""但时间是短暂的""}, {""sex"": ""1"", ""content"": ""我和你的感情是长久的。""}, {""sex"": ""1"", ""content"": ""再短暂，我也想和你一起过下去。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不夸张""}, {""sex"": ""1"", ""content"": ""做人还是要务实一点。""}, {""sex"": ""1"", ""content"": ""我也不是喜欢夸大其词的人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我想谈甜甜的恋爱""}, {""sex"": ""1"", ""content"": ""那你就应该来找我才对。""}, {""sex"": ""1"", ""content"": ""恋爱找我，保甜。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""喂我嘴巴里""}, {""sex"": ""1"", ""content"": ""张嘴！ 啊...........................""}, {""sex"": ""1"", ""content"": ""嘴对嘴的那种吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为什么那么肯定""}, {""sex"": ""1"", ""content"": ""因为我的心很坚定。""}, {""sex"": ""1"", ""content"": ""有些东西认定了就不会再改变了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你还没说喜不喜欢呢""}, {""sex"": ""1"", ""content"": ""喜不喜欢，你自己不清楚吗。""}, {""sex"": ""1"", ""content"": ""喜欢啊，我为什么不喜欢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好的呦""}, {""sex"": ""1"", ""content"": ""是不是我说什么你都能回个好的啊。""}, {""sex"": ""1"", ""content"": ""如果你有别的想法也可以告诉我哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""下午话题""}, {""sex"": ""1"", ""content"": ""下午犯困的时候，我总是会梦到你""}, {""sex"": ""1"", ""content"": ""你下午的工作效率会比上午高吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""现在还没下班""}, {""sex"": ""1"", ""content"": ""都到饭点了还没下班吗？""}, {""sex"": ""1"", ""content"": ""马上就可以下班了，再坚持一会。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""咋个说""}, {""sex"": ""1"", ""content"": ""说不清楚的，喜欢这种事说不清道不明。""}, {""sex"": ""1"", ""content"": ""非要讨一个说法的话，全都是为了你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪里加的我""}, {""sex"": ""1"", ""content"": ""我不告诉你，你有本事自己猜啊。""}, {""sex"": ""1"", ""content"": ""我这加你还需要哪里？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你觉得我会信你吗""}, {""sex"": ""1"", ""content"": ""怎么就不想相信我了呢。""}, {""sex"": ""1"", ""content"": ""这时候相信我，难道有啥不好的吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好好加油""}, {""sex"": ""1"", ""content"": ""有小仙女的鼓励，我肯定会好好加油的。""}, {""sex"": ""1"", ""content"": ""嗯嗯，我肯定不会让你失望。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我已经有约了""}, {""sex"": ""1"", ""content"": ""没想到现在想见你都开始要预约啦。""}, {""sex"": ""1"", ""content"": ""那人叫什么，我要和他好好交易一下。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不用了！""}, {""sex"": ""1"", ""content"": ""别跟我这么客气，不然我会觉得你没有把我当朋友的。""}, {""sex"": ""1"", ""content"": ""你这是嘴上说不用，其实心里很想要吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有多想呀""}, {""sex"": ""1"", ""content"": ""我很想你，连我自己都不知道有这么想你""}, {""sex"": ""1"", ""content"": ""比你自己想你还要多一点点""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""立秋""}, {""sex"": ""1"", ""content"": ""山僧不解数甲子，一叶落知天下秋""}, {""sex"": ""1"", ""content"": ""立秋三候：一候凉风至；二候白露生；三候寒蝉鸣。""}, {""sex"": ""1"", ""content"": ""立秋一到 才惊觉自己已经想了你一个夏天""}, {""sex"": ""1"", ""content"": ""落叶之秋，微风徐来，所有美好不期而至""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你变笨啊""}, {""sex"": ""1"", ""content"": ""我变笨了才可以和你正常交流吗。""}, {""sex"": ""1"", ""content"": ""变的笨笨的是不是更可爱？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""手笨""}, {""sex"": ""1"", ""content"": ""你这么笨，没有我在可不行。""}, {""sex"": ""1"", ""content"": ""我来教你，实在不行还有我在。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这个就不知道咯""}, {""sex"": ""1"", ""content"": ""那还有什么是你知道的啊。""}, {""sex"": ""1"", ""content"": ""这个问题当然还是得问你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎样加微信""}, {""sex"": ""1"", ""content"": ""你知道我再找一匹马，你的微信号码""}, {""sex"": ""1"", ""content"": ""能微信要你一张照片吗？我想告诉别人我遇见了天使""}, {""sex"": ""1"", ""content"": ""我的手机坏了，因为他没有你的名字和联系方式""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谈对象""}, {""sex"": ""1"", ""content"": ""你是在谈我嘛？""}, {""sex"": ""1"", ""content"": ""你好，我是对象。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""给我介绍个对象""}, {""sex"": ""1"", ""content"": ""我这么一个活生生的人，把我介绍个你如何。""}, {""sex"": ""1"", ""content"": ""对象？买个象棋就好啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""找你对象去""}, {""sex"": ""1"", ""content"": ""你不就是对象吗，我找你来了。""}, {""sex"": ""1"", ""content"": ""我没有对象啊，要不你给我找个？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这么帅没人追你吗""}, {""sex"": ""1"", ""content"": ""明摆着我是在等你的吗？""}, {""sex"": ""1"", ""content"": ""我喜欢自己追人的感觉。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嘴巴抹了蜜?""}, {""sex"": ""1"", ""content"": ""甜甜的不是比较适合你吗。""}, {""sex"": ""1"", ""content"": ""你都没尝过怎么知道呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我笑不起来""}, {""sex"": ""1"", ""content"": ""你是怕笑起来很好看对嘛！""}, {""sex"": ""1"", ""content"": ""不笑都这么好看了，笑起来就更难以想象了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚放假""}, {""sex"": ""1"", ""content"": ""放假了是不是开心得飞起？""}, {""sex"": ""1"", ""content"": ""我有空哦，你懂我意思吧？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要叫姐姐哦""}, {""sex"": ""1"", ""content"": ""不是小仙女嘛！怎么叫小姐姐呢。""}, {""sex"": ""1"", ""content"": ""姐姐，需不需要男朋友呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不可以的哦""}, {""sex"": ""1"", ""content"": ""可以告诉我为什么不可以嘛？""}, {""sex"": ""1"", ""content"": ""可以的可以的，不要拒绝我好不好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想吃肉肉""}, {""sex"": ""1"", ""content"": ""那我给你买肉肉，你要给我奖励哦。""}, {""sex"": ""1"", ""content"": ""呐，我的肉肉给你吃。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不用期待，长得丑，脾气也差""}, {""sex"": ""1"", ""content"": ""那我更加期待这种人怎么活下来的了。""}, {""sex"": ""1"", ""content"": ""或许相反呢，所以等到了就知道了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你媳妇在哪""}, {""sex"": ""1"", ""content"": ""你这时候不应该叫一声嘛？""}, {""sex"": ""1"", ""content"": ""说你呢！ 还不回我吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚洗了个头发""}, {""sex"": ""1"", ""content"": ""洗香香准备等我吗？""}, {""sex"": ""1"", ""content"": ""那你快去吧，洗完跟你说个事""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有事吗你""}, {""sex"": ""1"", ""content"": ""难道没事就不能来找你吗？""}, {""sex"": ""1"", ""content"": ""没事，我就是想找下我喜欢的人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""奥，么事，起来准备吃饭去也""}, {""sex"": ""1"", ""content"": ""想不想过起来就有饭吃的生活，我可以满足你。""}, {""sex"": ""1"", ""content"": ""等我呀，我也还没吃饭呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那我就没办法了""}, {""sex"": ""1"", ""content"": ""没办法就要想办法嘛，你是人可不是猪。""}, {""sex"": ""1"", ""content"": ""我有办法，就是不知道你愿不愿意。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还没感觉到""}, {""sex"": ""1"", ""content"": ""我得批评你一下，你太迟钝啦。""}, {""sex"": ""1"", ""content"": ""那你靠我近一点是不是就能感觉到了。""}], ""lock"": 1}"
