"{""chat"": [{""sex"": ""1"", ""content"": ""你们知道我为什么要过来和你们喝杯酒吗？""}, {""sex"": ""1"", ""content"": ""我在打赌！""}, {""sex"": ""2"", ""content"": ""打什么赌？""}, {""sex"": ""1"", ""content"": ""我刚才跟自己打赌，你们这里中如果有一个和我有心灵感应的，我就赢，如果没有我就输了。?""}, {""sex"": ""1"", ""content"": ""只要你们一分钟时间就可以了！过来喝一杯吧。”""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""1"", ""content"": ""觉得哪里的夜店比较好玩？""}, {""sex"": ""2"", ""content"": ""(女生列举很多夜店)""}, {""sex"": ""1"", ""content"": ""看样子你是个夜店咖，都快要成工作人员了。""}, {""sex"": ""1"", ""content"": ""我喜欢旅行，我去北京和我朋友过生日的时候在MIX，我觉得MIX是全国最棒的夜店。""}, {""sex"": ""2"", ""content"": ""(女生反应)""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好帅哦""}, {""sex"": ""1"", ""content"": ""你可不要爱上我了哦。""}, {""sex"": ""1"", ""content"": ""小可爱的嘴巴这么甜的嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好神秘""}, {""sex"": ""1"", ""content"": ""因为我的神秘只想被你一个人揭开。""}, {""sex"": ""1"", ""content"": ""那你什么时候来探索我的神秘呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""所以呀""}, {""sex"": ""1"", ""content"": ""所以我要怎么做你才会觉得我是真心的呢？""}, {""sex"": ""1"", ""content"": ""所以你知道你在我心里的重要性了吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我可穷了""}, {""sex"": ""1"", ""content"": ""穷一点无所谓，只要喜欢就好。""}, {""sex"": ""1"", ""content"": ""我又不在乎你穷，你怕啥。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不要理我了""}, {""sex"": ""1"", ""content"": ""傻瓜，我怎么舍得不理你呢？""}, {""sex"": ""1"", ""content"": ""那我就偏偏要理你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""等很久""}, {""sex"": ""1"", ""content"": ""等你这么久真的不容易啊。""}, {""sex"": ""1"", ""content"": ""不久了，不过还是等到你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是地球的""}, {""sex"": ""1"", ""content"": ""我是地球中国村的。""}, {""sex"": ""1"", ""content"": ""那巧了，我也是。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不讲理""}, {""sex"": ""1"", ""content"": ""老婆不讲理还不是很正常的嘛。""}, {""sex"": ""1"", ""content"": ""那今天我就让你讲讲理吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很热闹""}, {""sex"": ""1"", ""content"": ""不许你去瞎凑热闹。""}, {""sex"": ""1"", ""content"": ""看来你还挺喜欢热闹的地方呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你怕是个傻子哦""}, {""sex"": ""1"", ""content"": ""还是个喜欢你的傻子呦。""}, {""sex"": ""1"", ""content"": ""傻子有这么帅气的嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""傻子啊""}, {""sex"": ""1"", ""content"": ""我原本以为吧智商降低一半，会比较容易和你相处""}, {""sex"": ""1"", ""content"": ""就是因为傻才喜欢你这么久""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""七夕节快乐哦""}, {""sex"": ""1"", ""content"": ""有你陪伴的每一天，我都很快乐""}, {""sex"": ""1"", ""content"": ""小仙女七夕情人节快乐，愿你永远可爱温柔，永远幸福快乐""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想去""}, {""sex"": ""1"", ""content"": ""那就去啊，我陪你一起就好了。""}, {""sex"": ""1"", ""content"": ""你想的正是我要做的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不想去学校""}, {""sex"": ""1"", ""content"": ""一定是因为学校里没有我，所以你才不想去的。""}, {""sex"": ""1"", ""content"": ""不去学校了，上我家来，我教你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""啥时候过来""}, {""sex"": ""1"", ""content"": ""你想我啥时候过来呢。""}, {""sex"": ""1"", ""content"": ""那得看你想我想到什么程度了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你介意嘛""}, {""sex"": ""1"", ""content"": ""你觉得我敢介意吗？""}, {""sex"": ""1"", ""content"": ""现在我介不介意有什么变化吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""介绍吧""}, {""sex"": ""1"", ""content"": ""我也没别的本事，就只好把自己介绍给你了""}, {""sex"": ""1"", ""content"": ""我觉得不需要太正式的介绍了，慢慢相处中你就会了解我了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我想吃小龙虾""}, {""sex"": ""1"", ""content"": ""你上辈子一定是一只小龙虾吧。""}, {""sex"": ""1"", ""content"": ""十三香，蒜蓉，麻辣！想吃哪种""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上开白场""}, {""sex"": ""1"", ""content"": ""我猜我是今晚第一个给你打招呼的帅哥，是不是？""}, {""sex"": ""1"", ""content"": ""我发现了你的一个秘密。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪种喜欢呢？""}, {""sex"": ""1"", ""content"": ""没有喜欢啊，只剩下爱了。""}, {""sex"": ""1"", ""content"": ""非你不可的喜欢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哥哥好""}, {""sex"": ""1"", ""content"": ""不对，你说漏了一个字。""}, {""sex"": ""2"", ""content"": ""什么字啊？""}, {""sex"": ""1"", ""content"": ""你应该说：情哥哥好~""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你说我老？""}, {""sex"": ""1"", ""content"": ""哪敢啊，你可是十八岁的仙女呢。""}, {""sex"": ""1"", ""content"": ""你老吗？我怎么看都是非常年轻的呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你又不回来""}, {""sex"": ""1"", ""content"": ""等会儿就回来吓死你！""}, {""sex"": ""1"", ""content"": ""你咋知道我不回来呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我已经起了""}, {""sex"": ""1"", ""content"": ""我还以为你会赖床呢。""}, {""sex"": ""1"", ""content"": ""起来了有没有好好吃早饭？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""去看看""}, {""sex"": ""1"", ""content"": ""看你就足够让我看一辈子了。""}, {""sex"": ""1"", ""content"": ""难道有什么是比你还要好看的吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你无聊？""}, {""sex"": ""1"", ""content"": ""对啊，所以才需要有趣的你。""}, {""sex"": ""1"", ""content"": ""无聊的时候想你就不无聊了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚吃完早饭""}, {""sex"": ""1"", ""content"": ""没想到还是晚了一步，不然就可以请你吃饭了。""}, {""sex"": ""1"", ""content"": ""你都吃完了，那我约你一起吃晚饭如何？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很无聊。""}, {""sex"": ""1"", ""content"": ""无聊就和我聊天，我能够让你不无聊！""}, {""sex"": ""1"", ""content"": ""你有我无聊吗，在无聊中看着你无聊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""无聊就无聊""}, {""sex"": ""1"", ""content"": ""无聊还不能排解一下了吗？""}, {""sex"": ""1"", ""content"": ""那怎么行，怎么能任由着无聊下去，肯定要找点有意思的事做。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""挺会说话啊""}, {""sex"": ""1"", ""content"": ""要是不会说话怎么哄你开心呢。""}, {""sex"": ""1"", ""content"": ""这都是为了你特意准备的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""Hello.""}, {""sex"": ""1"", ""content"": ""我一直在想怎么才能让你主动跟我打招呼呢""}, {""sex"": ""1"", ""content"": ""天啊天啊，小仙女跟我打招呼了！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""养得起""}, {""sex"": ""1"", ""content"": ""养个小猪猪的能力我还是有的啦。""}, {""sex"": ""1"", ""content"": ""为了养你真的不容易呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哈喽，小哥哥。""}, {""sex"": ""1"", ""content"": ""小哥哥收到小仙女的招呼啦""}, {""sex"": ""1"", ""content"": ""收到！小仙女请回复""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃多点饭""}, {""sex"": ""1"", ""content"": ""不行，要控制一下，吃胖了会被你嫌弃的。""}, {""sex"": ""1"", ""content"": ""我会多吃点的，吃得饱饱的才有力气抱你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你让我怎么信""}, {""sex"": ""1"", ""content"": ""我现在不就信你了吗！""}, {""sex"": ""1"", ""content"": ""我长得这么诚实可靠怎么就让你不信了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不是说想我吗""}, {""sex"": ""1"", ""content"": ""你哪只眼睛看到我不想你了！""}, {""sex"": ""1"", ""content"": ""你没看到我的熊猫眼，都是昨天夜里太想你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我这么荣幸吗""}, {""sex"": ""1"", ""content"": ""不不不，这是我的荣幸。""}, {""sex"": ""1"", ""content"": ""那你觉得开心吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你有点自恋呀""}, {""sex"": ""1"", ""content"": ""人不自恋，天诛地灭！""}, {""sex"": ""1"", ""content"": ""你喜欢我这么自恋的人嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""累死了。""}, {""sex"": ""1"", ""content"": ""来，肩膀借你靠。""}, {""sex"": ""1"", ""content"": ""别一天天把自己搞得这么累，我会心疼。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那还是做兄弟吧""}, {""sex"": ""1"", ""content"": ""是兄弟就来贪玩蓝月？？""}, {""sex"": ""1"", ""content"": ""难道我们之间就只是兄弟这么简单？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你怕生人吗""}, {""sex"": ""1"", ""content"": ""不怕，是人又不是鬼，有什么好怕的？""}, {""sex"": ""1"", ""content"": ""又不是小孩子了，怎么会怕生人呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不下功夫怎么可能追到我呢""}, {""sex"": ""1"", ""content"": ""那我下了功夫是不是可以追到你呢！""}, {""sex"": ""1"", ""content"": ""那我得好好努力追到我我喜欢的你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不知道怎么接了""}, {""sex"": ""1"", ""content"": ""接不住话可是要受到惩罚的哦。""}, {""sex"": ""1"", ""content"": ""那我们通电话吧，我给你打一定要接。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我知道你喜欢我啊""}, {""sex"": ""1"", ""content"": ""那你就没有一点表示吗？""}, {""sex"": ""1"", ""content"": ""既然你知道了，下一步是不是应该做我女朋友了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""才认识你""}, {""sex"": ""1"", ""content"": ""那我们就慢慢的认识就好。""}, {""sex"": ""1"", ""content"": ""认识之后是不是有所感觉呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在吗，宝贝""}, {""sex"": ""1"", ""content"": ""你只有有事的时候才会叫我宝贝""}, {""sex"": ""1"", ""content"": ""听到你的叫唤，我觉得我不得不出现""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不是有对象吗""}, {""sex"": ""1"", ""content"": ""我的确是有“一对象”而且还在棋谱上。""}, {""sex"": ""1"", ""content"": ""你是不是看错了，我明明是单身哪来的对象。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们该睡觉了""}, {""sex"": ""1"", ""content"": ""是啊，我们应该要开始梦到你了。""}, {""sex"": ""1"", ""content"": ""放心吧，我们一定会好好睡觉的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在干嘛！""}, {""sex"": ""1"", ""content"": ""网上说，女生问“在干嘛”就是间接说“我想你了”。""}, {""sex"": ""1"", ""content"": ""我在想怎么约你吃饭才不会被拒绝。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是哪里的人""}, {""sex"": ""1"", ""content"": ""我是你的心上人呀。""}, {""sex"": ""1"", ""content"": ""不要问我从哪里来，我的故乡在远方。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""恩，在干嘛呢""}, {""sex"": ""1"", ""content"": ""还能干嘛，想你呗。""}, {""sex"": ""1"", ""content"": ""不干嘛就是想怎么才能让你更喜欢我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你要笑死我呀""}, {""sex"": ""1"", ""content"": ""那不行，你要是死了我就孤家寡人了。""}, {""sex"": ""1"", ""content"": ""笑一笑十年少，多笑笑。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""中秋放假""}, {""sex"": ""1"", ""content"": ""中秋跟国庆一起放假，连快乐都被延长了""}, {""sex"": ""1"", ""content"": ""打算放假去哪里嗨皮呀？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你得叫我姐姐""}, {""sex"": ""1"", ""content"": ""叫你姐姐会有糖吃吗？""}, {""sex"": ""1"", ""content"": ""叫姐姐不好，都把你叫老了，我觉得要叫小仙女才行""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在游泳""}, {""sex"": ""1"", ""content"": ""我还不会游泳，你要不要教我一下？""}, {""sex"": ""1"", ""content"": ""下次游泳记得约我，我可是游泳小王子。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你过年回家吗""}, {""sex"": ""1"", ""content"": ""回家啊，不回家去你家吗？""}, {""sex"": ""1"", ""content"": ""你要来我家吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""起来没？""}, {""sex"": ""1"", ""content"": ""不好意思啊，我和我的床真的是太相爱了""}, {""sex"": ""1"", ""content"": ""起来以后也见不到你啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""高兴呗""}, {""sex"": ""1"", ""content"": ""小小的人啊，就是高兴啊！""}, {""sex"": ""1"", ""content"": ""有什么高兴的事情，和我分享下？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我好高兴""}, {""sex"": ""1"", ""content"": ""你有魔法吗？不然我怎么也这么高兴。""}, {""sex"": ""1"", ""content"": ""你笑起来的样子一定很好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""开心了""}, {""sex"": ""1"", ""content"": ""既然你的心打开了，那我要进去咯。""}, {""sex"": ""1"", ""content"": ""你要一直做开开心心的小仙女哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不想去食堂""}, {""sex"": ""1"", ""content"": ""不去食堂你是打算吃空气嘛？""}, {""sex"": ""1"", ""content"": ""那我给你打包带过去吧，好不好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""胖了不好看了""}, {""sex"": ""1"", ""content"": ""没事，只要是你这个人怎么样我都喜欢。""}, {""sex"": ""1"", ""content"": ""谁说不好看的，反正在我眼里最好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你闻到什么味道了吗""}, {""sex"": ""1"", ""content"": ""闻到恋爱的酸臭味了。""}, {""sex"": ""1"", ""content"": ""鼻塞，啥都闻不到。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不是哦""}, {""sex"": ""1"", ""content"": ""那是什么呀？你又卖萌了。""}, {""sex"": ""1"", ""content"": ""小仙女快告诉我，不然我会好奇死的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你怎么这个亚子""}, {""sex"": ""1"", ""content"": ""是你害我变成这个亚子的。""}, {""sex"": ""1"", ""content"": ""我就是这么爱你的亚子啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有深夜的酒，也有清晨的粥""}, {""sex"": ""1"", ""content"": ""但深夜的酒不及清晨的粥。""}, {""sex"": ""1"", ""content"": ""那你的人生可真的是太美好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怕你被甜到了""}, {""sex"": ""1"", ""content"": ""没事，我都够甜得了。""}, {""sex"": ""1"", ""content"": ""你可能要把我甜到骨子里吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""附近人打招呼""}, {""sex"": ""1"", ""content"": "" 呼叫小仙女，收到请回答""}, {""sex"": ""1"", ""content"": ""长得这么好看我觉得我一定要给你打个招呼""}, {""sex"": ""1"", ""content"": ""手机好像中邪了，拦都拦不住要给你招呼！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""招呼语""}, {""sex"": ""1"", ""content"": ""手机好像中邪了，拦都拦不住要给你招呼！""}, {""sex"": ""1"", ""content"": ""长夜漫漫，无心睡眠。特来找菇凉聊天。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我喜欢聊天""}, {""sex"": ""1"", ""content"": ""那我们聊到天亮如何。""}, {""sex"": ""1"", ""content"": ""那我们来聊聊人生理想吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""对爱情的看法""}, {""sex"": ""1"", ""content"": ""在爱情里面多爱自己一点，给别人更多的理解。""}, {""sex"": ""1"", ""content"": ""别把爱情当做全部，毕竟还有很多美好的在等你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在家过""}, {""sex"": ""1"", ""content"": ""那我去你家陪你一起过吧。""}, {""sex"": ""1"", ""content"": ""你家我家还是如家？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我还是上班吧""}, {""sex"": ""1"", ""content"": ""努力上班的人最好看了。""}, {""sex"": ""1"", ""content"": ""不要上班了，我偷电瓶养你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""漂亮能当饭吃？""}, {""sex"": ""1"", ""content"": ""不能，但跟漂亮的你吃饭能让饭变得好吃。""}, {""sex"": ""1"", ""content"": ""长得好看不能当饭吃，但长得好看是一种优势。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谢谢啦！""}, {""sex"": ""1"", ""content"": ""谢什么啊，以后都一家人了。""}, {""sex"": ""1"", ""content"": ""谢谢这句话以后别说了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谢谢(*°?°)=3""}, {""sex"": ""1"", ""content"": ""跟我还客气什么啦？""}, {""sex"": ""1"", ""content"": ""多攒几个谢谢可以换一个亲亲吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我又不知道你帅不帅""}, {""sex"": ""1"", ""content"": ""我怎么可能是不帅的呢。""}, {""sex"": ""1"", ""content"": ""那你看看不就知道了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗨""}, {""sex"": ""1"", ""content"": ""第一次打招呼要正式一点""}, {""sex"": ""1"", ""content"": ""你是不是偷窥我很久了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""香不香""}, {""sex"": ""1"", ""content"": ""你让我凑近闻闻再说。""}, {""sex"": ""1"", ""content"": ""我还是觉得你身上的味道香""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""打死算了""}, {""sex"": ""1"", ""content"": ""呸呸呸，不准你随便说这个字。""}, {""sex"": ""1"", ""content"": ""打死了你上哪找我这么好的男人？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你自己睡吧""}, {""sex"": ""1"", ""content"": ""自己睡我会睡不着的。""}, {""sex"": ""1"", ""content"": ""我想要跟你一起睡，这样才能睡得香。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想的到美""}, {""sex"": ""1"", ""content"": ""不想美点，难不成还想丑点吗。""}, {""sex"": ""1"", ""content"": ""你都这么美了，我肯定得想美点了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真的假的欧""}, {""sex"": ""1"", ""content"": ""难道我还能骗你不成嘛？！""}, {""sex"": ""1"", ""content"": ""真假你自己来验证一下就好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一起吗""}, {""sex"": ""1"", ""content"": ""好呀，本来我想问你的，就是怕你拒绝。""}, {""sex"": ""1"", ""content"": ""能跟小仙女一起是我的荣幸。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你也要想我""}, {""sex"": ""1"", ""content"": ""我不正在想你了吗？""}, {""sex"": ""1"", ""content"": ""除了想我，我想不到其他的了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""跟你没有共同语言""}, {""sex"": ""1"", ""content"": ""那是因为我们还没有去共同创造，研究一下马上就有了。""}, {""sex"": ""1"", ""content"": ""因为我们的爱，是不需要用语言诉说的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""莫名伤感""}, {""sex"": ""1"", ""content"": ""那咋办，需不需要我来给你快乐？""}, {""sex"": ""1"", ""content"": ""伤感的时候来一杯奶茶就好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""试一下嘛""}, {""sex"": ""1"", ""content"": ""好~那就满足你，我们试一下""}, {""sex"": ""1"", ""content"": ""那有什么后果你都得负责哦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你就扯吧""}, {""sex"": ""1"", ""content"": ""牵扯不清才能跟你扯证啊。""}, {""sex"": ""1"", ""content"": ""我还要跟你扯一辈子呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""猪有什么区别""}, {""sex"": ""1"", ""content"": ""和你是没啥区别的。""}, {""sex"": ""1"", ""content"": ""养猪和养你有啥区别的呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很高兴你认识我""}, {""sex"": ""1"", ""content"": ""有多高兴啊""}, {""sex"": ""1"", ""content"": ""同乐同乐""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谢谢关心！""}, {""sex"": ""1"", ""content"": ""不用谢，我只是在例行公事而已。""}, {""sex"": ""1"", ""content"": ""关心你这种小事就不用说谢谢了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有空聊哈""}, {""sex"": ""1"", ""content"": ""我现在有空，可以分你点。""}, {""sex"": ""1"", ""content"": ""我已经准备好和你聊天了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想聊天但想到你没空我也不敢找你""}, {""sex"": ""1"", ""content"": ""只要你敢找，我就有空。""}, {""sex"": ""1"", ""content"": ""聊天不分我有没有空的好不好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不玩游戏了？""}, {""sex"": ""1"", ""content"": ""陪女朋友更重要""}, {""sex"": ""1"", ""content"": ""游戏随时能玩，你可不是随时都能找的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你今天是怎么了""}, {""sex"": ""1"", ""content"": ""今天比昨天更想你，已经控制不住了。""}, {""sex"": ""1"", ""content"": ""大概是喜欢得不到回应，我太难过了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为了美丽""}, {""sex"": ""1"", ""content"": ""果然女孩子为了美丽可以做一切事情。""}, {""sex"": ""1"", ""content"": ""可我觉得你现在已经很美了呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不想吃饭。""}, {""sex"": ""1"", ""content"": ""怎么了？是没有胃口吗？""}, {""sex"": ""1"", ""content"": ""不吃饭怎么行，会饿着我的小仙女的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""撩多少小姐姐了""}, {""sex"": ""1"", ""content"": ""我只想撩你这么一个小姐姐。""}, {""sex"": ""1"", ""content"": ""撩再多，也没有撩你那么认真。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天有啥安排""}, {""sex"": ""1"", ""content"": ""没啥安排，怎么想约我吗？""}, {""sex"": ""1"", ""content"": ""你都不说你有啥安排，我咋安排。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这句话什么意思""}, {""sex"": ""1"", ""content"": ""我说出来就没意思了，你自己慢慢体会。""}, {""sex"": ""1"", ""content"": ""就是字面上的意思，你可别想太多了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睁大眼睛""}, {""sex"": ""1"", ""content"": ""我好好仔仔细细的看看你！""}, {""sex"": ""1"", ""content"": ""眼睛本来就这么大，你想我咋滴。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你有什么事""}, {""sex"": ""1"", ""content"": ""想问问小仙女的择偶标准是什么？""}, {""sex"": ""1"", ""content"": ""事情有点多，三言两语说不清。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""昨晚睡的早""}, {""sex"": ""1"", ""content"": ""难怪我进梦里你就在了呢。""}, {""sex"": ""1"", ""content"": ""盯着手机一晚上你都没回我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没胃口吃东西""}, {""sex"": ""1"", ""content"": ""是因为我不在身边吗？""}, {""sex"": ""1"", ""content"": ""想吃啥我给你买去，我就不信你没胃口。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""胃口不太好""}, {""sex"": ""1"", ""content"": ""吃点话梅可以开开胃。""}, {""sex"": ""1"", ""content"": ""怎么了，是身体不舒服吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不给你发信息了以后""}, {""sex"": ""1"", ""content"": ""那看来得开始打电话粥了。""}, {""sex"": ""1"", ""content"": ""我给你发，你只需要回复就好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""飞不起""}, {""sex"": ""1"", ""content"": ""那我们就去坐飞机好了。""}, {""sex"": ""1"", ""content"": ""下凡这么久了，不会飞也是很正常的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我又不是妖精""}, {""sex"": ""1"", ""content"": ""那为什么能让我如此心动。""}, {""sex"": ""1"", ""content"": ""你要是妖精，我怕早就没命了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""无聊唉""}, {""sex"": ""1"", ""content"": ""跟我聊天就不无聊了。""}, {""sex"": ""1"", ""content"": ""那我带你去个有趣的地方玩儿。""}], ""lock"": 1}"
