"{""chat"": [{""sex"": ""2"", ""content"": ""你好""}, {""sex"": ""1"", ""content"": ""不用这么严肃 我很随和幽默的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早""}, {""sex"": ""1"", ""content"": ""早啊，小可爱，昨晚梦到我了吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你经常来这里玩吗？""}, {""sex"": ""1"", ""content"": ""不经常，每天来一次。听你的语气，你好像经常来这里玩吗？""}, {""sex"": ""2"", ""content"": ""经常""}, {""sex"": ""1"", ""content"": ""那你怎么会不认识我""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""1"", ""content"": ""你好！我想问你一个问题……有没有人告诉过你，你很适合当模特？""}, {""sex"": ""2"", ""content"": ""是有人这么说过。""}, {""sex"": ""1"", ""content"": ""我想认识你。你叫什么名字，把你电话告诉我吧。""}, {""sex"": ""2"", ""content"": ""你是做什么工作的？""}, {""sex"": ""1"", ""content"": ""你看我像做什么的？""}, {""sex"": ""2"", ""content"": ""你不会是星探吧。""}, {""sex"": ""1"", ""content"": ""你的眼力真好……一下子就猜错了。我是卖保险的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好困哦""}, {""sex"": ""1"", ""content"": ""睡吧，做个好梦，希望我能走进你的梦中。""}, {""sex"": ""1"", ""content"": ""可是我还有好多好多话还没有和你说呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你开始""}, {""sex"": ""1"", ""content"": ""一旦开始了，可就不能走回头路了哦。""}, {""sex"": ""1"", ""content"": ""我早就开始喜欢你了呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们连面都没见过""}, {""sex"": ""1"", ""content"": ""我们还有很多时间可以见面。""}, {""sex"": ""1"", ""content"": ""我们不是在梦里就已经见过了吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想表达啥呢""}, {""sex"": ""1"", ""content"": ""想表达我对你的喜欢。""}, {""sex"": ""1"", ""content"": ""我们之间除了爱情，还有什么好表达的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""把你绑在床上""}, {""sex"": ""1"", ""content"": ""这么凶残，你想对我做什么坏事！""}, {""sex"": ""1"", ""content"": ""你这是想玩捆绑play吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""给钱就行""}, {""sex"": ""1"", ""content"": ""要钱没有，要命一条。""}, {""sex"": ""1"", ""content"": ""谈钱多庸俗啊，咱们的关系不能被钱玷污了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天有太阳""}, {""sex"": ""1"", ""content"": ""太阳有你好看吗。""}, {""sex"": ""1"", ""content"": ""太阳再暖也没有你来的暖。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我妈去世了""}, {""sex"": ""1"", ""content"": ""摸摸头，妈妈到天堂守护你了呢。""}, {""sex"": ""1"", ""content"": ""妈妈肯定不希望你太难过，她一定希望她的小公主能开开心心的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""上车喽""}, {""sex"": ""1"", ""content"": ""老司机的车要开始了。""}, {""sex"": ""1"", ""content"": ""这车能到幼儿园吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天感觉怎么样""}, {""sex"": ""1"", ""content"": ""感觉非常不错，是个好日子""}, {""sex"": ""1"", ""content"": ""你这是想约我出门吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谁啊？""}, {""sex"": ""1"", ""content"": ""小仙女不知道我是谁了？伤心""}, {""sex"": ""1"", ""content"": ""我呀我呀我呀，你的小宝贝我呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你到底谁啊？""}, {""sex"": ""1"", ""content"": ""既然小仙女诚心诚意地发问了，那我就大发慈悲告诉你""}, {""sex"": ""1"", ""content"": ""知道我是谁，对你来说很重要吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我还没洗脸""}, {""sex"": ""1"", ""content"": ""是不是在等我帮你洗？""}, {""sex"": ""1"", ""content"": ""那你洗个脸清爽一下。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你真是特别""}, {""sex"": ""1"", ""content"": ""不特别你怎么会看上我呢。""}, {""sex"": ""1"", ""content"": ""做个特别的人，才能与众不同。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不怕我骗你吗""}, {""sex"": ""1"", ""content"": ""我要是骗就不会来了。""}, {""sex"": ""1"", ""content"": ""说真的有点怕，不过怕又有什么用呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你爱上我了呦～""}, {""sex"": ""1"", ""content"": ""那你什么时候爱上我呢？""}, {""sex"": ""1"", ""content"": ""我有什么理由不去爱上你呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你吃饭没有嘛""}, {""sex"": ""1"", ""content"": ""还没有，你要不要请我吃？""}, {""sex"": ""1"", ""content"": ""你要是想请我吃饭就直说嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不是你的错""}, {""sex"": ""1"", ""content"": ""可是我觉得好自责啊。""}, {""sex"": ""1"", ""content"": ""不管是不是我的错，我都觉得是我不好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""带我去吃好的""}, {""sex"": ""1"", ""content"": ""吃货！赶紧来吃好吃的吧！""}, {""sex"": ""1"", ""content"": ""那你一定要好好吃，不许挑食！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我吃好饭了""}, {""sex"": ""1"", ""content"": ""这时候需要一场散步，消化消化。""}, {""sex"": ""1"", ""content"": ""吃什么好吃的，都不带我！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""因为可爱""}, {""sex"": ""1"", ""content"": ""那我真的是可爱你了。""}, {""sex"": ""1"", ""content"": ""又开始说胡话了，这哪有你可爱啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""年轻着呢""}, {""sex"": ""1"", ""content"": ""没错没错，你是年轻貌美的小姑娘。""}, {""sex"": ""1"", ""content"": ""当然年轻了，小仙女永远十八岁。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""讲个笑话""}, {""sex"": ""1"", ""content"": ""要是你笑死了，我可咋办啊。""}, {""sex"": ""1"", ""content"": ""难道笑话比看到我还高兴？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我撩你吧""}, {""sex"": ""1"", ""content"": ""我已经准备好被你撩了。""}, {""sex"": ""1"", ""content"": ""赶紧的，不然我就跑啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""发你的照片看看""}, {""sex"": ""1"", ""content"": ""照片能看清楚我人吗？还是看人好""}, {""sex"": ""1"", ""content"": ""这都是照骗好不好，有啥可看的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是美颜强大""}, {""sex"": ""1"", ""content"": ""强大的中国技术啊！""}, {""sex"": ""1"", ""content"": ""美颜，让你知道什么叫做巫术。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你会遇见更好的""}, {""sex"": ""1"", ""content"": ""你就是我遇见的最好的""}, {""sex"": ""1"", ""content"": ""再好有什么用，你是你的话我都觉得不好""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你先嘛""}, {""sex"": ""1"", ""content"": ""女士优先，男生的传统。""}, {""sex"": ""1"", ""content"": ""要不你先，我等你就好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不方便打字""}, {""sex"": ""1"", ""content"": ""那我们只好打电话了。""}, {""sex"": ""1"", ""content"": ""那就先不打扰小仙女啦，等你方便的时候打。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""说你名字""}, {""sex"": ""1"", ""content"": ""我怕你叫我名字把我给收了。""}, {""sex"": ""1"", ""content"": ""说什么名字啊，你叫我老公就行了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""赶路""}, {""sex"": ""1"", ""content"": ""星光不问赶路人，时光不负有心人""}, {""sex"": ""1"", ""content"": ""那你路上要小心，照顾好自己，知道吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哎哎哎""}, {""sex"": ""1"", ""content"": ""生活虽然艰难，但也不要轻易叹气。""}, {""sex"": ""1"", ""content"": ""不要这么委婉，想对我表达爱意直接说“爱”。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""以后叫姐姐""}, {""sex"": ""1"", ""content"": ""叫姐姐都把你叫老了，要叫小姐姐才行。""}, {""sex"": ""1"", ""content"": ""不能叫姐姐，我觉得要叫小仙女、小公主。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不开心啊""}, {""sex"": ""1"", ""content"": ""是谁把你的开心偷走了吗？""}, {""sex"": ""1"", ""content"": ""没事儿，我有办法让你开心起来。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""做朋友不好嘛""}, {""sex"": ""1"", ""content"": ""不好，我想再近一步的呢！""}, {""sex"": ""1"", ""content"": ""做你的男朋友咋样。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我也不缺对我好的人""}, {""sex"": ""1"", ""content"": ""而我愿意做个永远对你好的人。""}, {""sex"": ""1"", ""content"": ""你缺的只是能在你身边一辈子的人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想聊什么啊""}, {""sex"": ""1"", ""content"": ""我想和你聊聊我们的余生。""}, {""sex"": ""1"", ""content"": ""我们之间除了爱情还有什么好聊的？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""下凡也是仙女""}, {""sex"": ""1"", ""content"": ""仙女下凡，我得好好看看。""}, {""sex"": ""1"", ""content"": ""那你有本事给我飞一个啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你住在哪里""}, {""sex"": ""1"", ""content"": ""我住在你心里。""}, {""sex"": ""1"", ""content"": ""你要是愿意，我可以收拾收拾马上搬到你那儿去。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""生活是甜的""}, {""sex"": ""1"", ""content"": ""那是因为生活里有你""}, {""sex"": ""1"", ""content"": ""我的生活有点苦，你能不能分一点甜给我？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""穷鬼""}, {""sex"": ""1"", ""content"": ""大家都是穷苦老百姓好不好！""}, {""sex"": ""1"", ""content"": ""所以才会想着怎么努力赚钱呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡觉了嘛""}, {""sex"": ""1"", ""content"": ""你的晚安还没给我，怎么睡呀。""}, {""sex"": ""1"", ""content"": ""再想你会儿再睡，这样就可以在梦里见到你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不够的""}, {""sex"": ""1"", ""content"": ""那还要多少才够呀？""}, {""sex"": ""1"", ""content"": ""那我想想办法，尽量满足你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不和你说了""}, {""sex"": ""1"", ""content"": ""那我们到梦里再说。""}, {""sex"": ""1"", ""content"": ""好，总要把一些话留到明天说嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我声音难听""}, {""sex"": ""1"", ""content"": ""你觉得我信吗？""}, {""sex"": ""1"", ""content"": ""人都长这么漂亮了，要是声音再好听你是想上天吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""声音好甜""}, {""sex"": ""1"", ""content"": ""honey，你可以做我的小甜心吗？""}, {""sex"": ""1"", ""content"": ""不止声音甜，本人更甜哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不可能了""}, {""sex"": ""1"", ""content"": ""别这么消极，一切皆有可能。""}, {""sex"": ""1"", ""content"": ""只要你愿意就没有什么是不可能的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不我不要""}, {""sex"": ""1"", ""content"": ""口是心非，你心里肯定说的是要。""}, {""sex"": ""1"", ""content"": ""你都说不要了，可不能后悔了哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我咋特别了""}, {""sex"": ""1"", ""content"": ""让我觉得特别心动，已经很久没有这种感觉了。""}, {""sex"": ""1"", ""content"": ""特别可爱，你是我见过的人里最可爱的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你说什么都可以""}, {""sex"": ""1"", ""content"": ""我说喜欢你好不好呀！""}, {""sex"": ""1"", ""content"": ""我可以了，那也得你可以呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""再见晚安""}, {""sex"": ""1"", ""content"": ""晚安，我到梦里想你""}, {""sex"": ""1"", ""content"": ""有你的晚安，今天晚上肯定会做美梦的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没关系吗""}, {""sex"": ""1"", ""content"": ""没关系呀，这一点都不影响""}, {""sex"": ""1"", ""content"": ""有关系，你让我越来越喜欢你了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃过药了""}, {""sex"": ""1"", ""content"": ""是不是专治相思病的？""}, {""sex"": ""1"", ""content"": ""我不就是你的解药吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""帅哥呢""}, {""sex"": ""1"", ""content"": ""我能不能举个小手呢。""}, {""sex"": ""1"", ""content"": ""难道我不可以是个帅哥吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""太善良""}, {""sex"": ""1"", ""content"": ""善良的人最后都没什么好下场啊。""}, {""sex"": ""1"", ""content"": ""这么善良的人也就是你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你的性格怎么样""}, {""sex"": ""1"", ""content"": ""我性格还不错，很适合当老公哦。""}, {""sex"": ""1"", ""content"": ""大家都觉得我是性格好脾气好的好男人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""能不能好好聊天了[悠闲]""}, {""sex"": ""1"", ""content"": ""不能，这辈子就和你杠上了。""}, {""sex"": ""1"", ""content"": ""好好聊天的关键是真心相待。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为什么要找""}, {""sex"": ""1"", ""content"": ""因为是你，所以我才想过来找你啊。""}, {""sex"": ""1"", ""content"": ""因为我想找所以我要找！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我回家啊""}, {""sex"": ""1"", ""content"": ""你一个人回家要注意安全啊，不然我会担心的""}, {""sex"": ""1"", ""content"": ""我去接你回家，小仙女一个人回家很危险的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""忘了就忘了""}, {""sex"": ""1"", ""content"": ""不能忘，我要把它记在我心里！""}, {""sex"": ""1"", ""content"": ""好记性不如烂笔头。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""只能这样""}, {""sex"": ""1"", ""content"": ""为什么有一种无能为力的感觉呢？""}, {""sex"": ""1"", ""content"": ""其实还有别的办法哦，别这么消极。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""此话怎么讲""}, {""sex"": ""1"", ""content"": ""听我跟你细细道来。""}, {""sex"": ""1"", ""content"": ""那可就说来话长了，你慢慢听我说。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看什么书啊""}, {""sex"": ""1"", ""content"": ""小仙女也喜欢看书吗，我可以推荐给你哦""}, {""sex"": ""1"", ""content"": ""我看的书类别还挺杂的，我喜欢涉猎不同的书籍""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们才聊没多久哎""}, {""sex"": ""1"", ""content"": ""可能我们上辈子就认识了，所以不需要聊那么久。""}, {""sex"": ""1"", ""content"": ""我们还有余生可以聊呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在吗，在吗""}, {""sex"": ""1"", ""content"": ""小仙女一呼唤，我就出现啦！""}, {""sex"": ""1"", ""content"": ""在呢在呢！小仙女是不是想我啦？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在呐""}, {""sex"": ""1"", ""content"": ""只要你找我，我都在""}, {""sex"": ""1"", ""content"": ""在你心里呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那么直接""}, {""sex"": ""1"", ""content"": ""我怕不够直接你猜不到。""}, {""sex"": ""1"", ""content"": ""难不成你喜欢婆婆妈妈的？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还以为你生气了""}, {""sex"": ""1"", ""content"": ""生气又不能干嘛，我肯定不生气啦。""}, {""sex"": ""1"", ""content"": ""生气有什么用，反正还是被你气一顿。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有趣开场白""}, {""sex"": ""1"", ""content"": ""（派大星表情包）""}, {""sex"": ""2"", ""content"": ""怎么了？""}, {""sex"": ""1"", ""content"": ""你不觉得这粉红小星星很可爱吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""回来找你""}, {""sex"": ""1"", ""content"": ""看过了花花绿绿始终觉得我最好吧。""}, {""sex"": ""1"", ""content"": ""回来了就好，以后再也不许离开我了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有时间聊吧""}, {""sex"": ""1"", ""content"": ""我觉得现在不就很多时间吗。""}, {""sex"": ""1"", ""content"": ""那你准备什么时候有时间呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""别扯""}, {""sex"": ""1"", ""content"": ""别的事可以不扯，但是证咱们不能不扯。""}, {""sex"": ""1"", ""content"": ""我这正儿八经在跟你说话呢，哪扯了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""额 我有喜欢的人""}, {""sex"": ""1"", ""content"": ""在你还没结婚前，我都有机会。""}, {""sex"": ""1"", ""content"": ""我又不喜欢你喜欢的人，你和我说这个干嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我嘴笨""}, {""sex"": ""1"", ""content"": ""反正，你的嘴负责亲我就好。""}, {""sex"": ""1"", ""content"": ""我的嘴厉害，你亲我一下你就不笨了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我为什么要同意""}, {""sex"": ""1"", ""content"": ""因为你没有拒绝的理由。""}, {""sex"": ""1"", ""content"": ""你现在同意貌似也没有坏处。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""养得起不""}, {""sex"": ""1"", ""content"": ""养猪怎么可能会养不起呢。""}, {""sex"": ""1"", ""content"": ""那这件事得问问我家的钱包了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我能相信你吗？""}, {""sex"": ""1"", ""content"": ""废话，除了我你还能相信谁""}, {""sex"": ""1"", ""content"": ""我是喜欢你的人，为什么不能相信""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""记得多穿点""}, {""sex"": ""1"", ""content"": ""有你在，我干嘛要多穿点啊。""}, {""sex"": ""1"", ""content"": ""穿的再多也不及你的心温暖。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""什么时候才有男朋友""}, {""sex"": ""1"", ""content"": ""现在立刻马上就是我！""}, {""sex"": ""1"", ""content"": ""只要你想，我就是你的男朋友。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那我是不是很荣幸""}, {""sex"": ""1"", ""content"": ""不，是我感到很荣幸才对。""}, {""sex"": ""1"", ""content"": ""为仙女服务是我的荣幸。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那我可真荣幸""}, {""sex"": ""1"", ""content"": ""错，是我的三生有幸！""}, {""sex"": ""1"", ""content"": ""上辈子做太多好事了，都回报到这辈子了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""咋不回我信息""}, {""sex"": ""1"", ""content"": ""不知道要回复你点什么好，所以就没回复了。""}, {""sex"": ""1"", ""content"": ""你这是希望我给你回复什么呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""秋季""}, {""sex"": ""1"", ""content"": ""一直觉得秋天是最舒服的季节，只可惜秋季太短暂了""}, {""sex"": ""1"", ""content"": ""秋天都来了，你什么时候来呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一场秋雨一场寒""}, {""sex"": ""1"", ""content"": ""十场秋雨穿上棉。""}, {""sex"": ""1"", ""content"": ""秋天来了，冬天还会远吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我好怕怕""}, {""sex"": ""1"", ""content"": ""来，免费的抱枕给你抱""}, {""sex"": ""1"", ""content"": ""怕就对了，就怕你不怕""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪有嘛""}, {""sex"": ""1"", ""content"": ""你说没有就没有，我相信你。""}, {""sex"": ""1"", ""content"": ""难道你喜欢我都没有吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我能拿你怎么样""}, {""sex"": ""1"", ""content"": ""你能拿我当男朋友啊。""}, {""sex"": ""1"", ""content"": ""不知道拿我怎么办就都依我吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你要笑死我嘛""}, {""sex"": ""1"", ""content"": ""笑死了，我就没老婆了。""}, {""sex"": ""1"", ""content"": ""笑一笑十年少，让你变年轻不好吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你懂吗""}, {""sex"": ""1"", ""content"": ""我懂不懂不重要，重要的是你要懂。""}, {""sex"": ""1"", ""content"": ""那必须懂啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你嘴最甜""}, {""sex"": ""1"", ""content"": ""没办法，我就这么甜不好吗""}, {""sex"": ""1"", ""content"": ""你来尝尝不就知道了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好的 你想听什么歌""}, {""sex"": ""1"", ""content"": ""你唱的我都想听。""}, {""sex"": ""1"", ""content"": ""唱你自己拿手的，我听着。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""头疼的睡不着""}, {""sex"": ""1"", ""content"": ""这么头疼要不要我帮你揉一揉啊。""}, {""sex"": ""1"", ""content"": ""以后有我了，就不要怕头疼了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你一点都不老实""}, {""sex"": ""1"", ""content"": ""男人怎么会不老实呢！""}, {""sex"": ""1"", ""content"": ""我怕老实人约不动你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嫌弃我丑""}, {""sex"": ""1"", ""content"": ""那个笨蛋敢嫌弃你丑！明明这么好看""}, {""sex"": ""1"", ""content"": ""我没见过哪个仙女是丑的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""尬聊么""}, {""sex"": ""1"", ""content"": ""我跟你聊天不尴尬啊，要怎么尬聊？""}, {""sex"": ""1"", ""content"": ""那就姑且聊个五毛钱吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""开头怎么聊""}, {""sex"": ""1"", ""content"": ""小可爱在吗，有一个天要跟你聊一下""}, {""sex"": ""1"", ""content"": ""第一次跟小仙女聊天，有点紧张""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""深夜畅聊""}, {""sex"": ""1"", ""content"": ""聊聊我是怎么喜欢上你的吧。""}, {""sex"": ""1"", ""content"": ""夜深人静的时候，不聊点人生怎么行呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早上问候语""}, {""sex"": ""1"", ""content"": ""抓住一直熬夜之后变国宝的小仙女呀""}, {""sex"": ""2"", ""content"": ""嘻嘻，熬夜一时爽一直熬一直爽""}, {""sex"": ""1"", ""content"": ""这就是传说中的，熬最晚的夜，用最贵的护肤品""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""下午好[玫瑰]""}, {""sex"": ""1"", ""content"": ""希望晚上也能听到你的问候""}, {""sex"": ""1"", ""content"": ""都下午了！你才想起我吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃饭了吗？""}, {""sex"": ""1"", ""content"": ""一直留着肚子等你请我吃饭呢。""}, {""sex"": ""1"", ""content"": ""还没呢，一起去吃吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我还没吃晚饭呢""}, {""sex"": ""1"", ""content"": ""那你还在等啥啊，赶紧去吃饭啊。""}, {""sex"": ""1"", ""content"": ""好好吃饭，才有力气干活。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""别这么客气""}, {""sex"": ""1"", ""content"": ""既然你都这么说了，那我就不再跟你客气了。""}, {""sex"": ""1"", ""content"": ""对对对，我的错，怎么能跟喜欢的人这么客气呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就是假的""}, {""sex"": ""1"", ""content"": ""可是我没有骗你的意思啊。""}, {""sex"": ""1"", ""content"": ""我像是那种骗你的人吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不喝水""}, {""sex"": ""1"", ""content"": ""不喝水你会枯萎的呀。""}, {""sex"": ""1"", ""content"": ""看来我要给你浇浇水了，免得你缺水。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那不理我""}, {""sex"": ""1"", ""content"": ""我要让你感受一下你不理我的时候我是什么滋味啊。""}, {""sex"": ""1"", ""content"": ""没有不理你啦，我现在才看手机嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没你这个傻儿子""}, {""sex"": ""1"", ""content"": ""我媳妇痴呆到老公儿子分不清了吗？""}, {""sex"": ""1"", ""content"": ""我把你当媳妇，你却想着当我妈啊！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我有酒你有故事吗？""}, {""sex"": ""1"", ""content"": ""如果你愿意听，我什么故事都有。""}, {""sex"": ""1"", ""content"": ""我们的故事不就是故事嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""现在才吃""}, {""sex"": ""1"", ""content"": ""这么晚才吃，是不是都饿坏了""}, {""sex"": ""1"", ""content"": ""这么忙的吗，都忙得没时间吃饭了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不想吃面""}, {""sex"": ""1"", ""content"": ""那就吃饭吧，吃饭比较不容易饿。""}, {""sex"": ""1"", ""content"": ""那你想吃什么呀，想吃什么我就带你去吃什么。""}], ""lock"": 1}"
