"{""chat"": [{""sex"": ""1"", ""content"": ""你好，请问下一站到是哪里？""}, {""sex"": ""2"", ""content"": ""哦……人民广场。""}, {""sex"": ""1"", ""content"": ""谢谢，你真是个好人，可以把你的电话号码告诉我吗？""}, {""sex"": ""2"", ""content"": ""嗯，要我电话号码做什么？""}, {""sex"": ""1"", ""content"": ""呵呵，其实我是想以后问时间的时候可以打电话问你啦，难得遇到你这样的好人""}, {""sex"": ""2"", ""content"": ""呵呵，你还真好玩。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好我不好""}, {""sex"": ""1"", ""content"": ""哪里不好，可以跟我说说哦""}, {""sex"": ""1"", ""content"": ""所以我来让你变好了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不用陪我了""}, {""sex"": ""1"", ""content"": ""那不行！我得好好陪着你才行。""}, {""sex"": ""1"", ""content"": ""不陪你，我还得陪着谁啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""主动久了""}, {""sex"": ""1"", ""content"": ""主动久了所以我们才会有故事啊。""}, {""sex"": ""1"", ""content"": ""不主动怎么会有故事的呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是我生日""}, {""sex"": ""1"", ""content"": ""不陪你过生日说不过去呀""}, {""sex"": ""1"", ""content"": ""所以我把自己做礼物送给你了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""国庆节快乐！""}, {""sex"": ""1"", ""content"": ""国庆中秋两佳节，双份祝福来送上，愿国庆家庆与你同庆，佳节佳时与你共享，月饼同食，月色共赏，佳节同乐，国庆同庆，祝福多送，祝你天天""}, {""sex"": ""1"", ""content"": ""国好家好国家好家家都好，国圆人圆国人圆人人皆圆，把一份浓浓的思念，和一串串蜜蜜的祝福寄给最亲爱的你，国庆节快乐啊！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""问在不在""}, {""sex"": ""1"", ""content"": ""我好像听到有一个小可爱在召唤我，是你吗？""}, {""sex"": ""1"", ""content"": ""叮咚，可爱的小仙女在不在呀？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在吗""}, {""sex"": ""1"", ""content"": ""在山的那边… ""}, {""sex"": ""2"", ""content"": ""依然是山……""}, {""sex"": ""1"", ""content"": ""不，在山的那边你可以看到我""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你发个照片我看看""}, {""sex"": ""1"", ""content"": ""像我这么好看的人，你看了会心动的。""}, {""sex"": ""1"", ""content"": ""看什么照片啊，现实看就好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天阳光真好""}, {""sex"": ""1"", ""content"": ""我觉得每天阳光都很好，毕竟你是我的小太阳""}, {""sex"": ""1"", ""content"": ""不止阳光好吧，小仙女的心情肯定也好""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""木头做的门叫什么门""}, {""sex"": ""1"", ""content"": ""木门呀""}, {""sex"": ""1"", ""content"": ""为什么我嗅到了套路的味道？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你吃早餐了吗""}, {""sex"": ""1"", ""content"": ""没呢，等着和你一起""}, {""sex"": ""1"", ""content"": ""快下来，一起吃早餐""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是老男人""}, {""sex"": ""1"", ""content"": ""会不会说话，我这是成熟男人的标志。""}, {""sex"": ""1"", ""content"": ""是人都会老的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""感觉都差不多""}, {""sex"": ""1"", ""content"": ""怎么会差不多呢，那感觉可差远了。""}, {""sex"": ""1"", ""content"": ""那你感觉一下，你是不是也喜欢我？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""去看医生了""}, {""sex"": ""1"", ""content"": ""医生怎么说，应该没有大问题吧。""}, {""sex"": ""1"", ""content"": ""要是我能陪你一起去看医生就好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""会被嫌弃的""}, {""sex"": ""1"", ""content"": ""怎么可能嫌弃你呢。""}, {""sex"": ""1"", ""content"": ""有我在，谁还敢嫌弃我的宝贝。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不现实。""}, {""sex"": ""1"", ""content"": ""我怕太现实等会儿你就跑走了。""}, {""sex"": ""1"", ""content"": ""现实就是这么残酷啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我都老阿姨了""}, {""sex"": ""1"", ""content"": ""那像你这么年轻貌美的老阿姨实在是太少见了。""}, {""sex"": ""1"", ""content"": ""乱说，明明是青春永驻的小仙女。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""hihi""}, {""sex"": ""1"", ""content"": ""(,,???)?゛hello""}, {""sex"": ""1"", ""content"": ""呀，这不是小仙女吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我这么细心的一个人""}, {""sex"": ""1"", ""content"": ""那怎么没有好好照顾自己呢。""}, {""sex"": ""1"", ""content"": ""那我能麻烦你这个细心的人，能照顾我一下吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我可以信任你吗""}, {""sex"": ""1"", ""content"": ""我心都在你那，你觉得能相信我吗？""}, {""sex"": ""1"", ""content"": ""信任都是相互，你完全可以信任我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想聊什么呢？""}, {""sex"": ""1"", ""content"": ""聊一聊我们的人生大事。""}, {""sex"": ""1"", ""content"": ""聊下我们的过去和未来。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""冬至祝福""}, {""sex"": ""1"", ""content"": ""家家捣米做汤圆，知是明朝冬至天。平安皮包如意馅，冰天雪地不觉寒。""}, {""sex"": ""1"", ""content"": ""冬至送你一车幸福，让平安开道，抛弃一切烦恼，快乐与你拥抱，释放一生真情，让幸福永远对你微笑。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你要做我后半辈子的好运气""}, {""sex"": ""1"", ""content"": ""那你要做我后半辈子的好妻子。""}, {""sex"": ""1"", ""content"": ""荣幸之至。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还挺自恋""}, {""sex"": ""1"", ""content"": ""人不自恋天诛地灭呀。""}, {""sex"": ""1"", ""content"": ""既然没有人喜欢自己，那就自己喜欢自己咯。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""相信啥""}, {""sex"": ""1"", ""content"": ""相信我是可以给你带来幸福的。""}, {""sex"": ""1"", ""content"": ""你愿意相信我什么就相信我什么。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你做什么呢""}, {""sex"": ""1"", ""content"": ""在给最好看的小仙女回消息。""}, {""sex"": ""1"", ""content"": ""我在猜你今天想了我几次。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我哪里知道你""}, {""sex"": ""1"", ""content"": ""你怎么会不知道我喜欢你呢。""}, {""sex"": ""1"", ""content"": ""我们都梦里看到好几次了，怎么会不知道呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是哪里的小哥哥""}, {""sex"": ""1"", ""content"": ""我是来自你心里的小哥哥呀。""}, {""sex"": ""1"", ""content"": ""你这是想知道你以后的婆家在哪嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要有那么好看就好了""}, {""sex"": ""1"", ""content"": ""你本来就这么好看啊。""}, {""sex"": ""1"", ""content"": ""你现在也是我喜欢的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你笑死我吧""}, {""sex"": ""1"", ""content"": ""那不行，把你笑死我就没老婆了。""}, {""sex"": ""1"", ""content"": ""主要是想看你的笑。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我感觉自己好丑""}, {""sex"": ""1"", ""content"": ""瞎说，你怎么可能是丑的呢。""}, {""sex"": ""1"", ""content"": ""那只是你感觉，我感觉你挺好看的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你没女朋友嘛""}, {""sex"": ""1"", ""content"": ""你都还没答应我，我怎么可能有女朋友呢。""}, {""sex"": ""1"", ""content"": ""女朋友是什么，你在说什么？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""女朋友生气怎么哄""}, {""sex"": ""1"", ""content"": ""问题是我也没有女朋友。""}, {""sex"": ""1"", ""content"": ""你凑近点，我悄悄告诉你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我俩认识吗""}, {""sex"": ""1"", ""content"": ""前一秒不认识，现在认识了。""}, {""sex"": ""1"", ""content"": ""你闭眼再睁眼，这就是我们第二次见面你说认识了吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不怕辛苦吗""}, {""sex"": ""1"", ""content"": ""辛苦过后是甘甜，我为什么要怕呢。""}, {""sex"": ""1"", ""content"": ""如果怕就可以不经历辛苦，那我怕了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我现在头疼""}, {""sex"": ""1"", ""content"": ""是因为想我想得头疼了吗？""}, {""sex"": ""1"", ""content"": ""我帮小仙女揉一揉好不好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你高兴就行""}, {""sex"": ""1"", ""content"": ""可我的使命是让你开心啊。""}, {""sex"": ""1"", ""content"": ""只要你高兴了，我就会高兴。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""双休""}, {""sex"": ""1"", ""content"": ""这时候就因该安排一场偶遇了是不是。""}, {""sex"": ""1"", ""content"": ""出门约会来不来？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""中午吃了什么""}, {""sex"": ""1"", ""content"": ""吃饭配咸菜，太凄惨了""}, {""sex"": ""1"", ""content"": ""大排档，有点油现在还不舒服呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""给我酸奶""}, {""sex"": ""1"", ""content"": ""只要酸奶就够了？不要我？""}, {""sex"": ""1"", ""content"": ""酸酸甜甜就是我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""现在心里很酸，能陪我聊聊吗？""}, {""sex"": ""1"", ""content"": ""就算陪你聊一辈子，我都是愿意的。""}, {""sex"": ""1"", ""content"": ""要不我再来点甜，酸酸甜甜的比较好入口。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我这么老实""}, {""sex"": ""1"", ""content"": ""那你老老实实做我女朋友行不行？""}, {""sex"": ""1"", ""content"": ""你哪儿老实了？都把我的心偷走了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上请我吃饭吗""}, {""sex"": ""1"", ""content"": ""你不怕是鸿门宴吗""}, {""sex"": ""1"", ""content"": ""吃饭要两个人吃才好吃""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你什么时候有空啊""}, {""sex"": ""1"", ""content"": ""你如果想约我的话，我得好好看看我的日程安排了。""}, {""sex"": ""1"", ""content"": ""只要你想，我什么都有空呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哦……""}, {""sex"": ""1"", ""content"": ""你怎么能对我这么冷淡，这样怎么增进感情？""}, {""sex"": ""1"", ""content"": ""哦~原来你就是我等了那么久的人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""无聊怎么办""}, {""sex"": ""1"", ""content"": ""来找我是最快的脱离无聊的方法。""}, {""sex"": ""1"", ""content"": ""想我就不会无聊了呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""[问候]""}, {""sex"": ""1"", ""content"": ""小仙女好，小仙女还记得我吗？""}, {""sex"": ""1"", ""content"": ""终于看到你，还好我一直在等你""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不可以！""}, {""sex"": ""1"", ""content"": ""女人说话都是反着的，不可以就是可以！""}, {""sex"": ""1"", ""content"": ""为什么不可以，你给我说说。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不可以亲我""}, {""sex"": ""1"", ""content"": ""对不起，我做不到。""}, {""sex"": ""1"", ""content"": ""你说不可以就不可以，我多没面子啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这么直接呀""}, {""sex"": ""1"", ""content"": ""我就是想对你直接点而已。""}, {""sex"": ""1"", ""content"": ""直接点难道不好吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""昨天不舒服""}, {""sex"": ""1"", ""content"": ""怎么了，哪里不舒服，怎么昨天没告诉我？""}, {""sex"": ""1"", ""content"": ""生病了吗？还是来大姨妈了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""跟女孩子打招呼""}, {""sex"": ""1"", ""content"": ""我好久之前就想着怎么和你打招呼了""}, {""sex"": ""1"", ""content"": ""小仙女现在觉得无聊吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就你懂""}, {""sex"": ""1"", ""content"": ""当然要搞懂喜欢的人在想什么啦。""}, {""sex"": ""1"", ""content"": ""我希望是你能懂我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我就喜欢听大实话""}, {""sex"": ""1"", ""content"": ""我说的可都是大实话啊。""}, {""sex"": ""1"", ""content"": ""那我这种老实人呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""把你的心交出来""}, {""sex"": ""1"", ""content"": ""我把它放你心里了。""}, {""sex"": ""1"", ""content"": ""要我心干嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""待在家里""}, {""sex"": ""1"", ""content"": ""捕捉到宅女一枚！""}, {""sex"": ""1"", ""content"": ""那你的意思是让我去你家咯。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""告诉我吧""}, {""sex"": ""1"", ""content"": ""告诉你的话会有糖吃吗？""}, {""sex"": ""1"", ""content"": ""这事儿只能告诉女朋友，你确定要听吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""了解我多少""}, {""sex"": ""1"", ""content"": ""我可以了解你多少！""}, {""sex"": ""1"", ""content"": ""你愿意让我了解你多少？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那我就不理你""}, {""sex"": ""1"", ""content"": ""你小心我变成天津狗不理包子！""}, {""sex"": ""1"", ""content"": ""没事，我理你就好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看下你""}, {""sex"": ""1"", ""content"": ""等会儿，把我看到眼里去了""}, {""sex"": ""1"", ""content"": ""我难道就这么好看吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我一个人玩""}, {""sex"": ""1"", ""content"": ""两个人玩才是最好玩的。""}, {""sex"": ""1"", ""content"": ""那不是太无聊了吗？为什么不找我""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""买东西去了""}, {""sex"": ""1"", ""content"": ""女人的天性其中就有购物。""}, {""sex"": ""1"", ""content"": ""买买买，舒服不？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""买东西了""}, {""sex"": ""1"", ""content"": ""你要是有男朋友，不就可以让男朋友帮你买了""}, {""sex"": ""1"", ""content"": ""买什么呀，肯定又是买零食对不对""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""回不到过去""}, {""sex"": ""1"", ""content"": ""过去就成为过去吧，我们可以创造新的回忆。""}, {""sex"": ""1"", ""content"": ""我不想回到过去，我只想跟你有更好的未来。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""脱单。""}, {""sex"": ""1"", ""content"": ""终于想体验两个人的感觉了吗？""}, {""sex"": ""1"", ""content"": ""那咱们一起脱吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""出去浪了""}, {""sex"": ""1"", ""content"": ""早点回家，女孩子太晚回去不安全，我也不放心""}, {""sex"": ""1"", ""content"": ""外面的世界再精彩也不如有一个等你回家的人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你觉的呢""}, {""sex"": ""1"", ""content"": ""我觉得你适合当我未来孩子的妈。""}, {""sex"": ""1"", ""content"": ""革命还未成功，同志仍需努力。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""祝生日快乐""}, {""sex"": ""1"", ""content"": ""谢谢小仙女的祝福，这个生日过得好开心。""}, {""sex"": ""1"", ""content"": ""谢谢小仙女，希望我的生日愿望能够实现。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想跟你一起""}, {""sex"": ""1"", ""content"": ""欢迎欢迎，热烈欢迎！""}, {""sex"": ""1"", ""content"": ""我就站在原地静静的等你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我也是想你""}, {""sex"": ""1"", ""content"": ""难怪我会打喷嚏呢。""}, {""sex"": ""1"", ""content"": ""有多想我啊，有没有像想我一样想你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有错""}, {""sex"": ""1"", ""content"": ""我错在没能早点遇见你呀！""}, {""sex"": ""1"", ""content"": ""知错能改善莫大焉！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""衣服好贵""}, {""sex"": ""1"", ""content"": ""小仙女嘛，就是要穿一些高档的衣服。""}, {""sex"": ""1"", ""content"": ""贵的衣服有贵的道理呀，穿在身上有种高级感。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚手机没电了""}, {""sex"": ""1"", ""content"": ""以后有必要得给你带个充电宝。""}, {""sex"": ""1"", ""content"": ""手机没电你要早说啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我去看电影了""}, {""sex"": ""1"", ""content"": ""我想变成电影。""}, {""sex"": ""1"", ""content"": ""电影什么都没有你好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谢谢你呢""}, {""sex"": ""1"", ""content"": ""我们之间都这么熟了，还需要谢谢吗。""}, {""sex"": ""1"", ""content"": ""谢什么啊，反正都是一家人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""只是时间问题""}, {""sex"": ""1"", ""content"": ""时间久了，你就会爱上我的。""}, {""sex"": ""1"", ""content"": ""是啊，很多事情都与时间有关。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你觉得我会信？""}, {""sex"": ""1"", ""content"": ""我长得这么老实，像是会骗你的人吗。""}, {""sex"": ""1"", ""content"": ""我会用我的行动来证明的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""明天给你答案""}, {""sex"": ""1"", ""content"": ""我已经迫不及待，等不了明天了。""}, {""sex"": ""1"", ""content"": ""那我已经开始期待明天了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你学不会""}, {""sex"": ""1"", ""content"": ""但是总有一天我会学会的。""}, {""sex"": ""1"", ""content"": ""不试试怎么知道我学不会呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我自己冷静一下""}, {""sex"": ""1"", ""content"": ""希望你的冷静不要太久了。""}, {""sex"": ""1"", ""content"": ""冷静的时候好好想想我怎么样？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们都冷静一下""}, {""sex"": ""1"", ""content"": ""但是我没有办法冷静下来，心情很复杂""}, {""sex"": ""1"", ""content"": ""好吧，我们都好好想想问题究竟是出在哪里了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你爱笑不""}, {""sex"": ""1"", ""content"": ""你喜欢爱笑的人吗。""}, {""sex"": ""1"", ""content"": ""爱笑的人运气都挺好的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""去哪里玩呀""}, {""sex"": ""1"", ""content"": ""是不是想跟我一起去玩？""}, {""sex"": ""1"", ""content"": ""其实我最想去的地方是你的心里。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""太难看了""}, {""sex"": ""1"", ""content"": ""知道为什么电影难看吗？因为陪你去看的人不是我。""}, {""sex"": ""1"", ""content"": ""虽然我长得难看，但是爱你的心却是美的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你脾气咋样""}, {""sex"": ""1"", ""content"": ""大家都说我脾气很好，我也几乎不跟人动气的。""}, {""sex"": ""1"", ""content"": ""我脾气咋样你跟我相处相处就知道了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是不是加了很多小姐姐""}, {""sex"": ""1"", ""content"": ""只要你愿意做我女朋友，我只有你一个小姐姐！""}, {""sex"": ""1"", ""content"": ""没有啊，我只有你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我还没有吃""}, {""sex"": ""1"", ""content"": ""怎么这么晚了还不吃，可不能饿着我的小仙女啊""}, {""sex"": ""1"", ""content"": ""那你快去吃呀，我都听到你的肚子在抗议了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不用等我了""}, {""sex"": ""1"", ""content"": ""那不行，我得等一等我喜欢的人。""}, {""sex"": ""1"", ""content"": ""等等你，这样才觉得有意义。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有你的地方就是世界最温柔的中心""}, {""sex"": ""1"", ""content"": ""有你在的地方，是我最想待的地方。""}, {""sex"": ""1"", ""content"": ""那你还不来我怀里？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不要异地恋""}, {""sex"": ""1"", ""content"": ""那我们奔现，我到你身边去。""}, {""sex"": ""1"", ""content"": ""异地恋也有异地恋的美好呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我眼睛好看嘛""}, {""sex"": ""1"", ""content"": ""你何止眼睛好看，鼻子也好看，嘴巴也好看，耳朵也好看""}, {""sex"": ""1"", ""content"": ""我觉得我的眼睛更好看，毕竟我的眼里有好看的你""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我看你是活腻了""}, {""sex"": ""1"", ""content"": ""做自己做腻了，想做你男朋友了。""}, {""sex"": ""1"", ""content"": ""一想到你就如沐春风，怎么会腻呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡觉啦，晚安""}, {""sex"": ""1"", ""content"": ""好梦，小仙女今晚要睡个好觉哦。""}, {""sex"": ""1"", ""content"": ""说了晚安就要放下手机哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""青春洋溢""}, {""sex"": ""1"", ""content"": ""我觉得你浑身就充满了青春活力。""}, {""sex"": ""1"", ""content"": ""青春洋溢的小仙女很可爱呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哄女孩子睡觉""}, {""sex"": ""1"", ""content"": ""你还不早点睡我就和你睡了！""}, {""sex"": ""1"", ""content"": ""你知道睡很晚对手机是不好的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不知道聊啥""}, {""sex"": ""1"", ""content"": ""那我们就来聊聊人生吧。""}, {""sex"": ""1"", ""content"": ""那就不聊了，直接撩就完事了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""粘人的小妖精。""}, {""sex"": ""1"", ""content"": ""像我这样的只能叫做“粘人的大妖精”""}, {""sex"": ""1"", ""content"": ""没办法，谁让你喜欢的不得了呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""心里没路""}, {""sex"": ""1"", ""content"": ""那我就飞进你的心里。""}, {""sex"": ""1"", ""content"": ""给个定位，我自己走条路。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小哥哥，在吗？""}, {""sex"": ""1"", ""content"": ""小哥哥一直在等着小仙女呢""}, {""sex"": ""1"", ""content"": ""哇，小仙女竟然来找我，这是我的荣幸呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们不会在一起的""}, {""sex"": ""1"", ""content"": ""话可别说太早了。""}, {""sex"": ""1"", ""content"": ""你看你，又开始说胡话了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就想跟你聊天""}, {""sex"": ""1"", ""content"": ""除了聊天就没有其他的东西了吗？""}, {""sex"": ""1"", ""content"": ""我也想和你好好聊会儿天，""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""都给你吃""}, {""sex"": ""1"", ""content"": ""真的？对我这么好嘛？""}, {""sex"": ""1"", ""content"": ""你给我的，我都舍不得吃。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""笑笑笑""}, {""sex"": ""1"", ""content"": ""我心不自觉地跳了一下。""}, {""sex"": ""2"", ""content"": ""嗯？""}, {""sex"": ""1"", ""content"": ""谁让你笑的这么好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们好可怜""}, {""sex"": ""1"", ""content"": ""哪里可怜了，这不是还有你吗。""}, {""sex"": ""1"", ""content"": ""不可怜，反正你比较好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我感觉我好可怜""}, {""sex"": ""1"", ""content"": ""你有我喜欢了，你哪里可怜了？！""}, {""sex"": ""1"", ""content"": ""可怜吗？我觉得你挺可爱的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""最疯狂的事""}, {""sex"": ""1"", ""content"": ""那当然是在最疯狂的年纪喜欢上一个人。""}, {""sex"": ""1"", ""content"": ""你带了户口本吗，今天我就要做疯狂的事情了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""恶心的""}, {""sex"": ""1"", ""content"": ""恶心多了就习以为常了。""}, {""sex"": ""1"", ""content"": ""正好可以帮你清理一下你的胃。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我怕吃胖""}, {""sex"": ""1"", ""content"": ""没事，这不是还有我陪你减肥吗。""}, {""sex"": ""1"", ""content"": ""你这种小可爱怎么会吃胖呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""恋恋不舍""}, {""sex"": ""1"", ""content"": ""我也舍不得你，咱们不要分开好不好。""}, {""sex"": ""1"", ""content"": ""既然不舍，就不要离开了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我当你夸我""}, {""sex"": ""1"", ""content"": ""当然是在夸你啦，没得说啦。""}, {""sex"": ""1"", ""content"": ""夸你不是我的日常操作吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我好傻啊""}, {""sex"": ""1"", ""content"": ""你傻又不是一天两天的事了。""}, {""sex"": ""1"", ""content"": ""偏偏我就是喜欢傻乎乎的你啊。""}], ""lock"": 1}"
