"{""chat"": [{""sex"": ""1"", ""content"": ""你好，我和朋友在讨论一个问题，我们都觉得自己说得对，想听听女孩的看法？""}, {""sex"": ""2"", ""content"": ""什么问题？""}, {""sex"": ""1"", ""content"": ""你觉得男人更爱撒谎还是女人更爱撒谎？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""开场白""}, {""sex"": ""1"", ""content"": ""今天好倒霉，伤心""}, {""sex"": ""2"", ""content"": ""遇到什么事了啊？""}, {""sex"": ""1"", ""content"": ""手机丢了，差点联系不上你了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""七夕开场白""}, {""sex"": ""1"", ""content"": ""嘿，等一下，我只有一分钟时间，如果我不跟你打个招呼认识一下，等下可能会觉得后悔的""}, {""sex"": ""1"", ""content"": ""我想认识你，但我觉得没有好的方法，所以就直接过来跟你打个招呼""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""年龄差太大了""}, {""sex"": ""1"", ""content"": ""真正的爱情是不分年龄的。""}, {""sex"": ""1"", ""content"": ""无论年龄差得有多大，相爱的两个人心与心都是没有距离的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""年龄太小不想谈恋爱""}, {""sex"": ""1"", ""content"": ""那我能预定一下吗？""}, {""sex"": ""1"", ""content"": ""谈恋爱不分年龄大小，只要喜欢就够了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你个二货""}, {""sex"": ""1"", ""content"": ""都怪你，一遇到你我就忍不住犯二。""}, {""sex"": ""1"", ""content"": ""毕竟跟你待在一起这么久，是你传染给我的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不理我吗？""}, {""sex"": ""1"", ""content"": ""我怎么会不理你呢。""}, {""sex"": ""1"", ""content"": ""我才不会不理你这种小可爱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我可以不理你吗？""}, {""sex"": ""1"", ""content"": ""不行，我赖上你了""}, {""sex"": ""1"", ""content"": ""没事，我理你就好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是你不理我好吧""}, {""sex"": ""1"", ""content"": ""冤枉啊，我可不敢不理小仙女。""}, {""sex"": ""1"", ""content"": ""我不是故意不理你的，下次要是我没有给你回消息，你就多给我发几条。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我为什么要找你""}, {""sex"": ""1"", ""content"": ""你不找我，我怎么好意思打扰你呢？""}, {""sex"": ""1"", ""content"": ""你不找我，难道是怕喜欢上我？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不对的""}, {""sex"": ""1"", ""content"": ""没有什么对不对，只要你心里能接受，对不对？""}, {""sex"": ""1"", ""content"": ""那什么才是对的呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你怎么醒这么早啊""}, {""sex"": ""1"", ""content"": ""早点醒来难道有什么不好的嘛？""}, {""sex"": ""1"", ""content"": ""梦里的你突然不见了，我就惊醒了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我最近心情不好""}, {""sex"": ""1"", ""content"": ""我们出去散散心吧，调节一下心情。""}, {""sex"": ""1"", ""content"": ""可能是最近你缺我在你身边。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不想和你废话""}, {""sex"": ""1"", ""content"": ""我们没有废话啊，说的一直都是有用的话。""}, {""sex"": ""1"", ""content"": ""那不行，我还有一箩筐的废话要跟你说。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你声音好听吗？""}, {""sex"": ""1"", ""content"": ""你听一下不就知道了。""}, {""sex"": ""1"", ""content"": ""成熟男人的声音，你应该会喜欢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不可能的""}, {""sex"": ""1"", ""content"": ""你难道没听说过 一切皆有可能 吗?""}, {""sex"": ""2"", ""content"": ""听过啊。""}, {""sex"": ""1"", ""content"": ""所以你觉得不可能的事我也会让它变成可能的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""宝贝在哪""}, {""sex"": ""1"", ""content"": ""宝贝在你心里呀。""}, {""sex"": ""1"", ""content"": ""是不是想我啦，想过来找我了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚点再聊""}, {""sex"": ""1"", ""content"": ""那你可别把我给忘记了。""}, {""sex"": ""1"", ""content"": ""你要是没找我聊天，可是要受到惩罚的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚准备起床""}, {""sex"": ""1"", ""content"": ""今天不赖床了嘛？""}, {""sex"": ""1"", ""content"": ""那就快点起床洗白白吃早餐吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小哥哥很会撩""}, {""sex"": ""1"", ""content"": ""那也得看看要撩的对象是谁呀。""}, {""sex"": ""1"", ""content"": ""为了撩你我苦练十多年了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们是什么关系啊""}, {""sex"": ""1"", ""content"": ""你猜猜咯，你肯定能猜对的。""}, {""sex"": ""1"", ""content"": ""我们之间的关系还需要说吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我洗头发呢""}, {""sex"": ""1"", ""content"": ""你洗的香香的，让我好好闻一闻。""}, {""sex"": ""1"", ""content"": ""还好只是洗头发不是做头发。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你那里可爱""}, {""sex"": ""1"", ""content"": ""难道不是哪里都很可爱吗？""}, {""sex"": ""1"", ""content"": ""哪里可爱不重要，你爱我就行。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你舍得我吗""}, {""sex"": ""1"", ""content"": ""有时候舍不得也得舍得啊。""}, {""sex"": ""1"", ""content"": ""你觉得我会舍得你吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你莫名其妙""}, {""sex"": ""1"", ""content"": ""我一直都很喜欢你，从来都不是莫名其妙。""}, {""sex"": ""1"", ""content"": ""不要觉得奇怪，也不要躲着我好吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""干嘛要知道我名字做什么""}, {""sex"": ""1"", ""content"": ""不知道名字我怎么知道我梦中女神叫什么呢。""}, {""sex"": ""1"", ""content"": ""你的名字对于我来说很重要。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""现在这样挺好的""}, {""sex"": ""1"", ""content"": ""这样还不够，我希望能更好""}, {""sex"": ""1"", ""content"": ""难道你这么容易就觉得满足了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""各回各家""}, {""sex"": ""1"", ""content"": ""那走吧，我们一起回咱们的家。""}, {""sex"": ""1"", ""content"": ""巧了，你家刚好是我家。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""忘记给你回消息了""}, {""sex"": ""1"", ""content"": ""别把我忘记了就行""}, {""sex"": ""1"", ""content"": ""你好好想想怎么补偿我吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我说我喜欢你""}, {""sex"": ""1"", ""content"": ""你先让我缓缓，免得被你给吓到了。""}, {""sex"": ""1"", ""content"": ""巧了，我也刚好喜欢你呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很久了""}, {""sex"": ""1"", ""content"": ""其实我也喜欢你很久了""}, {""sex"": ""1"", ""content"": ""很久是多久了，怎么你都没告诉我呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你喜欢打篮球吗""}, {""sex"": ""1"", ""content"": ""我为什么不喜欢呢！""}, {""sex"": ""1"", ""content"": ""难不成你也喜欢篮球嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""爱情何为爱情不懂""}, {""sex"": ""1"", ""content"": ""男女间相互爱慕的感情。""}, {""sex"": ""1"", ""content"": ""爱情就是深深的喜欢，喜欢就是淡淡的爱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""都不陪我""}, {""sex"": ""1"", ""content"": ""瞎说，我现在不就在陪你嘛""}, {""sex"": ""1"", ""content"": ""我陪你呀，一有空我就陪你，但我有时候工作也要忙呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你有对象吗""}, {""sex"": ""1"", ""content"": ""现在没有，不过以后总会有的。""}, {""sex"": ""1"", ""content"": ""那你有对象吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有事儿吗？""}, {""sex"": ""1"", ""content"": ""我难道没事就不能来找你吗！""}, {""sex"": ""1"", ""content"": ""我想找你聊聊我们的爱情。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我生日快乐""}, {""sex"": ""1"", ""content"": ""祝你生日快乐。""}, {""sex"": ""1"", ""content"": ""谢谢妈妈能把你这个小仙女带来这个人世间。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""咋那么自恋呢""}, {""sex"": ""1"", ""content"": ""你都不让我恋，我只好自恋咯。""}, {""sex"": ""1"", ""content"": ""我得先学会喜欢自己然后再喜欢你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在不在呀""}, {""sex"": ""1"", ""content"": ""小仙女找当然在啊""}, {""sex"": ""1"", ""content"": ""你找我的话不在我也会飞奔回来的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你在不在""}, {""sex"": ""1"", ""content"": ""我难道不是无时无刻都在嘛""}, {""sex"": ""1"", ""content"": ""一直都在你心里呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好烦躁啊""}, {""sex"": ""1"", ""content"": ""我会魔法哦，把小仙女的烦恼化作一阵风吹走。""}, {""sex"": ""1"", ""content"": ""别烦别烦，多跟我聊会天心情就会变好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""渣男太多了""}, {""sex"": ""1"", ""content"": ""你很幸运，我不是渣男。""}, {""sex"": ""1"", ""content"": ""还好我是直男。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你打算什么时候来""}, {""sex"": ""1"", ""content"": ""等你想我来的时候来。""}, {""sex"": ""1"", ""content"": ""那得看你的思念够不够重了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""微信开场白""}, {""sex"": ""1"", ""content"": ""我刚想起来一件事情。""}, {""sex"": ""2"", ""content"": ""什么事？""}, {""sex"": ""1"", ""content"": ""我们是不是应该好好认识一下。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我先吃早餐""}, {""sex"": ""1"", ""content"": ""好，那你要多吃点知道吗？""}, {""sex"": ""1"", ""content"": ""嗯嗯，吃完早餐给我发消息，我等你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哥哥你好呀""}, {""sex"": ""1"", ""content"": ""真好！小仙女主动跟我打招呼了""}, {""sex"": ""1"", ""content"": ""小姐姐一打招呼，小哥哥就来啦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是撩不动我的""}, {""sex"": ""1"", ""content"": ""你能这么说就代表已经被我撩动了""}, {""sex"": ""1"", ""content"": ""是吗，要不要咱们再试试？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想你撩我""}, {""sex"": ""1"", ""content"": ""这么主动的吗，那我要开始了，你准备好了吗？""}, {""sex"": ""1"", ""content"": ""别的女生都是说不要撩我，你倒好，还主动要求我撩你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你老吗？""}, {""sex"": ""1"", ""content"": ""十八岁的你，有什么资格说老！""}, {""sex"": ""1"", ""content"": ""你哪里老了，还是这么好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你挺忙""}, {""sex"": ""1"", ""content"": ""为了将来不忙都对不起自己啊。""}, {""sex"": ""1"", ""content"": ""还好吧，也就是忙一会儿而已。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没事~""}, {""sex"": ""1"", ""content"": ""女孩子说没事的得反着听知道吗！""}, {""sex"": ""1"", ""content"": ""你确定吗？我反正肯定不会觉得你没事。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""以后的以后""}, {""sex"": ""1"", ""content"": ""那不就是我们幸福的未来吗。""}, {""sex"": ""1"", ""content"": ""那都是你和我的以后呀，""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我觉得我们不是很合适""}, {""sex"": ""1"", ""content"": ""我不要你觉得，我要我觉得。""}, {""sex"": ""1"", ""content"": ""我星座，八字，性格百搭怎么可能不合适呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚吃完午饭""}, {""sex"": ""1"", ""content"": ""我还没有吃饭呢，好可怜的。""}, {""sex"": ""1"", ""content"": ""我感觉到你肚子的洪荒之力了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我在好好说话""}, {""sex"": ""1"", ""content"": ""你每说一句话我都想亲你一口。""}, {""sex"": ""1"", ""content"": ""那你能不能对我说几句好话？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我想你一直在呀""}, {""sex"": ""1"", ""content"": ""只要你想，我就一直在。""}, {""sex"": ""1"", ""content"": ""我一直在你心里啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很甜很甜""}, {""sex"": ""1"", ""content"": ""我的嘴巴更甜哦。""}, {""sex"": ""1"", ""content"": ""我要让你做最甜最可爱的女孩子。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""hello？""}, {""sex"": ""1"", ""content"": ""你好啊，小仙女""}, {""sex"": ""1"", ""content"": ""你好，\t小生这厢有礼啦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这个人真的是""}, {""sex"": ""1"", ""content"": ""想说我帅就只说啦，不要吞吞吐吐的啦。""}, {""sex"": ""1"", ""content"": ""咋滴，是不是觉得很配你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""见都没见过我""}, {""sex"": ""1"", ""content"": ""谁说的，我明明在梦里就已经见过你了。""}, {""sex"": ""1"", ""content"": ""那我可以见过你了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你厉害呗""}, {""sex"": ""1"", ""content"": ""我要是不厉害怎么可以喜欢你呢。""}, {""sex"": ""1"", ""content"": ""再厉害的我，最后还是栽到你手里了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不回我信息。""}, {""sex"": ""1"", ""content"": ""我怎么敢不回小公主的信息呢？""}, {""sex"": ""1"", ""content"": ""我只是想你想得太入神了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不回夏信息""}, {""sex"": ""1"", ""content"": ""回消息的时候想你了就停下来想你先。""}, {""sex"": ""1"", ""content"": ""在想怎么说爱你才好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""累死我了""}, {""sex"": ""1"", ""content"": ""干嘛把自己搞得这么累，你知不知道我会心疼的""}, {""sex"": ""2"", ""content"": ""不知道……""}, {""sex"": ""1"", ""content"": ""以后不许这样了，该休息的时候就乖乖休息""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""加班累死了""}, {""sex"": ""1"", ""content"": ""但是一想到加班费心里又乐开花了。""}, {""sex"": ""1"", ""content"": ""我去揍你们老板一顿，竟然让我的小仙女这么累。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没生我的气吧～""}, {""sex"": ""1"", ""content"": ""我为什么要生小仙女的气呢。""}, {""sex"": ""1"", ""content"": ""生气如果有用的话，我愿意生气。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就你最皮""}, {""sex"": ""1"", ""content"": ""略略略，我只跟喜欢的人皮呀。""}, {""sex"": ""1"", ""content"": ""因为我最喜欢你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""听歌吗？""}, {""sex"": ""1"", ""content"": ""我想听你手机里的歌""}, {""sex"": ""1"", ""content"": ""是不是关于我们的歌？！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不喜欢装""}, {""sex"": ""1"", ""content"": ""我也喜欢你最真实的样子。""}, {""sex"": ""1"", ""content"": ""做你自己就好了，不需要装。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""被你拐走了""}, {""sex"": ""1"", ""content"": ""既然被我拐走了，我就一辈子都不会还了。""}, {""sex"": ""1"", ""content"": ""那我可就拐回家了哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""头还疼""}, {""sex"": ""1"", ""content"": ""要是在你身边我就能帮你揉一揉了。""}, {""sex"": ""1"", ""content"": ""我觉得好心疼，真希望我来承受你所有的疼痛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不开心了吗""}, {""sex"": ""1"", ""content"": ""有时候不算太开心，不过看到你之后心情好点了。""}, {""sex"": ""1"", ""content"": ""之前不够开心的不过现在开心了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你追我呀""}, {""sex"": ""1"", ""content"": ""那你又本事别跑啊。""}, {""sex"": ""1"", ""content"": ""好的，我马上就来。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我直播去了""}, {""sex"": ""1"", ""content"": ""那我得去给你捧捧场才行啊。""}, {""sex"": ""1"", ""content"": ""能不能只为我一个人直播？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""工作辛苦吗""}, {""sex"": ""1"", ""content"": ""为了我们的将来，我觉得不辛苦。""}, {""sex"": ""1"", ""content"": ""我要是说辛苦的话你会给我一点安慰吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""过夜""}, {""sex"": ""1"", ""content"": ""我家床很大，你想过多少个夜都没问题""}, {""sex"": ""1"", ""content"": ""很不放心你在外面过夜，一定要跟我保持联系，知道吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你太好了吧""}, {""sex"": ""1"", ""content"": ""我可不想被你发好人卡。""}, {""sex"": ""1"", ""content"": ""我这么好，难道你不心动吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不可以呀""}, {""sex"": ""1"", ""content"": ""女人说话都是说反话的，不可以就是可以""}, {""sex"": ""1"", ""content"": ""只要你愿意，没有什么是不可以的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""深夜问候语""}, {""sex"": ""1"", ""content"": ""夜深人静，开始修仙""}, {""sex"": ""2"", ""content"": ""你不打算睡觉了吗""}, {""sex"": ""1"", ""content"": ""我只想和你一起修仙""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎样开场""}, {""sex"": ""1"", ""content"": ""哇，我一打开手机就看到了最最最可爱的小仙女！""}, {""sex"": ""1"", ""content"": ""小仙女你好！小仙女正在干嘛呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在吃肉""}, {""sex"": ""1"", ""content"": ""哇，你这是赤果果的诱惑！""}, {""sex"": ""1"", ""content"": ""你这么瘦，要多吃点肉肉啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""狠毒""}, {""sex"": ""1"", ""content"": ""最毒妇人心？""}, {""sex"": ""1"", ""content"": ""天真无邪善良可爱的小仙女怎么会跟狠毒这样的词语挂钩呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""期待中""}, {""sex"": ""1"", ""content"": ""是不是还有点小激动，按捺不住雀跃的心？""}, {""sex"": ""1"", ""content"": ""嗯哼，保证不会让你失望。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早安，小媳妇儿""}, {""sex"": ""2"", ""content"": ""你快来，别把你可爱的小媳妇饿着""}, {""sex"": ""2"", ""content"": ""做仙女有点累，做你的小媳妇或许刚刚好""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""字丑""}, {""sex"": ""1"", ""content"": ""可能老天爷把好看全都安在你身上了。""}, {""sex"": ""1"", ""content"": ""不应该啊，都说字如其人，你明明长得那么好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你的名字好好听""}, {""sex"": ""1"", ""content"": ""你喜欢就好。""}, {""sex"": ""1"", ""content"": ""看来我爸妈把我这个名字取对了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有办法吗""}, {""sex"": ""1"", ""content"": ""当然有了，有我在我肯定会帮你想办法的""}, {""sex"": ""1"", ""content"": ""我觉得没办法了，唯一的办法就是你做我的女朋友""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你能天天陪着我？""}, {""sex"": ""1"", ""content"": ""喜欢的人当然要天天陪着了。""}, {""sex"": ""1"", ""content"": ""天天陪着你，你才不会无聊呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""自己吃吧""}, {""sex"": ""1"", ""content"": ""我一个人吃没什么胃口啊。""}, {""sex"": ""1"", ""content"": ""我这都是为你准备的，我怎么能自己吃呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不理我就算了""}, {""sex"": ""1"", ""content"": ""我怎么会不理你呢，不要生气哦。""}, {""sex"": ""1"", ""content"": ""我是吃了熊心豹子胆才敢不理小仙女呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我很烦躁""}, {""sex"": ""1"", ""content"": ""烦躁的时候默念三遍我的名字就好啦""}, {""sex"": ""1"", ""content"": ""是不是因为我没有在你身边的缘故。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还没睡?""}, {""sex"": ""1"", ""content"": ""熬夜一时爽，一直熬夜一直爽！""}, {""sex"": ""1"", ""content"": ""准备熬最晚的夜，喝最贵的咖啡！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谢啥谢""}, {""sex"": ""1"", ""content"": ""你都帮了我，肯定要谢谢你的呀""}, {""sex"": ""1"", ""content"": ""为了表达我真诚的谢意，我请你喝奶茶吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那我就要撩你撩你""}, {""sex"": ""1"", ""content"": ""撩我你只要一句：在吗""}, {""sex"": ""1"", ""content"": ""想法不错，我人就在这撩吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不然干啥""}, {""sex"": ""1"", ""content"": ""你想干什么我都奉陪""}, {""sex"": ""1"", ""content"": ""我不会特异功能没办法猜到你想啥。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你睡觉啦""}, {""sex"": ""1"", ""content"": ""我要是不睡觉，难道你想看我秃头吗。""}, {""sex"": ""1"", ""content"": ""睡觉这么好的事情，当然得快点做。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡觉不香嘛""}, {""sex"": ""1"", ""content"": ""香啊，但是没有吃饭那么香啊。""}, {""sex"": ""1"", ""content"": ""你这么一说我都开始有点心动了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不懂你说啥""}, {""sex"": ""1"", ""content"": ""非要明明白白说出我喜欢你四个字才会懂是不是？""}, {""sex"": ""1"", ""content"": ""你怎么这么笨，我都说得这么明白了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有目的""}, {""sex"": ""1"", ""content"": ""做什么事都会有目的，你其实心里也有一个目标。""}, {""sex"": ""1"", ""content"": ""没有目的又怎么会有往前冲的动力呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要去洗澡去了""}, {""sex"": ""1"", ""content"": ""说好的出浴照不给一下？""}, {""sex"": ""1"", ""content"": ""去就去呗，我又不帮你搓背！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真的好懒啊""}, {""sex"": ""1"", ""content"": ""所以才会叫大懒虫啊。""}, {""sex"": ""1"", ""content"": ""懒人有懒福呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""错没有""}, {""sex"": ""1"", ""content"": ""错了，都是我的错。""}, {""sex"": ""1"", ""content"": ""搓衣板准备好了，我啥时候跪。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""发你照片给我看""}, {""sex"": ""1"", ""content"": ""等会儿你迷上我了咋办呢！""}, {""sex"": ""1"", ""content"": ""照片难道有我本人好看嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""变化大吧""}, {""sex"": ""1"", ""content"": ""变化再大你也还是那个我喜欢的人。""}, {""sex"": ""1"", ""content"": ""但是还是有着当初的轮廓啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我长得也不好看呀""}, {""sex"": ""1"", ""content"": ""谁说的，你明明长得非常好看啊。""}, {""sex"": ""1"", ""content"": ""哪里不好看，我觉得非常好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有那么高兴吗""}, {""sex"": ""1"", ""content"": ""遇见你之后我就是这么高兴啊。""}, {""sex"": ""1"", ""content"": ""你高兴了，我才会这么高兴啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我认识吗""}, {""sex"": ""1"", ""content"": ""等会儿，你不就认识了。""}, {""sex"": ""1"", ""content"": ""有些人相遇本就不相识。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你不困吗""}, {""sex"": ""1"", ""content"": ""之前困，你一来我就不困了。""}, {""sex"": ""1"", ""content"": ""和你聊天就是我最好的精神休息。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天出去玩""}, {""sex"": ""1"", ""content"": ""这么热的天去哪里玩呀？""}, {""sex"": ""1"", ""content"": ""出去玩也不带我一起哦，太不够意思了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""人肉闹钟""}, {""sex"": ""1"", ""content"": ""铃铃铃~起床时间到，小仙女该起来啦""}, {""sex"": ""1"", ""content"": ""有你这个人肉闹钟我就可以把手机的闹钟都关掉了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你厉害哦""}, {""sex"": ""1"", ""content"": ""要是不厉害怎么保护你。""}, {""sex"": ""1"", ""content"": ""那必须厉害，不然怎么配上你呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是你得不到的小可爱""}, {""sex"": ""1"", ""content"": ""但你是我能得到的小仙女呀。""}, {""sex"": ""1"", ""content"": ""但你可以得到我，小可爱。""}], ""lock"": 1}"
